pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,rel_hum,dwpt_temp,air_temp,min_air_temp_snc_last_reset,mslp,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,snwfl_amt_pst1hr,time,snw_dpth,HEIGHT_OF_SNOW,stn_pres,week_of_year
1.0, -11.37, 94.0, -6.2, 94.0, -12.0, -11.4, -11.5, 1018.6, 0.0, -12.0, 920.0, 1.0,2022-11-12 00:00:00, 6.0, 6.015, 920.0,46
1.0, -11.48, 92.8, -6.2, 93.0, -12.0, -11.5, -11.6, 1018.5, 0.0, -12.0, 920.0, 0.0,2022-11-12 01:00:00, 6.0, 6.021, 920.0,46
0.0, -10.74, 93.1, -6.2, 93.0, -12.0, -10.7, -11.6, 1018.4, 0.0, -12.0, 920.0, 1.0,2022-11-12 02:00:00, 6.0, 6.405, 920.0,46
0.0, -10.39, 93.6, -6.2, 94.0, -11.0, -10.4, -11.6, 1018.2, 0.0, -11.0, 920.0, 0.0,2022-11-12 03:00:00, 6.0, 6.453, 920.0,46
0.0, -10.07, 93.9, -6.2, 94.0, -11.0, -10.1, -11.6, 1018.3, 0.0, -11.0, 920.0, 0.0,2022-11-12 04:00:00, 6.0, 6.297, 920.0,46
0.0, -10.51, 93.5, -6.2, 94.0, -11.0, -10.5, -11.6, 1018.5, 0.0, -11.0, 920.0, 0.0,2022-11-12 05:00:00, 6.0, 6.085, 920.0,46
0.0, -9.88, 93.5, -6.2, 94.0, -11.0, -9.9, -11.6, 1017.5, 0.0, -11.0, 919.0, 1.0,2022-11-12 06:00:00, 7.0, 7.003, 919.0,46
0.0, -8.95, 93.9, -9.0, 94.0, -10.0, -9.0, -9.9, 1017.5, 0.0, -10.0, 919.0, -1.0,2022-11-12 07:00:00, 6.0, 6.482, 919.0,46
0.0, -8.32, 94.6, -8.3, 95.0, -9.0, -8.3, -9.9, 1017.6, 0.0, -9.0, 919.0, 0.0,2022-11-12 08:00:00, 6.0, 6.365, 919.0,46
0.0, -7.655, 94.7, -7.7, 95.0, -8.0, -7.7, -9.9, 1017.7, 0.0, -8.0, 919.0, 0.0,2022-11-12 09:00:00, 6.0, 6.323, 919.0,46
0.0, -6.538, 94.1, -6.5, 94.0, -7.0, -6.5, -9.9, 1017.6, 0.0, -7.0, 919.0, 1.0,2022-11-12 10:00:00, 7.0, 6.94, 919.0,46
0.0, -5.427, 94.2, -5.4, 94.0, -6.0, -5.4, -9.9, 1018.6, 0.0, -6.0, 920.0, 0.0,2022-11-12 11:00:00, 7.0, 6.882, 920.0,46
1.0, -4.368, 94.6, -4.3, 95.0, -5.0, -4.4, -9.9, 1018.5, 1.0, -5.0, 920.0, 1.0,2022-11-12 12:00:00, 8.0, 7.77, 920.0,46
1.0, -2.815, 92.6, -2.8, 93.0, -4.0, -2.8, -9.9, 1017.3, 0.0, -4.0, 919.0, 0.0,2022-11-12 13:00:00, 8.0, 7.946, 919.0,46
1.0, -2.921, 93.0, -2.7, 93.0, -4.0, -2.9, -9.9, 1018.3, 0.0, -4.0, 920.0, 0.0,2022-11-12 14:00:00, 8.0, 7.974, 920.0,46
1.0, -3.018, 94.4, -2.7, 94.0, -4.0, -3.0, -9.9, 1017.2, 0.0, -4.0, 919.0, 0.0,2022-11-12 15:00:00, 7.0, 7.491, 919.0,46
1.0, -3.404, 94.7, -2.6, 95.0, -4.0, -3.4, -9.9, 1017.2, 0.0, -4.0, 919.0, 0.0,2022-11-12 16:00:00, 7.0, 7.04, 919.0,46
1.0, -5.393, 96.9, -2.6, 97.0, -6.0, -5.4, -9.9, 1017.4, 0.0, -6.0, 919.0, 1.0,2022-11-12 17:00:00, 7.0, 7.472, 919.0,46
1.0, -6.943, 96.6, -2.6, 97.0, -7.0, -6.9, -9.9, 1016.4, 0.0, -7.0, 918.0, 0.0,2022-11-12 18:00:00, 8.0, 7.628, 918.0,46
1.0, -7.898, 96.2, -6.9, 96.0, -8.0, -7.9, -7.9, 1016.4, 0.0, -8.0, 918.0, 1.0,2022-11-12 19:00:00, 8.0, 7.941, 918.0,46
None, -8.47, 95.4, -6.9, 95.0, -9.0, -8.5, -8.5, 1016.4, -0.7, -9.0, 918.0, 1.0,2022-11-12 20:00:00, 9.0, 8.7, 918.0,46
None, -9.38, 95.2, -6.9, 95.0, -10.0, -9.4, -9.4, 1015.4, -0.3, -10.0, 917.0, 1.0,2022-11-12 21:00:00, 9.0, 9.46, 917.0,46
None, -8.85, 94.5, -6.9, 95.0, -9.0, -8.9, -9.6, 1016.3, 0.0, -9.0, 918.0, 1.0,2022-11-12 22:00:00, 10.0, 9.74, 918.0,46
None, -8.08, 94.9, -6.9, 95.0, -9.0, -8.1, -9.6, 1015.0, 0.9, -9.0, 917.0, 0.0,2022-11-12 23:00:00, 9.0, 9.4, 917.0,46
None, -7.508, 95.4, -6.9, 95.0, -8.0, -7.5, -9.6, 1014.8, 0.1, -8.0, 917.0, 0.0,2022-11-13 00:00:00, 9.0, 9.22, 917.0,46
None, -6.923, 95.4, -6.9, 95.0, -7.0, -6.9, -9.6, 1014.6, 0.0, -7.0, 917.0, 0.0,2022-11-13 01:00:00, 9.0, 8.86, 917.0,46
None, -6.63, 95.6, -6.6, 96.0, -7.0, -6.6, -9.6, 1015.7, 0.0, -7.0, 918.0, 0.0,2022-11-13 02:00:00, 9.0, 8.55, 918.0,46
None, -5.712, 96.2, -5.7, 96.0, -6.0, -5.7, -9.6, 1016.7, 0.0, -6.0, 919.0, 0.0,2022-11-13 03:00:00, 8.0, 8.28, 919.0,46
None, -4.799, 96.7, -4.8, 97.0, -5.0, -4.8, -9.6, 1016.6, 0.0, -5.0, 919.0, -1.0,2022-11-13 04:00:00, 8.0, 7.669, 919.0,46
None, -4.311, 97.0, -4.2, 97.0, -5.0, -4.3, -9.6, 1017.9, 0.0, -5.0, 920.0, 0.0,2022-11-13 05:00:00, 7.0, 7.408, 920.0,46
None, -3.249, 97.9, -3.2, 98.0, -4.0, -3.2, -9.6, 1017.9, 0.0, -4.0, 920.0, -1.0,2022-11-13 06:00:00, 7.0, 6.881, 920.0,46
None, -3.2, 97.8, -3.1, 98.0, -3.0, -3.2, -3.3, 1018.0, 0.0, -3.0, 920.0, -1.0,2022-11-13 07:00:00, 6.0, 6.346, 920.0,46
None, -2.761, 98.3, -2.8, 98.0, -3.0, -2.8, -3.3, 1019.2, 0.0, -3.0, 921.0, -1.0,2022-11-13 08:00:00, 6.0, 5.845, 921.0,46
None, -2.868, 98.1, -2.7, 98.0, -3.0, -2.9, -3.3, 1020.4, 0.0, -3.0, 922.0, 0.0,2022-11-13 09:00:00, 6.0, 5.603, 922.0,46
None, -2.03, 98.2, -2.0, 98.0, -2.0, -2.0, -3.3, 1020.2, 0.0, -2.0, 922.0, 0.0,2022-11-13 10:00:00, 5.0, 5.299, 922.0,46
