station_observations
TempC, SolarRadiationWm, RH, WindSpeedms, Pressurembar, Rainmm, GustSpeedms, time, WindDirection, DewPtC
16.534, 663.1, 36.7, 1.86, 806.95, 0.0, 2.97, 2012-08-17 12:00:00, 280.8, 1.7
18.057, 688.1, 31.8, 1.48, 806.45, 0.0, 3.71, 2012-08-17 13:00:00, 247.1, 1.0
18.675, 665.6, 31.1, 2.04, 806.45, 0.0, 3.9, 2012-08-17 14:00:00, 252.7, 1.3
19.365, 600.6, 33.7, 2.41, 806.65, 0.0, 5.94, 2012-08-17 15:00:00, 223.2, 3.0
20.222, 498.1, 32.5, 2.97, 806.85, 0.0, 5.57, 2012-08-17 16:00:00, 219.0, 3.2
21.056, 405.6, 31.8, 2.41, 806.75, 0.0, 5.38, 2012-08-17 17:00:00, 178.3, 3.7
20.031, 263.1, 31.1, 2.23, 806.55, 0.0, 4.82, 2012-08-17 18:00:00, 150.2, 2.4
19.508, 166.9, 32.3, 2.23, 806.35, 0.0, 3.9, 2012-08-17 19:00:00, 143.2, 2.5
18.509, 60.6, 33.6, 2.04, 806.15, 0.0, 3.34, 2012-08-17 20:00:00, 109.5, 2.2
17.034, 0.6, 33.1, 2.6, 806.25, 0.0, 4.27, 2012-08-17 21:00:00, 82.8, 0.7
16.582, 0.6, 34.4, 2.97, 806.35, 0.0, 5.94, 2012-08-17 22:00:00, 75.8, 0.8
16.225, 0.6, 35.8, 3.34, 806.25, 0.0, 6.49, 2012-08-17 23:00:00, 77.2, 1.1
15.915, 0.6, 37.0, 3.71, 806.15, 0.0, 6.68, 2012-08-18 00:00:00, 80.0, 1.3
15.7, 0.6, 37.7, 3.9, 806.25, 0.0, 7.05, 2012-08-18 01:00:00, 80.0, 1.3
15.223, 0.6, 38.2, 4.64, 806.15, 0.0, 7.42, 2012-08-18 02:00:00, 82.8, 1.1
15.318, 0.6, 38.4, 5.01, 805.95, 0.0, 7.79, 2012-08-18 03:00:00, 84.2, 1.2
15.079, 0.6, 39.0, 5.01, 806.05, 0.0, 8.53, 2012-08-18 04:00:00, 84.2, 1.2
14.864, 0.6, 39.4, 5.2, 806.05, 0.0, 8.16, 2012-08-18 05:00:00, 85.6, 1.2
14.697, 1.9, 40.1, 5.38, 805.85, 0.0, 7.98, 2012-08-18 06:00:00, 82.8, 1.3
14.553, 15.6, 39.7, 5.38, 805.85, 0.0, 7.61, 2012-08-18 07:00:00, 81.4, 1.0
15.939, 304.4, 39.8, 5.75, 805.95, 0.0, 9.09, 2012-08-18 08:00:00, 87.0, 2.3
16.868, 426.9, 38.3, 5.2, 805.95, 0.0, 7.79, 2012-08-18 09:00:00, 87.0, 2.6
17.819, 529.4, 37.6, 5.2, 805.95, 0.0, 7.79, 2012-08-18 10:00:00, 96.9, 3.2
18.866, 608.1, 37.0, 4.64, 805.85, 0.0, 7.05, 2012-08-18 11:00:00, 113.7, 3.9
20.055, 713.1, 37.7, 3.9, 805.75, 0.0, 7.24, 2012-08-18 12:00:00, 120.7, 5.2
21.223, 693.1, 37.2, 3.71, 805.45, 0.0, 6.68, 2012-08-18 13:00:00, 137.6, 6.0
20.317, 315.6, 35.1, 4.08, 805.35, 0.0, 6.86, 2012-08-18 14:00:00, 143.2, 4.4
20.507, 338.1, 36.0, 3.34, 805.55, 0.0, 5.57, 2012-08-18 15:00:00, 150.2, 4.9
21.485, 389.4, 35.4, 3.53, 805.35, 0.0, 6.31, 2012-08-18 16:00:00, 148.8, 5.6
21.748, 308.1, 33.9, 2.6, 805.15, 0.0, 6.31, 2012-08-18 17:00:00, 154.4, 5.2
22.824, 286.9, 32.5, 2.41, 804.85, 0.0, 5.75, 2012-08-18 18:00:00, 176.9, 5.5
21.676, 169.4, 30.9, 2.41, 804.65, 0.0, 5.2, 2012-08-18 19:00:00, 160.0, 3.8
19.508, 43.1, 35.7, 1.86, 804.55, 0.0, 3.53, 2012-08-18 20:00:00, 150.2, 3.9
18.985, 0.6, 38.5, 2.41, 804.65, 0.0, 3.9, 2012-08-18 21:00:00, 89.9, 4.6
18.295, 0.6, 37.2, 2.23, 804.55, 0.0, 3.71, 2012-08-18 22:00:00, 85.6, 3.4
17.558, 0.6, 39.8, 0.93, 804.45, 0.0, 2.23, 2012-08-18 23:00:00, 99.7, 3.7
17.724, 0.6, 43.2, 1.48, 804.55, 0.0, 2.6, 2012-08-19 00:00:00, 28.1, 5.1
17.938, 0.6, 39.1, 1.3, 804.45, 0.0, 2.41, 2012-08-19 01:00:00, 51.9, 3.8
16.701, 0.6, 39.4, 0.56, 804.35, 0.0, 2.04, 2012-08-19 02:00:00, 68.8, 2.8
17.629, 0.6, 37.3, 0.93, 804.15, 0.0, 2.41, 2012-08-19 03:00:00, 54.8, 2.9
15.963, 0.6, 41.7, 3.34, 803.95, 0.0, 4.27, 2012-08-19 04:00:00, 44.9, 3.0
17.034, 0.6, 41.2, 2.97, 803.75, 0.0, 5.38, 2012-08-19 05:00:00, 47.7, 3.8
17.082, 1.9, 41.4, 2.41, 803.55, 0.0, 8.16, 2012-08-19 06:00:00, 73.0, 3.9
17.13, 40.6, 41.7, 5.57, 803.25, 0.0, 10.02, 2012-08-19 07:00:00, 21.1, 4.0
17.177, 235.6, 42.0, 2.6, 803.35, 0.0, 6.31, 2012-08-19 08:00:00, 28.1, 4.2
17.153, 148.1, 42.3, 3.53, 803.45, 0.0, 8.16, 2012-08-19 09:00:00, 12.6, 4.3
17.558, 568.1, 42.3, 2.04, 803.55, 0.0, 4.45, 2012-08-19 10:00:00, 4.2, 4.6
18.271, 511.9, 46.8, 1.48, 803.45, 0.0, 3.34, 2012-08-19 11:00:00, 224.6, 6.7
18.747, 699.4, 47.0, 1.3, 803.75, 0.0, 3.53, 2012-08-19 12:00:00, 261.1, 7.2
20.007, 653.1, 42.2, 2.23, 803.35, 0.0, 6.49, 2012-08-19 13:00:00, 221.8, 6.8
20.222, 626.9, 39.9, 4.27, 803.25, 0.0, 7.79, 2012-08-19 14:00:00, 155.8, 6.2
21.175, 576.9, 39.5, 4.27, 803.15, 0.0, 7.24, 2012-08-19 15:00:00, 150.2, 6.9
21.342, 524.4, 37.8, 3.71, 803.05, 0.0, 7.42, 2012-08-19 16:00:00, 154.4, 6.4
21.461, 419.4, 39.4, 3.71, 802.95, 0.0, 7.05, 2012-08-19 17:00:00, 161.5, 7.1
19.532, 135.6, 42.2, 2.6, 802.75, 0.0, 6.12, 2012-08-19 18:00:00, 155.8, 6.4
18.461, 136.9, 46.9, 2.41, 802.85, 2.8, 7.98, 2012-08-19 19:00:00, 178.3, 6.9
17.843, 58.1, 48.5, 2.23, 802.85, 0.0, 6.86, 2012-08-19 20:00:00, 289.2, 6.8
16.654, 0.6, 49.6, 4.82, 803.05, 0.0, 6.86, 2012-08-19 21:00:00, 329.9, 6.1
16.439, 0.6, 51.2, 3.9, 803.25, 0.0, 6.12, 2012-08-19 22:00:00, 2.8, 6.3
15.509, 0.6, 53.4, 1.48, 803.35, 0.0, 4.08, 2012-08-19 23:00:00, 112.3, 6.1
14.409, 0.6, 56.7, 2.6, 803.55, 0.0, 3.9, 2012-08-20 00:00:00, 112.3, 5.9
14.17, 0.6, 61.5, 2.97, 803.45, 0.0, 4.27, 2012-08-20 01:00:00, 103.9, 6.9
14.146, 0.6, 62.6, 2.6, 803.45, 0.0, 3.34, 2012-08-20 02:00:00, 112.3, 7.1
14.457, 0.6, 60.4, 2.6, 803.25, 0.0, 4.08, 2012-08-20 03:00:00, 88.4, 6.9
13.906, 0.6, 58.6, 3.53, 803.15, 0.0, 5.57, 2012-08-20 04:00:00, 80.0, 5.9
13.93, 0.6, 60.2, 4.08, 802.95, 0.0, 6.68, 2012-08-20 05:00:00, 80.0, 6.4
13.594, 0.6, 62.4, 3.9, 802.75, 0.0, 7.61, 2012-08-20 06:00:00, 80.0, 6.6
13.906, 19.4, 58.4, 4.27, 802.55, 0.0, 9.09, 2012-08-20 07:00:00, 80.0, 5.9
14.577, 289.4, 56.6, 3.9, 802.65, 0.0, 7.98, 2012-08-20 08:00:00, 82.8, 6.1
