air_temp,min_air_temp_snc_last_reset,mslp,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,rel_hum,max_wnd_spd_10m_pst1hr,time,avg_wnd_spd_10m_pst10mts,dwpt_temp,stn_pres,week_of_year
3.2,2.0, 1008.3, None,6.0,61.0, None,2022-11-19 00:00:00, None,-4.0, 1001.0,47
2.1,2.0, 1008.3, None,6.0,67.0, None,2022-11-19 01:00:00, None,-3.0, 1001.0,47
2.4,2.0, 1008.3, None,6.0,62.0, None,2022-11-19 02:00:00, None,-4.0, 1001.0,47
1.8,1.8, 1007.3, None,6.0,55.0, None,2022-11-19 03:00:00, None,-6.0, 1000.0,47
1.1,1.0, 1007.3, None,6.0,64.0, None,2022-11-19 04:00:00, None,-5.0, 1000.0,47
1.3,1.0, 1007.3, None,6.0,67.0, None,2022-11-19 05:00:00, None,-4.0, 1000.0,47
0.5,0.5, 1006.3, None,6.0,67.0, None,2022-11-19 06:00:00, None,-5.0, 999.0,47
0.6,0.3, 1006.3, None,0.6,63.0, None,2022-11-19 07:00:00, None,-6.0, 999.0,47
1.0,0.3, 1006.3, None,1.0,59.0, None,2022-11-19 08:00:00, None,-6.0, 999.0,47
1.2,0.3, 1006.3, None,1.5,57.0, None,2022-11-19 09:00:00, None,-6.0, 999.0,47
3.1,0.3, 1006.3, None,3.3,55.0, None,2022-11-19 10:00:00, None,-5.0, 999.0,47
4.1,0.3, 1006.3, None,4.3,50.0, None,2022-11-19 11:00:00, None,-5.0, 999.0,47
5.5,0.3, 1006.3, None,5.6,49.0, None,2022-11-19 12:00:00, None,-4.0, 999.0,47
6.5,0.3, 1005.3, None,6.6,43.0, None,2022-11-19 13:00:00, None,-5.0, 998.0,47
6.7,0.3, 1005.3, None,6.9,53.0, None,2022-11-19 14:00:00, None,-2.0, 998.0,47
6.6,0.3, 1004.3, None,6.9,61.0, None,2022-11-19 15:00:00, None,0.0, 997.0,47
6.1,0.3, 1004.3, None,6.9,64.0, None,2022-11-19 16:00:00, None,0.0, 997.0,47
5.2,0.3, 1004.3, None,6.9,69.0, None,2022-11-19 17:00:00, None,0.0, 997.0,47
5.1,0.3, 1004.3, None,6.9,70.0, None,2022-11-19 18:00:00, None,0.0, 997.0,47
5.0,5.0, 1004.3, None,5.2,70.0, None,2022-11-19 19:00:00, None,0.0, 997.0,47
3.8,3.8, 1004.3, None,5.2,73.0, None,2022-11-19 20:00:00, None,-1.0, 997.0,47
3.6,3.7, 1004.3, None,5.2,69.0, None,2022-11-19 21:00:00, None,-2.0, 997.0,47
2.6,2.6, 1004.3, None,5.2,74.0, None,2022-11-19 22:00:00, None,-2.0, 997.0,47
2.3,2.3, 1004.3, None,5.2,65.0, None,2022-11-19 23:00:00, None,-4.0, 997.0,47
2.4,2.1, 1004.3, None,5.2,59.0, None,2022-11-20 00:00:00, None,-5.0, 997.0,47
