air_temp,min_air_temp_snc_last_reset,time,max_air_temp_snc_last_reset,week_of_year
3.2,3.1,2022-11-19 00:00:00,5.4,47
3.2,3.1,2022-11-19 01:00:00,5.4,47
3.2,3.0,2022-11-19 02:00:00,5.4,47
3.5,3.0,2022-11-19 03:00:00,5.4,47
3.4,3.0,2022-11-19 04:00:00,5.4,47
2.7,2.4,2022-11-19 05:00:00,5.4,47
2.1,1.9,2022-11-19 06:00:00,5.4,47
1.9,1.8,2022-11-19 07:00:00,2.1,47
1.8,1.5,2022-11-19 08:00:00,2.1,47
3.1,1.5,2022-11-19 09:00:00,3.1,47
4.1,1.5,2022-11-19 10:00:00,4.2,47
5.7,1.5,2022-11-19 11:00:00,5.7,47
6.6,1.5,2022-11-19 12:00:00,6.6,47
7.4,1.5,2022-11-19 13:00:00,7.6,47
6.2,1.5,2022-11-19 14:00:00,7.6,47
6.4,1.5,2022-11-19 15:00:00,7.6,47
5.2,1.5,2022-11-19 16:00:00,7.6,47
4.6,1.5,2022-11-19 17:00:00,7.6,47
4.7,1.5,2022-11-19 18:00:00,7.6,47
4.8,4.6,2022-11-19 19:00:00,4.8,47
4.7,4.6,2022-11-19 20:00:00,5.1,47
4.4,4.3,2022-11-19 21:00:00,5.1,47
3.6,3.5,2022-11-19 22:00:00,5.1,47
4.0,3.4,2022-11-19 23:00:00,5.1,47
3.6,3.4,2022-11-20 00:00:00,5.1,47
3.6,3.3,2022-11-20 01:00:00,5.1,47
3.8,3.3,2022-11-20 02:00:00,5.1,47
3.5,3.3,2022-11-20 03:00:00,5.1,47
3.2,2.6,2022-11-20 04:00:00,5.1,47
2.7,2.6,2022-11-20 05:00:00,5.1,47
2.6,2.6,2022-11-20 06:00:00,5.1,47
2.3,2.2,2022-11-20 07:00:00,2.6,47
2.8,2.2,2022-11-20 08:00:00,2.9,47
3.8,2.2,2022-11-20 09:00:00,4.5,47
4.0,2.2,2022-11-20 10:00:00,4.5,47
4.0,2.2,2022-11-20 11:00:00,4.5,47
4.9,2.2,2022-11-20 12:00:00,4.9,47
6.8,2.2,2022-11-20 13:00:00,7.2,47
6.7,2.2,2022-11-20 14:00:00,8.0,47
6.9,2.2,2022-11-20 15:00:00,8.0,47
6.5,2.2,2022-11-20 16:00:00,8.0,47
6.5,2.2,2022-11-20 17:00:00,8.0,47
6.4,2.2,2022-11-20 18:00:00,8.0,47
5.7,5.7,2022-11-20 19:00:00,6.4,47
5.6,5.4,2022-11-20 20:00:00,6.4,47
5.7,5.4,2022-11-20 21:00:00,6.4,47
5.3,5.2,2022-11-20 22:00:00,6.4,47
5.3,5.2,2022-11-20 23:00:00,6.4,47
6.8,5.2,2022-11-21 00:00:00,6.9,47
5.0,4.6,2022-11-21 01:00:00,6.9,47
4.9,3.9,2022-11-21 02:00:00,6.9,47
5.2,3.9,2022-11-21 03:00:00,6.9,47
5.1,3.9,2022-11-21 04:00:00,6.9,47
5.3,3.9,2022-11-21 05:00:00,6.9,47
5.0,3.9,2022-11-21 06:00:00,6.9,47
4.8,4.8,2022-11-21 07:00:00,5.2,47
5.1,4.7,2022-11-21 08:00:00,5.2,47
4.7,4.1,2022-11-21 09:00:00,5.2,47
5.6,4.1,2022-11-21 10:00:00,5.6,47
6.9,4.1,2022-11-21 11:00:00,6.9,47
7.6,4.1,2022-11-21 12:00:00,8.6,47
8.1,4.1,2022-11-21 13:00:00,8.6,47
8.6,4.1,2022-11-21 14:00:00,8.6,47
8.9,4.1,2022-11-21 15:00:00,8.9,47
8.5,4.1,2022-11-21 16:00:00,8.9,47
7.7,4.1,2022-11-21 17:00:00,8.9,47
7.8,4.1,2022-11-21 18:00:00,8.9,47
7.9,7.8,2022-11-21 19:00:00,8.0,47
7.9,7.8,2022-11-21 20:00:00,8.1,47
7.8,7.8,2022-11-21 21:00:00,8.1,47
8.7,7.8,2022-11-21 22:00:00,8.7,47
8.6,7.8,2022-11-21 23:00:00,9.1,47
9.2,7.8,2022-11-22 00:00:00,9.4,47
9.3,7.8,2022-11-22 01:00:00,9.5,47
8.2,7.8,2022-11-22 02:00:00,9.5,47
8.4,7.8,2022-11-22 03:00:00,9.6,47
8.6,7.8,2022-11-22 04:00:00,9.7,47
8.2,7.8,2022-11-22 05:00:00,9.7,47
7.4,6.9,2022-11-22 06:00:00,9.7,47
7.3,6.6,2022-11-22 07:00:00,7.4,47
6.5,6.5,2022-11-22 08:00:00,7.5,47
6.3,6.3,2022-11-22 09:00:00,7.5,47
6.3,6.1,2022-11-22 10:00:00,7.5,47
6.3,6.1,2022-11-22 11:00:00,7.5,47
6.2,6.1,2022-11-22 12:00:00,7.5,47
6.5,6.1,2022-11-22 13:00:00,7.5,47
6.7,6.1,2022-11-22 14:00:00,7.5,47
6.7,6.1,2022-11-22 15:00:00,7.5,47
6.9,6.1,2022-11-22 16:00:00,7.5,47
7.1,6.1,2022-11-22 17:00:00,7.5,47
7.3,6.1,2022-11-22 18:00:00,7.6,47
7.2,7.1,2022-11-22 19:00:00,7.5,47
7.2,7.1,2022-11-22 20:00:00,7.5,47
7.3,7.1,2022-11-22 21:00:00,7.5,47
7.1,7.1,2022-11-22 22:00:00,7.5,47
7.4,7.1,2022-11-22 23:00:00,7.5,47
7.3,6.9,2022-11-23 00:00:00,7.5,47
7.2,6.7,2022-11-23 01:00:00,7.5,47
7.4,6.7,2022-11-23 02:00:00,7.5,47
6.9,6.7,2022-11-23 03:00:00,7.5,47
7.0,6.7,2022-11-23 04:00:00,7.5,47
6.9,6.7,2022-11-23 05:00:00,7.5,47
7.1,6.7,2022-11-23 06:00:00,7.5,47
7.3,6.9,2022-11-23 07:00:00,7.5,47
7.4,6.8,2022-11-23 08:00:00,7.5,47
7.1,6.8,2022-11-23 09:00:00,7.6,47
7.3,6.8,2022-11-23 10:00:00,7.6,47
7.6,6.8,2022-11-23 11:00:00,7.6,47
7.7,6.8,2022-11-23 12:00:00,7.9,47
8.1,6.8,2022-11-23 13:00:00,8.2,47
7.9,6.8,2022-11-23 14:00:00,8.2,47
8.3,6.8,2022-11-23 15:00:00,8.4,47
8.1,6.8,2022-11-23 16:00:00,8.4,47
8.1,6.8,2022-11-23 17:00:00,8.4,47
8.3,6.8,2022-11-23 18:00:00,8.4,47
7.7,7.7,2022-11-23 19:00:00,8.4,47
7.2,7.2,2022-11-23 20:00:00,8.4,47
7.2,6.9,2022-11-23 21:00:00,8.4,47
7.0,6.9,2022-11-23 22:00:00,8.4,47
7.9,6.8,2022-11-23 23:00:00,8.4,47
7.1,6.7,2022-11-24 00:00:00,8.4,47
7.2,6.7,2022-11-24 01:00:00,8.4,47
6.7,6.7,2022-11-24 02:00:00,8.4,47
7.0,6.6,2022-11-24 03:00:00,8.4,47
7.3,6.6,2022-11-24 04:00:00,8.4,47
6.8,6.6,2022-11-24 05:00:00,8.4,47
7.6,6.6,2022-11-24 06:00:00,8.4,47
8.0,7.5,2022-11-24 07:00:00,8.2,47
7.7,7.2,2022-11-24 08:00:00,8.2,47
8.5,7.2,2022-11-24 09:00:00,8.5,47
8.4,7.2,2022-11-24 10:00:00,8.8,47
10.4,7.2,2022-11-24 11:00:00,10.5,47
12.4,7.2,2022-11-24 12:00:00,13.2,47
12.1,7.2,2022-11-24 13:00:00,14.3,47
14.1,7.2,2022-11-24 14:00:00,15.5,47
11.8,7.2,2022-11-24 15:00:00,15.5,47
10.4,7.2,2022-11-24 16:00:00,15.5,47
10.2,7.2,2022-11-24 17:00:00,15.5,47
10.9,7.2,2022-11-24 18:00:00,15.5,47
10.2,10.2,2022-11-24 19:00:00,10.9,47
9.8,9.7,2022-11-24 20:00:00,10.9,47
9.5,9.4,2022-11-24 21:00:00,10.9,47
9.0,9.0,2022-11-24 22:00:00,10.9,47
10.1,9.0,2022-11-24 23:00:00,10.9,47
10.6,9.0,2022-11-25 00:00:00,10.9,47
10.6,9.0,2022-11-25 01:00:00,10.9,47
10.2,9.0,2022-11-25 02:00:00,10.9,47
8.8,8.8,2022-11-25 03:00:00,10.9,47
8.2,8.2,2022-11-25 04:00:00,10.9,47
7.7,7.7,2022-11-25 05:00:00,10.9,47
7.7,7.5,2022-11-25 06:00:00,10.9,47
7.6,7.6,2022-11-25 07:00:00,7.9,47
7.7,7.6,2022-11-25 08:00:00,7.9,47
7.8,7.3,2022-11-25 09:00:00,7.9,47
8.3,7.3,2022-11-25 10:00:00,8.3,47
7.2,7.2,2022-11-25 11:00:00,8.3,47
7.3,7.1,2022-11-25 12:00:00,8.3,47
7.3,7.1,2022-11-25 13:00:00,8.3,47
7.2,7.1,2022-11-25 14:00:00,8.3,47
7.5,7.1,2022-11-25 15:00:00,8.3,47
7.7,7.1,2022-11-25 16:00:00,8.3,47
7.0,7.0,2022-11-25 17:00:00,8.3,47
7.2,6.9,2022-11-25 18:00:00,8.3,47
7.0,6.7,2022-11-25 19:00:00,7.5,47
7.5,6.7,2022-11-25 20:00:00,7.6,47
6.2,6.2,2022-11-25 21:00:00,7.6,47
6.2,6.0,2022-11-25 22:00:00,7.6,47
6.5,5.9,2022-11-25 23:00:00,7.6,47
