ONE_DAY_PRECIPITATION,ONE_DAY_RAIN,MIN_TEMP,ONE_DAY_SNOW,time,SNOW_ON_THE_GROUND,MAX_TEMP,week_of_year,WDIR_VECT,TEMP_MEAN,WSPD_SCLR,HUMIDITY,avg_rel_hum_pst1hr,avg_air_temp_pst1hr
0.0,0.0,-11.0,0.0,2017-11-05,18.0,-4.5,45,,,,,,
0.0,0.0,-10.5,0.0,2017-11-06,14.0,-5.5,45,,,,,,
0.0,0.0,-10.0,0.0,2017-11-07,13.0,-4.0,45,,,,,,
2.8,0.0,-7.5,2.8,2017-11-08,13.0,-1.0,45,,,,,,
10.4,0.0,-4.5,10.4,2017-11-09,15.0,2.0,45,,,,,,
0.0,0.0,-2.5,0.0,2017-11-10,20.0,2.5,45,,,,,,
0.0,0.0,0.5,0.0,2017-11-11,10.0,3.5,45,,,,,,
,,,,2017-11-05 00:00:00,,,45,,-7.3, 0.788999,87.8,88.1,-7.271
,,,,2017-11-05 01:00:00,,,45,,-7.3, 0.718999,88.8,88.8,-7.334
,,,,2017-11-05 02:00:00,,,45,,-7.7, 0.813,89.1,89.1,-7.673
,,,,2017-11-05 03:00:00,,,45,,-7.5, 0.691999,88.0,88.0,-7.547
,,,,2017-11-05 04:00:00,,,45,,-8.3, 1.021,87.4,87.4,-8.25
,,,,2017-11-05 05:00:00,,,45,,-9.3, 1.275,87.1,87.1,-9.34
,,,,2017-11-05 06:00:00,,,45,,-9.7, 1.009,87.0,87.0,-9.69
,,,,2017-11-05 07:00:00,,,45,,-9.1, 1.32,86.5,86.5,-9.09
,,,,2017-11-05 08:00:00,,,45,,-8.0, 0.953998,84.9,84.9,-7.963
,,,,2017-11-05 09:00:00,,,45,,-6.7, 0.796,82.6,82.6,-6.7
,,,,2017-11-05 10:00:00,,,45,,-5.1, 0.531,75.3,75.3,-5.115
,,,,2017-11-05 11:00:00,,,45,,-3.5, 1.379,69.1,69.13,-3.518
,,,,2017-11-05 12:00:00,,,45,,-2.8, 1.573,65.4,65.42,-2.831
,,,,2017-11-05 13:00:00,,,45,,-2.7, 2.397,63.4,63.4,-2.737
,,,,2017-11-05 14:00:00,,,45,,-2.4, 2.528,63.4,63.39,-2.439
,,,,2017-11-05 15:00:00,,,45,,-2.5, 2.492,64.7,64.67,-2.49
,,,,2017-11-05 16:00:00,,,45,,-2.4, 1.837,65.5,65.5,-2.378
,,,,2017-11-05 17:00:00,,,45,,-3.7, 0.967998,72.2,72.2,-3.705
,,,,2017-11-05 18:00:00,,,45,,-5.8, 1.14,81.9,81.9,-5.804
,,,,2017-11-05 19:00:00,,,45,,-7.4, 1.241,82.9,82.9,-7.407
,,,,2017-11-05 20:00:00,,,45,,-8.6, 1.415,84.2,84.2,-8.64
,,,,2017-11-05 21:00:00,,,45,,-9.4, 1.51,84.6,84.6,-9.35
,,,,2017-11-05 22:00:00,,,45,,-9.9, 1.407,84.5,84.5,-9.95
,,,,2017-11-05 23:00:00,,,45,,-10.5, 1.441,84.6,84.6,-10.49
,,,,2017-11-06 00:00:00,,,45,,-11.0, 1.532,84.5,84.5,-10.98
,,,,2017-11-06 01:00:00,,,45,,-11.2, 1.455,84.2,84.2,-11.24
,,,,2017-11-06 02:00:00,,,45,,-11.7, 1.487,84.1,84.1,-11.66
,,,,2017-11-06 03:00:00,,,45,,-12.0, 1.553,83.8,83.8,-12.0
,,,,2017-11-06 04:00:00,,,45,,-12.3, 1.463,83.6,83.6,-12.28
,,,,2017-11-06 05:00:00,,,45,,-12.6, 1.413,82.9,82.9,-12.64
,,,,2017-11-06 06:00:00,,,45,,-12.6, 1.063,83.5,83.5,-12.57
,,,,2017-11-06 07:00:00,,,45,,-12.7, 1.269,83.1,83.1,-12.66
,,,,2017-11-06 08:00:00,,,45,,-11.6, 0.898,82.2,82.2,-11.61
,,,,2017-11-06 09:00:00,,,45,,-9.2, 0.499,81.2,81.2,-9.23
,,,,2017-11-06 10:00:00,,,45,,-6.7, 1.067,78.4,78.44,-6.726
,,,,2017-11-06 11:00:00,,,45,,-4.5, 1.016,67.7,67.66,-4.537
,,,,2017-11-06 12:00:00,,,45,,-4.5, 1.183,68.2,68.18,-4.532
,,,,2017-11-06 13:00:00,,,45,,-3.5, 1.765,65.4,65.4,-3.489
,,,,2017-11-06 14:00:00,,,45,,-2.8, 1.924,63.4,63.36,-2.842
,,,,2017-11-06 15:00:00,,,45,,-2.3, 1.23,64.8,64.75,-2.294
,,,,2017-11-06 16:00:00,,,45,,-2.7, 1.272,66.1,66.13,-2.717
,,,,2017-11-06 17:00:00,,,45,,-4.8, 1.48,73.7,73.66,-4.803
,,,,2017-11-06 18:00:00,,,45,,-7.1, 1.158,81.8,81.8,-7.074
,,,,2017-11-06 19:00:00,,,45,,-8.2, 0.851,83.7,83.7,-8.22
,,,,2017-11-06 20:00:00,,,45,,-9.2, 1.301,83.8,83.8,-9.16
,,,,2017-11-06 21:00:00,,,45,,-9.9, 1.092,84.3,84.3,-9.91
,,,,2017-11-06 22:00:00,,,45,,-10.5, 1.122,84.1,84.1,-10.52
,,,,2017-11-06 23:00:00,,,45,,-10.8, 1.272,84.2,84.2,-10.83
,,,,2017-11-07 00:00:00,,,45,,-9.7, 0.566999,83.8,83.8,-9.72
,,,,2017-11-07 01:00:00,,,45,,-8.2, 0.777998,81.2,81.2,-8.23
,,,,2017-11-07 02:00:00,,,45,,-7.4, 0.834999,81.9,81.9,-7.394
,,,,2017-11-07 03:00:00,,,45,,-7.1, 0.662998,86.7,86.7,-7.05
,,,,2017-11-07 04:00:00,,,45,,-6.9, 1.145,87.7,87.7,-6.942
,,,,2017-11-07 05:00:00,,,45,,-6.6, 0.490999,84.8,84.8,-6.626
,,,,2017-11-07 06:00:00,,,45,,-6.4, 0.572,85.0,85.0,-6.369
,,,,2017-11-07 07:00:00,,,45,,-6.3, 0.537998,86.9,86.9,-6.25
,,,,2017-11-07 08:00:00,,,45,,-5.9, 0.634998,85.2,85.2,-5.937
,,,,2017-11-07 09:00:00,,,45,,-5.4, 0.569998,82.7,82.7,-5.377
,,,,2017-11-07 10:00:00,,,45,,-4.5, 0.638,77.9,77.87,-4.508
,,,,2017-11-07 11:00:00,,,45,,-4.3, 0.691999,75.7,75.66,-4.254
,,,,2017-11-07 12:00:00,,,45,,-3.4, 0.776,72.9,72.9,-3.417
,,,,2017-11-07 13:00:00,,,45,,-3.4, 1.104,74.2,74.16,-3.371
,,,,2017-11-07 14:00:00,,,45,,-3.3, 0.642,71.4,71.37,-3.294
,,,,2017-11-07 15:00:00,,,45,,-3.2, 1.029,75.0,74.96,-3.173
,,,,2017-11-07 16:00:00,,,45,,-3.0, 0.893998,76.1,76.07,-3.021
,,,,2017-11-07 17:00:00,,,45,,-3.2, 0.685998,77.1,77.09,-3.156
,,,,2017-11-07 18:00:00,,,45,,-3.1, 0.873,80.6,80.6,-3.103
,,,,2017-11-07 19:00:00,,,45,,-3.2, 0.574,82.7,82.7,-3.235
,,,,2017-11-07 20:00:00,,,45,,-3.2, 0.869,83.7,83.7,-3.24
,,,,2017-11-07 21:00:00,,,45,,-3.2, 0.363999,84.3,84.3,-3.247
,,,,2017-11-07 22:00:00,,,45,,-3.3, 0.435999,84.8,84.8,-3.322
,,,,2017-11-07 23:00:00,,,45,,-3.5, 0.458,86.2,86.2,-3.462
,,,,2017-11-08 00:00:00,,,45,,-3.5, 0.703998,86.6,86.6,-3.495
,,,,2017-11-08 01:00:00,,,45,,-3.6, 0.545,86.9,86.9,-3.572
,,,,2017-11-08 02:00:00,,,45,,-3.6, 0.727998,87.6,87.6,-3.554
,,,,2017-11-08 03:00:00,,,45,,-3.4, 0.665,87.0,87.0,-3.429
,,,,2017-11-08 04:00:00,,,45,,-3.6, 0.497,88.1,88.1,-3.552
,,,,2017-11-08 05:00:00,,,45,,-3.6, 0.667999,88.6,88.6,-3.56
,,,,2017-11-08 06:00:00,,,45,,-3.6, 0.519999,89.3,89.3,-3.614
,,,,2017-11-08 07:00:00,,,45,,-4.1, 0.612999,90.6,90.6,-4.099
,,,,2017-11-08 08:00:00,,,45,,-4.4, 0.866998,89.5,89.5,-4.447
,,,,2017-11-08 09:00:00,,,45,,-3.5, 0.68,86.7,86.7,-3.454
,,,,2017-11-08 10:00:00,,,45,,-2.4, 1.424,84.4,84.4,-2.406
,,,,2017-11-08 11:00:00,,,45,,-1.9, 1.172,82.8,82.8,-1.915
,,,,2017-11-08 12:00:00,,,45,,-1.6, 0.944998,81.1,81.1,-1.566
,,,,2017-11-08 13:00:00,,,45,,-1.0, 0.328999,77.8,77.82,-0.966
,,,,2017-11-08 14:00:00,,,45,,-1.2, 0.428,86.6,86.6,-1.206
,,,,2017-11-08 15:00:00,,,45,,-0.7, 1.481,87.7,87.7,-0.689998
,,,,2017-11-08 16:00:00,,,45,,-0.8, 1.53,87.3,87.3,-0.79
,,,,2017-11-08 17:00:00,,,45,,-1.2, 1.308,88.9,88.9,-1.179
,,,,2017-11-08 18:00:00,,,45,,-2.0, 0.504998,91.2,91.2,-1.967
,,,,2017-11-08 19:00:00,,,45,,-2.8, 0.890999,91.8,91.8,-2.806
,,,,2017-11-08 20:00:00,,,45,,-3.7, 0.74,92.0,92.0,-3.733
,,,,2017-11-08 21:00:00,,,45,,-3.0, 0.481999,91.3,91.3,-2.964
,,,,2017-11-08 22:00:00,,,45,,-2.4, 0.465,90.9,90.9,-2.37
,,,,2017-11-08 23:00:00,,,45,,-2.0, 1.113,90.6,90.6,-2.037
,,,,2017-11-09 00:00:00,,,45,,-1.7, 1.03,91.0,91.0,-1.745
,,,,2017-11-09 01:00:00,,,45,,-1.6, 0.566999,90.6,90.6,-1.593
,,,,2017-11-09 02:00:00,,,45,,-1.5, 0.279,90.5,90.5,-1.504
,,,,2017-11-09 03:00:00,,,45,,-1.5, 0.685998,91.2,91.2,-1.546
,,,,2017-11-09 04:00:00,,,45,,-1.7, 0.513998,91.5,91.5,-1.661
,,,,2017-11-09 05:00:00,,,45,,-1.9, 0.700999,92.8,92.8,-1.874
,,,,2017-11-09 06:00:00,,,45,,-1.6, 0.708,91.2,91.2,-1.581
,,,,2017-11-09 07:00:00,,,45,,-1.5, 0.370999,93.3,93.3,-1.455
,,,,2017-11-09 08:00:00,,,45,,-1.2, 0.441,96.0,96.0,-1.188
,,,,2017-11-09 09:00:00,,,45,,-0.5, 0.598999,95.3,95.3,-0.495999
,,,,2017-11-09 10:00:00,,,45,,-0.1, 0.856998,93.1,93.1,-0.143998
,,,,2017-11-09 11:00:00,,,45,,0.0, 0.763,93.1,93.1,-0.017
,,,,2017-11-09 12:00:00,,,45,,0.1, 0.019998,94.7,94.7,0.097998
,,,,2017-11-09 13:00:00,,,45,,0.7, 0.175999,92.9,92.9,0.661
