time,TEMP_MEAN,HUMIDITY,week_of_year
2018-04-02 00:00:00,-8.2,41.1,14
2018-04-02 01:00:00,-9.2,43.8,14
2018-04-02 02:00:00,-9.7,45.9,14
2018-04-02 03:00:00,-10.2,48.0,14
2018-04-02 04:00:00,-11.2,51.8,14
2018-04-02 05:00:00,-12.1,55.5,14
2018-04-02 06:00:00,-12.7,58.6,14
2018-04-02 07:00:00,-13.9,63.4,14
2018-04-02 08:00:00,-13.2,60.3,14
2018-04-02 09:00:00,-12.5,56.7,14
2018-04-02 10:00:00,-11.3,54.8,14
2018-04-02 11:00:00,-9.9,51.8,14
2018-04-02 12:00:00,-9.1,51.3,14
2018-04-02 13:00:00,-8.4,50.4,14
2018-04-02 14:00:00,-7.9,49.3,14
2018-04-02 15:00:00,-7.0,45.6,14
2018-04-02 16:00:00,-6.8,44.1,14
2018-04-02 17:00:00,-6.7,46.1,14
2018-04-02 18:00:00,-7.3,49.1,14
2018-04-02 19:00:00,-8.0,49.8,14
2018-04-02 20:00:00,-9.2,54.1,14
2018-04-02 21:00:00,-10.4,58.4,14
2018-04-02 22:00:00,-10.3,57.5,14
2018-04-02 23:00:00,-10.2,56.7,14
2018-04-03 00:00:00,-10.6,58.8,14
2018-04-03 01:00:00,-11.1,60.7,14
2018-04-03 02:00:00,-12.3,65.5,14
2018-04-03 03:00:00,-11.7,63.4,14
2018-04-03 04:00:00,-12.4,66.3,14
2018-04-03 05:00:00,-13.2,70.0,14
2018-04-03 06:00:00,-14.2,74.8,14
2018-04-03 07:00:00,-13.5,77.7,14
2018-04-03 08:00:00,-12.7,78.0,14
2018-04-03 09:00:00,-11.5,72.5,14
2018-04-03 10:00:00,-10.4,68.8,14
2018-04-03 11:00:00,-8.5,60.7,14
2018-04-03 12:00:00,-8.6,60.8,14
2018-04-03 13:00:00,-8.0,59.4,14
2018-04-03 14:00:00,-6.5,52.7,14
2018-04-03 15:00:00,-5.5,47.4,14
2018-04-03 16:00:00,-5.7,48.3,14
2018-04-03 17:00:00,-5.9,46.2,14
2018-04-03 18:00:00,-6.6,46.8,14
2018-04-03 19:00:00,-8.2,56.3,14
2018-04-03 20:00:00,-9.3,65.8,14
2018-04-03 21:00:00,-9.8,70.7,14
2018-04-03 22:00:00,-9.7,53.2,14
2018-04-03 23:00:00,-10.0,52.5,14
2018-04-04 00:00:00,-10.6,61.1,14
2018-04-04 01:00:00,-11.3,73.3,14
2018-04-04 02:00:00,-12.0,84.8,14
2018-04-04 03:00:00,-12.5,86.3,14
2018-04-04 04:00:00,-12.9,86.8,14
2018-04-04 05:00:00,-13.2,87.2,14
2018-04-04 06:00:00,-13.4,87.4,14
