time,TEMP_MEAN,HUMIDITY,week_of_year
2019-05-14 00:00:00,13.6, 69.7,20
2019-05-14 01:00:00,12.7, 71.0,20
2019-05-14 02:00:00,12.0, 76.4,20
2019-05-14 03:00:00,11.6, 79.3,20
2019-05-14 04:00:00,10.1, 81.3,20
2019-05-14 05:00:00,7.7, 87.3,20
2019-05-14 06:00:00,5.7, 99.7,20
2019-05-14 07:00:00,4.7, 100.0,20
2019-05-14 08:00:00,7.9, 94.6,20
2019-05-14 09:00:00,11.3, 72.8,20
2019-05-14 10:00:00,14.3, 55.4,20
2019-05-14 11:00:00,16.7, 44.8,20
2019-05-14 12:00:00,18.7, 37.4,20
2019-05-14 13:00:00,20.8, 30.7,20
2019-05-14 14:00:00,22.0, 25.2,20
2019-05-14 15:00:00,22.6, 23.8,20
2019-05-14 16:00:00,20.8, 26.9,20
2019-05-14 17:00:00,21.9, 21.8,20
2019-05-14 18:00:00,21.6, 22.2,20
2019-05-14 19:00:00,20.0, 27.9,20
2019-05-14 20:00:00,18.2, 34.4,20
2019-05-14 21:00:00,17.2, 39.4,20
2019-05-14 22:00:00,16.0, 46.4,20
2019-05-14 23:00:00,15.0, 52.7,20
2019-05-15 00:00:00,14.6, 53.5,20
2019-05-15 01:00:00,13.8, 59.4,20
2019-05-15 02:00:00,13.0, 65.4,20
2019-05-15 03:00:00,12.3, 67.0,20
2019-05-15 04:00:00,11.7, 69.9,20
2019-05-15 05:00:00,10.7, 76.1,20
2019-05-15 06:00:00,8.1, 89.2,20
2019-05-15 07:00:00,6.3, 100.0,20
2019-05-15 08:00:00,7.9, 91.6,20
2019-05-15 09:00:00,12.2, 61.7,20
2019-05-15 10:00:00,13.6, 54.4,20
2019-05-15 11:00:00,15.2, 45.1,20
2019-05-15 12:00:00,16.7, 36.9,20
2019-05-15 13:00:00,17.8, 30.8,20
2019-05-15 14:00:00,18.6, 27.8,20
2019-05-15 15:00:00,19.9, 25.3,20
2019-05-15 16:00:00,20.5, 23.6,20
2019-05-15 17:00:00,21.1, 22.2,20
2019-05-15 18:00:00,21.9, 21.9,20
2019-05-15 19:00:00,21.9, 21.2,20
2019-05-15 20:00:00,21.5, 22.2,20
2019-05-15 21:00:00,20.1, 27.3,20
2019-05-15 22:00:00,15.8, 40.7,20
2019-05-15 23:00:00,14.4, 45.9,20
2019-05-16 00:00:00,17.5, 34.1,20
2019-05-16 01:00:00,15.0, 53.8,20
2019-05-16 02:00:00,12.9, 69.5,20
2019-05-16 03:00:00,10.9, 92.2,20
2019-05-16 04:00:00,10.5, 100.0,20
2019-05-16 05:00:00,10.3, 100.0,20
2019-05-16 06:00:00,9.8, 100.0,20
2019-05-16 07:00:00,9.5, 100.0,20
2019-05-16 08:00:00,9.5, 100.0,20
2019-05-16 09:00:00,10.0, 98.7,20
2019-05-16 10:00:00,10.4, 96.7,20
2019-05-16 11:00:00,10.7, 96.3,20
2019-05-16 12:00:00,11.2, 88.1,20
2019-05-16 13:00:00,12.2, 77.2,20
2019-05-16 14:00:00,13.3, 70.3,20
2019-05-16 15:00:00,14.2, 62.6,20
2019-05-16 16:00:00,15.4, 52.1,20
2019-05-16 17:00:00,15.7, 51.5,20
2019-05-16 18:00:00,15.5, 53.6,20
2019-05-16 19:00:00,15.3, 55.1,20
2019-05-16 20:00:00,14.8, 61.3,20
2019-05-16 21:00:00,14.4, 64.5,20
2019-05-16 22:00:00,13.4, 66.8,20
2019-05-16 23:00:00,12.7, 67.6,20
2019-05-17 00:00:00,12.0, 70.6,20
2019-05-17 01:00:00,10.4, 91.7,20
2019-05-17 02:00:00,8.8, 100.0,20
2019-05-17 03:00:00,8.4, 100.0,20
2019-05-17 04:00:00,8.3, 100.0,20
2019-05-17 05:00:00,7.9, 100.0,20
2019-05-17 06:00:00,7.9, 100.0,20
2019-05-17 07:00:00,7.9, 100.0,20
2019-05-17 08:00:00,8.2, 100.0,20
2019-05-17 09:00:00,8.7, 100.0,20
2019-05-17 10:00:00,9.3, 99.5,20
2019-05-17 11:00:00,10.0, 94.4,20
2019-05-17 12:00:00,10.1, 85.0,20
2019-05-17 13:00:00,10.4, 87.8,20
2019-05-17 14:00:00,9.7, 99.7,20
2019-05-17 15:00:00,9.8, 98.3,20
2019-05-17 16:00:00,9.6, 99.4,20
2019-05-17 17:00:00,9.2, 100.0,20
2019-05-17 18:00:00,9.0, 100.0,20
2019-05-17 19:00:00,9.1, 100.0,20
2019-05-17 20:00:00,8.4, 100.0,20
2019-05-17 21:00:00,7.5, 100.0,20
2019-05-17 22:00:00,7.3, 100.0,20
2019-05-17 23:00:00,7.1, 100.0,20
2019-05-18 00:00:00,7.1, 100.0,20
2019-05-18 01:00:00,6.8, 100.0,20
2019-05-18 02:00:00,6.7, 100.0,20
2019-05-18 03:00:00,6.7, 100.0,20
2019-05-18 04:00:00,6.3, 100.0,20
2019-05-18 05:00:00,6.4, 100.0,20
2019-05-18 06:00:00,6.6, 100.0,20
2019-05-18 07:00:00,6.6, 100.0,20
2019-05-18 08:00:00,6.8, 100.0,20
2019-05-18 09:00:00,7.0, 100.0,20
2019-05-18 10:00:00,8.0, 99.9,20
2019-05-18 11:00:00,9.0, 89.7,20
2019-05-18 12:00:00,9.4, 76.1,20
2019-05-18 13:00:00,7.5, 87.7,20
2019-05-18 14:00:00,7.7, 92.9,20
2019-05-18 15:00:00,8.7, 79.9,20
2019-05-18 16:00:00,8.6, 81.3,20
2019-05-18 17:00:00,8.6, 79.0,20
2019-05-18 18:00:00,8.9, 81.0,20
2019-05-18 19:00:00,9.4, 76.0,20
2019-05-18 20:00:00,9.2, 75.2,20
2019-05-18 21:00:00,8.4, 79.1,20
2019-05-18 22:00:00,7.3, 91.7,20
2019-05-18 23:00:00,6.8, 99.7,20
2019-05-19 00:00:00,6.5, 100.0,20
