WSPD_SCLR,time,week_of_year
1.35959,2019-05-14 00:00:00,20
1.41953,2019-05-14 01:00:00,20
1.26894,2019-05-14 02:00:00,20
2.0136,2019-05-14 03:00:00,20
2.17345,2019-05-14 04:00:00,20
2.12679,2019-05-14 05:00:00,20
2.79107,2019-05-14 06:00:00,20
2.54185,2019-05-14 07:00:00,20
1.85122,2019-05-14 08:00:00,20
1.36852,2019-05-14 09:00:00,20
2.08294,2019-05-14 10:00:00,20
2.75269,2019-05-14 11:00:00,20
3.34164,2019-05-14 12:00:00,20
2.76583,2019-05-14 13:00:00,20
3.35285,2019-05-14 14:00:00,20
2.96423,2019-05-14 15:00:00,20
3.1137,2019-05-14 16:00:00,20
3.48142,2019-05-14 17:00:00,20
3.80025,2019-05-14 18:00:00,20
3.79413,2019-05-14 19:00:00,20
3.0457,2019-05-14 20:00:00,20
2.04932,2019-05-14 21:00:00,20
2.39809,2019-05-14 22:00:00,20
2.57498,2019-05-14 23:00:00,20
2.03198,2019-05-15 00:00:00,20
1.20044,2019-05-15 01:00:00,20
1.54734,2019-05-15 02:00:00,20
2.44023,2019-05-15 03:00:00,20
2.04825,2019-05-15 04:00:00,20
2.52037,2019-05-15 05:00:00,20
3.35451,2019-05-15 06:00:00,20
3.22376,2019-05-15 07:00:00,20
3.11697,2019-05-15 08:00:00,20
2.74882,2019-05-15 09:00:00,20
4.00572,2019-05-15 10:00:00,20
4.66475,2019-05-15 11:00:00,20
4.9214,2019-05-15 12:00:00,20
4.42429,2019-05-15 13:00:00,20
4.43926,2019-05-15 14:00:00,20
4.27939,2019-05-15 15:00:00,20
3.50775,2019-05-15 16:00:00,20
3.76018,2019-05-15 17:00:00,20
3.44023,2019-05-15 18:00:00,20
3.40643,2019-05-15 19:00:00,20
2.65896,2019-05-15 20:00:00,20
2.03764,2019-05-15 21:00:00,20
2.13675,2019-05-15 22:00:00,20
2.0271,2019-05-15 23:00:00,20
2.46546,2019-05-16 00:00:00,20
2.07167,2019-05-16 01:00:00,20
2.46538,2019-05-16 02:00:00,20
3.18032,2019-05-16 03:00:00,20
4.19083,2019-05-16 04:00:00,20
4.14597,2019-05-16 05:00:00,20
4.94353,2019-05-16 06:00:00,20
5.86802,2019-05-16 07:00:00,20
6.2686,2019-05-16 08:00:00,20
5.78331,2019-05-16 09:00:00,20
6.04078,2019-05-16 10:00:00,20
6.06658,2019-05-16 11:00:00,20
7.06825,2019-05-16 12:00:00,20
6.58601,2019-05-16 13:00:00,20
7.15218,2019-05-16 14:00:00,20
5.40764,2019-05-16 15:00:00,20
5.33335,2019-05-16 16:00:00,20
4.95967,2019-05-16 17:00:00,20
4.29044,2019-05-16 18:00:00,20
3.32533,2019-05-16 19:00:00,20
3.45499,2019-05-16 20:00:00,20
4.06297,2019-05-16 21:00:00,20
3.9325,2019-05-16 22:00:00,20
3.34959,2019-05-16 23:00:00,20
3.21002,2019-05-17 00:00:00,20
3.07757,2019-05-17 01:00:00,20
3.04938,2019-05-17 02:00:00,20
3.35726,2019-05-17 03:00:00,20
3.60438,2019-05-17 04:00:00,20
3.96562,2019-05-17 05:00:00,20
3.78675,2019-05-17 06:00:00,20
4.36119,2019-05-17 07:00:00,20
5.53052,2019-05-17 08:00:00,20
5.92892,2019-05-17 09:00:00,20
5.24534,2019-05-17 10:00:00,20
4.87556,2019-05-17 11:00:00,20
5.44346,2019-05-17 12:00:00,20
4.8437,2019-05-17 13:00:00,20
7.32477,2019-05-17 14:00:00,20
6.19107,2019-05-17 15:00:00,20
5.49943,2019-05-17 16:00:00,20
1.5361,2019-05-17 17:00:00,20
2.79161,2019-05-17 18:00:00,20
3.1464,2019-05-17 19:00:00,20
2.41872,2019-05-17 20:00:00,20
1.60848,2019-05-17 21:00:00,20
1.09836,2019-05-17 22:00:00,20
1.51225,2019-05-17 23:00:00,20
1.7643,2019-05-18 00:00:00,20
2.17824,2019-05-18 01:00:00,20
2.01295,2019-05-18 02:00:00,20
2.25533,2019-05-18 03:00:00,20
1.93588,2019-05-18 04:00:00,20
2.04406,2019-05-18 05:00:00,20
1.53,2019-05-18 06:00:00,20
1.48214,2019-05-18 07:00:00,20
0.595213,2019-05-18 08:00:00,20
0.381519,2019-05-18 09:00:00,20
0.933205,2019-05-18 10:00:00,20
2.25718,2019-05-18 11:00:00,20
2.56049,2019-05-18 12:00:00,20
1.67544,2019-05-18 13:00:00,20
1.74173,2019-05-18 14:00:00,20
0.566195,2019-05-18 15:00:00,20
0.626574,2019-05-18 16:00:00,20
1.7364,2019-05-18 17:00:00,20
0.93462,2019-05-18 18:00:00,20
1.07882,2019-05-18 19:00:00,20
0.734211,2019-05-18 20:00:00,20
1.52039,2019-05-18 21:00:00,20
1.5337,2019-05-18 22:00:00,20
2.33373,2019-05-18 23:00:00,20
2.21986,2019-05-19 00:00:00,20
3.01502,2019-05-19 01:00:00,20
2.89408,2019-05-19 02:00:00,20
3.10502,2019-05-19 03:00:00,20
2.04289,2019-05-19 04:00:00,20
1.90572,2019-05-19 05:00:00,20
2.49255,2019-05-19 06:00:00,20
3.2897,2019-05-19 07:00:00,20
3.11828,2019-05-19 08:00:00,20
1.87123,2019-05-19 09:00:00,20
2.36596,2019-05-19 10:00:00,20
2.96134,2019-05-19 11:00:00,20
2.80367,2019-05-19 12:00:00,20
2.054,2019-05-19 13:00:00,20
1.93027,2019-05-19 14:00:00,20
2.3027,2019-05-19 15:00:00,20
2.19689,2019-05-19 16:00:00,20
1.88302,2019-05-19 17:00:00,20
2.1223,2019-05-19 18:00:00,20
2.3615,2019-05-19 19:00:00,20
1.58066,2019-05-19 20:00:00,20
3.08085,2019-05-19 21:00:00,20
3.44467,2019-05-19 22:00:00,20
3.07687,2019-05-19 23:00:00,20
3.0328,2019-05-20 00:00:00,20
2.65163,2019-05-20 01:00:00,20
2.50085,2019-05-20 02:00:00,20
2.93238,2019-05-20 03:00:00,20
2.30714,2019-05-20 04:00:00,20
1.91889,2019-05-20 05:00:00,20
2.33283,2019-05-20 06:00:00,20
3.67952,2019-05-20 07:00:00,20
3.58185,2019-05-20 08:00:00,20
3.57379,2019-05-20 09:00:00,20
3.89082,2019-05-20 10:00:00,20
4.43365,2019-05-20 11:00:00,20
4.41098,2019-05-20 12:00:00,20
4.48385,2019-05-20 13:00:00,20
5.38959,2019-05-20 14:00:00,20
5.68288,2019-05-20 15:00:00,20
6.3648,2019-05-20 16:00:00,20
6.16836,2019-05-20 17:00:00,20
6.51036,2019-05-20 18:00:00,20
4.72815,2019-05-20 19:00:00,20
3.79031,2019-05-20 20:00:00,20
3.41593,2019-05-20 21:00:00,20
3.02798,2019-05-20 22:00:00,20
2.83391,2019-05-20 23:00:00,20
