RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,min_air_temp_snc_last_reset,DEW_POINT,avg_wnd_dir_10m_pst10mts,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,rel_hum,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,avg_wnd_spd_10m_pst10mts,air_temp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,time,stn_pres,week_of_year
16.36, None, None, None,8.14,125.9, None, None, -11.0, None, None, None, None, None, None, None, None,13.86, None, None, None, None,10.51, None, None, None, None,2017-08-27 00:00:00, None,35
16.33, None, None, None,7.75,98.9, None, None, -11.0, None, None, None, None, None, None, None, None,14.16, None, None, None, None,23.69, None, None, None, None,2017-08-27 01:00:00, None,35
16.3, None, None, None,10.53,91.9, None, None, -11.0, None, None, None, None, None, None, None, None,14.04, None, None, None, None,18.75, None, None, None, None,2017-08-27 02:00:00, None,35
16.36, None, None, None,4.86,116.4, None, None, -11.0, None, None, None, None, None, None, None, None,14.06, None, None, None, None,20.58, None, None, None, None,2017-08-27 03:00:00, None,35
16.45, None, None, None,5.743,128.2, None, None, -11.0, None, None, None, None, None, None, None, None,13.76, None, None, None, None,22.02, None, None, None, None,2017-08-27 04:00:00, None,35
16.74, None, None, None,4.309,124.6, None, None, -12.0, None, None, None, None, None, None, None, None,12.59, None, None, None, None,29.54, None, None, None, None,2017-08-27 05:00:00, None,35
17.06, None, None, None,7.39,141.0, None, None, -12.0, None, None, None, None, None, None, None, None,11.71, None, None, None, None,13.54, None, None, None, None,2017-08-27 06:00:00, None,35
17.14, None, None, None,6.569,127.4, None, None, -13.0, None, None, None, None, None, None, None, None,11.23, None, None, None, None,18.86, None, None, None, None,2017-08-27 07:00:00, None,35
16.1, None, None, None,3.7,125.3, None, None, -11.0, None, None, None, None, None, None, None, None,14.71, None, None, None, None,30.02, None, None, None, None,2017-08-27 08:00:00, None,35
15.52, None, None, None,5.165,137.4, None, None, -10.0, None, None, None, None, None, None, None, None,16.63, None, None, None, None,29.6, None, None, None, None,2017-08-27 09:00:00, None,35
15.19, None, None, None,5.055,136.9, None, None, -9.0, None, None, None, None, None, None, None, None,17.73, None, None, None, None,31.84, None, None, None, None,2017-08-27 10:00:00, None,35
15.11, None, None, None,6.54,122.3, None, None, -9.0, None, None, None, None, None, None, None, None,18.02, None, None, None, None,22.13, None, None, None, None,2017-08-27 11:00:00, None,35
14.31, None, None, None,3.971,160.8, None, None, -7.0, None, None, None, None, None, None, None, None,20.68, None, None, None, None,36.38, None, None, None, None,2017-08-27 12:00:00, None,35
14.35, None, None, None,6.083,143.7, None, None, -7.0, None, None, None, None, None, None, None, None,20.74, None, None, None, None,29.6, None, None, None, None,2017-08-27 13:00:00, None,35
13.89, None, None, None,5.373,145.0, None, None, -7.0, None, None, None, None, None, None, None, None,21.85, None, None, None, None,32.63, None, None, None, None,2017-08-27 14:00:00, None,35
13.16, None, None, None,6.242,241.8, None, None, -6.0, None, None, None, None, None, None, None, None,24.51, None, None, None, None,31.44, None, None, None, None,2017-08-27 15:00:00, None,35
13.75, None, None, None,6.215,248.5, None, None, -6.0, None, None, None, None, None, None, None, None,22.56, None, None, None, None,32.21, None, None, None, None,2017-08-27 16:00:00, None,35
13.41, None, None, None,6.008,262.8, None, None, -6.0, None, None, None, None, None, None, None, None,23.67, None, None, None, None,29.87, None, None, None, None,2017-08-27 17:00:00, None,35
13.6, None, None, None,4.804,253.0, None, None, -6.0, None, None, None, None, None, None, None, None,23.03, None, None, None, None,33.57, None, None, None, None,2017-08-27 18:00:00, None,35
14.31, None, None, None,3.184,261.7, None, None, -7.0, None, None, None, None, None, None, None, None,20.69, None, None, None, None,31.41, None, None, None, None,2017-08-27 19:00:00, None,35
15.35, None, None, None,0.898,18.09, None, None, -9.0, None, None, None, None, None, None, None, None,17.41, None, None, None, None,12.7, None, None, None, None,2017-08-27 20:00:00, None,35
15.52, None, None, None,1.093,288.7, None, None, -10.0, None, None, None, None, None, None, None, None,16.63, None, None, None, None,30.0, None, None, None, None,2017-08-27 21:00:00, None,35
15.58, None, None, None,1.885,76.8, None, None, -10.0, None, None, None, None, None, None, None, None,16.66, None, None, None, None,18.9, None, None, None, None,2017-08-27 22:00:00, None,35
15.77, None, None, None,1.927,322.3, None, None, -10.0, None, None, None, None, None, None, None, None,15.82, None, None, None, None,35.33, None, None, None, None,2017-08-27 23:00:00, None,35
15.74, None, None, None,1.858,88.6, None, None, -10.0, None, None, None, None, None, None, None, None,15.9, None, None, None, None,20.83, None, None, None, None,2017-08-28 00:00:00, None,35
16.03, None, None, None,1.349,77.2, None, None, -11.0, None, None, None, None, None, None, None, None,14.94, None, None, None, None,35.42, None, None, None, None,2017-08-28 01:00:00, None,35
16.19, None, None, None,0.559,292.2, None, None, -11.0, None, None, None, None, None, None, None, None,14.4, None, None, None, None,47.47, None, None, None, None,2017-08-28 02:00:00, None,35
15.92, None, None, None,1.111,318.9, None, None, -11.0, None, None, None, None, None, None, None, None,15.09, None, None, None, None,50.39, None, None, None, None,2017-08-28 03:00:00, None,35
15.89, None, None, None,3.202,89.6, None, None, -10.0, None, None, None, None, None, None, None, None,15.21, None, None, None, None,31.56, None, None, None, None,2017-08-28 04:00:00, None,35
16.18, None, None, None,2.1,331.6, None, None, -11.0, None, None, None, None, None, None, None, None,14.24, None, None, None, None,34.43, None, None, None, None,2017-08-28 05:00:00, None,35
16.35, None, None, None,3.476,118.2, None, None, -11.0, None, None, None, None, None, None, None, None,13.88, None, None, None, None,29.6, None, None, None, None,2017-08-28 06:00:00, None,35
16.69, None, None, None,1.641,192.7, None, None, -12.0, None, None, None, None, None, None, None, None,12.96, None, None, None, None,39.61, None, None, None, None,2017-08-28 07:00:00, None,35
15.38, None, None, None,1.001,314.1, None, None, -9.0, None, None, None, None, None, None, None, None,17.12, None, None, None, None,18.56, None, None, None, None,2017-08-28 08:00:00, None,35
14.83, None, None, None,0.292,202.4, None, None, -8.0, None, None, None, None, None, None, None, None,19.14, None, None, None, None,24.45, None, None, None, None,2017-08-28 09:00:00, None,35
14.24, None, None, None,0.0,200.2, None, None, -7.0, None, None, None, None, None, None, None, None,20.91, None, None, None, None,33.19, None, None, None, None,2017-08-28 10:00:00, None,35
13.82, None, None, None,0.087,204.7, None, None, -7.0, None, None, None, None, None, None, None, None,22.31, None, None, None, None,20.54, None, None, None, None,2017-08-28 11:00:00, None,35
13.43, None, None, None,0.259,192.1, None, None, -6.0, None, None, None, None, None, None, None, None,23.83, None, None, None, None,21.53, None, None, None, None,2017-08-28 12:00:00, None,35
13.0, None, None, None,0.234,198.4, None, None, -5.0, None, None, None, None, None, None, None, None,25.06, None, None, None, None,22.7, None, None, None, None,2017-08-28 13:00:00, None,35
