station_observations
AirTemp, ONE_DAY_PRECIPITATION, time, MIN_TEMP, MAX_TEMP
None, 0.0, 2016-01-01 00:00:00, -30.1, -13.2
None, 0.0, 2016-01-02 00:00:00, -30.3, -13.1
None, 0.0, 2016-01-03 00:00:00, -29.2, -15.3
None, 0.0, 2016-01-04 00:00:00, -24.8, -10.4
None, 2.4, 2016-01-05 00:00:00, -27.5, -10.4
None, 0.0, 2016-01-06 00:00:00, -17.1, -5.3
None, 0.0, 2016-01-07 00:00:00, -22.7, -6.8
None, 0.0, 2016-01-08 00:00:00, -24.7, -8.2
None, 0.0, 2016-01-09 00:00:00, -27.1, -13.1
None, 0.0, 2016-01-10 00:00:00, -27.3, -10.8
None, 2.2, 2016-01-11 00:00:00, -26.2, -1.1
None, 7.4, 2016-01-12 00:00:00, -3.2, -0.7
None, 4.9, 2016-01-13 00:00:00, -8.9, -0.9
None, 0.0, 2016-01-14 00:00:00, -20.7, -2.1
None, 0.5, 2016-01-15 00:00:00, -25.4, -8.6
None, 7.0, 2016-01-16 00:00:00, -8.6, 0.2
None, 7.6, 2016-01-17 00:00:00, -3.2, 0.0
None, 3.8, 2016-01-18 00:00:00, -4.3, -0.2
None, 1.4, 2016-01-19 00:00:00, -13.6, -1.9
None, 1.3, 2016-01-20 00:00:00, -21.3, -1.6
None, 40.8, 2016-01-21 00:00:00, -3.6, -1.1
None, 17.4, 2016-01-22 00:00:00, -5.1, 2.4
None, 0.0, 2016-01-23 00:00:00, -19.8, -2.8
None, 0.0, 2016-01-24 00:00:00, -24.9, -3.0
None, 0.3, 2016-01-25 00:00:00, -18.7, 0.4
None, 6.6, 2016-01-26 00:00:00, -5.7, 2.5
None, 23.7, 2016-01-27 00:00:00, -6.4, 4.1
None, 3.5, 2016-01-28 00:00:00, -4.9, 1.3
None, 3.4, 2016-01-29 00:00:00, -5.2, -2.6
None, 0.1, 2016-01-30 00:00:00, -8.0, -3.8
None, 0.7, 2016-01-31 00:00:00, -20.0, -5.7
None, 0.0, 2016-02-01 00:00:00, -25.0, -7.1
None, 0.0, 2016-02-02 00:00:00, -24.1, -10.1
None, 2.4, 2016-02-03 00:00:00, -23.0, -2.0
None, 0.7, 2016-02-04 00:00:00, -8.0, -0.4
None, 7.9, 2016-02-05 00:00:00, -2.1, 0.3
None, 13.9, 2016-02-06 00:00:00, -16.7, -2.1
None, 0.8, 2016-02-07 00:00:00, -10.2, 0.1
None, 0.0, 2016-02-08 00:00:00, -9.6, 6.9
None, 0.0, 2016-02-09 00:00:00, -15.1, 7.8
None, 3.1, 2016-02-10 00:00:00, -3.6, 4.0
None, 4.7, 2016-02-11 00:00:00, -6.2, 0.6
None, 10.8, 2016-02-12 00:00:00, -2.7, 1.9
None, 4.5, 2016-02-13 00:00:00, -2.7, 0.3
None, 0.0, 2016-02-14 00:00:00, -2.5, 2.6
None, 11.5, 2016-02-15 00:00:00, -3.1, 0.4
None, 0.0, 2016-02-16 00:00:00, -9.1, 1.1
None, 7.1, 2016-02-17 00:00:00, -5.2, -1.3
None, 1.0, 2016-02-18 00:00:00, -2.3, 1.5
None, 1.5, 2016-02-19 00:00:00, -4.5, 0.8
None, 0.0, 2016-02-20 00:00:00, -9.9, -0.7
None, 0.0, 2016-02-21 00:00:00, -19.6, -2.1
None, 0.0, 2016-02-22 00:00:00, -20.9, -3.4
None, 0.0, 2016-02-23 00:00:00, -25.3, -2.8
None, 0.0, 2016-02-24 00:00:00, -11.0, 3.2
None, 0.0, 2016-02-25 00:00:00, -14.8, 3.7
None, 0.4, 2016-02-26 00:00:00, -9.3, 5.7
None, 0.0, 2016-02-27 00:00:00, -9.9, 3.3
None, 5.4, 2016-02-28 00:00:00, -3.4, 0.0
None, 0.1, 2016-02-29 00:00:00, -9.8, 0.4
None, 17.0, 2016-03-01 00:00:00, -6.2, -0.1
None, 5.1, 2016-03-02 00:00:00, -1.8, 3.4
None, 3.8, 2016-03-03 00:00:00, -1.7, 1.6
None, 17.9, 2016-03-04 00:00:00, -1.6, 0.4
None, 11.4, 2016-03-05 00:00:00, -5.7, 2.5
None, 11.6, 2016-03-06 00:00:00, -3.8, 1.4
None, 1.2, 2016-03-07 00:00:00, -9.6, 1.2
None, 0.2, 2016-03-08 00:00:00, -6.3, -0.2
None, 15.8, 2016-03-09 00:00:00, -5.3, 1.0
None, 22.7, 2016-03-10 00:00:00, -3.4, 0.3
None, 3.7, 2016-03-11 00:00:00, -4.7, -0.5
None, 9.1, 2016-03-12 00:00:00, -8.0, -0.6
None, 4.4, 2016-03-13 00:00:00, -6.9, -1.6
None, 0.0, 2016-03-14 00:00:00, -8.4, -0.1
None, 0.0, 2016-03-15 00:00:00, -8.2, 0.2
None, 0.0, 2016-03-16 00:00:00, -14.8, -2.1
None, 0.0, 2016-03-17 00:00:00, -17.9, -2.2
None, 0.0, 2016-03-18 00:00:00, -21.1, 0.2
None, 0.0, 2016-03-19 00:00:00, -12.2, 3.7
None, 0.0, 2016-03-20 00:00:00, 0.1, 3.1
None, 0.4, 2016-03-21 00:00:00, -0.7, 2.3
None, 0.0, 2016-03-22 00:00:00, -2.1, 3.7
None, 2.5, 2016-03-23 00:00:00, -0.9, 2.2
None, 0.0, 2016-03-24 00:00:00, -4.0, 1.0
