station_observations
AirTemp, ONE_DAY_PRECIPITATION, time, MIN_TEMP, MAX_TEMP
None, 0.0, 2016-01-01 00:00:00, -5.9, -0.2
None, 0.0, 2016-01-02 00:00:00, -8.7, -0.4
None, 0.0, 2016-01-03 00:00:00, -8.1, 0.9
None, 0.0, 2016-01-04 00:00:00, -10.1, -1.8
None, 0.0, 2016-01-05 00:00:00, -14.9, -10.1
None, 0.0, 2016-01-06 00:00:00, -16.5, -12.9
None, 0.0, 2016-01-07 00:00:00, -16.6, -12.5
None, 0.0, 2016-01-08 00:00:00, -18.7, -15.8
None, 1.6, 2016-01-09 00:00:00, -20.9, -7.3
None, 0.4, 2016-01-10 00:00:00, -12.9, -3.7
None, 0.0, 2016-01-11 00:00:00, -14.3, -10.8
None, 0.0, 2016-01-12 00:00:00, -11.5, -1.3
None, 0.0, 2016-01-13 00:00:00, -12.3, -1.6
None, 1.0, 2016-01-14 00:00:00, -15.4, -11.7
None, 0.0, 2016-01-15 00:00:00, -15.5, -12.7
None, 0.0, 2016-01-16 00:00:00, -19.8, -14.8
None, 2.0, 2016-01-17 00:00:00, -21.2, -16.0
None, 0.0, 2016-01-18 00:00:00, -18.6, -14.3
None, 0.0, 2016-01-19 00:00:00, -18.3, -14.0
None, 1.0, 2016-01-20 00:00:00, -21.0, -14.5
None, 1.0, 2016-01-21 00:00:00, -16.0, -10.4
None, 0.0, 2016-01-22 00:00:00, -14.1, -9.8
None, 1.0, 2016-01-23 00:00:00, -11.2, -2.4
None, 0.0, 2016-01-24 00:00:00, -9.0, -4.0
None, 2.0, 2016-01-25 00:00:00, -7.7, -0.7
None, 0.0, 2016-01-26 00:00:00, -1.0, 4.7
None, 0.0, 2016-01-27 00:00:00, 0.1, 3.7
None, 0.0, 2016-01-28 00:00:00, 0.6, 6.6
None, 0.0, 2016-01-29 00:00:00, -3.2, 3.8
None, 0.0, 2016-01-30 00:00:00, -5.3, 1.1
None, 0.0, 2016-01-31 00:00:00, -6.3, -2.5
None, 0.0, 2016-02-01 00:00:00, -9.6, -1.3
None, 0.0, 2016-02-02 00:00:00, -12.7, -2.3
None, 0.0, 2016-02-03 00:00:00, -15.8, -8.7
None, 2.0, 2016-02-04 00:00:00, -13.6, 0.1
None, 1.0, 2016-02-05 00:00:00, 0.1, 5.0
None, 2.0, 2016-02-06 00:00:00, -4.2, 2.8
None, 0.0, 2016-02-07 00:00:00, -5.4, -0.6
None, 1.0, 2016-02-08 00:00:00, -2.8, 5.1
None, 0.0, 2016-02-09 00:00:00, 1.1, 13.5
None, 0.0, 2016-02-10 00:00:00, -9.6, 1.1
None, 0.0, 2016-02-11 00:00:00, -10.9, -5.0
None, 1.0, 2016-02-12 00:00:00, -8.4, -5.6
None, 0.0, 2016-02-13 00:00:00, -6.3, 1.5
None, 0.0, 2016-02-14 00:00:00, -4.7, 1.8
None, 0.0, 2016-02-15 00:00:00, -3.7, 4.0
