station_observations
time, ONE_DAY_PRECIPITATION, MAX_TEMP, MIN_TEMP
2016-01-01 00:00:00, 0.0, -10.8, -21.9
2016-01-02 00:00:00, 0.0, -17.2, -25.1
2016-01-03 00:00:00, 0.0, -17.2, -27.2
2016-01-04 00:00:00, 0.0, -18.2, -26.2
2016-01-05 00:00:00, 0.0, -9.7, -18.8
2016-01-06 00:00:00, 0.0, -8.1, -11.2
2016-01-07 00:00:00, 0.0, -11.2, -23.0
2016-01-08 00:00:00, 0.0, -14.5, -24.4
2016-01-09 00:00:00, 0.0, -10.6, -14.5
2016-01-10 00:00:00, 0.0, -5.8, -11.6
2016-01-11 00:00:00, 0.1, -4.3, -8.2
2016-01-12 00:00:00, 6.3, -1.4, -4.7
2016-01-13 00:00:00, 0.3, -0.8, -2.9
2016-01-14 00:00:00, 0.0, -2.0, -4.6
2016-01-15 00:00:00, 0.1, -2.9, -6.0
2016-01-16 00:00:00, 1.2, -5.4, -7.2
2016-01-17 00:00:00, 6.5, -6.0, -7.9
2016-01-18 00:00:00, 0.2, -3.2, -6.4
2016-01-19 00:00:00, 4.2, -1.3, -4.4
2016-01-20 00:00:00, 0.8, -0.9, -3.5
2016-01-21 00:00:00, 7.8, -0.9, -3.5
2016-01-22 00:00:00, 0.9, 0.6, -1.9
2016-01-23 00:00:00, 0.2, -0.5, -3.7
2016-01-24 00:00:00, 0.0, -3.7, -8.1
2016-01-25 00:00:00, 5.4, -2.8, -8.6
2016-01-26 00:00:00, 1.4, 2.2, -2.8
2016-01-27 00:00:00, 3.8, 1.1, -2.6
2016-01-28 00:00:00, 8.8, 3.6, -1.7
2016-01-29 00:00:00, 0.1, 1.6, -4.1
2016-01-30 00:00:00, 2.0, -0.5, -3.7
2016-01-31 00:00:00, 2.8, -1.3, -5.4
2016-02-01 00:00:00, 0.6, -2.3, -13.5
2016-02-02 00:00:00, 0.2, -7.3, -20.1
2016-02-03 00:00:00, 0.9, -7.7, -19.9
2016-02-04 00:00:00, 3.0, -2.2, -15.2
2016-02-05 00:00:00, 22.4, 1.8, -2.6
2016-02-06 00:00:00, 0.7, 2.5, -7.6
2016-02-07 00:00:00, 6.3, -1.0, -9.7
2016-02-08 00:00:00, 1.3, 1.3, -2.6
2016-02-09 00:00:00, 0.4, 2.8, -2.0
2016-02-10 00:00:00, 0.7, 1.1, -2.2
2016-02-11 00:00:00, 0.5, 2.6, -2.6
2016-02-12 00:00:00, 2.4, 1.4, -1.3
2016-02-13 00:00:00, 0.7, 3.9, -1.8
2016-02-14 00:00:00, 3.3, 2.4, -2.6
2016-02-15 00:00:00, 0.1, 5.1, -1.7
2016-02-16 00:00:00, 1.6, 4.6, -2.2
2016-02-17 00:00:00, 0.6, 3.2, -6.6
2016-02-18 00:00:00, 4.5, 1.6, -3.5
2016-02-19 00:00:00, 0.2, -2.5, -6.8
2016-02-20 00:00:00, 2.6, 2.7, -8.5
2016-02-21 00:00:00, 0.2, 0.2, -15.0
2016-02-22 00:00:00, 0.0, -0.4, -10.8
2016-02-23 00:00:00, 0.0, -0.4, -16.1
2016-02-24 00:00:00, 0.0, 1.7, -13.4
2016-02-25 00:00:00, 0.6, 6.5, -5.8
2016-02-26 00:00:00, 0.8, 5.9, -0.8
2016-02-27 00:00:00, 0.2, 8.1, -3.1
2016-02-28 00:00:00, 6.1, 1.9, -2.3
2016-02-29 00:00:00, 0.3, 4.8, -5.4
2016-03-01 00:00:00, 0.2, 0.0, -5.5
2016-03-02 00:00:00, 1.0, 0.4, -5.9
2016-03-03 00:00:00, 6.5, 0.3, -3.8
2016-03-04 00:00:00, 2.1, 6.0, -3.0
2016-03-05 00:00:00, 7.8, 3.6, -2.3
2016-03-06 00:00:00, 4.7, -1.4, -5.5
2016-03-07 00:00:00, 0.1, 2.4, -5.9
2016-03-08 00:00:00, 0.0, 7.5, -3.9
2016-03-09 00:00:00, 0.0, 9.1, -8.8
2016-03-10 00:00:00, 9.8, 1.3, -3.9
2016-03-11 00:00:00, 0.9, 5.1, -0.1
2016-03-12 00:00:00, 5.7, 2.9, -0.8
2016-03-13 00:00:00, 0.0, 5.6, -5.0
2016-03-14 00:00:00, 0.0, 4.1, -4.7
2016-03-15 00:00:00, 0.7, 7.4, -8.1
2016-03-16 00:00:00, 0.7, 2.8, -5.6
2016-03-17 00:00:00, 0.0, 5.2, -8.2
2016-03-18 00:00:00, 0.0, 5.9, -11.5
2016-03-19 00:00:00, 0.0, 7.6, -6.8
2016-03-20 00:00:00, 1.6, 6.2, -3.3
2016-03-21 00:00:00, 4.6, 1.7, -2.0
2016-03-22 00:00:00, 0.0, 6.8, -6.6
2016-03-23 00:00:00, 3.5, 4.0, -2.6
2016-03-24 00:00:00, 7.2, 7.7, -0.8
2016-03-25 00:00:00, 0.0, 8.4, -3.6
2016-03-26 00:00:00, 0.0, 9.0, -3.3
2016-03-27 00:00:00, 0.5, 6.6, -2.9
2016-03-28 00:00:00, 0.0, 10.5, -6.2
2016-03-29 00:00:00, 0.0, 6.3, -2.8
2016-03-30 00:00:00, 0.0, 16.1, -2.3
2016-03-31 00:00:00, 0.0, 14.6, -4.0
2016-04-01 00:00:00, 0.0, 14.7, -4.5
2016-04-02 00:00:00, 0.0, 13.3, -1.6
2016-04-03 00:00:00, 0.0, 13.0, -3.9
2016-04-04 00:00:00, 7.4, 5.0, -0.5
2016-04-05 00:00:00, 10.7, 3.8, -0.7
2016-04-06 00:00:00, 0.0, 12.3, -0.4
2016-04-07 00:00:00, 0.0, 13.5, -0.3
2016-04-08 00:00:00, 0.0, 13.7, -0.9
2016-04-09 00:00:00, 0.0, 12.4, -1.9
2016-04-10 00:00:00, 0.0, 15.0, -3.4
2016-04-11 00:00:00, 0.0, 15.5, -2.0
2016-04-12 00:00:00, 5.6, 6.3, -0.7
2016-04-13 00:00:00, 0.0, 8.9, -2.5
2016-04-14 00:00:00, 0.0, 11.6, -4.9
2016-04-15 00:00:00, 0.0, 12.0, -3.4
2016-04-16 00:00:00, 0.0, 11.2, -1.5
2016-04-17 00:00:00, 0.0, 17.3, 1.7
2016-04-18 00:00:00, 0.0, 21.2, 1.6
2016-04-19 00:00:00, 0.0, 14.3, -2.8
2016-04-20 00:00:00, 0.0, 16.0, -2.8
2016-04-21 00:00:00, 0.0, 15.3, -1.8
2016-04-22 00:00:00, 0.0, 14.3, 6.4
2016-04-23 00:00:00, 7.0, 6.6, 2.6
2016-04-24 00:00:00, 0.2, 8.1, 1.1
2016-04-25 00:00:00, 0.0, 12.8, -1.3
2016-04-26 00:00:00, 0.0, 12.0, -2.8
2016-04-27 00:00:00, 0.0, 14.6, 0.4
2016-04-28 00:00:00, 2.7, 16.8, -1.8
2016-04-29 00:00:00, 0.3, 14.2, -1.3
2016-04-30 00:00:00, 0.0, 17.8, -2.3
2016-05-01 00:00:00, 0.0, 21.9, 2.1
2016-05-02 00:00:00, 0.0, 26.5, 0.6
2016-05-03 00:00:00, 0.6, 22.9, 1.9
2016-05-04 00:00:00, 1.8, 13.1, -0.6
2016-05-05 00:00:00, 0.0, 17.9, -3.1
2016-05-06 00:00:00, 0.0, 24.0, 0.6
2016-05-07 00:00:00, 2.0, 14.1, 1.2
2016-05-08 00:00:00, 1.1, 13.3, 1.5
2016-05-09 00:00:00, 0.0, 14.8, 0.4
2016-05-10 00:00:00, 5.1, 11.5, 0.1
2016-05-11 00:00:00, 10.4, 15.7, 3.5
2016-05-12 00:00:00, 0.0, 15.3, 1.3
2016-05-13 00:00:00, 0.0, 18.8, -2.6
2016-05-14 00:00:00, 0.0, 21.2, -1.4
2016-05-15 00:00:00, 0.0, 23.3, -1.2
2016-05-16 00:00:00, 0.0, 19.5, 1.6
2016-05-17 00:00:00, 3.5, 16.3, 4.2
2016-05-18 00:00:00, 0.0, 15.8, 3.2
2016-05-19 00:00:00, 0.0, 12.0, 6.4
2016-05-20 00:00:00, 4.8, 8.2, 2.1
2016-05-21 00:00:00, 0.0, 16.3, 0.9
2016-05-22 00:00:00, 0.0, 21.9, 1.0
