station_observations
AirTemp, ONE_DAY_PRECIPITATION, Snow_WE, time, MIN_TEMP, MAX_TEMP
None, 0.0, None, 2016-01-01 00:00:00, -19.7, -5.7
None, 6.2, None, 2016-01-02 00:00:00, -8.6, 2.2
None, 0.0, None, 2016-01-03 00:00:00, -10.6, -2.8
None, 4.0, None, 2016-01-04 00:00:00, -6.0, 0.1
None, 1.0, None, 2016-01-05 00:00:00, -3.9, 0.2
None, 0.0, None, 2016-01-06 00:00:00, -3.6, 1.4
None, 0.0, None, 2016-01-07 00:00:00, -12.7, -3.5
None, 0.0, None, 2016-01-08 00:00:00, -13.6, -5.7
None, 0.0, None, 2016-01-09 00:00:00, -12.2, -7.9
None, 0.0, None, 2016-01-10 00:00:00, -10.8, -8.5
None, 0.0, None, 2016-01-11 00:00:00, -10.0, -7.3
None, 5.9, None, 2016-01-12 00:00:00, -7.6, -3.2
None, 15.1, None, 2016-01-13 00:00:00, -3.4, -1.5
None, 0.0, None, 2016-01-14 00:00:00, -7.3, -2.8
None, 5.2, None, 2016-01-15 00:00:00, -9.8, -6.1
None, 4.0, None, 2016-01-16 00:00:00, -9.0, -5.9
None, 6.9, None, 2016-01-17 00:00:00, -5.9, -3.1
None, 1.1, None, 2016-01-18 00:00:00, -4.4, -1.1
None, 8.9, None, 2016-01-19 00:00:00, -4.6, -3.2
None, 3.0, None, 2016-01-20 00:00:00, -5.5, -2.7
None, 10.0, None, 2016-01-21 00:00:00, -5.9, -0.1
None, 10.1, None, 2016-01-22 00:00:00, -2.6, 0.3
None, 10.8, None, 2016-01-23 00:00:00, -5.2, -1.9
None, 2.2, None, 2016-01-24 00:00:00, -5.7, -0.4
None, 0.0, None, 2016-01-25 00:00:00, -6.7, -5.2
None, 0.0, None, 2016-01-26 00:00:00, -6.7, -2.0
None, 6.9, None, 2016-01-27 00:00:00, -2.2, 0.4
None, 29.1, None, 2016-01-28 00:00:00, -3.1, 0.4
None, 5.0, None, 2016-01-29 00:00:00, -5.7, -3.1
None, 0.0, None, 2016-01-30 00:00:00, -8.3, -5.5
None, 0.0, None, 2016-01-31 00:00:00, -9.8, -5.8
None, 0.0, None, 2016-02-01 00:00:00, -9.9, -7.0
None, 0.0, None, 2016-02-02 00:00:00, -12.4, -7.3
None, 3.9, None, 2016-02-03 00:00:00, -13.3, -8.0
None, 6.1, None, 2016-02-04 00:00:00, -8.0, -4.7
None, 0.0, None, 2016-02-05 00:00:00, -5.5, -1.5
None, 0.0, None, 2016-02-06 00:00:00, -7.1, -2.3
None, 1.0, None, 2016-02-07 00:00:00, -9.5, -3.4
None, 4.0, None, 2016-02-08 00:00:00, -4.2, 2.2
None, 0.0, None, 2016-02-09 00:00:00, -2.7, 6.6
None, 0.0, None, 2016-02-10 00:00:00, 0.0, 5.8
None, 0.0, None, 2016-02-11 00:00:00, -2.1, 2.6
None, 10.5, None, 2016-02-12 00:00:00, -2.1, 1.9
None, 5.2, None, 2016-02-13 00:00:00, -4.6, -0.1
None, 1.8, None, 2016-02-14 00:00:00, -4.5, -0.9
None, 7.0, None, 2016-02-15 00:00:00, -2.5, 2.2
None, 6.5, None, 2016-02-16 00:00:00, -2.1, 3.4
None, 5.0, None, 2016-02-17 00:00:00, -1.3, 1.3
None, 12.0, None, 2016-02-18 00:00:00, -3.9, 1.5
None, 8.8, None, 2016-02-19 00:00:00, -4.1, -2.0
None, 9.2, None, 2016-02-20 00:00:00, -6.2, -2.4
None, 2.0, None, 2016-02-21 00:00:00, -9.0, -2.3
None, 1.0, None, 2016-02-22 00:00:00, -6.6, -2.8
None, 0.0, None, 2016-02-23 00:00:00, -9.1, -1.5
None, 0.0, None, 2016-02-24 00:00:00, -9.9, -0.5
None, 0.0, None, 2016-02-25 00:00:00, -7.0, 1.8
None, 0.0, None, 2016-02-26 00:00:00, -2.1, 5.5
None, 0.0, None, 2016-02-27 00:00:00, -2.1, 4.5
None, 17.4, None, 2016-02-28 00:00:00, -3.8, 0.4
None, 5.3, None, 2016-02-29 00:00:00, -4.9, -2.5
None, 17.0, None, 2016-03-01 00:00:00, -6.0, -1.0
None, 9.0, None, 2016-03-02 00:00:00, -5.1, -2.0
None, 7.5, None, 2016-03-03 00:00:00, -3.4, 0.3
None, 0.0, None, 2016-03-04 00:00:00, -2.4, 4.6
None, 3.0, None, 2016-03-05 00:00:00, -0.8, 2.7
None, 24.0, None, 2016-03-06 00:00:00, -2.5, 2.0
None, 1.1, None, 2016-03-07 00:00:00, -4.2, 1.6
None, 4.5, None, 2016-03-08 00:00:00, -6.9, -2.8
None, 2.4, None, 2016-03-09 00:00:00, -6.8, -0.5
None, 16.0, None, 2016-03-10 00:00:00, -3.9, 0.4
None, 0.3, None, 2016-03-11 00:00:00, -4.5, 3.8
None, 11.0, None, 2016-03-12 00:00:00, -4.3, 1.7
None, 9.0, None, 2016-03-13 00:00:00, -5.8, -2.0
None, 1.0, None, 2016-03-14 00:00:00, -6.0, -1.4
