ONE_DAY_PRECIPITATION,ONE_DAY_RAIN,MIN_TEMP,ONE_DAY_SNOW,time,SNOW_ON_THE_GROUND,MAX_TEMP,week_of_year
0.0, 0.0, -10.5, 0.0,2021-01-29, 180.0, -7.5,5
3.0, 0.0, -11.5, 3.0,2021-01-30, 178.0, -6.0,5
7.0, 0.0, -10.0, 7.0,2021-01-31, 179.0, -4.0,5
8.0, 0.0, -6.0, 8.0,2021-02-01, 182.0, -3.0,5
0.0, 0.0, -5.5, 0.0,2021-02-02, 186.0, -6.5,5
0.0, 0.0, -11.0, 0.0,2021-02-03, 183.0, -9.0,5
16.0, 0.0, -10.5, 16.0,2021-02-04, 183.0, -6.0,5
