pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,snwfl_amt_pst1hr,avg_wnd_spd_10m_pst10mts,dwpt_temp,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,HEIGHT_OF_SNOW,stn_pres,week_of_year
None, None, 10.68, None, None, None, None, 0.0, None, -6999.0, 10.7, 10.5, 0.9, None, None, 11.9, -6999.0, None,2021-06-18 00:00:00, 0.0, None, -6999.0,25
None, None, 10.37, None, None, None, None, 0.0, None, -6999.0, 10.4, 10.4, 0.4, None, None, 11.9, -6999.0, None,2021-06-18 01:00:00, 0.0, None, -6999.0,25
None, None, 10.36, None, None, None, None, 0.0, None, -6999.0, 10.4, 10.3, 0.3, None, None, 11.9, -6999.0, None,2021-06-18 02:00:00, 0.0, None, -6999.0,25
None, None, 10.38, None, None, None, None, 0.0, None, -6999.0, 10.4, 10.3, 2.3, None, None, 11.9, -6999.0, None,2021-06-18 03:00:00, 0.0, None, -6999.0,25
None, None, 9.94, None, None, None, None, 0.0, None, -6999.0, 9.9, 9.9, 2.0, None, None, 11.9, -6999.0, None,2021-06-18 04:00:00, 0.0, None, -6999.0,25
15.4, None, 10.01, None, None, None, None, 0.0, None, -6999.0, 10.0, 9.8, 1.1, None, None, 11.9, -6999.0, None,2021-06-18 05:00:00, 0.0, None, -6999.0,25
15.6, None, 9.85, None, None, None, None, 0.0, None, -6999.0, 9.9, 9.7, 0.2, None, None, 11.9, -6999.0, None,2021-06-18 06:00:00, 0.0, None, -6999.0,25
15.4, None, 10.04, None, None, None, None, 0.0, None, -6999.0, 10.0, 9.6, 0.0, None, None, 10.0, -6999.0, None,2021-06-18 07:00:00, 0.0, None, -6999.0,25
15.4, None, 10.36, None, None, None, None, 0.0, None, -6999.0, 10.4, 9.6, 0.0, None, None, 10.4, -6999.0, None,2021-06-18 08:00:00, 0.0, None, -6999.0,25
15.6, None, 10.11, None, None, None, None, 0.0, None, -6999.0, 10.1, 9.6, 0.2, None, None, 10.8, -6999.0, None,2021-06-18 09:00:00, 0.0, None, -6999.0,25
15.2, None, 11.16, None, None, None, None, 0.0, None, -6999.0, 11.2, 9.6, 0.0, None, None, 11.2, -6999.0, None,2021-06-18 10:00:00, 0.0, None, -6999.0,25
15.2, None, 11.45, None, None, None, None, 0.0, None, -6999.0, 11.5, 9.6, 0.0, None, None, 11.9, -6999.0, None,2021-06-18 11:00:00, 1.0, None, -6999.0,25
15.5, None, 13.28, None, None, None, None, 0.0, None, -6999.0, 13.3, 9.6, 0.6, None, None, 13.5, -6999.0, None,2021-06-18 12:00:00, 1.0, None, -6999.0,25
16.0, None, 14.61, None, None, None, None, 0.0, None, -6999.0, 14.6, 9.6, 0.5, None, None, 14.8, -6999.0, None,2021-06-18 13:00:00, 0.0, None, -6999.0,25
15.7, None, 14.87, None, None, None, None, 0.0, None, -6999.0, 14.9, 9.6, 0.3, None, None, 15.8, -6999.0, None,2021-06-18 14:00:00, 0.0, None, -6999.0,25
15.7, None, 14.26, None, None, None, None, 0.0, None, -6999.0, 14.3, 9.6, 0.2, None, None, 15.8, -6999.0, None,2021-06-18 15:00:00, 0.0, None, -6999.0,25
14.6, None, 14.51, None, None, None, None, 0.0, None, -6999.0, 14.5, 9.6, 0.0, None, None, 15.8, -6999.0, None,2021-06-18 16:00:00, 0.0, None, -6999.0,25
14.6, None, 14.31, None, None, None, None, 0.0, None, -6999.0, 14.3, 9.6, 0.1, None, None, 15.8, -6999.0, None,2021-06-18 17:00:00, 0.0, None, -6999.0,25
14.3, None, 13.01, None, None, None, None, -2.0, None, -6999.0, 13.0, 9.6, 0.0, None, None, 15.8, -6999.0, None,2021-06-18 18:00:00, -1.0, None, -6999.0,25
None, None, 12.13, None, None, None, None, 2.0, None, -6999.0, 12.1, 12.1, -0.4, None, None, 13.0, -6999.0, None,2021-06-18 19:00:00, 0.0, None, -6999.0,25
None, None, 12.72, None, None, None, None, 0.0, None, -6999.0, 12.7, 12.0, -0.2, None, None, 13.0, -6999.0, None,2021-06-18 20:00:00, 0.0, None, -6999.0,25
None, None, 12.22, None, None, None, None, 0.0, None, -6999.0, 12.2, 12.0, -0.1, None, None, 13.0, -6999.0, None,2021-06-18 21:00:00, 0.0, None, -6999.0,25
None, None, 11.22, None, None, None, None, 0.0, None, -6999.0, 11.2, 11.2, -0.1, None, None, 13.0, -6999.0, None,2021-06-18 22:00:00, 0.0, None, -6999.0,25
None, None, 10.65, None, None, None, None, 0.0, None, -6999.0, 10.7, 10.7, -0.4, None, None, 13.0, -6999.0, None,2021-06-18 23:00:00, 0.0, None, -6999.0,25
None, None, 10.27, None, None, None, None, 0.0, None, -6999.0, 10.3, 10.2, -0.1, None, None, 13.0, -6999.0, None,2021-06-19 00:00:00, 0.0, None, -6999.0,25
None, None, 10.06, None, None, None, None, 0.0, None, -6999.0, 10.1, 10.1, -0.1, None, None, 13.0, -6999.0, None,2021-06-19 01:00:00, 0.0, None, -6999.0,25
None, None, 9.83, None, None, None, None, 0.0, None, -6999.0, 9.8, 9.8, 0.0, None, None, 13.0, -6999.0, None,2021-06-19 02:00:00, 0.0, None, -6999.0,25
None, None, 9.81, None, None, None, None, 0.0, None, -6999.0, 9.8, 9.7, -0.1, None, None, 13.0, -6999.0, None,2021-06-19 03:00:00, 0.0, None, -6999.0,25
None, None, 9.36, None, None, None, None, 0.0, None, -6999.0, 9.4, 9.4, -0.2, None, None, 13.0, -6999.0, None,2021-06-19 04:00:00, 0.0, None, -6999.0,25
None, None, 9.36, None, None, None, None, 0.0, None, -6999.0, 9.4, 9.2, 0.0, None, None, 13.0, -6999.0, None,2021-06-19 05:00:00, 0.0, None, -6999.0,25
None, None, 9.84, None, None, None, None, 0.0, None, -6999.0, 9.8, 9.2, 0.0, None, None, 13.0, -6999.0, None,2021-06-19 06:00:00, 0.0, None, -6999.0,25
None, None, 11.8, None, None, None, None, 0.0, None, -6999.0, 11.8, 9.8, 0.0, None, None, 11.8, -6999.0, None,2021-06-19 07:00:00, 0.0, None, -6999.0,25
None, None, 12.98, None, None, None, None, 0.0, None, -6999.0, 13.0, 9.8, 0.0, None, None, 13.8, -6999.0, None,2021-06-19 08:00:00, 0.0, None, -6999.0,25
None, None, 14.59, None, None, None, None, 0.0, None, -6999.0, 14.6, 9.8, 0.7, None, None, 14.6, -6999.0, None,2021-06-19 09:00:00, 0.0, None, -6999.0,25
None, None, 15.84, None, None, None, None, 0.0, None, -6999.0, 15.8, 9.8, 0.4, None, None, 15.9, -6999.0, None,2021-06-19 10:00:00, 0.0, None, -6999.0,25
None, None, 17.89, None, None, None, None, 1.0, None, -6999.0, 17.9, 9.8, 0.3, None, None, 17.9, -6999.0, None,2021-06-19 11:00:00, 1.0, None, -6999.0,25
