pcpn_amt_pst24hrs,ONE_DAY_PRECIPITATION,pcpn_amt_pst1hr,snw_dpth_wtr_equiv,cum_pcpn_amt,MIN_TEMP,ONE_DAY_SNOW,time,air_temp_1,SNOW_ON_THE_GROUND,snw_dpth,MAX_TEMP,week_of_year
None, None, 0.0,0.0,337.0, None, None,2021-09-10 00:00:00,10.0, None,4.0, None,37
None, None, 0.0,0.0,337.0, None, None,2021-09-10 01:00:00,10.2, None,4.0, None,37
None, None, 0.0,0.0,337.0, None, None,2021-09-10 02:00:00,9.3, None,5.0, None,37
None, None, 0.0,0.0,337.0, None, None,2021-09-10 03:00:00,8.9, None,4.0, None,37
None, None, 0.0,0.0,337.0, None, None,2021-09-10 04:00:00,9.5, None,4.0, None,37
None, None, 0.0,0.0,337.0, None, None,2021-09-10 05:00:00,8.8, None,4.0, None,37
None, None, 0.0,0.0,337.0, None, None,2021-09-10 06:00:00,8.8, None,4.0, None,37
None, None, 0.0,0.0,337.0, None, None,2021-09-10 07:00:00,9.5, None,4.0, None,37
None, None, None,-1.0,336.0, None, None,2021-09-10 08:00:00,15.9, None,1.0, None,37
None, None, None,-1.0,335.0, None, None,2021-09-10 09:00:00,17.4, None,2.0, None,37
None, None, 0.0,-1.0,335.0, None, None,2021-09-10 10:00:00,17.4, None,3.0, None,37
172.0, None, 0.0,0.0,335.0, None, None,2021-09-10 11:00:00,17.8, None,3.0, None,37
1.0, None, 1.0,0.0,336.0, None, None,2021-09-10 12:00:00,18.3, None,3.0, None,37
0.0, None, 0.0,1.0,336.0, None, None,2021-09-10 13:00:00,18.8, None,3.0, None,37
0.0, None, 0.0,1.0,336.0, None, None,2021-09-10 14:00:00,18.8, None,3.0, None,37
0.0, None, 0.0,2.0,336.0, None, None,2021-09-10 15:00:00,17.8, None,4.0, None,37
0.0, None, 0.0,2.0,336.0, None, None,2021-09-10 16:00:00,17.0, None,4.0, None,37
0.0, None, 0.0,2.0,336.0, None, None,2021-09-10 17:00:00,16.5, None,3.0, None,37
0.0, None, 0.0,2.0,336.0, None, None,2021-09-10 18:00:00,14.9, None,4.0, None,37
1.0, None, 1.0,2.0,337.0, None, None,2021-09-10 19:00:00,13.8, None,4.0, None,37
1.0, None, 0.0,2.0,337.0, None, None,2021-09-10 20:00:00,12.0, None,4.0, None,37
1.0, None, 0.0,2.0,337.0, None, None,2021-09-10 21:00:00,10.4, None,4.0, None,37
1.0, None, 0.0,2.0,337.0, None, None,2021-09-10 22:00:00,10.1, None,5.0, None,37
0.0, None, 0.0,1.0,337.0, None, None,2021-09-10 23:00:00,10.7, None,5.0, None,37
0.0, None, 0.0,1.0,337.0, None, None,2021-09-11 00:00:00,10.0, None,4.0, None,37
0.0, None, 0.0,1.0,337.0, None, None,2021-09-11 01:00:00,9.7, None,4.0, None,37
0.0, None, 0.0,1.0,337.0, None, None,2021-09-11 02:00:00,9.7, None,4.0, None,37
0.0, None, 0.0,1.0,337.0, None, None,2021-09-11 03:00:00,9.3, None,5.0, None,37
0.0, None, 0.0,1.0,337.0, None, None,2021-09-11 04:00:00,8.7, None,4.0, None,37
0.0, None, 0.0,1.0,337.0, None, None,2021-09-11 05:00:00,9.2, None,5.0, None,37
0.0, None, 0.0,1.0,337.0, None, None,2021-09-11 06:00:00,9.1, None,5.0, None,37
0.0, None, 0.0,1.0,337.0, None, None,2021-09-11 07:00:00,9.1, None,4.0, None,37
1.0, None, 0.0,1.0,337.0, None, None,2021-09-11 08:00:00,9.5, None,5.0, None,37
2.0, None, 0.0,1.0,337.0, None, None,2021-09-11 09:00:00,9.8, None,4.0, None,37
2.0, None, 0.0,1.0,337.0, None, None,2021-09-11 10:00:00,10.0, None,4.0, None,37
2.0, None, 0.0,0.0,337.0, None, None,2021-09-11 11:00:00,9.8, None,5.0, None,37
1.0, None, 0.0,0.0,337.0, None, None,2021-09-11 14:00:00,10.8, None,4.0, None,37
1.0, None, 0.0,0.0,337.0, None, None,2021-09-11 15:00:00,11.8, None,4.0, None,37
1.0, None, 0.0,0.0,337.0, None, None,2021-09-11 16:00:00,12.7, None,4.0, None,37
1.0, None, 0.0,0.0,337.0, None, None,2021-09-11 17:00:00,12.8, None,4.0, None,37
1.0, None, 0.0,0.0,337.0, None, None,2021-09-11 18:00:00,11.8, None,4.0, None,37
0.0, None, 0.0,0.0,337.0, None, None,2021-09-11 19:00:00,10.4, None,5.0, None,37
0.0, None, 0.0,-1.0,337.0, None, None,2021-09-11 20:00:00,9.5, None,4.0, None,37
0.0, None, 0.0,-1.0,337.0, None, None,2021-09-11 21:00:00,9.6, None,4.0, None,37
0.0, None, 0.0,-1.0,337.0, None, None,2021-09-11 22:00:00,10.0, None,4.0, None,37
0.0, None, 0.0,-1.0,337.0, None, None,2021-09-11 23:00:00,9.5, None,4.0, None,37
0.0, None, 0.0,-1.0,337.0, None, None,2021-09-12 00:00:00,8.8, None,4.0, None,37
0.0, None, 0.0,-1.0,337.0, None, None,2021-09-12 01:00:00,9.1, None,5.0, None,37
0.0, None, 0.0,-1.0,337.0, None, None,2021-09-12 02:00:00,9.1, None,4.0, None,37
0.0, None, 0.0,-1.0,337.0, None, None,2021-09-12 03:00:00,8.8, None,4.0, None,37
0.0, None, 0.0,-1.0,337.0, None, None,2021-09-12 04:00:00,8.3, None,5.0, None,37
1.0, None, 1.0,-1.0,338.0, None, None,2021-09-12 05:00:00,8.3, None,4.0, None,37
1.0, None, 0.0,-1.0,338.0, None, None,2021-09-12 06:00:00,8.0, None,-30.0, None,37
1.0, None, 0.0,-1.0,338.0, None, None,2021-09-12 07:00:00,7.6, None,64.0, None,37
1.0, None, 0.0,-1.0,338.0, None, None,2021-09-12 08:00:00,8.3, None,4.0, None,37
0.0, None, None,-1.0,337.0, None, None,2021-09-12 09:00:00,9.9, None,4.0, None,37
1.0, None, 1.0,-1.0,338.0, None, None,2021-09-12 10:00:00,9.3, None,4.0, None,37
1.0, None, 0.0,-1.0,338.0, None, None,2021-09-12 11:00:00,9.3, None,4.0, None,37
2.0, None, 1.0,-1.0,339.0, None, None,2021-09-12 12:00:00,10.0, None,4.0, None,37
2.0, None, 0.0,-1.0,339.0, None, None,2021-09-12 13:00:00,11.9, None,5.0, None,37
2.0, None, 0.0,-1.0,339.0, None, None,2021-09-12 14:00:00,13.5, None,4.0, None,37
1.0, None, None,-1.0,338.0, None, None,2021-09-12 15:00:00,14.4, None,2.0, None,37
