pcpn_amt_pst24hrs,ONE_DAY_PRECIPITATION,pcpn_amt_pst1hr,snw_dpth_wtr_equiv,cum_pcpn_amt,MIN_TEMP,ONE_DAY_SNOW,time,air_temp_1,SNOW_ON_THE_GROUND,snw_dpth,MAX_TEMP,week_of_year
29.0, None, 0.0,61.0,673.0, None, None,2021-09-10 00:00:00, None, None, None, None,37
20.0, None, 0.0,61.0,673.0, None, None,2021-09-10 01:00:00, None, None, None, None,37
15.0, None, 0.0,60.0,673.0, None, None,2021-09-10 02:00:00, None, None, None, None,37
10.0, None, 0.0,61.0,673.0, None, None,2021-09-10 03:00:00, None, None, None, None,37
5.0, None, 0.0,60.0,673.0, None, None,2021-09-10 04:00:00, None, None, None, None,37
5.0, None, 1.0,60.0,674.0, None, None,2021-09-10 05:00:00, None, None, None, None,37
5.0, None, 0.0,60.0,674.0, None, None,2021-09-10 06:00:00, None, None, None, None,37
5.0, None, 0.0,61.0,674.0, None, None,2021-09-10 07:00:00, None, None, None, None,37
4.0, None, 0.0,60.0,674.0, None, None,2021-09-10 08:00:00, None, None, None, None,37
3.0, None, None,60.0,673.0, None, None,2021-09-10 09:00:00, None, None, None, None,37
4.0, None, 0.0,60.0,673.0, None, None,2021-09-10 10:00:00, None, None, None, None,37
4.0, None, 0.0,61.0,673.0, None, None,2021-09-10 11:00:00, None, None, None, None,37
4.0, None, 0.0,61.0,673.0, None, None,2021-09-10 12:00:00, None, None, None, None,37
4.0, None, 0.0,62.0,673.0, None, None,2021-09-10 13:00:00, None, None, None, None,37
4.0, None, 0.0,62.0,673.0, None, None,2021-09-10 14:00:00, None, None, None, None,37
3.0, None, 0.0,62.0,673.0, None, None,2021-09-10 15:00:00, None, None, None, None,37
3.0, None, 0.0,62.0,673.0, None, None,2021-09-10 16:00:00, None, None, None, None,37
2.0, None, 0.0,63.0,673.0, None, None,2021-09-10 17:00:00, None, None, None, None,37
2.0, None, 0.0,63.0,673.0, None, None,2021-09-10 18:00:00, None, None, None, None,37
2.0, None, 0.0,62.0,673.0, None, None,2021-09-10 19:00:00, None, None, None, None,37
1.0, None, 0.0,62.0,673.0, None, None,2021-09-10 20:00:00, None, None, None, None,37
1.0, None, 0.0,62.0,673.0, None, None,2021-09-10 21:00:00, None, None, None, None,37
1.0, None, 1.0,62.0,674.0, None, None,2021-09-10 22:00:00, None, None, None, None,37
1.0, None, 0.0,62.0,674.0, None, None,2021-09-10 23:00:00, None, None, None, None,37
1.0, None, 0.0,61.0,674.0, None, None,2021-09-11 00:00:00, None, None, None, None,37
1.0, None, 0.0,61.0,674.0, None, None,2021-09-11 01:00:00, None, None, None, None,37
1.0, None, 0.0,60.0,674.0, None, None,2021-09-11 02:00:00, None, None, None, None,37
1.0, None, 0.0,61.0,674.0, None, None,2021-09-11 03:00:00, None, None, None, None,37
1.0, None, 0.0,61.0,674.0, None, None,2021-09-11 04:00:00, None, None, None, None,37
0.0, None, 0.0,61.0,674.0, None, None,2021-09-11 05:00:00, None, None, None, None,37
1.0, None, 1.0,61.0,675.0, None, None,2021-09-11 06:00:00, None, None, None, None,37
2.0, None, 1.0,60.0,676.0, None, None,2021-09-11 07:00:00, None, None, None, None,37
2.0, None, 0.0,61.0,676.0, None, None,2021-09-11 08:00:00, None, None, None, None,37
3.0, None, 0.0,61.0,676.0, None, None,2021-09-11 09:00:00, None, None, None, None,37
3.0, None, 0.0,61.0,676.0, None, None,2021-09-11 10:00:00, None, None, None, None,37
2.0, None, None,61.0,675.0, None, None,2021-09-11 11:00:00, None, None, None, None,37
2.0, None, 0.0,62.0,675.0, None, None,2021-09-11 14:00:00, None, None, None, None,37
2.0, None, 0.0,62.0,675.0, None, None,2021-09-11 15:00:00, None, None, None, None,37
2.0, None, 0.0,62.0,675.0, None, None,2021-09-11 16:00:00, None, None, None, None,37
2.0, None, 0.0,62.0,675.0, None, None,2021-09-11 17:00:00, None, None, None, None,37
2.0, None, 0.0,61.0,675.0, None, None,2021-09-11 18:00:00, None, None, None, None,37
3.0, None, 1.0,61.0,676.0, None, None,2021-09-11 19:00:00, None, None, None, None,37
3.0, None, 0.0,61.0,676.0, None, None,2021-09-11 20:00:00, None, None, None, None,37
3.0, None, 0.0,60.0,676.0, None, None,2021-09-11 21:00:00, None, None, None, None,37
2.0, None, 0.0,60.0,676.0, None, None,2021-09-11 22:00:00, None, None, None, None,37
2.0, None, 0.0,60.0,676.0, None, None,2021-09-11 23:00:00, None, None, None, None,37
2.0, None, 0.0,60.0,676.0, None, None,2021-09-12 00:00:00, None, None, None, None,37
2.0, None, 0.0,60.0,676.0, None, None,2021-09-12 01:00:00, None, None, None, None,37
2.0, None, 0.0,60.0,676.0, None, None,2021-09-12 02:00:00, None, None, None, None,37
2.0, None, 0.0,60.0,676.0, None, None,2021-09-12 03:00:00, None, None, None, None,37
2.0, None, 0.0,60.0,676.0, None, None,2021-09-12 04:00:00, None, None, None, None,37
2.0, None, 0.0,60.0,676.0, None, None,2021-09-12 05:00:00, None, None, None, None,37
1.0, None, 0.0,59.0,676.0, None, None,2021-09-12 06:00:00, None, None, None, None,37
0.0, None, 0.0,59.0,676.0, None, None,2021-09-12 07:00:00, None, None, None, None,37
0.0, None, 0.0,59.0,676.0, None, None,2021-09-12 08:00:00, None, None, None, None,37
0.0, None, 0.0,60.0,676.0, None, None,2021-09-12 09:00:00, None, None, None, None,37
0.0, None, 0.0,59.0,676.0, None, None,2021-09-12 10:00:00, None, None, None, None,37
1.0, None, 0.0,60.0,676.0, None, None,2021-09-12 11:00:00, None, None, None, None,37
1.0, None, 0.0,59.0,676.0, None, None,2021-09-12 12:00:00, None, None, None, None,37
1.0, None, 0.0,59.0,676.0, None, None,2021-09-12 13:00:00, None, None, None, None,37
1.0, None, 0.0,59.0,676.0, None, None,2021-09-12 14:00:00, None, None, None, None,37
1.0, None, 0.0,60.0,676.0, None, None,2021-09-12 15:00:00, None, None, None, None,37
0.0, None, None,60.0,675.0, None, None,2021-09-12 16:00:00, None, None, None, None,37
0.0, None, 0.0,60.0,675.0, None, None,2021-09-12 17:00:00, None, None, None, None,37
0.0, None, 0.0,60.0,675.0, None, None,2021-09-12 18:00:00, None, None, None, None,37
None, None, 0.0,60.0,675.0, None, None,2021-09-12 19:00:00, None, None, None, None,37
0.0, None, 1.0,60.0,676.0, None, None,2021-09-12 20:00:00, None, None, None, None,37
0.0, None, 0.0,60.0,676.0, None, None,2021-09-12 21:00:00, None, None, None, None,37
0.0, None, 0.0,60.0,676.0, None, None,2021-09-12 22:00:00, None, None, None, None,37
1.0, None, 1.0,60.0,677.0, None, None,2021-09-12 23:00:00, None, None, None, None,37
2.0, None, 1.0,59.0,678.0, None, None,2021-09-13 00:00:00, None, None, None, None,37
2.0, None, 0.0,59.0,678.0, None, None,2021-09-13 01:00:00, None, None, None, None,37
2.0, None, 0.0,60.0,678.0, None, None,2021-09-13 02:00:00, None, None, None, None,37
2.0, None, 0.0,59.0,678.0, None, None,2021-09-13 03:00:00, None, None, None, None,37
2.0, None, 0.0,59.0,678.0, None, None,2021-09-13 04:00:00, None, None, None, None,37
2.0, None, 0.0,59.0,678.0, None, None,2021-09-13 05:00:00, None, None, None, None,37
2.0, None, 0.0,59.0,678.0, None, None,2021-09-13 06:00:00, None, None, None, None,37
3.0, None, 1.0,59.0,679.0, None, None,2021-09-13 07:00:00, None, None, None, None,37
3.0, None, 0.0,59.0,679.0, None, None,2021-09-13 08:00:00, None, None, None, None,37
3.0, None, 0.0,59.0,679.0, None, None,2021-09-13 09:00:00, None, None, None, None,37
3.0, None, 0.0,58.0,679.0, None, None,2021-09-13 10:00:00, None, None, None, None,37
3.0, None, 0.0,59.0,679.0, None, None,2021-09-13 11:00:00, None, None, None, None,37
3.0, None, 0.0,59.0,679.0, None, None,2021-09-13 12:00:00, None, None, None, None,37
3.0, None, 0.0,59.0,679.0, None, None,2021-09-13 13:00:00, None, None, None, None,37
3.0, None, 0.0,59.0,679.0, None, None,2021-09-13 14:00:00, None, None, None, None,37
3.0, None, 0.0,60.0,679.0, None, None,2021-09-13 15:00:00, None, None, None, None,37
4.0, None, 0.0,60.0,679.0, None, None,2021-09-13 16:00:00, None, None, None, None,37
4.0, None, 0.0,60.0,679.0, None, None,2021-09-13 17:00:00, None, None, None, None,37
4.0, None, 0.0,60.0,679.0, None, None,2021-09-13 18:00:00, None, None, None, None,37
4.0, None, 0.0,60.0,679.0, None, None,2021-09-13 19:00:00, None, None, None, None,37
3.0, None, 0.0,60.0,679.0, None, None,2021-09-13 20:00:00, None, None, None, None,37
3.0, None, 0.0,59.0,679.0, None, None,2021-09-13 21:00:00, None, None, None, None,37
3.0, None, 0.0,59.0,679.0, None, None,2021-09-13 22:00:00, None, None, None, None,37
2.0, None, 0.0,59.0,679.0, None, None,2021-09-13 23:00:00, None, None, None, None,37
1.0, None, 0.0,59.0,679.0, None, None,2021-09-14 00:00:00, None, None, None, None,37
1.0, None, 0.0,59.0,679.0, None, None,2021-09-14 01:00:00, None, None, None, None,37
1.0, None, 0.0,59.0,679.0, None, None,2021-09-14 02:00:00, None, None, None, None,37
