pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,snwfl_amt_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,ACTUAL_WIND_DIRECTION,ACTUAL_WIND_SPEED,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,stn_pres,week_of_year
None,4.148, None, None, None, None,14.28, None,3.767,352.4, None, None, None, None, None, None, None, None, None, None, None,2018-06-11 00:00:00, None, None, None, None,24
None,4.123, None, None, None, None,15.17, None,3.822,351.3, None, None, None, None, None, None, None, None, None, None, None,2018-06-11 01:00:00, None, None, None, None,24
None,3.35, None, None, None, None,16.18, None,3.788,351.8, None, None, None, None, None, None, None, None, None, None, None,2018-06-11 02:00:00, None, None, None, None,24
None,3.379, None, None, None, None,15.44, None,3.976,351.7, None, None, None, None, None, None, None, None, None, None, None,2018-06-11 03:00:00, None, None, None, None,24
None,3.094, None, None, None, None,15.84, None,3.59,348.6, None, None, None, None, None, None, None, None, None, None, None,2018-06-11 04:00:00, None, None, None, None,24
None,2.97, None, None, None, None,17.31, None,3.23,351.1, None, None, None, None, None, None, None, None, None, None, None,2018-06-11 05:00:00, None, None, None, None,24
None,3.675, None, None, None, None,20.12, None,2.325,351.2, None, None, None, None, None, None, None, None, None, None, None,2018-06-11 06:00:00, None, None, None, None,24
None,4.773, None, None, None, None,38.79, None,1.026,347.8, None, None, None, None, None, None, None, None, None, None, None,2018-06-11 07:00:00, None, None, None, None,24
None,4.998, None, None, None, None,37.03, None,0.995,124.6, None, None, None, None, None, None, None, None, None, None, None,2018-06-11 08:00:00, None, None, None, None,24
None,5.283, None, None, None, None,33.83, None,1.96,114.5, None, None, None, None, None, None, None, None, None, None, None,2018-06-11 09:00:00, None, None, None, None,24
None,6.927, None, None, None, None,35.49, None,2.795,103.7, None, None, None, None, None, None, None, None, None, None, None,2018-06-11 10:00:00, None, None, None, None,24
None,6.651, None, None, None, None,24.46, None,5.368,120.4, None, None, None, None, None, None, None, None, None, None, None,2018-06-11 11:00:00, None, None, None, None,24
None,7.21, None, None, None, None,23.22, None,5.088,116.5, None, None, None, None, None, None, None, None, None, None, None,2018-06-11 12:00:00, None, None, None, None,24
None,7.5, None, None, None, None,38.14, None,3.168,132.0, None, None, None, None, None, None, None, None, None, None, None,2018-06-11 13:00:00, None, None, None, None,24
None,8.29, None, None, None, None,28.6, None,5.007,103.2, None, None, None, None, None, None, None, None, None, None, None,2018-06-11 14:00:00, None, None, None, None,24
