RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,MAXIMUM_AIR_TEMPERATURE,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,rel_hum,WIND_DIRECTION_STD_DEVIATION1,avg_wnd_spd_10m_pst10mts,air_temp,mslp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,time,stn_pres,week_of_year
None, None, None, None, 0.0, 128.8, None, None, None, None, None, None, None, None, 93.9, None, None,-1.4, None, None, None, 34.5, None, None, None, None, None,2018-06-11 00:00:00, None,24
None, None, None, None, 0.0, 137.9, None, None, None, None, None, None, None, None, None, None, None,-2.04, None, None, None, 24.22, None, None, None, None, None,2018-06-11 01:00:00, None,24
None, None, None, None, 0.0, 141.7, None, None, None, None, None, None, None, None, None, None, None,-2.007, None, None, None, 24.35, None, None, None, None, None,2018-06-11 02:00:00, None,24
None, None, None, None, 0.0, 146.2, None, None, None, None, None, None, None, None, None, None, None,-2.225, None, None, None, 24.43, None, None, None, None, None,2018-06-11 03:00:00, None,24
None, None, None, None, 0.0, 145.3, None, None, None, None, None, None, None, None, None, None, None,-2.005, None, None, None, 25.09, None, None, None, None, None,2018-06-11 04:00:00, None,24
None, None, None, None, 0.0, 142.6, None, None, None, None, None, None, None, None, 92.0, None, None,-1.697, None, None, None, 28.68, None, None, None, None, None,2018-06-11 05:00:00, None,24
None, None, None, None, 0.0, 141.5, None, None, None, None, None, None, None, None, 91.5, None, None,-1.104, None, None, None, 31.11, None, None, None, None, None,2018-06-11 06:00:00, None,24
None, None, None, None, 0.0, 124.1, None, None, None, None, None, None, None, None, 100.2, None, None,0.061, None, None, None, 45.3, None, None, None, None, None,2018-06-11 07:00:00, None,24
None, None, None, None, 0.45, 109.1, None, None, None, None, None, None, None, None, 96.5, None, None,0.735, None, None, None, 52.23, None, None, None, None, None,2018-06-11 08:00:00, None,24
None, None, None, None, 2.532, 115.7, None, None, None, None, None, None, None, None, 101.4, None, None,0.083, None, None, None, 44.4, None, None, None, None, None,2018-06-11 09:00:00, None,24
None, None, None, None, 1.991, 93.8, None, None, None, None, None, None, None, None, 97.3, None, None,-0.275, None, None, None, 54.89, None, None, None, None, None,2018-06-11 10:00:00, None,24
None, None, None, None, 2.17, 102.7, None, None, None, None, None, None, None, None, 98.6, None, None,0.347, None, None, None, 49.03, None, None, None, None, None,2018-06-11 11:00:00, None,24
None, None, None, None, 2.095, 108.7, None, None, None, None, None, None, None, None, 102.2, None, None,2.188, None, None, None, 48.31, None, None, None, None, None,2018-06-11 12:00:00, None,24
None, None, None, None, 1.581, 117.8, None, None, None, None, None, None, None, None, 102.6, None, None,3.751, None, None, None, 42.12, None, None, None, None, None,2018-06-11 13:00:00, None,24
None, None, None, None, 3.113, 116.9, None, None, None, None, None, None, None, None, 102.3, None, None,3.683, None, None, None, 41.47, None, None, None, None, None,2018-06-11 14:00:00, None,24
None, None, None, None, 2.331, 117.5, None, None, None, None, None, None, None, None, 102.2, None, None,3.129, None, None, None, 48.09, None, None, None, None, None,2018-06-11 15:00:00, None,24
None, None, None, None, 2.401, 122.3, None, None, None, None, None, None, None, None, 99.6, None, None,4.641, None, None, None, 42.82, None, None, None, None, None,2018-06-11 16:00:00, None,24
None, None, None, None, 2.287, 122.9, None, None, None, None, None, None, None, None, 101.1, None, None,0.579, None, None, None, 34.39, None, None, None, None, None,2018-06-11 17:00:00, None,24
None, None, None, None, 1.764, 125.6, None, None, None, None, None, None, None, None, 101.0, None, None,3.584, None, None, None, 59.42, None, None, None, None, None,2018-06-11 18:00:00, None,24
None, None, None, None, 2.933, 113.3, None, None, None, None, None, None, None, None, 99.8, None, None,0.669, None, None, None, 45.51, None, None, None, None, None,2018-06-11 19:00:00, None,24
None, None, None, None, 1.523, 131.4, None, None, None, None, None, None, None, None, 101.4, None, None,1.274, None, None, None, 26.96, None, None, None, None, None,2018-06-11 20:00:00, None,24
None, None, None, None, 1.511, 132.4, None, None, None, None, None, None, None, None, None, None, None,0.3, None, None, None, 31.77, None, None, None, None, None,2018-06-11 21:00:00, None,24
None, None, None, None, 1.435, 134.8, None, None, None, None, None, None, None, None, None, None, None,0.128, None, None, None, 33.6, None, None, None, None, None,2018-06-11 22:00:00, None,24
None, None, None, None, 0.211, 149.5, None, None, None, None, None, None, None, None, None, None, None,-0.275, None, None, None, 19.63, None, None, None, None, None,2018-06-11 23:00:00, None,24
None, None, None, None, 0.4, 154.2, None, None, None, None, None, None, None, None, None, None, None,-0.408, None, None, None, 17.2, None, None, None, None, None,2018-06-12 00:00:00, None,24
