WDIR_VECT,TEMP_MEAN,WSPD_SCLR,HUMIDITY,avg_rel_hum_pst1hr,time,avg_air_temp_pst1hr,week_of_year
214.5, 12.1, None, 76.1,80.8,2018-08-20 00:00:00,10.94,34
0.0, 10.9, None, 80.8,84.7,2018-08-20 01:00:00,10.04,34
0.0, 10.0, None, 84.7,85.7,2018-08-20 02:00:00,9.19,34
0.0, 9.2, 0.019998, 85.7,87.2,2018-08-20 03:00:00,8.48,34
16.1, 8.5, 0.003, 87.2,86.9,2018-08-20 04:00:00,7.802,34
343.0, 7.8, 0.221, 86.9,88.4,2018-08-20 05:00:00,7.055,34
274.3, 7.1, 0.757, 88.4,87.7,2018-08-20 06:00:00,6.781,34
240.2, 6.8, 0.880999, 87.7,79.65,2018-08-20 07:00:00,8.23,34
238.0, 8.2, 1.0, 79.7,70.59,2018-08-20 08:00:00,10.52,34
166.7, 10.5, 0.841, 70.6,57.14,2018-08-20 09:00:00,13.92,34
108.7, 13.9, 1.36, 57.1,52.03,2018-08-20 10:00:00,16.72,34
55.3, 16.7, 1.641, 52.0,42.24,2018-08-20 11:00:00,19.56,34
78.6, 19.6, 1.881, 42.2,34.84,2018-08-20 12:00:00,21.61,34
76.2, 21.6, 1.747, 34.8,28.87,2018-08-20 13:00:00,23.61,34
71.8, 23.6, 1.636, 28.9,25.31,2018-08-20 14:00:00,24.69,34
72.0, 24.7, 1.981, 25.3,22.79,2018-08-20 15:00:00,25.49,34
58.7, 25.5, 1.392, 22.8,19.66,2018-08-20 16:00:00,26.64,34
67.4, 26.6, 0.894999, 19.7,20.37,2018-08-20 17:00:00,26.33,34
131.6, 26.3, 0.611, 20.4,19.17,2018-08-20 18:00:00,26.79,34
55.6, 26.8, 0.538999, 19.2,29.01,2018-08-20 19:00:00,24.25,34
130.7, 24.3, 0.416, 29.0,52.36,2018-08-20 20:00:00,19.78,34
127.8, 19.8, 0.160999, 52.4,67.51,2018-08-20 21:00:00,17.27,34
140.1, 17.3, 0.225998, 67.5,71.66,2018-08-20 22:00:00,15.86,34
176.5, 15.9, 1.057, 71.7,64.82,2018-08-20 23:00:00,14.98,34
238.9, 15.0, 1.04, 64.8,65.34,2018-08-21 00:00:00,14.11,34
238.5, 14.1, 1.081, 65.3,70.42,2018-08-21 01:00:00,12.76,34
229.5, 12.8, 0.185, 70.4,76.94,2018-08-21 02:00:00,11.45,34
223.2, 11.5, 0.112998, 76.9,81.5,2018-08-21 03:00:00,10.44,34
214.7, 10.4, 0.273999, 81.5,82.0,2018-08-21 04:00:00,9.68,34
257.4, 9.7, 0.071998, 82.0,84.3,2018-08-21 05:00:00,8.96,34
219.7, 9.0, 0.172, 84.3,85.1,2018-08-21 06:00:00,8.75,34
221.2, 8.8, 0.368, 85.1,83.1,2018-08-21 07:00:00,9.48,34
74.1, 9.5, 0.456999, 83.1,73.86,2018-08-21 08:00:00,11.4,34
167.8, 11.4, 0.694998, 73.9,63.51,2018-08-21 09:00:00,13.59,34
152.1, 13.6, 1.243, 63.5,56.63,2018-08-21 10:00:00,15.77,34
87.0, 15.8, 1.274, 56.6,48.27,2018-08-21 11:00:00,18.71,34
63.9, 18.7, 1.26, 48.3,39.34,2018-08-21 12:00:00,21.8,34
62.3, 21.8, 0.904999, 39.3,32.21,2018-08-21 13:00:00,25.33,34
8.7, 25.3, 1.051, 32.2,26.23,2018-08-21 14:00:00,27.42,34
37.3, 27.4, 1.142, 26.2,19.18,2018-08-21 15:00:00,29.31,34
105.8, 29.3, 1.91, 19.2,15.97,2018-08-21 16:00:00,30.1,34
165.8, 30.1, 1.657, 16.0,16.44,2018-08-21 17:00:00,29.98,34
171.7, 30.0, 1.311, 16.4,19.17,2018-08-21 18:00:00,28.61,34
166.7, 28.6, 0.338999, 19.2,39.98,2018-08-21 19:00:00,23.64,34
104.1, 23.6, 0.432, 40.0,52.2,2018-08-21 20:00:00,20.34,34
73.6, 20.3, 0.259, 52.2,61.4,2018-08-21 21:00:00,18.02,34
