AirTemp,ONE_DAY_PRECIPITATION,Snow_WE,time,MIN_TEMP,MAX_TEMP,week_of_year
None, 0.2, None,2022-03-05 00:00:00, -15.1, -2.3,10
-13.0, None, 831.5,2022-03-05 00:10:00, None, None,10
-13.3, None, 831.5,2022-03-05 00:25:00, None, None,10
-13.5, None, 831.5,2022-03-05 00:40:00, None, None,10
-13.6, None, 831.5,2022-03-05 00:55:00, None, None,10
-13.9, None, 831.5,2022-03-05 01:10:00, None, None,10
-14.0, None, 831.5,2022-03-05 01:25:00, None, None,10
-13.4, None, 831.5,2022-03-05 01:40:00, None, None,10
-13.9, None, 831.5,2022-03-05 01:55:00, None, None,10
-13.4, None, 831.5,2022-03-05 02:10:00, None, None,10
-13.8, None, 831.5,2022-03-05 02:25:00, None, None,10
-14.0, None, 831.5,2022-03-05 02:40:00, None, None,10
-14.1, None, 831.5,2022-03-05 02:55:00, None, None,10
-14.1, None, 831.5,2022-03-05 03:10:00, None, None,10
-14.5, None, 831.5,2022-03-05 03:25:00, None, None,10
-14.7, None, 831.5,2022-03-05 03:40:00, None, None,10
-14.7, None, 831.5,2022-03-05 03:55:00, None, None,10
-14.8, None, 831.5,2022-03-05 04:10:00, None, None,10
-14.9, None, 831.5,2022-03-05 04:25:00, None, None,10
-15.0, None, 831.5,2022-03-05 04:40:00, None, None,10
-14.9, None, 831.5,2022-03-05 04:55:00, None, None,10
-15.1, None, 831.5,2022-03-05 05:10:00, None, None,10
-15.1, None, 831.5,2022-03-05 05:25:00, None, None,10
-15.0, None, 831.5,2022-03-05 05:40:00, None, None,10
None, None, 831.5,2022-03-05 06:17:00, None, None,10
-14.4, None, 831.5,2022-03-05 06:55:00, None, None,10
-14.0, None, 831.5,2022-03-05 07:10:00, None, None,10
-13.4, None, 831.5,2022-03-05 07:25:00, None, None,10
-12.1, None, 831.5,2022-03-05 07:40:00, None, None,10
-11.0, None, 831.5,2022-03-05 07:55:00, None, None,10
-10.5, None, 831.5,2022-03-05 08:10:00, None, None,10
-9.7, None, 831.5,2022-03-05 08:25:00, None, None,10
-8.7, None, 831.5,2022-03-05 08:40:00, None, None,10
-8.6, None, 831.5,2022-03-05 08:55:00, None, None,10
-8.6, None, 831.5,2022-03-05 09:10:00, None, None,10
-8.1, None, 831.5,2022-03-05 09:25:00, None, None,10
-7.7, None, 831.5,2022-03-05 09:40:00, None, None,10
-7.0, None, 831.5,2022-03-05 09:55:00, None, None,10
-6.8, None, 831.5,2022-03-05 10:10:00, None, None,10
-5.1, None, 831.5,2022-03-05 10:25:00, None, None,10
-5.3, None, 831.5,2022-03-05 10:40:00, None, None,10
-3.6, None, 831.5,2022-03-05 10:55:00, None, None,10
-2.7, None, 831.5,2022-03-05 11:10:00, None, None,10
-2.5, None, 831.5,2022-03-05 11:25:00, None, None,10
-2.8, None, 831.5,2022-03-05 11:40:00, None, None,10
-2.7, None, 831.5,2022-03-05 11:55:00, None, None,10
-2.8, None, 831.5,2022-03-05 12:10:00, None, None,10
-3.0, None, 831.5,2022-03-05 12:25:00, None, None,10
-2.3, None, 831.5,2022-03-05 12:40:00, None, None,10
-2.9, None, 831.5,2022-03-05 12:55:00, None, None,10
-3.2, None, 831.5,2022-03-05 13:10:00, None, None,10
-2.8, None, 831.5,2022-03-05 13:25:00, None, None,10
-4.1, None, 831.5,2022-03-05 13:40:00, None, None,10
-4.5, None, 831.5,2022-03-05 13:55:00, None, None,10
-5.8, None, 831.5,2022-03-05 14:10:00, None, None,10
-6.9, None, 831.5,2022-03-05 14:25:00, None, None,10
-7.2, None, 831.5,2022-03-05 14:40:00, None, None,10
