WSPD_SCLR,time,week_of_year
5.718,2017-05-07 00:00:00,19
5.338,2017-05-07 01:00:00,19
3.503,2017-05-07 02:00:00,19
2.127,2017-05-07 03:00:00,19
3.008,2017-05-07 04:00:00,19
4.283,2017-05-07 05:00:00,19
5.638,2017-05-07 06:00:00,19
5.044,2017-05-07 07:00:00,19
6.978,2017-05-07 08:00:00,19
6.759,2017-05-07 09:00:00,19
6.54,2017-05-07 10:00:00,19
6.197,2017-05-07 11:00:00,19
7.786,2017-05-07 12:00:00,19
8.95,2017-05-07 13:00:00,19
9.02,2017-05-07 14:00:00,19
8.94,2017-05-07 15:00:00,19
9.07,2017-05-07 16:00:00,19
8.77,2017-05-07 17:00:00,19
8.68,2017-05-07 18:00:00,19
7.881,2017-05-07 19:00:00,19
6.359,2017-05-07 20:00:00,19
5.22,2017-05-07 21:00:00,19
4.28,2017-05-07 22:00:00,19
3.627,2017-05-07 23:00:00,19
2.965,2017-05-08 00:00:00,19
3.164,2017-05-08 01:00:00,19
3.467,2017-05-08 02:00:00,19
3.14,2017-05-08 03:00:00,19
3.275,2017-05-08 04:00:00,19
2.506,2017-05-08 05:00:00,19
1.87,2017-05-08 06:00:00,19
3.187,2017-05-08 07:00:00,19
4.544,2017-05-08 08:00:00,19
6.031,2017-05-08 09:00:00,19
4.868,2017-05-08 10:00:00,19
5.353,2017-05-08 11:00:00,19
6.792,2017-05-08 12:00:00,19
8.0,2017-05-08 13:00:00,19
6.884,2017-05-08 14:00:00,19
7.566,2017-05-08 15:00:00,19
6.883,2017-05-08 16:00:00,19
6.854,2017-05-08 17:00:00,19
7.014,2017-05-08 18:00:00,19
6.174,2017-05-08 19:00:00,19
5.441,2017-05-08 20:00:00,19
3.857,2017-05-08 21:00:00,19
4.726,2017-05-08 22:00:00,19
3.947,2017-05-08 23:00:00,19
4.505,2017-05-09 00:00:00,19
3.864,2017-05-09 01:00:00,19
3.904,2017-05-09 02:00:00,19
3.406,2017-05-09 03:00:00,19
4.213,2017-05-09 04:00:00,19
3.566,2017-05-09 05:00:00,19
3.342,2017-05-09 06:00:00,19
2.922,2017-05-09 07:00:00,19
2.72,2017-05-09 08:00:00,19
2.614,2017-05-09 09:00:00,19
1.478,2017-05-09 10:00:00,19
1.28,2017-05-09 11:00:00,19
2.096,2017-05-09 12:00:00,19
2.795,2017-05-09 13:00:00,19
3.132,2017-05-09 14:00:00,19
2.787,2017-05-09 15:00:00,19
2.94,2017-05-09 16:00:00,19
1.165,2017-05-09 17:00:00,19
1.708,2017-05-09 18:00:00,19
1.424,2017-05-09 19:00:00,19
0.712,2017-05-09 20:00:00,19
1.69,2017-05-09 21:00:00,19
1.634,2017-05-09 22:00:00,19
1.79,2017-05-09 23:00:00,19
1.646,2017-05-10 00:00:00,19
1.877,2017-05-10 01:00:00,19
2.254,2017-05-10 02:00:00,19
2.626,2017-05-10 03:00:00,19
2.425,2017-05-10 04:00:00,19
