pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,mslp,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,snwfl_amt_pst1hr,rel_hum,time,snw_dpth,stn_pres,week_of_year
1.5, 4.139, 87.3, 15.3, 2.9, 20.15, 1.1, 58.94, 2.0, 1.1, 4.1, 4.1, 1021.5, 0.0, 2.0, 927.0, 59.0, 0.0, 87.0,2020-05-27 00:00:00, -6999.0, 927.0,22
1.5, 3.227, 90.9, 15.3, 3.4, 34.19, 1.233, 48.92, 2.0, 1.2, 3.2, 3.0, 1022.3, 0.0, 2.0, 928.0, 49.0, 0.0, 91.0,2020-05-27 01:00:00, -6999.0, 928.0,22
1.5, 2.029, 92.3, 15.3, 3.4, 12.68, 1.917, 63.69, 1.0, 1.9, 2.0, 2.1, 1022.3, 0.0, 1.0, 928.0, 64.0, 0.0, 92.0,2020-05-27 02:00:00, -6999.0, 928.0,22
1.5, 1.042, 93.6, 15.3, 3.8, 11.87, 1.938, 64.29, 1.0, 1.9, 1.0, 1.0, 1023.4, 0.0, 1.0, 929.0, 64.0, 0.0, 94.0,2020-05-27 03:00:00, -6999.0, 929.0,22
1.5, 0.445, 94.4, 15.3, 3.2, 16.42, 1.659, 58.07, 0.0, 1.7, 0.4, 0.4, 1023.4, 0.0, 0.0, 929.0, 58.0, 0.0, 94.0,2020-05-27 04:00:00, -6999.0, 929.0,22
1.5, -0.228, 95.2, 15.3, 5.6, 13.81, 1.73, 58.33, -1.0, 1.7, -0.2, -0.2, 1023.5, 0.0, -1.0, 929.0, 58.0, 0.0, 95.0,2020-05-27 05:00:00, -6999.0, 929.0,22
1.5, 0.662, 95.9, 15.3, 4.4, 33.18, 0.852, 63.48, 0.0, 0.9, 0.7, -0.3, 1024.6, 0.0, 0.0, 930.0, 63.0, 0.0, 96.0,2020-05-27 06:00:00, -6999.0, 930.0,22
1.3, 2.353, 94.0, 2.4, 5.9, 30.7, 1.956, 102.7, 1.0, 2.0, 2.4, 0.6, 1024.5, 0.0, 1.0, 930.0, 103.0, 0.0, 94.0,2020-05-27 07:00:00, -6999.0, 930.0,22
0.9, 5.323, 80.4, 5.7, 6.8, 46.76, 2.212, 335.6, 2.0, 2.2, 5.3, 0.6, 1025.6, 0.0, 2.0, 931.0, 336.0, 0.0, 80.0,2020-05-27 08:00:00, -6999.0, 931.0,22
0.9, 8.63, 62.9, 9.0, 8.6, 73.29, 2.778, 177.3, 2.0, 2.8, 8.6, 0.6, 1024.3, 0.0, 2.0, 930.0, 177.0, 0.0, 63.0,2020-05-27 09:00:00, -6999.0, 930.0,22
0.7, 12.05, 46.25, 13.1, 11.2, 65.34, 4.147, 182.0, 1.0, 4.1, 12.1, 0.6, 1024.2, 0.0, 1.0, 930.0, 182.0, 0.0, 46.0,2020-05-27 10:00:00, -6999.0, 930.0,22
0.4, 15.41, 28.04, 15.6, 28.8, 55.65, 9.18, 311.9, -3.0, 9.2, 15.4, 0.6, 1024.0, 0.0, -3.0, 930.0, 312.0, 0.0, 28.0,2020-05-27 11:00:00, -6999.0, 930.0,22
0.0, 16.4, 24.04, 16.4, 25.1, 42.9, 7.802, 311.4, -5.0, 7.8, 16.4, 0.6, 1023.0, 0.0, -5.0, 929.0, 311.0, 0.0, 24.0,2020-05-27 12:00:00, -6999.0, 929.0,22
0.0, 15.87, 21.67, 17.6, 32.7, 30.98, 11.79, 308.0, -6.0, 11.8, 15.9, 0.6, 1024.2, 0.0, -6.0, 930.0, 308.0, 0.0, 22.0,2020-05-27 13:00:00, -6999.0, 930.0,22
0.0, 16.92, 20.32, 18.0, 28.2, 42.3, 10.58, 300.6, -6.0, 10.6, 16.9, 0.6, 1024.2, 0.0, -6.0, 930.0, 301.0, 0.0, 20.0,2020-05-27 14:00:00, -6999.0, 930.0,22
0.0, 17.52, 18.0, 19.2, 28.8, 50.16, 8.63, 315.8, -7.0, 8.6, 17.5, 0.6, 1025.4, 0.0, -7.0, 931.0, 316.0, 0.0, 18.0,2020-05-27 15:00:00, -6999.0, 931.0,22
0.0, 18.13, 18.23, 19.7, 30.3, 38.17, 10.42, 309.8, -6.0, 10.4, 18.1, 0.6, 1024.3, 0.0, -6.0, 930.0, 310.0, 0.0, 18.0,2020-05-27 16:00:00, -6999.0, 930.0,22
0.0, 19.45, 18.48, 19.7, 25.5, 51.46, 7.142, 318.8, -5.0, 7.1, 19.5, 0.6, 1025.3, 0.0, -5.0, 931.0, 319.0, 0.0, 18.0,2020-05-27 17:00:00, -6999.0, 931.0,22
0.0, 18.69, 18.59, 19.7, 14.6, 62.99, 3.564, 324.1, -6.0, 3.6, 18.7, 0.6, 1025.3, 0.0, -6.0, 931.0, 324.0, 0.0, 19.0,2020-05-27 18:00:00, -6999.0, 931.0,22
0.0, 18.11, 18.18, 19.0, 20.7, 49.95, 6.174, 326.2, -6.0, 6.2, 18.1, 18.1, 1025.2, 0.0, -6.0, 931.0, 326.0, 0.0, 18.0,2020-05-27 19:00:00, -6999.0, 931.0,22
0.0, 16.42, 24.84, 19.0, 14.8, 55.8, 3.89, 349.3, -4.0, 3.9, 16.4, 16.0, 1025.0, 0.0, -4.0, 931.0, 349.0, 0.0, 25.0,2020-05-27 20:00:00, -6999.0, 931.0,22
0.0, 11.72, 41.67, 19.0, 7.0, 41.48, 2.102, 47.63, -1.0, 2.1, 11.7, 11.6, 1026.3, 0.0, -1.0, 932.0, 48.0, 0.0, 42.0,2020-05-27 21:00:00, -6999.0, 932.0,22
0.0, 7.997, 55.61, 19.0, 5.2, 18.36, 2.122, 69.22, -1.0, 2.1, 8.0, 7.8, 1027.4, 0.0, -1.0, 933.0, 69.0, 0.0, 56.0,2020-05-27 22:00:00, -6999.0, 933.0,22
0.0, 6.158, 64.96, 19.0, 4.4, 14.76, 1.614, 63.88, 0.0, 1.6, 6.2, 6.2, 1028.4, 0.0, 0.0, 934.0, 64.0, 0.0, 65.0,2020-05-27 23:00:00, -6999.0, 934.0,22
0.0, 4.603, 74.45, 19.0, 4.5, 12.6, 1.602, 63.16, 1.0, 1.6, 4.6, 4.6, 1028.4, 0.0, 1.0, 934.0, 63.0, 0.0, 74.0,2020-05-28 00:00:00, -6999.0, 934.0,22
0.0, 3.124, 79.47, 19.0, 3.9, 5.309, 1.989, 67.52, 0.0, 2.0, 3.1, 3.2, 1028.6, 0.0, 0.0, 934.0, 68.0, 0.0, 79.0,2020-05-28 01:00:00, -6999.0, 934.0,22
0.0, 2.18, 83.7, 19.0, 3.8, 11.13, 2.0, 64.09, 0.0, 2.0, 2.2, 2.2, 1028.6, 0.0, 0.0, 934.0, 64.0, 0.0, 84.0,2020-05-28 02:00:00, -6999.0, 934.0,22
0.0, 1.283, 85.4, 19.0, 4.0, 8.49, 1.992, 64.71, -1.0, 2.0, 1.3, 1.3, 1028.6, 0.0, -1.0, 934.0, 65.0, 0.0, 85.0,2020-05-28 03:00:00, -6999.0, 934.0,22
0.0, 0.661, 89.0, 19.0, 3.7, 26.75, 1.798, 58.84, -1.0, 1.8, 0.7, 0.5, 1028.7, 0.0, -1.0, 934.0, 59.0, 0.0, 89.0,2020-05-28 04:00:00, -6999.0, 934.0,22
0.0, -0.031, 90.5, 19.0, 3.5, 13.93, 2.034, 64.06, -1.0, 2.0, 0.0, -0.1, 1029.7, 0.0, -1.0, 935.0, 64.0, 0.0, 91.0,2020-05-28 05:00:00, -6999.0, 935.0,22
0.0, 0.081, 91.4, 19.0, 3.3, 7.458, 1.586, 62.45, -1.0, 1.6, 0.1, -0.3, 1028.7, 0.0, -1.0, 934.0, 62.0, 0.0, 91.0,2020-05-28 06:00:00, -6999.0, 934.0,22
0.0, 2.791, 78.43, 2.7, 5.9, 49.04, 2.364, 331.5, -1.0, 2.4, 2.8, 0.1, 1028.4, 0.0, -1.0, 934.0, 332.0, 0.0, 78.0,2020-05-28 07:00:00, -6999.0, 934.0,22
0.0, 6.951, 65.93, 6.7, 5.1, 32.37, 2.236, 326.8, 1.0, 2.2, 7.0, 0.1, 1027.1, 0.0, 1.0, 933.0, 327.0, 0.0, 66.0,2020-05-28 08:00:00, -6999.0, 933.0,22
0.0, 10.81, 45.99, 11.0, 5.4, 36.65, 2.205, 162.1, 0.0, 2.2, 10.8, 0.1, 1027.2, 0.0, 0.0, 933.0, 162.0, 0.0, 46.0,2020-05-28 09:00:00, -6999.0, 933.0,22
0.0, 14.13, 34.23, 14.0, 6.1, 44.15, 2.169, 156.2, -1.0, 2.2, 14.1, 0.1, 1027.2, 0.0, -1.0, 933.0, 156.0, 0.0, 34.0,2020-05-28 10:00:00, -6999.0, 933.0,22
0.0, 15.79, 29.93, 16.0, 7.2, 56.13, 2.427, 162.0, -1.0, 2.4, 15.8, 0.1, 1025.0, 0.0, -1.0, 931.0, 162.0, 0.0, 30.0,2020-05-28 11:00:00, -6999.0, 931.0,22
0.0, 17.68, 24.55, 17.7, 7.3, 64.0, 1.878, 181.7, -3.0, 1.9, 17.7, 0.1, 1025.0, 0.0, -3.0, 931.0, 182.0, 0.0, 25.0,2020-05-28 12:00:00, -6999.0, 931.0,22
0.0, 18.19, 23.51, 18.4, 8.7, 63.64, 1.702, 189.8, -3.0, 1.7, 18.2, 0.1, 1024.0, 0.0, -3.0, 930.0, 190.0, 0.0, 24.0,2020-05-28 13:00:00, -6999.0, 930.0,22
0.0, 18.34, 29.6, 18.5, 10.5, 47.03, 4.309, 312.6, 0.0, 4.3, 18.3, 0.1, 1025.2, 0.0, 0.0, 931.0, 313.0, 0.0, 30.0,2020-05-28 14:00:00, -6999.0, 931.0,22
0.0, 19.05, 25.54, 19.2, 16.8, 45.54, 5.362, 321.4, -1.0, 5.4, 19.1, 0.1, 1024.1, 0.0, -1.0, 930.0, 321.0, 0.0, 26.0,2020-05-28 15:00:00, -6999.0, 930.0,22
0.0, 19.46, 26.15, 19.9, 22.7, 37.29, 6.878, 315.4, -1.0, 6.9, 19.5, 0.1, 1024.1, 0.0, -1.0, 930.0, 315.0, 0.0, 26.0,2020-05-28 16:00:00, -6999.0, 930.0,22
0.0, 19.15, 28.94, 20.1, 19.8, 46.27, 5.55, 310.2, 0.0, 5.6, 19.2, 0.1, 1023.1, 0.0, 0.0, 929.0, 310.0, 0.0, 29.0,2020-05-28 17:00:00, -6999.0, 929.0,22
0.0, 18.21, 31.77, 20.1, 23.4, 17.32, 12.2, 317.9, 1.0, 12.2, 18.2, 0.1, 1023.2, 0.0, 1.0, 929.0, 318.0, 0.0, 32.0,2020-05-28 18:00:00, -6999.0, 929.0,22
0.0, 17.28, 33.74, 18.2, 26.1, 16.47, 12.05, 316.5, 1.0, 12.1, 17.3, 17.3, 1023.0, 0.0, 1.0, 929.0, 317.0, 0.0, 34.0,2020-05-28 19:00:00, -6999.0, 929.0,22
0.0, 15.96, 40.04, 18.2, 25.6, 22.24, 9.8, 324.8, 2.0, 9.8, 16.0, 16.0, 1023.8, 0.0, 2.0, 930.0, 325.0, 0.0, 40.0,2020-05-28 20:00:00, -6999.0, 930.0,22
0.0, 15.02, 43.37, 18.2, 22.6, 27.29, 4.948, 332.4, 3.0, 4.9, 15.0, 15.0, 1023.5, 0.0, 3.0, 930.0, 332.0, 0.0, 43.0,2020-05-28 21:00:00, -6999.0, 930.0,22
0.0, 13.79, 49.17, 18.2, 14.0, 34.63, 3.559, 338.8, 4.0, 3.6, 13.8, 13.8, 1022.2, 0.0, 4.0, 929.0, 339.0, 0.0, 49.0,2020-05-28 22:00:00, -6999.0, 929.0,22
0.0, 12.96, 53.81, 18.2, 9.0, 18.7, 4.014, 319.6, 4.0, 4.0, 13.0, 13.0, 1023.2, 0.0, 4.0, 930.0, 320.0, 0.0, 54.0,2020-05-28 23:00:00, -6999.0, 930.0,22
0.0, 11.88, 56.36, 18.2, 8.3, 41.29, 2.014, 355.0, 3.0, 2.0, 11.9, 11.9, 1022.0, 0.0, 3.0, 929.0, 355.0, 0.0, 56.0,2020-05-29 00:00:00, -6999.0, 929.0,22
0.0, 10.48, 61.97, 18.2, 14.9, 27.97, 3.936, 318.2, 4.0, 3.9, 10.5, 10.3, 1022.1, 0.0, 4.0, 929.0, 318.0, 0.0, 62.0,2020-05-29 01:00:00, -6999.0, 929.0,22
0.0, 8.32, 73.47, 18.2, 10.9, 46.2, 2.87, 324.1, 4.0, 2.9, 8.3, 8.3, 1022.3, 0.0, 4.0, 929.0, 324.0, 0.0, 73.0,2020-05-29 02:00:00, -6999.0, 929.0,22
