CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,time,DEW_POINT,week_of_year
0.337,88.2,2020-05-27 00:00:00,-2.0,22
-1.039,90.4,2020-05-27 01:00:00,-2.0,22
-1.127,92.0,2020-05-27 02:00:00,-2.0,22
-0.728,91.1,2020-05-27 03:00:00,-2.0,22
-1.143,92.4,2020-05-27 04:00:00,-2.0,22
-1.763,91.9,2020-05-27 05:00:00,-3.0,22
-1.166,91.4,2020-05-27 06:00:00,-2.0,22
3.219,83.0,2020-05-27 07:00:00,1.0,22
8.78,48.99,2020-05-27 08:00:00,-1.0,22
10.84,36.67,2020-05-27 09:00:00,-4.0,22
11.29,35.9,2020-05-27 10:00:00,-3.0,22
12.17,33.44,2020-05-27 11:00:00,-3.0,22
13.65,32.52,2020-05-27 12:00:00,-2.0,22
14.26,30.52,2020-05-27 13:00:00,-2.0,22
15.99,29.03,2020-05-27 14:00:00,-2.0,22
15.83,29.25,2020-05-27 15:00:00,-2.0,22
16.63,26.79,2020-05-27 16:00:00,-3.0,22
17.52,26.66,2020-05-27 17:00:00,-2.0,22
17.87,24.63,2020-05-27 18:00:00,-3.0,22
17.96,25.18,2020-05-27 19:00:00,-2.0,22
16.24,35.89,2020-05-27 20:00:00,1.0,22
12.3,54.82,2020-05-27 21:00:00,3.0,22
8.47,67.29,2020-05-27 22:00:00,3.0,22
6.737,73.48,2020-05-27 23:00:00,2.0,22
5.775,77.98,2020-05-28 00:00:00,2.0,22
4.953,79.23,2020-05-28 01:00:00,2.0,22
3.789,82.3,2020-05-28 02:00:00,1.0,22
3.144,84.6,2020-05-28 03:00:00,1.0,22
2.705,85.6,2020-05-28 04:00:00,1.0,22
2.824,86.9,2020-05-28 05:00:00,1.0,22
4.71,84.9,2020-05-28 06:00:00,2.0,22
8.17,75.66,2020-05-28 07:00:00,4.0,22
10.13,58.77,2020-05-28 08:00:00,2.0,22
10.8,58.69,2020-05-28 09:00:00,3.0,22
12.0,51.47,2020-05-28 10:00:00,2.0,22
12.76,46.4,2020-05-28 11:00:00,2.0,22
13.54,45.73,2020-05-28 12:00:00,2.0,22
13.96,44.42,2020-05-28 13:00:00,2.0,22
16.96,39.63,2020-05-28 14:00:00,3.0,22
18.39,33.73,2020-05-28 15:00:00,2.0,22
18.98,26.42,2020-05-28 16:00:00,0.0,22
20.1,27.43,2020-05-28 17:00:00,1.0,22
20.18,24.8,2020-05-28 18:00:00,-1.0,22
20.31,26.13,2020-05-28 19:00:00,0.0,22
18.12,39.61,2020-05-28 20:00:00,4.0,22
13.38,57.57,2020-05-28 21:00:00,5.0,22
10.01,69.75,2020-05-28 22:00:00,5.0,22
7.975,76.9,2020-05-28 23:00:00,4.0,22
6.331,81.3,2020-05-29 00:00:00,4.0,22
5.306,83.8,2020-05-29 01:00:00,3.0,22
4.707,85.7,2020-05-29 02:00:00,2.0,22
5.037,85.4,2020-05-29 03:00:00,3.0,22
5.52,86.1,2020-05-29 04:00:00,4.0,22
5.424,85.4,2020-05-29 05:00:00,3.0,22
6.674,85.3,2020-05-29 06:00:00,4.0,22
10.55,67.14,2020-05-29 07:00:00,5.0,22
11.6,63.98,2020-05-29 08:00:00,5.0,22
11.75,64.14,2020-05-29 09:00:00,5.0,22
14.1,55.0,2020-05-29 10:00:00,5.0,22
15.25,53.05,2020-05-29 11:00:00,6.0,22
16.43,49.61,2020-05-29 12:00:00,6.0,22
17.45,45.71,2020-05-29 13:00:00,6.0,22
17.67,44.26,2020-05-29 14:00:00,5.0,22
17.83,43.69,2020-05-29 15:00:00,5.0,22
18.24,43.77,2020-05-29 16:00:00,5.0,22
18.36,46.45,2020-05-29 17:00:00,7.0,22
18.22,48.58,2020-05-29 18:00:00,7.0,22
17.25,62.13,2020-05-29 19:00:00,10.0,22
15.63,67.97,2020-05-29 20:00:00,10.0,22
13.2,77.6,2020-05-29 21:00:00,9.0,22
11.98,85.2,2020-05-29 22:00:00,9.0,22
10.06,89.2,2020-05-29 23:00:00,8.0,22
8.0,91.2,2020-05-30 00:00:00,7.0,22
7.526,91.4,2020-05-30 01:00:00,6.0,22
7.021,92.3,2020-05-30 02:00:00,6.0,22
6.675,93.3,2020-05-30 03:00:00,6.0,22
6.994,91.0,2020-05-30 04:00:00,5.0,22
6.263,93.8,2020-05-30 05:00:00,5.0,22
6.615,93.1,2020-05-30 06:00:00,6.0,22
10.45,85.6,2020-05-30 07:00:00,8.0,22
14.04,74.1,2020-05-30 08:00:00,9.0,22
16.52,61.03,2020-05-30 09:00:00,9.0,22
17.57,55.84,2020-05-30 10:00:00,9.0,22
16.86,58.95,2020-05-30 11:00:00,9.0,22
16.36,63.46,2020-05-30 12:00:00,9.0,22
15.51,64.56,2020-05-30 13:00:00,9.0,22
13.25,83.6,2020-05-30 14:00:00,11.0,22
13.01,91.9,2020-05-30 15:00:00,12.0,22
12.67,95.6,2020-05-30 16:00:00,12.0,22
12.98,94.6,2020-05-30 17:00:00,12.0,22
12.85,95.0,2020-05-30 18:00:00,12.0,22
12.54,94.5,2020-05-30 19:00:00,12.0,22
12.26,96.1,2020-05-30 20:00:00,12.0,22
12.06,97.0,2020-05-30 21:00:00,11.0,22
11.83,97.5,2020-05-30 22:00:00,12.0,22
11.67,97.5,2020-05-30 23:00:00,11.0,22
11.15,96.7,2020-05-31 00:00:00,11.0,22
10.76,97.5,2020-05-31 01:00:00,11.0,22
10.7,97.6,2020-05-31 02:00:00,10.0,22
10.31,97.7,2020-05-31 03:00:00,10.0,22
9.69,97.8,2020-05-31 04:00:00,9.0,22
9.37,97.9,2020-05-31 05:00:00,9.0,22
9.28,97.4,2020-05-31 06:00:00,9.0,22
9.41,91.7,2020-05-31 07:00:00,8.0,22
9.5,86.0,2020-05-31 08:00:00,7.0,22
9.12,88.2,2020-05-31 09:00:00,7.0,22
8.94,87.4,2020-05-31 10:00:00,7.0,22
8.94,86.9,2020-05-31 11:00:00,7.0,22
9.76,83.1,2020-05-31 12:00:00,7.0,22
10.15,77.1,2020-05-31 13:00:00,6.0,22
10.4,74.69,2020-05-31 14:00:00,6.0,22
10.54,80.6,2020-05-31 15:00:00,7.0,22
9.93,92.2,2020-05-31 16:00:00,9.0,22
10.35,90.8,2020-05-31 17:00:00,9.0,22
7.318,87.7,2020-05-31 18:00:00,6.0,22
8.09,95.5,2020-05-31 19:00:00,7.0,22
9.42,93.8,2020-05-31 20:00:00,9.0,22
8.25,94.5,2020-05-31 21:00:00,7.0,22
8.23,85.8,2020-05-31 22:00:00,6.0,22
7.323,93.2,2020-05-31 23:00:00,6.0,22
6.536,96.0,2020-06-01 00:00:00,6.0,22
6.319,96.6,2020-06-01 01:00:00,6.0,22
6.438,92.4,2020-06-01 02:00:00,5.0,22
5.727,96.2,2020-06-01 03:00:00,5.0,22
5.527,96.7,2020-06-01 04:00:00,5.0,22
4.519,96.4,2020-06-01 05:00:00,4.0,22
3.911,96.6,2020-06-01 06:00:00,3.0,22
4.567,94.7,2020-06-01 07:00:00,4.0,22
7.321,61.7,2020-06-01 08:00:00,1.0,22
7.859,58.3,2020-06-01 09:00:00,0.0,22
8.64,52.53,2020-06-01 10:00:00,-1.0,22
9.95,50.34,2020-06-01 11:00:00,1.0,22
10.42,42.66,2020-06-01 12:00:00,-1.0,22
11.5,45.83,2020-06-01 13:00:00,0.0,22
11.31,47.05,2020-06-01 14:00:00,1.0,22
12.15,49.09,2020-06-01 15:00:00,2.0,22
13.06,44.4,2020-06-01 16:00:00,1.0,22
14.29,42.15,2020-06-01 17:00:00,2.0,22
14.54,38.37,2020-06-01 18:00:00,1.0,22
13.7,40.53,2020-06-01 19:00:00,1.0,22
13.57,38.98,2020-06-01 20:00:00,0.0,22
9.55,59.58,2020-06-01 21:00:00,2.0,22
8.01,63.91,2020-06-01 22:00:00,2.0,22
5.287,74.66,2020-06-01 23:00:00,1.0,22
3.428,86.4,2020-06-02 00:00:00,1.0,22
4.816,76.94,2020-06-02 01:00:00,1.0,22
3.767,83.4,2020-06-02 02:00:00,1.0,22
4.198,80.4,2020-06-02 03:00:00,1.0,22
4.958,79.08,2020-06-02 04:00:00,2.0,22
6.536,71.75,2020-06-02 05:00:00,2.0,22
6.877,71.85,2020-06-02 06:00:00,2.0,22
6.948,71.81,2020-06-02 07:00:00,2.0,22
7.238,70.18,2020-06-02 08:00:00,2.0,22
6.986,70.96,2020-06-02 09:00:00,2.0,22
7.073,73.59,2020-06-02 10:00:00,3.0,22
7.181,74.87,2020-06-02 11:00:00,4.0,22
7.519,70.49,2020-06-02 12:00:00,3.0,22
8.43,69.91,2020-06-02 13:00:00,3.0,22
9.61,62.61,2020-06-02 14:00:00,3.0,22
10.04,58.01,2020-06-02 15:00:00,2.0,22
10.77,55.27,2020-06-02 16:00:00,3.0,22
11.3,50.06,2020-06-02 17:00:00,2.0,22
12.03,46.9,2020-06-02 18:00:00,1.0,22
12.6,44.08,2020-06-02 19:00:00,1.0,22
10.51,50.64,2020-06-02 20:00:00,1.0,22
9.15,63.32,2020-06-02 21:00:00,3.0,22
6.272,81.2,2020-06-02 22:00:00,3.0,22
5.712,89.2,2020-06-02 23:00:00,4.0,22
