max_air_temp_snc_last_reset,rel_hum,max_wnd_spd_10m_pst1hr,avg_wnd_spd_10m_pst10mts,dwpt_temp,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,avg_wnd_dir_10m_pst10mts,snwfl_amt_pst1hr,time,snw_dpth,stn_pres,week_of_year
6.6,-6999.0,31.4,15.4,-6999.0,2.0,1.9, 0.0,273.0,0.0,2020-05-27 00:00:00,137.0,-6999.0,22
6.6,-6999.0,25.8,12.7,-6999.0,1.7,1.6, 0.0,278.0,0.0,2020-05-27 01:00:00,137.0,-6999.0,22
6.6,-6999.0,26.5,11.1,-6999.0,1.6,-6999.0, 0.0,286.0,0.0,2020-05-27 02:00:00,137.0,-6999.0,22
6.6,-6999.0,22.9,9.8,-6999.0,1.4,-6999.0, 0.0,282.0,0.0,2020-05-27 03:00:00,137.0,-6999.0,22
6.6,-6999.0,18.3,9.2,-6999.0,1.0,-6999.0, 0.0,283.0,0.0,2020-05-27 04:00:00,137.0,-6999.0,22
6.6,-6999.0,15.7,7.6,-6999.0,0.8,-6999.0, 0.0,282.0,0.0,2020-05-27 05:00:00,137.0,-6999.0,22
6.6,-6999.0,10.9,5.0,-6999.0,0.9,-6999.0, 0.0,289.0,0.0,2020-05-27 06:00:00,137.0,-6999.0,22
4.8,-6999.0,5.7,2.0,-6999.0,3.4,0.9, 0.0,282.0,-1.0,2020-05-27 07:00:00,136.0,-6999.0,22
5.0,-6999.0,9.0,2.3,-6999.0,4.5,0.9, 0.0,150.0,1.0,2020-05-27 08:00:00,137.0,-6999.0,22
6.0,-6999.0,14.5,6.0,-6999.0,6.0,0.9, 0.0,72.0,-1.0,2020-05-27 09:00:00,136.0,-6999.0,22
6.8,-6999.0,15.2,6.3,-6999.0,6.6,0.9, 0.0,82.0,0.0,2020-05-27 10:00:00,136.0,-6999.0,22
8.0,-6999.0,15.8,7.5,-6999.0,7.6,-6999.0, 0.0,90.0,-1.0,2020-05-27 11:00:00,135.0,-6999.0,22
9.2,-6999.0,19.0,6.7,-6999.0,8.5,-6999.0, 0.0,90.0,0.0,2020-05-27 12:00:00,135.0,-6999.0,22
9.6,-6999.0,19.8,5.9,-6999.0,9.4,-6999.0, 0.0,72.0,-1.0,2020-05-27 13:00:00,134.0,-6999.0,22
11.7,-6999.0,18.2,4.6,-6999.0,10.8,-6999.0, 0.0,118.0,-1.0,2020-05-27 14:00:00,134.0,-6999.0,22
11.7,-6999.0,16.1,4.2,-6999.0,10.4,-6999.0, 0.0,158.0,0.0,2020-05-27 15:00:00,134.0,-6999.0,22
11.7,-6999.0,11.2,3.8,-6999.0,11.3,-6999.0, 0.0,173.0,0.0,2020-05-27 16:00:00,134.0,-6999.0,22
11.7,-6999.0,15.0,3.0,-6999.0,11.4,-6999.0, 0.0,177.0,0.0,2020-05-27 17:00:00,134.0,-6999.0,22
11.7,-6999.0,9.3,3.1,-6999.0,10.5,-6999.0, 0.0,153.0,0.0,2020-05-27 18:00:00,134.0,-6999.0,22
11.6,-6999.0,8.5,1.5,-6999.0,11.0,10.5, 0.0,130.0,-1.0,2020-05-27 19:00:00,133.0,-6999.0,22
11.6,-6999.0,6.8,1.6,-6999.0,9.7,9.6, 0.0,62.0,1.0,2020-05-27 20:00:00,133.0,-6999.0,22
11.6,-6999.0,5.2,1.0,-6999.0,8.7,8.7, 0.0,28.0,-1.0,2020-05-27 21:00:00,133.0,-6999.0,22
11.6,-6999.0,7.1,3.4,-6999.0,8.4,8.2, 0.0,7.0,0.0,2020-05-27 22:00:00,132.0,-6999.0,22
11.6,-6999.0,10.1,5.9,-6999.0,8.3,7.9, 0.0,19.0,0.0,2020-05-27 23:00:00,132.0,-6999.0,22
11.6,-6999.0,10.4,5.8,-6999.0,7.9,7.8, 0.0,26.0,0.0,2020-05-28 00:00:00,132.0,-6999.0,22
11.6,-6999.0,9.7,5.2,-6999.0,7.8,7.8, 0.0,22.0,0.0,2020-05-28 01:00:00,132.0,-6999.0,22
