pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,rel_hum,dwpt_temp,air_temp,min_air_temp_snc_last_reset,mslp,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,snwfl_amt_pst1hr,time,snw_dpth,HEIGHT_OF_SNOW,stn_pres,week_of_year
None, 2.992, 72.71, 11.3, 73.0, -1.0, 3.0, 3.0, 1021.2, 0.1, -1.0, 925.0, None,2020-05-27 00:00:00, None, None, 925.0,22
None, 1.053, 78.59, 11.3, 79.0, -2.0, 1.1, 1.1, 1021.4, 0.0, -2.0, 925.0, None,2020-05-27 01:00:00, None, None, 925.0,22
None, -0.152, 82.6, 11.3, 83.0, -3.0, -0.2, -0.1, 1021.5, 0.0, -3.0, 925.0, None,2020-05-27 02:00:00, None, None, 925.0,22
None, -1.484, 85.9, 11.3, 86.0, -3.0, -1.5, -1.5, 1022.9, 0.0, -3.0, 926.0, None,2020-05-27 03:00:00, None, None, 926.0,22
None, -2.088, 88.7, 11.3, 89.0, -3.0, -2.1, -2.1, 1023.0, 0.1, -3.0, 926.0, None,2020-05-27 04:00:00, None, None, 926.0,22
None, -2.252, 89.4, 11.3, 89.0, -4.0, -2.3, -2.3, 1022.8, 0.0, -4.0, 926.0, None,2020-05-27 05:00:00, None, None, 926.0,22
None, -2.102, 89.2, 11.3, 89.0, -3.0, -2.1, -2.3, 1022.7, 0.1, -3.0, 926.0, None,2020-05-27 06:00:00, None, None, 926.0,22
None, 0.143, 78.28, 0.4, 78.0, -3.0, 0.1, -2.1, 1022.5, -0.3, -3.0, 926.0, None,2020-05-27 07:00:00, None, None, 926.0,22
None, 2.933, 69.76, 2.9, 70.0, -2.0, 2.9, -2.1, 1024.3, 0.1, -2.0, 928.0, None,2020-05-27 08:00:00, None, None, 928.0,22
None, 6.977, 51.06, 6.9, 51.0, -2.0, 7.0, -2.1, 1026.2, 0.0, -2.0, 930.0, None,2020-05-27 09:00:00, None, None, 930.0,22
None, 8.09, 39.85, 8.4, 40.0, -5.0, 8.1, -2.1, 1026.2, -0.1, -5.0, 930.0, None,2020-05-27 10:00:00, None, None, 930.0,22
None, 9.0, 37.26, 9.3, 37.0, -5.0, 9.0, -2.1, 1026.4, 0.0, -5.0, 930.0, None,2020-05-27 11:00:00, None, None, 930.0,22
None, 10.56, 31.58, 11.0, 32.0, -6.0, 10.6, -2.1, 1025.5, 0.1, -6.0, 929.0, None,2020-05-27 12:00:00, None, None, 929.0,22
None, 12.24, 29.03, 12.1, 29.0, -5.0, 12.2, -2.1, 1025.5, 0.0, -5.0, 929.0, None,2020-05-27 13:00:00, None, None, 929.0,22
None, 13.61, 27.22, 13.6, 27.0, -5.0, 13.6, -2.1, 1024.4, 0.0, -5.0, 928.0, None,2020-05-27 14:00:00, None, None, 928.0,22
None, 15.42, 23.24, 15.4, 23.0, -5.0, 15.4, -2.1, 1023.2, 0.1, -5.0, 927.0, None,2020-05-27 15:00:00, None, None, 927.0,22
None, 16.26, 20.82, 16.4, 21.0, -6.0, 16.3, -2.1, 1022.1, 0.0, -6.0, 926.0, None,2020-05-27 16:00:00, None, None, 926.0,22
None, 15.24, 23.02, 16.9, 23.0, -5.0, 15.2, -2.1, 1022.2, 0.0, -5.0, 926.0, None,2020-05-27 17:00:00, None, None, 926.0,22
None, 16.33, 20.5, 16.9, 21.0, -6.0, 16.3, -2.1, 1021.0, -0.1, -6.0, 925.0, None,2020-05-27 18:00:00, None, None, 925.0,22
None, 15.98, 19.87, 16.8, 20.0, -7.0, 16.0, 15.8, 1021.9, 0.0, -7.0, 926.0, None,2020-05-27 19:00:00, None, None, 926.0,22
None, 16.35, 21.25, 16.8, 21.0, -7.0, 16.4, 15.8, 1021.6, 0.1, -7.0, 926.0, None,2020-05-27 20:00:00, None, None, 926.0,22
None, 15.4, 22.67, 16.8, 23.0, -5.0, 15.4, 15.1, 1020.2, -0.2, -5.0, 925.0, None,2020-05-27 21:00:00, None, None, 925.0,22
None, 10.27, 43.91, 16.8, 44.0, -1.0, 10.3, 10.3, 1019.5, -0.2, -1.0, 924.0, None,2020-05-27 22:00:00, None, None, 924.0,22
None, 7.206, 57.32, 16.8, 57.0, 0.0, 7.2, 7.2, 1018.6, -0.2, 0.0, 923.0, None,2020-05-27 23:00:00, None, None, 923.0,22
None, 6.031, 61.72, 16.8, 62.0, -1.0, 6.0, 6.1, 1018.6, 0.0, -1.0, 923.0, None,2020-05-28 00:00:00, None, None, 923.0,22
None, 5.083, 58.61, 16.8, 59.0, -2.0, 5.1, 5.1, 1019.6, 0.1, -2.0, 924.0, None,2020-05-28 01:00:00, None, None, 924.0,22
None, 3.26, 69.07, 16.8, 69.0, -2.0, 3.3, 3.3, 1018.5, 0.0, -2.0, 923.0, None,2020-05-28 02:00:00, None, None, 923.0,22
None, 1.474, 74.93, 16.8, 75.0, -2.0, 1.5, 1.5, 1018.5, 0.1, -2.0, 923.0, None,2020-05-28 03:00:00, None, None, 923.0,22
None, 0.201, 75.39, 16.8, 75.0, -4.0, 0.2, 0.2, 1018.6, 0.1, -4.0, 923.0, None,2020-05-28 04:00:00, None, None, 923.0,22
None, -0.79, 80.5, 16.8, 81.0, -3.0, -0.8, -0.8, 1018.8, 0.0, -3.0, 923.0, None,2020-05-28 05:00:00, None, None, 923.0,22
None, 1.095, 77.35, 16.8, 77.0, -2.0, 1.1, -0.8, 1018.5, 0.1, -2.0, 923.0, None,2020-05-28 06:00:00, None, None, 923.0,22
None, 2.924, 67.13, 2.9, 67.0, -3.0, 2.9, 1.1, 1018.3, -0.1, -3.0, 923.0, None,2020-05-28 07:00:00, None, None, 923.0,22
None, 5.099, 58.26, 5.0, 58.0, -2.0, 5.1, 1.1, 1019.2, 0.0, -2.0, 924.0, None,2020-05-28 08:00:00, None, None, 924.0,22
None, 7.808, 47.01, 7.8, 47.0, -3.0, 7.8, 1.1, 1019.0, -0.1, -3.0, 924.0, None,2020-05-28 09:00:00, None, None, 924.0,22
None, 11.34, 40.04, 11.1, 40.0, -2.0, 11.3, 1.1, 1019.2, 0.1, -2.0, 924.0, None,2020-05-28 10:00:00, None, None, 924.0,22
None, 16.15, 23.51, 16.0, 24.0, -4.0, 16.2, 1.1, 1017.9, 0.3, -4.0, 923.0, None,2020-05-28 11:00:00, None, None, 923.0,22
None, 16.96, 20.12, 17.6, 20.0, -6.0, 17.0, 1.1, 1017.9, 0.0, -6.0, 923.0, None,2020-05-28 12:00:00, None, None, 923.0,22
None, 17.67, 17.95, 19.2, 18.0, -7.0, 17.7, 1.1, 1018.0, 0.2, -7.0, 923.0, None,2020-05-28 13:00:00, None, None, 923.0,22
None, 19.72, 18.76, 20.4, 19.0, -4.0, 19.7, 1.1, 1016.8, 0.0, -4.0, 922.0, None,2020-05-28 14:00:00, None, None, 922.0,22
None, 19.32, 18.09, 20.4, 18.0, -6.0, 19.3, 1.1, 1015.9, 0.0, -6.0, 921.0, None,2020-05-28 15:00:00, None, None, 921.0,22
None, 18.53, 21.57, 20.4, 22.0, -4.0, 18.5, 1.1, 1016.1, -0.2, -4.0, 921.0, None,2020-05-28 16:00:00, None, None, 921.0,22
None, 18.72, 22.4, 20.4, 22.0, -3.0, 18.7, 1.1, 1015.1, 0.0, -3.0, 920.0, None,2020-05-28 17:00:00, None, None, 920.0,22
None, 17.53, 24.56, 20.4, 25.0, -3.0, 17.5, 1.1, 1013.9, -0.1, -3.0, 919.0, None,2020-05-28 18:00:00, None, None, 919.0,22
None, 16.14, 30.8, 17.5, 31.0, -1.0, 16.1, 16.2, 1013.9, -0.1, -1.0, 919.0, None,2020-05-28 19:00:00, None, None, 919.0,22
None, 16.29, 30.66, 17.5, 31.0, -1.0, 16.3, 16.1, 1013.7, -0.1, -1.0, 919.0, None,2020-05-28 20:00:00, None, None, 919.0,22
None, 13.95, 41.19, 17.5, 41.0, 1.0, 14.0, 14.0, 1014.7, -0.2, 1.0, 920.0, None,2020-05-28 21:00:00, None, None, 920.0,22
None, 12.83, 49.38, 17.5, 49.0, 2.0, 12.8, 12.9, 1013.4, 0.1, 2.0, 919.0, None,2020-05-28 22:00:00, None, None, 919.0,22
None, 12.15, 48.06, 17.5, 48.0, 1.0, 12.2, 12.1, 1014.1, 0.2, 1.0, 920.0, None,2020-05-28 23:00:00, None, None, 920.0,22
None, 12.01, 47.25, 17.5, 47.0, 1.0, 12.0, 12.0, 1013.0, 0.0, 1.0, 919.0, None,2020-05-29 00:00:00, None, None, 919.0,22
None, 10.47, 57.22, 17.5, 57.0, 2.0, 10.5, 10.5, 1014.1, 0.0, 2.0, 920.0, None,2020-05-29 01:00:00, None, None, 920.0,22
None, 9.38, 65.03, 17.5, 65.0, 4.0, 9.4, 9.4, 1013.0, -0.1, 4.0, 919.0, None,2020-05-29 02:00:00, None, None, 919.0,22
None, 8.74, 73.14, 17.5, 73.0, 4.0, 8.7, 8.7, 1013.1, 0.0, 4.0, 919.0, None,2020-05-29 03:00:00, None, None, 919.0,22
None, 7.794, 76.58, 17.5, 77.0, 4.0, 7.8, 7.8, 1013.2, 0.0, 4.0, 919.0, None,2020-05-29 04:00:00, None, None, 919.0,22
None, 7.861, 71.63, 17.5, 72.0, 3.0, 7.9, 7.2, 1013.2, 0.0, 3.0, 919.0, None,2020-05-29 05:00:00, None, None, 919.0,22
None, 7.652, 73.99, 17.5, 74.0, 3.0, 7.7, 7.1, 1013.3, 0.1, 3.0, 919.0, None,2020-05-29 06:00:00, None, None, 919.0,22
None, 8.4, 70.3, 8.5, 70.0, 3.0, 8.4, 7.6, 1013.4, -0.1, 3.0, 919.0, None,2020-05-29 07:00:00, None, None, 919.0,22
None, 9.5, 66.56, 9.5, 67.0, 4.0, 9.5, 7.6, 1013.3, 0.1, 4.0, 919.0, None,2020-05-29 08:00:00, None, None, 919.0,22
None, 11.08, 61.47, 11.0, 61.0, 4.0, 11.1, 7.6, 1013.3, -0.1, 4.0, 919.0, None,2020-05-29 09:00:00, None, None, 919.0,22
None, 15.95, 36.8, 16.5, 37.0, 1.0, 16.0, 7.6, 1015.2, 0.1, 1.0, 921.0, None,2020-05-29 10:00:00, None, None, 921.0,22
None, 15.97, 35.94, 17.4, 36.0, 2.0, 16.0, 7.6, 1014.1, 0.3, 2.0, 920.0, None,2020-05-29 11:00:00, None, None, 920.0,22
None, 16.09, 34.47, 17.4, 34.0, 0.0, 16.1, 7.6, 1013.0, -0.1, 0.0, 919.0, None,2020-05-29 12:00:00, None, None, 919.0,22
None, 18.41, 31.19, 18.8, 31.0, 1.0, 18.4, 7.6, 1011.9, 0.0, 1.0, 918.0, None,2020-05-29 13:00:00, None, None, 918.0,22
None, 17.69, 31.36, 18.8, 31.0, 0.0, 17.7, 7.6, 1012.0, -0.1, 0.0, 918.0, None,2020-05-29 14:00:00, None, None, 918.0,22
None, 17.35, 33.38, 18.8, 33.0, 1.0, 17.4, 7.6, 1011.0, 0.1, 1.0, 917.0, None,2020-05-29 15:00:00, None, None, 917.0,22
None, 14.33, 59.02, 18.8, 59.0, 7.0, 14.3, 7.6, 1012.5, 0.0, 7.0, 918.0, None,2020-05-29 16:00:00, None, None, 918.0,22
None, 14.01, 72.53, 18.8, 73.0, 9.0, 14.0, 7.6, 1011.4, 1.6, 9.0, 917.0, None,2020-05-29 17:00:00, None, None, 917.0,22
None, 13.92, 74.14, 18.8, 74.0, 9.0, 13.9, 7.6, 1010.3, 0.1, 9.0, 916.0, None,2020-05-29 18:00:00, None, None, 916.0,22
None, 12.78, 82.7, 14.0, 83.0, 10.0, 12.8, 12.1, 1010.4, 0.4, 10.0, 916.0, None,2020-05-29 19:00:00, None, None, 916.0,22
None, 13.58, 71.17, 14.0, 71.0, 8.0, 13.6, 11.8, 1010.2, 0.1, 8.0, 916.0, None,2020-05-29 20:00:00, None, None, 916.0,22
None, 12.95, 74.47, 14.0, 74.0, 8.0, 13.0, 11.8, 1010.1, 0.1, 8.0, 916.0, None,2020-05-29 21:00:00, None, None, 916.0,22
None, 9.95, 90.7, 14.0, 91.0, 8.0, 10.0, 10.0, 1009.9, 0.2, 8.0, 916.0, None,2020-05-29 22:00:00, None, None, 916.0,22
None, 7.942, 93.9, 14.0, 94.0, 7.0, 7.9, 8.0, 1009.0, -0.1, 7.0, 915.0, None,2020-05-29 23:00:00, None, None, 915.0,22
None, 7.758, 94.8, 14.0, 95.0, 7.0, 7.8, 7.3, 1009.0, 0.1, 7.0, 915.0, None,2020-05-30 00:00:00, None, None, 915.0,22
None, 7.942, 94.6, 14.0, 95.0, 7.0, 7.9, 7.3, 1008.8, 0.6, 7.0, 915.0, None,2020-05-30 01:00:00, None, None, 915.0,22
None, 6.385, 95.5, 14.0, 96.0, 6.0, 6.4, 6.4, 1009.0, 0.0, 6.0, 915.0, None,2020-05-30 02:00:00, None, None, 915.0,22
None, 6.381, 96.8, 14.0, 97.0, 6.0, 6.4, 5.9, 1007.9, 0.0, 6.0, 914.0, None,2020-05-30 03:00:00, None, None, 914.0,22
None, 6.86, 96.7, 14.0, 97.0, 6.0, 6.9, 5.9, 1007.1, 0.1, 6.0, 913.0, None,2020-05-30 04:00:00, None, None, 913.0,22
None, 6.562, 96.5, 14.0, 97.0, 6.0, 6.6, 5.9, 1007.1, 0.0, 6.0, 913.0, None,2020-05-30 05:00:00, None, None, 913.0,22
None, 6.596, 96.6, 14.0, 97.0, 6.0, 6.6, 5.9, 1006.0, 0.0, 6.0, 912.0, None,2020-05-30 06:00:00, None, None, 912.0,22
None, 6.698, 96.3, 6.7, 96.0, 6.0, 6.7, 6.5, 1006.1, 0.0, 6.0, 912.0, None,2020-05-30 07:00:00, None, None, 912.0,22
None, 7.095, 94.7, 7.1, 95.0, 6.0, 7.1, 6.5, 1006.0, 0.0, 6.0, 912.0, None,2020-05-30 08:00:00, None, None, 912.0,22
None, 8.59, 89.4, 8.6, 89.0, 7.0, 8.6, 6.5, 1004.8, 0.0, 7.0, 911.0, None,2020-05-30 09:00:00, None, None, 911.0,22
