wind_direction,rel_hum,avg_wnd_spd_10m_pst10mts,precipitation,dwpt_temp,wind_speed,air_temp,temperature,avg_wnd_dir_10m_pst10mts,rnfl_amt_pst1hr,rnfl_amt_pst24hrs,relative_humidity,time,week_of_year,pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,min_air_temp_snc_last_reset,mslp,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,snwfl_amt_pst1hr,snw_dpth,stn_pres
,78.0, 2.8, None,0.0, None,3.5, None,302.0,0.0, None, None,2022-05-07 00:00:00,19,,,,,,,,,,,,,,,,
,77.0, 4.6, None,0.5, None,4.2, None,211.0,0.0, None, None,2022-05-07 01:00:00,19,,,,,,,,,,,,,,,,
,85.0, None, None,1.3, None,3.6, None,295.0,0.0, None, None,2022-05-07 02:00:00,19,,,,,,,,,,,,,,,,
,85.0, None, None,1.4, None,3.7, None,274.0,0.0, None, None,2022-05-07 03:00:00,19,,,,,,,,,,,,,,,,
,95.0, 1.9, None,2.2, None,2.9, None,316.0,0.6, None, None,2022-05-07 04:00:00,19,,,,,,,,,,,,,,,,
,93.0, 4.5, None,2.1, None,3.1, None,247.0,0.2, None, None,2022-05-07 05:00:00,19,,,,,,,,,,,,,,,,
,91.0, 6.7, None,1.1, None,2.4, None,356.0,0.0, None, None,2022-05-07 06:00:00,19,,,,,,,,,,,,,,,,
,90.0, 7.9, None,0.8, None,2.3, None,357.0,0.0, None, None,2022-05-07 07:00:00,19,,,,,,,,,,,,,,,,
,89.0, 4.1, None,1.3, None,2.9, None,317.0,0.0, None, None,2022-05-07 08:00:00,19,,,,,,,,,,,,,,,,
,86.0, None, None,1.1, None,3.2, None,328.0,0.0, None, None,2022-05-07 09:00:00,19,,,,,,,,,,,,,,,,
,82.0, 4.4, None,1.7, None,4.5, None,181.0,0.0, None, None,2022-05-07 10:00:00,19,,,,,,,,,,,,,,,,
,73.0, 7.1, None,1.4, None,5.9, None,200.0,0.0, None, None,2022-05-07 11:00:00,19,,,,,,,,,,,,,,,,
,58.0, 7.9, None,-0.1, None,7.6, None,188.0,0.0, None, None,2022-05-07 12:00:00,19,,,,,,,,,,,,,,,,
,58.0, 6.5, None,-0.7, None,7.0, None,240.0,0.0, None, None,2022-05-07 13:00:00,19,,,,,,,,,,,,,,,,
,44.0, 7.1, None,-2.5, None,9.1, None,321.0,0.0, None, None,2022-05-07 14:00:00,19,,,,,,,,,,,,,,,,
,50.0, 7.4, None,-2.2, None,7.6, None,305.0,0.0, None, None,2022-05-07 15:00:00,19,,,,,,,,,,,,,,,,
,50.0, 10.9, None,-0.4, None,9.5, None,195.0,0.0, None, None,2022-05-07 16:00:00,19,,,,,,,,,,,,,,,,
,63.0, 10.1, None,0.3, None,6.8, None,195.0,0.0, None, None,2022-05-07 17:00:00,19,,,,,,,,,,,,,,,,
,90.0, 1.9, None,1.8, None,3.3, None,84.0,0.6, None, None,2022-05-07 20:00:00,19,,,,,,,,,,,,,,,,
,95.0, 4.4, None,1.4, None,2.1, None,4.0,0.0, None, None,2022-05-07 21:00:00,19,,,,,,,,,,,,,,,,
,97.0, 3.5, None,1.5, None,1.9, None,347.0,0.0, None, None,2022-05-07 22:00:00,19,,,,,,,,,,,,,,,,
,92.0, 4.5, None,1.3, None,2.5, None,172.0,0.0, None, None,2022-05-07 23:00:00,19,,,,,,,,,,,,,,,,
,97.0, 6.5, None,1.4, None,1.8, None,205.0,0.2, None, None,2022-05-08 00:00:00,19,,,,,,,,,,,,,,,,
,95.0, 2.5, None,1.0, None,1.7, None,235.0,0.2, None, None,2022-05-08 01:00:00,19,,,,,,,,,,,,,,,,
,92.0, None, None,0.3, None,1.5, None,192.0,0.0, None, None,2022-05-08 02:00:00,19,,,,,,,,,,,,,,,,
,95.0, 3.4, None,0.6, None,1.3, None,307.0,0.0, None, None,2022-05-08 03:00:00,19,,,,,,,,,,,,,,,,
,96.0, None, None,0.2, None,0.8, None,189.0,0.2, None, None,2022-05-08 04:00:00,19,,,,,,,,,,,,,,,,
,98.0, 2.9, None,-0.3, None,0.0, None,198.0,0.0, None, None,2022-05-08 05:00:00,19,,,,,,,,,,,,,,,,
,98.0, 4.1, None,-0.6, None,-0.3, None,185.0,0.2, None, None,2022-05-08 06:00:00,19,,,,,,,,,,,,,,,,
,98.0, 5.1, None,-0.7, None,-0.4, None,173.0,0.0, None, None,2022-05-08 07:00:00,19,,,,,,,,,,,,,,,,
,98.0, 4.1, None,-0.7, None,-0.4, None,174.0,0.0, None, None,2022-05-08 08:00:00,19,,,,,,,,,,,,,,,,
,97.0, 3.7, None,-0.4, None,0.0, None,182.0,0.0, None, None,2022-05-08 09:00:00,19,,,,,,,,,,,,,,,,
,96.0, 2.1, None,0.4, None,1.0, None,172.0,0.0, None, None,2022-05-08 10:00:00,19,,,,,,,,,,,,,,,,
,91.0, 6.1, None,0.7, None,2.0, None,186.0,5.2, None, None,2022-05-08 12:00:00,19,,,,,,,,,,,,,,,,
,84.0, 7.4, None,1.3, None,3.7, None,196.0,2.2, None, None,2022-05-08 13:00:00,19,,,,,,,,,,,,,,,,
