time,tasmin,tasmax,pcp,week_of_year
2018-06-25,2.6,10.1,0.0,26
2018-06-26,3.2,8.0,0.7,26
2018-06-27,1.9,10.2,0.0,26
2018-06-28,3.7,8.8,0.9,26
2018-06-29,6.3,10.9,1.2,26
2018-06-30,4.8,9.6,2.9,26
2018-07-01,4.0,10.0,0.4,26
