WDIR_VECT,TEMP_MEAN,WSPD_SCLR,avg_rel_hum_pst1hr,time,avg_air_temp_pst1hr,week_of_year
None, None, 2.815,74.3,2016-06-03 00:00:00,14.56,23
None, None, 1.7,73.2,2016-06-03 01:00:00,14.58,23
None, None, 0.453999,75.3,2016-06-03 02:00:00,14.35,23
None, None, 0.893,77.7,2016-06-03 03:00:00,14.09,23
None, None, 0.963998,78.2,2016-06-03 04:00:00,14.13,23
None, None, 0.629998,78.1,2016-06-03 05:00:00,14.19,23
None, None, 0.954999,76.1,2016-06-03 06:00:00,14.58,23
None, None, 2.57,75.2,2016-06-03 07:00:00,15.03,23
None, None, 2.876,69.88,2016-06-03 08:00:00,15.71,23
None, None, 1.926,69.52,2016-06-03 09:00:00,16.03,23
None, None, 1.592,67.16,2016-06-03 10:00:00,16.57,23
None, None, 0.467999,63.32,2016-06-03 11:00:00,17.47,23
None, None, 0.333,60.01,2016-06-03 12:00:00,18.32,23
None, None, 2.198,56.05,2016-06-03 13:00:00,18.95,23
None, None, 2.76,52.69,2016-06-03 14:00:00,19.72,23
None, None, 2.389,50.69,2016-06-03 15:00:00,20.39,23
None, None, 2.19,58.73,2016-06-03 16:00:00,19.52,23
None, None, 1.607,60.33,2016-06-03 17:00:00,20.2,23
None, None, 1.305,54.83,2016-06-03 18:00:00,21.06,23
None, None, 0.234999,58.17,2016-06-03 19:00:00,20.36,23
None, None, 1.901,65.93,2016-06-03 20:00:00,19.11,23
None, None, 1.524,70.1,2016-06-03 21:00:00,17.87,23
None, None, 1.845,73.9,2016-06-03 22:00:00,16.9,23
None, None, 1.736,76.3,2016-06-03 23:00:00,16.37,23
None, None, 1.627,78.6,2016-06-04 00:00:00,15.78,23
None, None, 1.812,80.1,2016-06-04 01:00:00,15.43,23
None, None, 1.41,81.3,2016-06-04 02:00:00,15.1,23
None, None, 1.696,82.6,2016-06-04 03:00:00,14.84,23
None, None, 0.953998,83.4,2016-06-04 04:00:00,14.95,23
None, None, 1.178,84.8,2016-06-04 05:00:00,14.6,23
None, None, 0.025,81.6,2016-06-04 06:00:00,16.13,23
None, None, 0.028999,73.2,2016-06-04 07:00:00,17.8,23
None, None, 0.155,71.5,2016-06-04 08:00:00,18.01,23
None, None, 0.037999,70.7,2016-06-04 09:00:00,18.3,23
None, None, 1.039,70.1,2016-06-04 10:00:00,18.86,23
None, None, 4.07,70.5,2016-06-04 11:00:00,19.64,23
None, None, 4.147,67.14,2016-06-04 12:00:00,20.41,23
None, None, 3.951,64.48,2016-06-04 13:00:00,21.07,23
None, None, 1.607,63.53,2016-06-04 14:00:00,21.38,23
None, None, 1.802,66.39,2016-06-04 15:00:00,21.13,23
None, None, 1.125,61.12,2016-06-04 16:00:00,22.32,23
None, None, 0.846,60.04,2016-06-04 17:00:00,22.45,23
None, None, 0.293,58.56,2016-06-04 18:00:00,23.13,23
None, None, 0.071,59.49,2016-06-04 19:00:00,22.78,23
None, None, 1.517,66.1,2016-06-04 20:00:00,22.13,23
None, None, 1.298,69.44,2016-06-04 21:00:00,20.76,23
None, None, 1.838,68.58,2016-06-04 22:00:00,20.01,23
None, None, 1.834,69.32,2016-06-04 23:00:00,19.07,23
None, None, 1.055,69.62,2016-06-05 00:00:00,18.53,23
None, None, 1.591,69.91,2016-06-05 01:00:00,17.97,23
None, None, 1.73,72.1,2016-06-05 02:00:00,17.33,23
None, None, 1.339,73.8,2016-06-05 03:00:00,16.75,23
None, None, 0.615,74.9,2016-06-05 04:00:00,16.48,23
None, None, 0.731998,73.0,2016-06-05 05:00:00,16.65,23
None, None, 1.219,71.9,2016-06-05 06:00:00,17.89,23
None, None, 0.004,65.55,2016-06-05 07:00:00,20.35,23
None, None, 0.165998,63.62,2016-06-05 08:00:00,20.49,23
None, None, 0.36,64.98,2016-06-05 09:00:00,20.29,23
None, None, 1.076,59.02,2016-06-05 10:00:00,21.2,23
None, None, 1.833,58.68,2016-06-05 11:00:00,21.77,23
None, None, 1.079,52.57,2016-06-05 12:00:00,22.95,23
None, None, 1.882,57.55,2016-06-05 13:00:00,22.71,23
None, None, 0.642,47.26,2016-06-05 14:00:00,24.15,23
None, None, 2.038,48.4,2016-06-05 15:00:00,24.53,23
None, None, 1.206,51.5,2016-06-05 16:00:00,24.14,23
None, None, 1.332,53.98,2016-06-05 17:00:00,23.7,23
None, None, 0.289,55.87,2016-06-05 18:00:00,23.82,23
None, None, 0.218998,54.8,2016-06-05 19:00:00,24.4,23
