pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,snwfl_amt_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,DEW_POINT,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,ACTUAL_WIND_DIRECTION,ACTUAL_WIND_SPEED,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,week_of_year
None, None, 9.21, 57.27, None, None, None, None, None, None, None, None, 2.0, None, 9.2, 9.0, None, None, None, 12.7, None, None, 57.0, None,2022-08-06 00:00:00, None, None, None,32
None, None, 8.87, 58.16, None, None, None, None, 0.0, 0.0, 0.0, 0.021, 1.0, None, 8.9, 8.6, -0.3, None, None, 12.7, None, None, 58.0, None,2022-08-06 01:00:00, 3.0, None, 2.716,32
None, None, 8.37, 60.95, None, None, None, None, 0.0, 0.0, 0.0, 0.028, 2.0, None, 8.4, 7.5, 0.0, None, None, 12.7, None, None, 61.0, None,2022-08-06 02:00:00, 1.0, None, 1.114,32
None, None, 7.57, 64.52, None, None, None, None, 0.0, 0.0, 0.0, 0.031, 1.0, None, 7.6, 7.3, 0.0, None, None, 12.7, None, None, 65.0, None,2022-08-06 03:00:00, 1.0, None, 0.86,32
None, None, 7.936, 64.88, None, None, None, None, 0.0, 0.0, 0.0, 0.027, 2.0, None, 7.9, 7.1, -0.1, None, None, 12.7, None, None, 65.0, None,2022-08-06 04:00:00, 1.0, None, 0.82,32
None, None, 8.39, 64.59, None, None, None, None, 0.0, 0.0, 0.0, 0.021, 2.0, None, 8.4, 7.1, 0.0, None, None, 12.7, None, None, 65.0, None,2022-08-06 05:00:00, 1.0, None, 0.72,32
None, None, 7.92, 67.25, None, None, None, None, 0.0, 0.0, 0.0, 0.022, 2.0, None, 7.9, 7.1, 0.0, None, None, 12.7, None, None, 67.0, None,2022-08-06 06:00:00, 1.0, None, 0.503,32
None, None, 8.14, 67.82, None, None, None, None, 0.0, 0.0, 0.0, 0.031, 3.0, None, 8.1, 7.1, -0.1, None, None, 12.7, None, None, 68.0, None,2022-08-06 07:00:00, 1.0, None, 0.989,32
None, None, 9.18, 65.64, None, None, None, None, 0.0, 0.0, 0.0, 0.037, 3.0, None, 9.2, 8.5, 0.0, None, None, 9.8, None, None, 66.0, None,2022-08-06 08:00:00, 2.0, None, 1.551,32
None, None, 10.93, 60.47, None, None, None, None, 0.0, 0.0, 0.0, 0.038, 4.0, None, 10.9, 8.5, -0.4, None, None, 11.9, None, None, 60.0, None,2022-08-06 09:00:00, 1.0, None, 0.893,32
None, None, 13.65, 55.01, None, None, None, None, 0.0, 0.0, 0.0, 0.032, 4.0, None, 13.7, 8.5, 0.5, None, None, 15.0, None, None, 55.0, None,2022-08-06 10:00:00, 2.0, None, 2.13,32
None, None, 15.53, 47.39, None, None, None, None, 0.0, 0.0, 0.0, 0.012, 5.0, None, 15.5, 8.5, 0.9, None, None, 17.2, None, None, 47.0, None,2022-08-06 11:00:00, 2.0, None, 2.059,32
None, None, 17.76, 40.58, None, None, None, None, 0.0, 0.0, 0.0, 0.015, 4.0, None, 17.8, 8.5, 0.2, None, None, 19.7, None, None, 41.0, None,2022-08-06 12:00:00, 0.0, None, -0.167,32
None, None, 20.86, 32.71, None, None, None, None, 0.0, 0.0, 0.0, 0.02, 3.0, None, 20.9, 8.5, 0.1, None, None, 22.1, None, None, 33.0, None,2022-08-06 13:00:00, 1.0, None, 0.871,32
None, None, 22.75, 29.0, None, None, None, None, 0.0, 0.0, 0.0, 0.02, 4.0, None, 22.8, 8.5, 0.2, None, None, 23.3, None, None, 29.0, None,2022-08-06 14:00:00, -1.0, None, -0.63,32
None, None, 23.57, 27.65, None, None, None, None, 0.0, 0.0, 0.0, 0.015, 4.0, None, 23.6, 8.5, -0.2, None, None, 23.8, None, None, 28.0, None,2022-08-06 15:00:00, 0.0, None, -0.498,32
None, None, 22.87, 30.1, None, None, None, None, 0.0, 0.0, 0.0, 0.014, 4.0, None, 22.9, 8.5, 0.1, None, None, 24.3, None, None, 30.0, None,2022-08-06 16:00:00, 1.0, None, 0.781,32
None, None, 19.46, 38.01, None, None, None, None, 0.0, 0.0, 0.0, 0.02, 4.0, None, 19.5, 8.5, 0.4, None, None, 24.3, None, None, 38.0, None,2022-08-06 17:00:00, 1.0, None, 1.023,32
None, None, 17.56, 42.14, None, None, None, None, 0.0, 0.0, 0.0, 0.021, 5.0, None, 17.6, 8.5, -0.7, None, None, 24.3, None, None, 42.0, None,2022-08-06 18:00:00, 1.0, None, 1.309,32
None, None, 14.12, 40.72, None, None, None, None, None, None, None, None, 1.0, None, 14.1, 13.6, None, None, None, 17.7, None, None, 41.0, None,2022-08-06 22:00:00, None, None, None,32
None, None, 13.45, 41.25, None, None, None, None, 0.0, 0.0, 0.0, 0.017, 0.0, None, 13.5, 13.2, -0.2, None, None, 17.7, None, None, 41.0, None,2022-08-06 23:00:00, 2.0, None, 1.623,32
None, None, 13.37, 40.74, None, None, None, None, 0.0, 0.0, 0.0, 0.021, 1.0, None, 13.4, 13.2, -0.2, None, None, 17.7, None, None, 41.0, None,2022-08-07 00:00:00, 1.0, None, 1.388,32
None, None, 13.24, 42.53, None, None, None, None, 0.0, 0.0, 0.0, 0.023, 1.0, None, 13.2, 12.7, -0.3, None, None, 17.7, None, None, 43.0, None,2022-08-07 01:00:00, 1.0, None, 1.269,32
None, None, 13.15, 44.64, None, None, None, None, 0.0, 0.0, 0.0, 0.036, 2.0, None, 13.2, 12.7, -0.1, None, None, 17.7, None, None, 45.0, None,2022-08-07 02:00:00, 1.0, None, 1.121,32
None, None, 13.15, 45.07, None, None, None, None, 0.0, 0.0, 0.0, 0.04, 2.0, None, 13.2, 12.7, 0.0, None, None, 17.7, None, None, 45.0, None,2022-08-07 03:00:00, 1.0, None, 1.1,32
None, None, 13.06, 44.9, None, None, None, None, 0.0, 0.0, 0.0, 0.04, 2.0, None, 13.1, 12.7, -0.2, None, None, 17.7, None, None, 45.0, None,2022-08-07 04:00:00, 1.0, None, 0.791,32
None, None, 13.25, 42.66, None, None, None, None, 0.0, 0.0, 0.0, 0.038, 0.0, None, 13.3, 12.7, -0.2, None, None, 17.7, None, None, 43.0, None,2022-08-07 05:00:00, 1.0, None, 0.928,32
None, None, 13.26, 42.52, None, None, None, None, 0.0, 0.0, 0.0, 0.038, 1.0, None, 13.3, 12.7, -0.1, None, None, 17.7, None, None, 43.0, None,2022-08-07 06:00:00, 1.0, None, 1.332,32
None, None, 13.67, 44.24, None, None, None, None, 0.0, 0.0, 0.0, 0.033, 2.0, None, 13.7, 12.7, -0.2, None, None, 17.7, None, None, 44.0, None,2022-08-07 07:00:00, 1.0, None, 1.263,32
None, None, 15.34, 42.41, None, None, None, None, 0.0, 0.0, 0.0, 0.036, 2.0, None, 15.3, 14.2, -0.1, None, None, 16.3, None, None, 42.0, None,2022-08-07 08:00:00, 1.0, None, 1.323,32
None, None, 17.75, 36.79, None, None, None, None, 0.0, 0.0, 0.0, 0.04, 2.0, None, 17.8, 14.2, -0.5, None, None, 18.9, None, None, 37.0, None,2022-08-07 09:00:00, 1.0, None, 0.521,32
None, None, 20.33, 32.78, None, None, None, None, 0.0, 0.0, 0.0, 0.044, 3.0, None, 20.3, 14.2, 0.6, None, None, 21.3, None, None, 33.0, None,2022-08-07 10:00:00, 2.0, None, 2.107,32
None, None, 22.71, 29.04, None, None, None, None, 0.0, 0.0, 0.0, 0.041, 5.0, None, 22.7, 14.2, 0.4, None, None, 23.5, None, None, 29.0, None,2022-08-07 11:00:00, 1.0, None, 1.254,32
None, None, 25.05, 25.67, None, None, None, None, 0.0, 0.0, 0.0, 0.016, 4.0, None, 25.1, 14.2, 0.0, None, None, 26.1, None, None, 26.0, None,2022-08-07 12:00:00, 1.0, None, 0.738,32
None, None, 21.8, 35.47, None, None, None, None, 0.0, 0.0, 0.0, 0.038, 5.0, None, 21.8, 14.2, -0.6, None, None, 29.2, None, None, 35.0, None,2022-08-07 19:00:00, 1.0, None, 1.484,32
None, None, 17.18, 44.84, None, None, None, None, None, None, None, None, 5.0, None, 17.2, 16.6, None, None, None, 21.4, None, None, 45.0, None,2022-08-07 23:00:00, None, None, None,32
None, None, 17.21, 44.14, None, None, None, None, 0.0, 0.0, 0.0, 0.032, 5.0, None, 17.2, 16.6, 0.0, None, None, 21.4, None, None, 44.0, None,2022-08-08 00:00:00, 0.0, None, -0.013,32
None, None, 16.74, 43.22, None, None, None, None, None, None, None, None, 4.0, None, 16.7, 16.4, None, None, None, 21.4, None, None, 43.0, None,2022-08-08 01:00:00, None, None, None,32
None, None, 16.05, 43.69, None, None, None, None, None, None, None, None, 3.0, None, 16.1, 15.7, None, None, None, 21.4, None, None, 44.0, None,2022-08-08 02:00:00, None, None, None,32
None, None, 16.04, 42.21, None, None, None, None, None, None, None, None, 3.0, None, 16.0, 15.3, None, None, None, 21.4, None, None, 42.0, None,2022-08-08 03:00:00, None, None, None,32
None, None, 15.8, 42.07, None, None, None, None, 0.0, 0.0, 0.0, 0.042, 3.0, None, 15.8, 15.3, -0.2, None, None, 21.4, None, None, 42.0, None,2022-08-08 04:00:00, 1.0, None, 0.804,32
None, None, 15.33, 44.57, None, None, None, None, 0.0, 0.0, 0.0, 0.018, 4.0, None, 15.3, 15.3, -0.1, None, None, 21.4, None, None, 45.0, None,2022-08-08 05:00:00, 1.0, None, 1.162,32
None, None, 14.74, 47.36, None, None, None, None, 0.0, 0.0, 0.0, 0.031, 3.0, None, 14.7, 14.5, 0.0, None, None, 21.4, None, None, 47.0, None,2022-08-08 06:00:00, 1.0, None, 1.194,32
None, None, 15.24, 44.38, None, None, None, None, 0.0, 0.0, 0.0, 0.03, 3.0, None, 15.2, 14.4, -0.3, None, None, 21.4, None, None, 44.0, None,2022-08-08 07:00:00, 2.0, None, 1.563,32
None, None, 16.21, 43.4, None, None, None, None, 0.0, 0.0, 0.0, 0.041, 4.0, None, 16.2, 15.7, -0.1, None, None, 16.6, None, None, 43.0, None,2022-08-08 08:00:00, 1.0, None, 1.087,32
None, None, 17.77, 39.85, None, None, None, None, 0.0, 0.0, 0.0, 0.036, 3.0, None, 17.8, 15.7, -0.8, None, None, 18.7, None, None, 40.0, None,2022-08-08 09:00:00, 0.0, None, 0.062,32
None, None, 20.2, 34.87, None, None, None, None, 0.0, 0.0, 0.0, 0.047, 4.0, None, 20.2, 15.7, 0.6, None, None, 21.5, None, None, 35.0, None,2022-08-08 10:00:00, 1.0, None, 1.047,32
None, None, 23.1, 27.78, None, None, None, None, 0.0, 1.0, 0.0, 0.039, 3.0, None, 23.1, 15.7, 0.4, None, None, 24.5, None, None, 28.0, None,2022-08-08 11:00:00, 1.0, None, 1.338,32
None, None, 17.3, 41.54, None, None, None, None, 0.0, 0.0, 0.0, 0.029, 4.0, None, 17.3, 16.8, -0.3, None, None, 22.0, None, None, 42.0, None,2022-08-09 00:00:00, 1.0, None, 0.724,32
None, None, 17.17, 40.31, None, None, None, None, 0.0, 0.0, 0.0, 0.042, 4.0, None, 17.2, 16.8, -0.4, None, None, 22.0, None, None, 40.0, None,2022-08-09 02:00:00, 2.0, None, 1.713,32
None, None, 16.5, 42.61, None, None, None, None, None, None, None, None, 4.0, None, 16.5, 15.9, None, None, None, 22.0, None, None, 43.0, None,2022-08-09 03:00:00, None, None, None,32
None, None, 16.32, 43.75, None, None, None, None, 0.0, None, 0.0, 0.036, 4.0, None, 16.3, 15.8, -0.3, None, None, 22.0, None, None, 44.0, None,2022-08-09 04:00:00, None, None, 1.059,32
None, None, 16.78, 42.0, None, None, None, None, 0.0, 0.0, 0.0, 0.042, 4.0, None, 16.8, 15.8, -0.1, None, None, 22.0, None, None, 42.0, None,2022-08-09 05:00:00, 1.0, None, 1.221,32
None, None, 16.35, 42.77, None, None, None, None, 0.0, 0.0, 0.0, 0.044, 4.0, None, 16.4, 15.8, 0.0, None, None, 22.0, None, None, 43.0, None,2022-08-09 06:00:00, 1.0, None, 0.921,32
None, None, 16.3, 43.75, None, None, None, None, 0.0, 0.0, 0.0, 0.038, 4.0, None, 16.3, 15.8, -0.4, None, None, 22.0, None, None, 44.0, None,2022-08-09 07:00:00, 0.0, None, 0.497,32
None, None, 17.92, 41.06, None, None, None, None, 0.0, 0.0, 0.0, 0.037, 4.0, None, 17.9, 16.6, -0.3, None, None, 19.0, None, None, 41.0, None,2022-08-09 08:00:00, 0.0, None, -0.102,32
None, None, 20.62, 34.48, None, None, None, None, 0.0, 0.0, 0.0, 0.042, 3.0, None, 20.6, 16.6, -0.5, None, None, 21.9, None, None, 34.0, None,2022-08-09 09:00:00, 1.0, None, 1.061,32
None, None, 21.88, 29.48, None, None, None, None, 0.0, 0.0, 0.0, 0.044, 3.0, None, 21.9, 16.6, 1.1, None, None, 23.2, None, None, 29.0, None,2022-08-09 10:00:00, 0.0, None, 0.391,32
