WDIR_VECT,TEMP_MEAN,HUMIDITY,avg_rel_hum_pst1hr,time,avg_air_temp_pst1hr,week_of_year
182.8, -19.2, 74.1, 74.11,2019-03-05 00:00:00, -19.17,10
186.9, -21.3, 77.7, 77.74,2019-03-05 01:00:00, -21.28,10
175.4, -22.3, 79.6, 79.58,2019-03-05 02:00:00, -22.31,10
184.1, -22.9, 78.8, 78.75,2019-03-05 03:00:00, -22.89,10
170.8, -23.4, 77.8, 77.82,2019-03-05 04:00:00, -23.37,10
168.8, -24.4, 77.3, 77.33,2019-03-05 05:00:00, -24.39,10
178.9, -24.5, 77.2, 77.16,2019-03-05 06:00:00, -24.48,10
184.9, -25.0, 76.2, 76.21,2019-03-05 07:00:00, -25.04,10
180.5, -24.7, 75.5, 75.51,2019-03-05 08:00:00, -24.72,10
83.1, -22.4, 74.0, 73.96,2019-03-05 09:00:00, -22.42,10
25.8, -20.2, 70.1, 70.1,2019-03-05 10:00:00, -20.17,10
14.2, -17.1, 64.8, 64.79,2019-03-05 11:00:00, -17.08,10
352.4, -13.5, 56.6, 56.61,2019-03-05 12:00:00, -13.53,10
358.2, -10.1, 49.0, 49.04,2019-03-05 13:00:00, -10.09,10
354.7, -7.1, 41.8, 41.75,2019-03-05 14:00:00, -7.141,10
292.5, -3.0, 30.3, 30.32,2019-03-05 15:00:00, -2.963,10
199.7, -1.6, 28.8, 28.76,2019-03-05 16:00:00, -1.634,10
159.6, -0.7, 26.2, 26.22,2019-03-05 17:00:00, -0.685998,10
154.5, -2.9, 34.3, 34.32,2019-03-05 18:00:00, -2.873,10
163.4, -7.5, 50.8, 50.82,2019-03-05 19:00:00, -7.467,10
198.6, -10.9, 63.9, 63.86,2019-03-05 20:00:00, -10.94,10
329.4, -13.5, 71.4, 71.35,2019-03-05 21:00:00, -13.51,10
337.9, -14.5, 73.6, 73.56,2019-03-05 22:00:00, -14.54,10
