station_observations
AirTemp, ONE_DAY_PRECIPITATION, Snow_WE, time, MIN_TEMP, MAX_TEMP
None, 0.0, None, 2012-01-01 00:00:00, -13.4, -4.9
None, 0.5, None, 2012-01-02 00:00:00, -4.9, 1.8
None, 5.5, None, 2012-01-03 00:00:00, -3.4, -1.5
None, 0.1, None, 2012-01-04 00:00:00, -1.5, 3.7
None, 7.9, None, 2012-01-05 00:00:00, -6.6, 1.4
None, 0.0, None, 2012-01-06 00:00:00, -9.6, -6.6
None, 2.0, None, 2012-01-07 00:00:00, -10.3, -7.8
None, 0.0, None, 2012-01-08 00:00:00, -8.3, -2.3
None, 0.0, None, 2012-01-09 00:00:00, -3.1, -0.5
None, 9.0, None, 2012-01-10 00:00:00, -15.4, -3.1
None, 0.0, None, 2012-01-11 00:00:00, -17.7, -8.5
None, 2.0, None, 2012-01-12 00:00:00, -15.9, -8.1
None, 2.0, None, 2012-01-13 00:00:00, -10.9, -5.1
None, 11.0, None, 2012-01-14 00:00:00, -10.2, -5.0
None, 0.0, None, 2012-01-15 00:00:00, -18.9, -10.2
None, 3.0, None, 2012-01-16 00:00:00, -20.4, -14.0
None, 8.0, None, 2012-01-17 00:00:00, -15.8, -10.9
None, 0.0, None, 2012-01-18 00:00:00, -20.3, -15.6
None, 1.0, None, 2012-01-19 00:00:00, -19.7, -9.3
None, 3.0, None, 2012-01-20 00:00:00, -10.0, -3.0
None, 13.0, None, 2012-01-21 00:00:00, -6.5, -1.2
None, 2.0, None, 2012-01-22 00:00:00, -9.4, -6.5
None, 2.0, None, 2012-01-23 00:00:00, -9.2, -5.3
None, 8.0, None, 2012-01-24 00:00:00, -10.3, -4.8
None, 7.0, None, 2012-01-25 00:00:00, -4.8, -2.2
None, 4.0, None, 2012-01-26 00:00:00, -11.0, -3.9
None, 0.0, None, 2012-01-27 00:00:00, -12.2, -8.6
None, 3.1, None, 2012-01-28 00:00:00, -11.6, -5.5
None, 19.3, None, 2012-01-29 00:00:00, -5.5, -1.0
None, 8.6, None, 2012-01-30 00:00:00, -4.0, -2.1
None, 3.0, None, 2012-01-31 00:00:00, -5.5, -3.9
None, 0.0, None, 2012-02-01 00:00:00, -6.1, -3.7
None, 0.0, None, 2012-02-02 00:00:00, -10.2, -3.4
None, 0.0, None, 2012-02-03 00:00:00, -11.4, -1.2
None, 0.0, None, 2012-02-04 00:00:00, -10.0, -0.5
None, 0.0, None, 2012-02-05 00:00:00, -9.7, 0.1
None, 0.0, None, 2012-02-06 00:00:00, -13.7, -4.1
None, 0.0, None, 2012-02-07 00:00:00, -14.4, -1.9
None, 0.0, None, 2012-02-08 00:00:00, -10.9, -5.1
None, 0.0, None, 2012-02-09 00:00:00, -6.5, -5.5
None, 0.0, None, 2012-02-10 00:00:00, -10.6, -5.0
None, 0.0, None, 2012-02-11 00:00:00, -10.5, -2.9
None, 0.0, None, 2012-02-12 00:00:00, -4.6, -2.9
None, 4.3, None, 2012-02-13 00:00:00, -7.8, -2.7
None, 2.7, None, 2012-02-14 00:00:00, -13.0, -5.1
None, 0.0, None, 2012-02-15 00:00:00, -13.4, -5.2
None, 1.0, None, 2012-02-16 00:00:00, -9.5, -7.3
None, 0.0, None, 2012-02-17 00:00:00, -8.7, -6.6
None, 11.1, None, 2012-02-18 00:00:00, -7.3, -4.8
None, 3.0, None, 2012-02-19 00:00:00, -8.0, -4.7
None, 4.0, None, 2012-02-20 00:00:00, -8.7, -6.6
None, 3.0, None, 2012-02-21 00:00:00, -7.8, -1.9
None, 8.9, None, 2012-02-22 00:00:00, -10.2, -1.3
None, 2.0, None, 2012-02-23 00:00:00, -10.1, -3.6
None, 8.3, None, 2012-02-24 00:00:00, -11.0, -6.2
None, 9.9, None, 2012-02-25 00:00:00, -10.9, -4.0
None, 16.9, None, 2012-02-26 00:00:00, -12.0, -8.2
None, 0.0, None, 2012-02-27 00:00:00, -15.2, -8.0
None, 0.0, None, 2012-02-28 00:00:00, -16.0, -7.7
None, 0.0, None, 2012-02-29 00:00:00, -12.7, -7.3
None, 0.0, None, 2012-03-01 00:00:00, -11.1, -5.4
None, 1.0, None, 2012-03-02 00:00:00, -11.6, -7.0
None, 5.0, None, 2012-03-03 00:00:00, -7.0, -0.7
None, 0.0, None, 2012-03-04 00:00:00, -1.4, 0.3
None, 24.1, None, 2012-03-05 00:00:00, -6.6, -0.2
None, 5.9, None, 2012-03-06 00:00:00, -11.1, -6.6
None, 0.0, None, 2012-03-07 00:00:00, -13.0, -6.6
None, 0.0, None, 2012-03-08 00:00:00, -7.0, 0.7
None, 3.0, None, 2012-03-09 00:00:00, 0.2, 5.9
None, 0.0, None, 2012-03-10 00:00:00, -1.3, 4.0
None, 14.0, None, 2012-03-11 00:00:00, -6.6, -0.9
None, 5.0, None, 2012-03-12 00:00:00, -9.1, -2.1
None, 18.0, None, 2012-03-13 00:00:00, -9.0, -1.0
None, 3.0, None, 2012-03-14 00:00:00, -9.5, -3.6
None, 13.0, None, 2012-03-15 00:00:00, -3.6, 0.7
None, 8.0, None, 2012-03-16 00:00:00, -8.8, -1.0
None, 7.0, None, 2012-03-17 00:00:00, -8.9, -2.8
None, 0.0, None, 2012-03-18 00:00:00, -9.0, -2.1
None, 5.1, None, 2012-03-19 00:00:00, -9.4, -3.7
None, 10.9, None, 2012-03-20 00:00:00, -9.7, -3.8
None, 1.0, None, 2012-03-21 00:00:00, -8.1, -4.7
None, 12.0, None, 2012-03-22 00:00:00, -10.2, -2.3
None, 8.1, None, 2012-03-23 00:00:00, -7.7, -3.1
None, 1.9, None, 2012-03-24 00:00:00, -8.1, -0.4
None, 1.0, None, 2012-03-25 00:00:00, -6.4, 6.7
None, 9.1, None, 2012-03-26 00:00:00, -2.7, 3.3
None, 5.9, None, 2012-03-27 00:00:00, -3.8, 1.4
None, 11.0, None, 2012-03-28 00:00:00, -3.1, 2.3
None, 15.4, None, 2012-03-29 00:00:00, -3.5, -0.7
None, 18.6, None, 2012-03-30 00:00:00, -3.4, -0.4
None, 7.3, None, 2012-03-31 00:00:00, -3.5, 2.6
None, 11.7, None, 2012-04-01 00:00:00, -5.9, 0.0
None, 1.0, None, 2012-04-02 00:00:00, -6.3, -0.6
None, 0.0, None, 2012-04-03 00:00:00, -6.9, 5.6
None, 7.0, None, 2012-04-04 00:00:00, -6.2, 4.2
None, 1.0, None, 2012-04-05 00:00:00, -9.7, 0.2
None, 0.0, None, 2012-04-06 00:00:00, -10.5, 1.6
None, 2.0, None, 2012-04-07 00:00:00, -7.9, -0.5
None, 1.0, None, 2012-04-08 00:00:00, -10.0, 4.4
None, 0.0, None, 2012-04-09 00:00:00, -8.0, 9.8
None, 0.0, None, 2012-04-10 00:00:00, -1.7, 14.1
None, 0.0, None, 2012-04-11 00:00:00, 1.4, 16.0
None, 0.0, None, 2012-04-12 00:00:00, -0.2, 3.8
None, 0.0, None, 2012-04-13 00:00:00, -1.4, 4.5
None, 0.0, None, 2012-04-14 00:00:00, -5.4, 3.4
None, 2.0, None, 2012-04-15 00:00:00, -7.8, -0.3
None, 4.0, None, 2012-04-16 00:00:00, -3.7, 0.4
None, 6.0, None, 2012-04-17 00:00:00, -3.4, 2.4
None, 2.0, None, 2012-04-18 00:00:00, -3.7, 1.0
None, 0.1, None, 2012-04-19 00:00:00, -3.1, 1.9
None, 15.9, None, 2012-04-20 00:00:00, -1.9, 5.2
None, 0.0, None, 2012-04-21 00:00:00, -2.1, 8.1
None, 0.0, None, 2012-04-22 00:00:00, 3.9, 15.2
None, 0.0, None, 2012-04-23 00:00:00, 6.7, 16.9
None, 8.0, None, 2012-04-24 00:00:00, 4.1, 10.5
None, 0.0, None, 2012-04-25 00:00:00, 4.5, 11.8
None, 11.1, None, 2012-04-26 00:00:00, 0.5, 8.7
None, 2.9, None, 2012-04-27 00:00:00, -2.8, 1.0
None, 0.0, None, 2012-04-28 00:00:00, -3.8, 6.0
None, 0.0, None, 2012-04-29 00:00:00, -1.9, 6.5
None, 15.1, None, 2012-04-30 00:00:00, -0.8, 2.0
None, 6.9, None, 2012-05-01 00:00:00, -2.9, -0.2
None, 1.0, None, 2012-05-02 00:00:00, -3.6, 1.8
None, 4.1, None, 2012-05-03 00:00:00, -5.3, 2.4
None, 11.9, None, 2012-05-04 00:00:00, -2.0, 1.7
None, 4.0, None, 2012-05-05 00:00:00, -2.7, 0.1
None, 0.0, None, 2012-05-06 00:00:00, -4.8, 6.8
None, 2.0, None, 2012-05-07 00:00:00, -1.6, 9.5
None, 0.0, None, 2012-05-08 00:00:00, 3.4, 13.6
None, 0.0, None, 2012-05-09 00:00:00, 0.3, 9.5
None, 0.0, None, 2012-05-10 00:00:00, -4.3, 1.8
None, 0.0, None, 2012-05-11 00:00:00, -5.0, 7.2
None, 0.0, None, 2012-05-12 00:00:00, -1.1, 12.3
None, 0.0, None, 2012-05-13 00:00:00, 3.5, 16.1
None, 0.0, None, 2012-05-14 00:00:00, 5.4, 19.5
None, 0.0, None, 2012-05-15 00:00:00, 8.1, 19.7
None, 0.0, None, 2012-05-16 00:00:00, 7.2, 15.4
None, 0.0, None, 2012-05-17 00:00:00, 0.0, 9.2
None, 5.0, None, 2012-05-18 00:00:00, -1.8, 6.4
None, 0.0, None, 2012-05-19 00:00:00, -1.1, 7.0
None, 0.0, None, 2012-05-20 00:00:00, 0.5, 9.5
None, 6.1, None, 2012-05-21 00:00:00, 3.5, 7.8
None, 15.9, None, 2012-05-22 00:00:00, 0.1, 4.7
None, 0.0, None, 2012-05-23 00:00:00, -0.4, 5.4
None, 6.0, None, 2012-05-24 00:00:00, -1.4, 2.6
None, 4.0, None, 2012-05-25 00:00:00, -1.6, 3.4
None, 1.0, None, 2012-05-26 00:00:00, -0.5, 5.8
None, 0.0, None, 2012-05-27 00:00:00, 0.1, 4.9
None, 0.0, None, 2012-05-28 00:00:00, 1.1, 11.8
None, 0.0, None, 2012-05-29 00:00:00, 1.9, 6.9
None, 0.0, None, 2012-05-30 00:00:00, 1.5, 9.1
None, 0.0, None, 2012-05-31 00:00:00, 3.3, 6.6
None, 3.0, None, 2012-06-01 00:00:00, 4.3, 8.9
None, 18.0, None, 2012-06-02 00:00:00, 2.5, 8.4
None, 5.0, None, 2012-06-03 00:00:00, 2.6, 8.9
None, 0.0, None, 2012-06-04 00:00:00, 3.9, 15.8
None, 7.1, None, 2012-06-05 00:00:00, 0.9, 9.0
None, 29.9, None, 2012-06-06 00:00:00, -2.4, 0.9
None, 2.0, None, 2012-06-07 00:00:00, -1.3, 8.5
None, 2.0, None, 2012-06-08 00:00:00, 0.3, 3.9
None, 2.1, None, 2012-06-09 00:00:00, -0.9, 1.4
None, 1.9, None, 2012-06-10 00:00:00, -0.2, 9.1
None, 0.0, None, 2012-06-11 00:00:00, 4.1, 12.2
None, 0.0, None, 2012-06-12 00:00:00, 4.4, 14.4
None, 12.0, None, 2012-06-13 00:00:00, 3.7, 7.2
None, 2.0, None, 2012-06-14 00:00:00, 1.3, 9.2
None, 1.0, None, 2012-06-15 00:00:00, 0.3, 11.3
None, 3.1, None, 2012-06-16 00:00:00, 5.3, 10.9
None, 18.9, None, 2012-06-17 00:00:00, 4.2, 8.5
None, 8.1, None, 2012-06-18 00:00:00, 3.0, 4.7
None, 3.9, None, 2012-06-19 00:00:00, 2.7, 8.4
None, 0.0, None, 2012-06-20 00:00:00, 3.5, 10.8
None, 0.0, None, 2012-06-21 00:00:00, 4.1, 16.6
None, 0.0, None, 2012-06-22 00:00:00, 7.4, 14.0
None, 10.0, None, 2012-06-23 00:00:00, 8.2, 11.2
None, 3.0, None, 2012-06-24 00:00:00, 7.4, 15.2
None, 0.0, None, 2012-06-25 00:00:00, 7.0, 20.5
None, 41.3, None, 2012-06-26 00:00:00, 0.4, 8.5
None, 3.7, None, 2012-06-27 00:00:00, 0.5, 6.6
None, 0.0, None, 2012-06-28 00:00:00, 2.7, 17.9
None, 1.6, None, 2012-06-29 00:00:00, 8.8, 14.3
None, 0.0, None, 2012-06-30 00:00:00, 7.5, 15.6
None, 1.0, None, 2012-07-01 00:00:00, 7.4, 12.2
None, 0.0, None, 2012-07-02 00:00:00, 6.5, 16.5
None, 18.0, None, 2012-07-03 00:00:00, 2.3, 11.7
None, 0.0, None, 2012-07-04 00:00:00, 3.3, 13.2
None, 0.0, None, 2012-07-05 00:00:00, 4.3, 18.1
None, 0.0, None, 2012-07-06 00:00:00, 7.6, 18.9
None, 0.0, None, 2012-07-07 00:00:00, 10.3, 23.8
None, 0.0, None, 2012-07-08 00:00:00, 13.2, 24.9
None, 0.0, None, 2012-07-09 00:00:00, 14.4, 26.7
None, 0.0, None, 2012-07-10 00:00:00, 13.2, 21.0
None, 0.0, None, 2012-07-11 00:00:00, 13.0, 23.8
None, 0.0, None, 2012-07-12 00:00:00, 14.2, 23.8
None, 0.0, None, 2012-07-13 00:00:00, 15.1, 23.9
None, 22.0, None, 2012-07-14 00:00:00, 10.4, 15.1
None, 12.0, None, 2012-07-15 00:00:00, 8.7, 13.0
None, 6.0, None, 2012-07-16 00:00:00, 8.7, 19.7
None, 0.0, None, 2012-07-17 00:00:00, 10.7, 18.7
None, 0.0, None, 2012-07-18 00:00:00, 12.0, 19.1
None, 0.0, None, 2012-07-19 00:00:00, 14.9, 22.9
None, 8.1, None, 2012-07-20 00:00:00, 9.2, 22.2
None, 0.8, None, 2012-07-21 00:00:00, 9.6, 16.6
None, 0.0, None, 2012-07-22 00:00:00, 8.6, 22.4
None, 6.0, None, 2012-07-23 00:00:00, 6.6, 11.6
None, 1.0, None, 2012-07-24 00:00:00, 6.5, 13.9
None, 0.0, None, 2012-07-25 00:00:00, 6.7, 19.5
None, 0.0, None, 2012-07-26 00:00:00, 8.7, 20.0
None, 0.0, None, 2012-07-27 00:00:00, 11.0, 22.5
None, 0.0, None, 2012-07-28 00:00:00, 12.0, 19.7
None, 0.0, None, 2012-07-29 00:00:00, 9.5, 20.5
None, 0.0, None, 2012-07-30 00:00:00, 10.8, 21.1
None, 0.0, None, 2012-07-31 00:00:00, 10.4, 19.2
None, 0.0, None, 2012-08-01 00:00:00, 10.0, 19.5
None, 1.0, None, 2012-08-02 00:00:00, 2.5, 14.1
None, 2.0, None, 2012-08-03 00:00:00, 2.0, 15.8
None, 0.0, None, 2012-08-04 00:00:00, 8.0, 20.0
None, 0.0, None, 2012-08-05 00:00:00, 11.4, 23.9
None, 0.0, None, 2012-08-06 00:00:00, 14.4, 24.8
None, 0.0, None, 2012-08-07 00:00:00, 13.8, 23.4
None, 0.0, None, 2012-08-08 00:00:00, 13.5, 23.2
None, 0.0, None, 2012-08-09 00:00:00, None, 20.9
None, 0.0, None, 2012-08-10 00:00:00, 10.7, 22.1
None, 0.0, None, 2012-08-11 00:00:00, 10.2, 20.5
None, 0.0, None, 2012-08-12 00:00:00, 11.6, 22.8
None, 0.0, None, 2012-08-13 00:00:00, 4.8, 13.8
None, 2.0, None, 2012-08-14 00:00:00, 4.7, 19.1
None, 0.0, None, 2012-08-15 00:00:00, 10.0, 22.1
None, 0.0, None, 2012-08-16 00:00:00, 11.4, 24.3
None, 0.0, None, 2012-08-17 00:00:00, 14.5, 24.7
None, 0.0, None, 2012-08-18 00:00:00, 12.6, 24.0
None, 0.0, None, 2012-08-19 00:00:00, 12.0, 19.1
None, 0.0, None, 2012-08-20 00:00:00, 10.7, 20.1
None, 0.0, None, 2012-08-21 00:00:00, 12.0, 19.1
None, 2.0, None, 2012-08-22 00:00:00, 7.4, 17.5
None, 0.0, None, 2012-08-23 00:00:00, 7.6, 16.6
None, 4.0, None, 2012-08-24 00:00:00, 2.2, 10.7
None, 0.0, None, 2012-08-25 00:00:00, 2.0, 13.7
None, 0.9, None, 2012-08-26 00:00:00, 5.1, 22.0
None, 0.0, None, 2012-08-27 00:00:00, 11.9, 22.4
None, 0.0, None, 2012-08-28 00:00:00, 10.1, 22.3
None, 3.0, None, 2012-08-29 00:00:00, 5.3, 13.1
None, 0.0, None, 2012-08-30 00:00:00, 3.9, 15.7
None, 0.0, None, 2012-08-31 00:00:00, 7.9, 20.6
None, 0.0, None, 2012-09-01 00:00:00, 8.2, 14.2
None, 0.0, None, 2012-09-02 00:00:00, 5.8, 13.5
None, 0.0, None, 2012-09-03 00:00:00, 5.2, 12.8
None, 0.1, None, 2012-09-04 00:00:00, 4.8, 15.6
None, 11.9, None, 2012-09-05 00:00:00, 3.3, 12.9
None, 1.0, None, 2012-09-06 00:00:00, 3.9, 12.3
None, 0.0, None, 2012-09-07 00:00:00, 3.6, 16.0
None, 0.0, None, 2012-09-08 00:00:00, 7.4, 18.4
None, 4.0, None, 2012-09-09 00:00:00, 10.2, 17.9
None, 2.0, None, 2012-09-10 00:00:00, 0.7, 10.2
None, 0.0, None, 2012-09-11 00:00:00, -0.9, 6.6
None, 0.0, None, 2012-09-12 00:00:00, -1.3, 10.2
None, 0.0, None, 2012-09-13 00:00:00, 3.2, 16.0
None, 0.0, None, 2012-09-14 00:00:00, 10.1, 19.5
None, 0.0, None, 2012-09-15 00:00:00, 8.9, 17.3
None, 0.0, None, 2012-09-16 00:00:00, 3.0, 15.0
None, 0.0, None, 2012-09-17 00:00:00, 5.5, 16.8
None, 0.0, None, 2012-09-18 00:00:00, 8.6, 18.5
None, 0.0, None, 2012-09-19 00:00:00, 7.5, 19.6
None, 0.0, None, 2012-09-20 00:00:00, 9.0, 20.2
None, 0.0, None, 2012-09-21 00:00:00, 9.6, 22.7
None, 0.0, None, 2012-09-22 00:00:00, 10.9, 20.7
None, 0.0, None, 2012-09-23 00:00:00, 10.1, 22.4
None, 0.0, None, 2012-09-24 00:00:00, 9.4, 18.5
None, 0.0, None, 2012-09-25 00:00:00, 5.4, 15.7
None, 0.0, None, 2012-09-26 00:00:00, 2.7, 14.4
None, 0.0, None, 2012-09-27 00:00:00, 5.4, 15.7
None, 0.0, None, 2012-09-28 00:00:00, 7.8, 18.1
None, 0.0, None, 2012-09-29 00:00:00, 8.4, 15.6
None, 0.0, None, 2012-09-30 00:00:00, 6.4, 14.7
None, 1.0, None, 2012-10-01 00:00:00, 7.2, 14.4
None, 4.0, None, 2012-10-02 00:00:00, -3.1, 10.0
None, 1.0, None, 2012-10-03 00:00:00, -7.2, 0.0
None, 0.0, None, 2012-10-04 00:00:00, -7.5, 2.3
None, 1.0, None, 2012-10-05 00:00:00, -6.5, 5.5
None, 0.0, None, 2012-10-06 00:00:00, -3.0, 8.8
None, 0.0, None, 2012-10-07 00:00:00, 0.4, 8.1
None, 0.0, None, 2012-10-08 00:00:00, -1.3, 4.9
None, 0.0, None, 2012-10-09 00:00:00, -2.1, 8.6
None, 0.0, None, 2012-10-10 00:00:00, -3.4, 11.0
None, 0.0, None, 2012-10-11 00:00:00, -4.5, 9.2
None, 0.0, None, 2012-10-12 00:00:00, 5.2, 10.3
None, 2.0, None, 2012-10-13 00:00:00, 4.3, 7.5
None, 30.0, None, 2012-10-14 00:00:00, 4.6, 6.3
None, 9.1, None, 2012-10-15 00:00:00, 4.0, 7.3
None, 13.9, None, 2012-10-16 00:00:00, -1.6, 6.5
None, 0.0, None, 2012-10-17 00:00:00, -2.6, 2.8
None, 0.0, None, 2012-10-18 00:00:00, -2.6, 4.1
None, 21.0, None, 2012-10-19 00:00:00, 0.7, 5.2
None, 6.0, None, 2012-10-20 00:00:00, -5.6, 3.2
None, 5.0, None, 2012-10-21 00:00:00, -5.5, -3.5
None, 6.0, None, 2012-10-22 00:00:00, -9.1, -3.5
None, 7.0, None, 2012-10-23 00:00:00, -9.8, -6.3
None, 0.0, None, 2012-10-24 00:00:00, -10.0, -4.8
None, 0.0, None, 2012-10-25 00:00:00, -13.2, -3.8
None, 1.0, None, 2012-10-26 00:00:00, -6.0, -4.4
None, 4.0, None, 2012-10-27 00:00:00, -5.5, -2.3
None, 10.0, None, 2012-10-28 00:00:00, -2.4, 2.0
None, 29.1, None, 2012-10-29 00:00:00, -0.1, 4.0
None, 17.0, None, 2012-10-30 00:00:00, 0.8, 3.2
None, 14.9, None, 2012-10-31 00:00:00, 1.0, 6.1
None, 12.1, None, 2012-11-01 00:00:00, 0.2, 5.4
None, 0.0, None, 2012-11-02 00:00:00, 0.2, 1.9
None, 9.0, None, 2012-11-03 00:00:00, -1.1, 2.9
None, 2.6, None, 2012-11-04 00:00:00, -2.2, 5.5
None, 5.2, None, 2012-11-05 00:00:00, -1.8, 6.4
None, 2.9, None, 2012-11-06 00:00:00, -0.9, 3.3
None, 17.0, None, 2012-11-07 00:00:00, -8.8, 1.9
None, 0.0, None, 2012-11-08 00:00:00, -9.5, -3.4
None, 0.0, None, 2012-11-09 00:00:00, -15.0, -6.6
None, 0.0, None, 2012-11-10 00:00:00, -13.7, -9.4
None, 0.0, None, 2012-11-11 00:00:00, -15.6, -8.6
None, 0.0, None, 2012-11-12 00:00:00, -11.2, -5.1
None, 0.0, None, 2012-11-13 00:00:00, -6.9, -2.4
None, 5.5, None, 2012-11-14 00:00:00, -8.6, -1.5
None, 0.0, None, 2012-11-15 00:00:00, -8.5, -2.1
None, 0.1, None, 2012-11-16 00:00:00, -6.2, -2.5
None, 0.7, None, 2012-11-17 00:00:00, -4.4, 2.9
None, 4.4, None, 2012-11-18 00:00:00, -4.7, 1.0
None, 32.2, None, 2012-11-19 00:00:00, -4.2, 1.2
None, 23.7, None, 2012-11-20 00:00:00, -3.0, 1.0
None, 13.2, None, 2012-11-21 00:00:00, -5.6, -1.0
None, 0.1, None, 2012-11-22 00:00:00, -8.9, -0.6
None, 20.8, None, 2012-11-23 00:00:00, -7.5, -2.9
None, 4.4, None, 2012-11-24 00:00:00, -7.6, -1.8
None, 1.0, None, 2012-11-25 00:00:00, -9.3, -3.0
None, 0.0, None, 2012-11-26 00:00:00, -12.9, -6.0
None, 0.0, None, 2012-11-27 00:00:00, -11.8, -3.5
None, 1.3, None, 2012-11-28 00:00:00, -11.0, 1.3
None, 9.5, None, 2012-11-29 00:00:00, -2.0, 1.2
None, 24.7, None, 2012-11-30 00:00:00, -2.1, 1.8
None, 15.2, None, 2012-12-01 00:00:00, -3.5, 0.1
None, 10.4, None, 2012-12-02 00:00:00, -6.3, -1.7
None, 5.0, None, 2012-12-03 00:00:00, -6.4, -3.3
None, 16.6, None, 2012-12-04 00:00:00, -6.5, -0.7
None, 11.7, None, 2012-12-05 00:00:00, -8.6, -1.5
None, 9.4, None, 2012-12-06 00:00:00, -8.4, -6.3
None, 5.4, None, 2012-12-07 00:00:00, -9.7, -6.9
None, 0.7, None, 2012-12-08 00:00:00, -14.9, -8.1
None, 0.0, None, 2012-12-09 00:00:00, -16.8, -11.9
None, 0.5, None, 2012-12-10 00:00:00, -12.4, -5.0
None, 0.0, None, 2012-12-11 00:00:00, -7.8, -4.2
None, 3.2, None, 2012-12-12 00:00:00, -11.5, -3.5
None, 0.1, None, 2012-12-13 00:00:00, -9.4, -7.4
None, 0.7, None, 2012-12-14 00:00:00, -13.1, -7.1
None, 0.5, None, 2012-12-15 00:00:00, -15.2, -9.3
None, 4.2, None, 2012-12-16 00:00:00, -11.7, -7.7
None, 23.0, None, 2012-12-17 00:00:00, -11.0, -5.3
None, 3.7, None, 2012-12-18 00:00:00, -14.3, -9.6
None, 2.8, None, 2012-12-19 00:00:00, -13.0, -10.1
None, 12.4, None, 2012-12-20 00:00:00, -10.3, -5.0
None, 7.8, None, 2012-12-21 00:00:00, -11.1, -4.1
None, 7.1, None, 2012-12-22 00:00:00, -6.3, -2.6
