station_observations
time, ONE_DAY_PRECIPITATION, MAX_TEMP, MIN_TEMP
2012-01-01 00:00:00, 2.5, 7.7, None
2012-01-02 00:00:00, 7.6, 8.2, 4.4
2012-01-03 00:00:00, 69.2, 8.4, 6.5
2012-01-04 00:00:00, 73.7, 11.6, 7.2
2012-01-05 00:00:00, 25.1, 7.2, 3.6
2012-01-06 00:00:00, 0.9, 6.1, 3.9
2012-01-07 00:00:00, 27.2, 5.7, 4.6
2012-01-08 00:00:00, 72.2, 6.0, 5.7
2012-01-09 00:00:00, 1.7, 4.2, 2.0
2012-01-10 00:00:00, 0.0, 2.2, 0.4
2012-01-11 00:00:00, 0.0, 1.9, -0.4
2012-01-12 00:00:00, 0.0, 1.2, 0.0
2012-01-13 00:00:00, 4.2, None, None
2012-01-14 00:00:00, 8.5, None, None
2012-01-15 00:00:00, 0.0, None, None
2012-01-16 00:00:00, 0.0, 1.0, None
2012-01-17 00:00:00, 0.0, 0.0, -8.1
2012-01-18 00:00:00, 0.0, -2.9, -7.6
2012-01-19 00:00:00, 0.0, -0.1, -7.3
2012-01-20 00:00:00, 30.4, 3.3, -0.2
2012-01-21 00:00:00, 16.1, 4.7, 3.2
2012-01-22 00:00:00, 22.6, 5.6, 3.3
2012-01-23 00:00:00, 30.2, 4.2, 3.3
2012-01-24 00:00:00, 71.3, None, None
2012-01-25 00:00:00, 19.4, None, None
2012-01-26 00:00:00, 0.0, None, None
2012-01-27 00:00:00, 0.0, None, None
2012-01-28 00:00:00, 25.0, None, None
2012-01-29 00:00:00, 38.5, None, None
2012-01-30 00:00:00, 20.4, None, None
2012-01-31 00:00:00, 23.8, None, None
2012-02-01 00:00:00, 1.8, 4.9, 2.9
2012-02-02 00:00:00, 3.1, 7.7, 3.5
2012-02-03 00:00:00, 0.0, 7.8, 2.5
2012-02-04 00:00:00, 0.0, 6.1, 2.3
2012-02-05 00:00:00, 0.0, 8.0, 2.2
2012-02-06 00:00:00, 0.0, 11.0, 1.5
2012-02-07 00:00:00, 1.3, 9.5, 1.7
2012-02-08 00:00:00, 6.1, 8.5, 5.6
2012-02-09 00:00:00, 18.1, 7.8, 5.9
2012-02-10 00:00:00, 5.4, 10.9, 6.7
2012-02-11 00:00:00, 0.0, 10.9, 6.5
2012-02-12 00:00:00, 7.2, 8.4, 2.8
2012-02-13 00:00:00, 0.0, 4.4, 0.7
2012-02-14 00:00:00, 0.0, 7.2, 1.8
2012-02-15 00:00:00, 0.0, 5.5, 4.4
2012-02-16 00:00:00, 14.7, 7.6, 3.8
2012-02-17 00:00:00, 18.2, 9.0, 4.5
2012-02-18 00:00:00, 8.3, 8.6, 2.1
2012-02-19 00:00:00, 0.0, 7.5, 2.7
2012-02-20 00:00:00, 6.2, 7.2, 4.6
2012-02-21 00:00:00, 26.1, 8.5, 5.1
2012-02-22 00:00:00, 11.4, 8.7, 4.3
2012-02-23 00:00:00, 4.0, 8.0, 3.5
2012-02-24 00:00:00, 64.1, 3.1, 0.5
2012-02-25 00:00:00, 2.4, 3.9, 1.9
2012-02-26 00:00:00, 0.0, 4.4, -1.5
2012-02-27 00:00:00, 0.3, 4.9, -4.0
2012-02-28 00:00:00, 5.7, 3.4, 0.6
2012-02-29 00:00:00, 4.2, 5.1, 3.0
2012-03-01 00:00:00, 0.0, 4.6, 2.0
2012-03-02 00:00:00, 3.5, 5.3, 3.0
2012-03-03 00:00:00, 19.8, 9.3, 4.3
2012-03-04 00:00:00, 66.8, 7.8, 3.7
2012-03-05 00:00:00, 0.8, 6.0, -0.3
2012-03-06 00:00:00, 0.0, 7.4, -2.2
2012-03-07 00:00:00, 0.7, 11.6, 0.1
2012-03-08 00:00:00, 5.2, 10.2, 3.3
2012-03-09 00:00:00, 23.6, 8.9, 5.3
2012-03-10 00:00:00, 20.8, 7.4, 1.7
2012-03-11 00:00:00, 18.0, 5.7, 1.4
2012-03-12 00:00:00, 41.7, 4.5, 0.9
2012-03-13 00:00:00, 22.1, 3.7, 2.1
2012-03-14 00:00:00, 12.6, 4.0, 2.0
2012-03-15 00:00:00, 44.5, 5.8, 2.6
2012-03-16 00:00:00, 9.1, 7.0, 1.8
2012-03-17 00:00:00, 0.0, 8.3, 0.1
2012-03-18 00:00:00, 0.0, 3.0, 0.8
2012-03-19 00:00:00, 2.8, 5.9, -2.7
2012-03-20 00:00:00, 26.1, 4.5, 3.0
2012-03-21 00:00:00, 7.2, 3.4, 2.4
2012-03-22 00:00:00, 10.1, 6.8, -0.8
2012-03-23 00:00:00, 0.0, 10.9, 1.3
2012-03-24 00:00:00, 0.0, 13.9, -0.3
2012-03-25 00:00:00, 0.7, 13.5, 0.6
2012-03-26 00:00:00, 1.3, 11.6, 2.9
2012-03-27 00:00:00, 9.1, 11.0, 5.2
2012-03-28 00:00:00, 44.3, 7.8, 3.5
2012-03-29 00:00:00, 35.3, 5.9, 3.0
2012-03-30 00:00:00, 6.9, 8.2, 2.0
2012-03-31 00:00:00, 5.5, 7.2, 1.7
2012-04-01 00:00:00, 1.0, 11.1, 2.6
2012-04-02 00:00:00, 93.2, 6.7, 3.1
2012-04-03 00:00:00, 20.2, 6.7, 2.8
2012-04-04 00:00:00, 15.1, 11.3, 2.7
2012-04-05 00:00:00, 0.0, 9.8, 0.3
2012-04-06 00:00:00, 0.0, 9.5, 2.3
2012-04-07 00:00:00, 0.0, 14.8, 1.3
2012-04-08 00:00:00, 0.0, 14.1, 2.6
2012-04-09 00:00:00, 2.0, 14.7, 5.2
2012-04-10 00:00:00, 0.0, 19.0, 5.4
