time,tasmin,tasmax,pcp,week_of_year
2017-04-30,0.5,6.0,2.6,18
2017-05-01,-0.8,5.9,0.6,18
2017-05-02,-4.3,11.7,5.9,18
2017-05-03,1.9,9.3,0.7,18
2017-05-04,1.2,8.3,16.4,18
2017-05-05,1.2,8.5,9.8,18
2017-05-06,-0.1,5.5,0.6,18
