RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,MAXIMUM_AIR_TEMPERATURE,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,rel_hum,WIND_DIRECTION_STD_DEVIATION1,avg_wnd_spd_10m_pst10mts,air_temp,mslp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,time,stn_pres,week_of_year
73.96, None, None, 1.6, 0.089, 101.7, 4.0, 8.5, None, None, 102.0, None, None, None, None, None, None, 8.68, None, 11.5, 74.0, 13.01, 0.1, 8.7, None, 0.0, None,2020-09-30 00:00:00, None,40
76.82, None, None, 0.9, 0.023, 103.0, 4.0, 8.3, None, None, 103.0, None, None, None, None, None, None, 8.38, None, 11.5, 77.0, 7.008, 0.0, 8.4, None, 0.0, None,2020-09-30 01:00:00, None,40
78.6, None, None, 0.8, 0.007, 101.3, 4.0, 8.0, None, None, 101.0, None, None, None, None, None, None, 8.03, None, 11.5, 79.0, 6.723, 0.0, 8.0, None, 0.0, None,2020-09-30 02:00:00, None,40
75.1, None, None, 0.5, 0.002, 91.8, 3.0, 7.3, None, None, 92.0, None, None, None, None, None, None, 7.409, None, 11.5, 75.0, 11.71, 0.0, 7.4, None, 0.0, None,2020-09-30 03:00:00, None,40
74.62, None, None, 0.0, 0.0, 84.2, 3.0, 7.2, None, None, 84.0, None, None, None, None, None, None, 7.313, None, 11.5, 75.0, 9.71, 0.0, 7.3, None, 0.1, None,2020-09-30 04:00:00, None,40
67.65, None, None, 0.6, 0.002, 94.2, 3.0, 7.2, None, None, 94.0, None, None, None, None, None, None, 7.953, None, 11.5, 68.0, 13.08, 0.0, 8.0, None, 0.0, None,2020-09-30 05:00:00, None,40
68.84, None, None, None, 0.042, 98.6, None, None, None, None, None, None, None, None, None, None, None, 7.508, None, None, None, 16.08, None, None, None, None, None,2020-09-30 06:00:00, None,40
70.52, None, None, 1.0, 0.012, 96.3, 3.0, 7.3, None, None, 96.0, None, None, None, None, None, None, 7.683, None, 7.7, 71.0, 8.02, 0.0, 7.7, None, 0.0, None,2020-09-30 07:00:00, None,40
67.27, None, None, 1.5, 0.025, 92.2, 2.0, 7.3, None, None, 92.0, None, None, None, None, None, None, 7.743, None, 7.8, 67.0, 9.14, 0.0, 7.7, None, 0.0, None,2020-09-30 08:00:00, None,40
64.47, None, None, 1.2, 0.061, 99.5, 2.0, 7.3, None, None, 100.0, None, None, None, None, None, None, 8.26, None, 8.4, 64.0, 3.146, 0.1, 8.3, None, -0.1, None,2020-09-30 09:00:00, None,40
