pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,max_air_temp_snc_last_reset,rel_hum,max_wnd_spd_10m_pst1hr,avg_wnd_spd_10m_pst10mts,dwpt_temp,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,avg_wnd_dir_10m_pst10mts,snwfl_amt_pst1hr,time,snw_dpth,stn_pres,week_of_year
25.5, 7.23, 7.5, None, None, None, None, 7.2, 7.1, 0.1, None, None,2021-10-01 00:00:00, None, None,40
20.6, 7.17, 7.5, None, None, None, None, 7.2, 7.1, 0.2, None, None,2021-10-01 01:00:00, None, None,40
18.5, 7.24, 7.5, None, None, None, None, 7.2, 7.1, 0.0, None, None,2021-10-01 02:00:00, None, None,40
18.1, 7.39, 7.5, None, None, None, None, 7.4, 7.1, 0.0, None, None,2021-10-01 03:00:00, None, None,40
17.9, 7.41, 7.5, None, None, None, None, 7.4, 7.1, 0.2, None, None,2021-10-01 04:00:00, None, None,40
17.0, 7.19, 7.5, None, None, None, None, 7.2, 7.1, 0.0, None, None,2021-10-01 05:00:00, None, None,40
14.8, 7.2, 7.5, None, None, None, None, 7.2, 7.1, 0.0, None, None,2021-10-01 06:00:00, None, None,40
13.2, 7.01, 7.3, None, None, None, None, 7.0, 7.0, 0.0, None, None,2021-10-01 07:00:00, None, None,40
12.4, 7.09, 7.3, None, None, None, None, 7.1, 7.0, 0.0, None, None,2021-10-01 08:00:00, None, None,40
11.9, 7.24, 7.3, None, None, None, None, 7.2, 6.8, 0.0, None, None,2021-10-01 09:00:00, None, None,40
10.4, 7.59, 7.6, None, None, None, None, 7.6, 6.8, 0.0, None, None,2021-10-01 10:00:00, None, None,40
9.5, 8.87, 9.0, None, None, None, None, 8.9, 6.8, 0.0, None, None,2021-10-01 11:00:00, None, None,40
None, 9.21, 9.3, None, None, None, None, 9.2, 6.8, -0.1, None, None,2021-10-01 12:00:00, None, None,40
None, 9.86, 9.9, None, None, None, None, 9.9, 6.8, -0.1, None, None,2021-10-01 13:00:00, None, None,40
None, 10.07, 10.1, None, None, None, None, 10.1, 6.8, -0.2, None, None,2021-10-01 14:00:00, None, None,40
None, 10.29, 10.5, None, None, None, None, 10.3, 6.8, 0.0, None, None,2021-10-01 15:00:00, None, None,40
None, 10.44, 10.5, None, None, None, None, 10.4, 6.8, -0.1, None, None,2021-10-01 16:00:00, None, None,40
None, 10.26, 10.5, None, None, None, None, 10.3, 6.8, 0.0, None, None,2021-10-01 17:00:00, None, None,40
None, 8.94, 10.5, None, None, None, None, 8.9, 6.8, 0.0, None, None,2021-10-01 18:00:00, None, None,40
None, 7.45, 8.9, None, None, None, None, 7.5, 7.4, 0.1, None, None,2021-10-01 19:00:00, None, None,40
None, 6.573, 8.9, None, None, None, None, 6.6, 6.6, 0.2, None, None,2021-10-01 20:00:00, None, None,40
None, 6.249, 8.9, None, None, None, None, 6.2, 6.1, 0.2, None, None,2021-10-01 21:00:00, None, None,40
None, 5.791, 8.9, None, None, None, None, 5.8, 5.6, 0.2, None, None,2021-10-01 22:00:00, None, None,40
None, 5.599, 8.9, None, None, None, None, 5.6, 5.6, 0.1, None, None,2021-10-01 23:00:00, None, None,40
None, 5.639, 8.9, None, None, None, None, 5.6, 5.5, 0.0, None, None,2021-10-02 00:00:00, None, None,40
None, 5.61, 8.9, None, None, None, None, 5.6, 5.5, 0.1, None, None,2021-10-02 01:00:00, None, None,40
None, 5.659, 8.9, None, None, None, None, 5.7, 5.3, 0.0, None, None,2021-10-02 02:00:00, None, None,40
None, 5.839, 8.9, None, None, None, None, 5.8, 5.3, 0.0, None, None,2021-10-02 03:00:00, None, None,40
None, 5.64, 8.9, None, None, None, None, 5.6, 5.3, 0.0, None, None,2021-10-02 04:00:00, None, None,40
None, 5.781, 8.9, None, None, None, None, 5.8, 5.3, 0.0, None, None,2021-10-02 05:00:00, None, None,40
None, 5.876, 8.9, None, None, None, None, 5.9, 5.3, 0.0, None, None,2021-10-02 06:00:00, None, None,40
None, 5.981, 6.0, None, None, None, None, 6.0, 5.9, 0.0, None, None,2021-10-02 07:00:00, None, None,40
None, 5.874, 6.0, None, None, None, None, 5.9, 5.8, 0.0, None, None,2021-10-02 08:00:00, None, None,40
None, 6.344, 6.3, None, None, None, None, 6.3, 5.8, 0.6, None, None,2021-10-02 09:00:00, None, None,40
None, 6.565, 6.6, None, None, None, None, 6.6, 5.8, 0.8, None, None,2021-10-02 10:00:00, None, None,40
None, 7.44, 7.4, None, None, None, None, 7.4, 5.8, 0.6, None, None,2021-10-02 11:00:00, None, None,40
None, 7.22, 7.5, None, None, None, None, 7.2, 5.8, 0.1, None, None,2021-10-02 12:00:00, None, None,40
None, 6.956, 7.5, None, None, None, None, 7.0, 5.8, 0.0, None, None,2021-10-02 13:00:00, None, None,40
None, 7.22, 7.5, None, None, None, None, 7.2, 5.8, 0.0, None, None,2021-10-02 14:00:00, None, None,40
None, 7.28, 7.5, None, None, None, None, 7.3, 5.8, 0.3, None, None,2021-10-02 15:00:00, None, None,40
3.1, 7.12, 7.5, None, None, None, None, 7.1, 5.8, 0.2, None, None,2021-10-02 16:00:00, None, None,40
3.1, 7.19, 7.5, None, None, None, None, 7.2, 5.8, 0.0, None, None,2021-10-02 17:00:00, None, None,40
3.4, 7.0, 7.5, None, None, None, None, 7.0, 5.8, 0.3, None, None,2021-10-02 18:00:00, None, None,40
3.4, 6.887, 7.1, None, None, None, None, 6.9, 6.9, 0.0, None, None,2021-10-02 19:00:00, None, None,40
3.2, 6.82, 7.1, None, None, None, None, 6.8, 6.8, 0.1, None, None,2021-10-02 20:00:00, None, None,40
3.2, 6.795, 7.1, None, None, None, None, 6.8, 6.7, 0.2, None, None,2021-10-02 21:00:00, None, None,40
3.0, 6.707, 7.1, None, None, None, None, 6.7, 6.7, 0.0, None, None,2021-10-02 22:00:00, None, None,40
3.2, 6.801, 7.1, None, None, None, None, 6.8, 6.7, 0.2, None, None,2021-10-02 23:00:00, None, None,40
3.4, 6.88, 7.1, None, None, None, None, 6.9, 6.7, 0.2, None, None,2021-10-03 00:00:00, None, None,40
3.4, 6.861, 7.1, None, None, None, None, 6.9, 6.7, 0.0, None, None,2021-10-03 01:00:00, None, None,40
4.0, 7.01, 7.1, None, None, None, None, 7.0, 6.7, 0.6, None, None,2021-10-03 02:00:00, None, None,40
4.8, 6.89, 7.1, None, None, None, None, 6.9, 6.7, 0.8, None, None,2021-10-03 03:00:00, None, None,40
4.8, 6.965, 7.1, None, None, None, None, 7.0, 6.7, 0.1, None, None,2021-10-03 04:00:00, None, None,40
5.0, 7.13, 7.3, None, None, None, None, 7.1, 6.7, 0.2, None, None,2021-10-03 05:00:00, None, None,40
5.3, 7.19, 7.3, None, None, None, None, 7.2, 6.7, 0.3, None, None,2021-10-03 06:00:00, None, None,40
5.3, 6.945, 7.3, None, None, None, None, 6.9, 6.9, 0.1, None, None,2021-10-03 07:00:00, None, None,40
5.3, 7.05, 7.3, None, None, None, None, 7.1, 6.9, 0.0, None, None,2021-10-03 08:00:00, None, None,40
5.0, 7.26, 7.4, None, None, None, None, 7.3, 6.9, 0.3, None, None,2021-10-03 09:00:00, None, None,40
4.2, 8.22, 8.2, None, None, None, None, 8.2, 6.9, 0.0, None, None,2021-10-03 10:00:00, None, None,40
3.6, 8.61, 8.7, None, None, None, None, 8.6, 6.9, 0.0, None, None,2021-10-03 11:00:00, None, None,40
None, 8.82, 8.9, None, None, None, None, 8.8, 6.9, -0.1, None, None,2021-10-03 12:00:00, None, None,40
None, 9.27, 9.3, None, None, None, None, 9.3, 6.9, 0.0, None, None,2021-10-03 13:00:00, None, None,40
None, 10.29, 10.5, None, None, None, None, 10.3, 6.9, -0.2, None, None,2021-10-03 14:00:00, None, None,40
None, 10.0, 10.6, None, None, None, None, 10.0, 6.9, -0.1, None, None,2021-10-03 15:00:00, None, None,40
None, 10.02, 10.6, None, None, None, None, 10.0, 6.9, 0.0, None, None,2021-10-03 16:00:00, None, None,40
