ONE_DAY_PRECIPITATION,pcpn_amt_pst1hr,snw_dpth_wtr_equiv,MIN_TEMP,ONE_DAY_SNOW,time,air_temp_1,SNOW_ON_THE_GROUND,snw_dpth,MAX_TEMP,week_of_year
None,353.0, 214.0, None, None,2017-01-15 00:00:00, -3.4, None, None, None,3
None,353.0, 214.0, None, None,2017-01-15 01:00:00, -5.2, None, None, None,3
None,353.0, 213.0, None, None,2017-01-15 02:00:00, -5.6, None, None, None,3
None,353.0, 213.0, None, None,2017-01-15 03:00:00, -6.1, None, None, None,3
None,353.0, 212.0, None, None,2017-01-15 04:00:00, -6.7, None, None, None,3
None,353.0, 211.0, None, None,2017-01-15 05:00:00, -6.8, None, None, None,3
None,353.0, 211.0, None, None,2017-01-15 06:00:00, -6.1, None, None, None,3
None,353.0, 210.0, None, None,2017-01-15 07:00:00, -4.8, None, None, None,3
None,353.0, 209.0, None, None,2017-01-15 08:00:00, -4.4, None, None, None,3
None,353.0, 209.0, None, None,2017-01-15 09:00:00, -3.9, None, None, None,3
None,353.0, 209.0, None, None,2017-01-15 10:00:00, -3.7, None, None, None,3
None,353.0, 209.0, None, None,2017-01-15 11:00:00, -2.9, None, None, None,3
None,353.0, 209.0, None, None,2017-01-15 12:00:00, -2.8, None, None, None,3
None,353.0, 209.0, None, None,2017-01-15 13:00:00, -2.5, None, None, None,3
None,353.0, 209.0, None, None,2017-01-15 14:00:00, -3.5, None, None, None,3
None,353.0, 209.0, None, None,2017-01-15 15:00:00, -4.4, None, None, None,3
None,353.0, 209.0, None, None,2017-01-15 16:00:00, -4.0, None, None, None,3
None,353.0, 209.0, None, None,2017-01-15 17:00:00, -3.8, None, None, None,3
None,353.0, 209.0, None, None,2017-01-15 18:00:00, -2.1, None, None, None,3
None,353.0, 209.0, None, None,2017-01-15 19:00:00, -1.6, None, None, None,3
None,353.0, 210.0, None, None,2017-01-15 20:00:00, -0.2, None, None, None,3
None,353.0, 212.0, None, None,2017-01-15 21:00:00, -0.7, None, None, None,3
None,353.0, 214.0, None, None,2017-01-15 22:00:00, -1.2, None, None, None,3
None,352.0, 216.0, None, None,2017-01-15 23:00:00, -0.5, None, None, None,3
None,352.0, 216.0, None, None,2017-01-16 00:00:00, -4.0, None, None, None,3
None,352.0, 216.0, None, None,2017-01-16 01:00:00, -5.6, None, None, None,3
None,352.0, 215.0, None, None,2017-01-16 02:00:00, -6.3, None, None, None,3
