pcpn_amt_pst24hrs,air_temp,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,pcpn_amt_pst1hr,snwfl_amt_pst1hr,max_air_temp_snc_last_reset,rel_hum,min_air_temp_snc_last_reset,time,snw_dpth,dwpt_temp,week_of_year
1.6, 0.1, 0.102, 77.42, 0.0, None, 0.9, 77.0, -0.2,2022-10-22 00:00:00, None, -3.0,43
1.6, -0.3, -0.288, 79.67, 0.0, None, 0.9, 80.0, -0.4,2022-10-22 01:00:00, None, -3.0,43
1.6, -0.7, -0.702, 79.59, 0.0, None, 0.9, 80.0, -0.8,2022-10-22 02:00:00, None, -3.0,43
1.6, -0.7, -0.658, 79.08, 0.0, None, 0.9, 79.0, -1.1,2022-10-22 03:00:00, None, -4.0,43
1.6, -0.7, -0.685, 81.8, 0.0, None, 0.9, 82.0, -1.4,2022-10-22 04:00:00, None, -3.0,43
1.6, -1.1, -1.115, 80.4, 0.0, None, 0.9, 80.0, -2.0,2022-10-22 05:00:00, None, -4.0,43
1.6, -1.0, -0.995, 81.8, 0.0, None, 0.9, 82.0, -2.0,2022-10-22 06:00:00, None, -3.0,43
1.6, -0.4, -0.364, 79.77, 0.0, None, -0.3, 80.0, -1.3,2022-10-22 07:00:00, None, -3.0,43
1.1, -0.3, -0.264, 80.0, 0.0, None, -0.2, 80.0, -1.3,2022-10-22 08:00:00, None, -3.0,43
0.9, 0.2, 0.201, 75.87, 0.0, None, 0.4, 76.0, -1.3,2022-10-22 09:00:00, None, -4.0,43
0.4, 0.8, 0.837, 73.92, 0.0, None, 0.8, 74.0, -1.3,2022-10-22 10:00:00, None, -3.0,43
0.0, 0.9, 0.881, 73.17, 0.0, None, 1.2, 73.0, -1.3,2022-10-22 11:00:00, None, -3.0,43
0.0, 1.7, 1.662, 69.38, 0.0, None, 1.6, 69.0, -1.3,2022-10-22 12:00:00, None, -3.0,43
0.0, 2.0, 2.048, 67.5, 0.0, None, 2.5, 68.0, -1.3,2022-10-22 13:00:00, None, -3.0,43
0.0, 3.5, 3.492, 60.33, 0.0, None, 3.6, 60.0, -1.3,2022-10-22 14:00:00, None, -4.0,43
0.0, 3.2, 3.175, 61.67, 0.0, None, 4.2, 62.0, -1.3,2022-10-22 15:00:00, None, -4.0,43
0.0, 1.6, 1.642, 81.2, 0.1, None, 4.2, 81.0, -1.3,2022-10-22 16:00:00, None, -1.0,43
0.3, 0.9, 0.881, 75.81, 0.3, None, 4.2, 76.0, -1.3,2022-10-22 17:00:00, None, -3.0,43
0.3, 0.4, 0.408, 80.1, 0.1, None, 4.2, 80.0, -1.3,2022-10-22 18:00:00, None, -2.0,43
0.3, 0.8, 0.802, 75.73, 0.0, None, 0.9, 76.0, 0.3,2022-10-22 19:00:00, None, -3.0,43
0.3, 0.7, 0.722, 78.58, 0.0, None, 1.0, 79.0, 0.3,2022-10-22 20:00:00, None, -3.0,43
0.3, 0.5, 0.531, 76.97, 0.0, None, 1.0, 77.0, 0.3,2022-10-22 21:00:00, None, -3.0,43
0.3, 0.4, 0.404, 74.03, 0.0, None, 1.0, 74.0, 0.3,2022-10-22 22:00:00, None, -4.0,43
0.3, 0.0, 0.01, 73.34, 0.0, None, 1.0, 73.0, 0.0,2022-10-22 23:00:00, None, -4.0,43
0.3, -0.1, -0.077, 71.48, 0.0, None, 1.0, 71.0, -0.1,2022-10-23 00:00:00, None, -4.0,43
0.3, -0.3, -0.272, 72.56, 0.0, None, 1.0, 73.0, -0.3,2022-10-23 01:00:00, None, -4.0,43
0.3, -0.4, -0.368, 71.81, 0.0, None, 1.0, 72.0, -0.4,2022-10-23 02:00:00, None, -4.0,43
0.3, -0.5, -0.463, 69.79, 0.0, None, 1.0, 70.0, -0.5,2022-10-23 03:00:00, None, -5.0,43
0.3, -0.5, -0.483, 67.46, 0.0, None, 1.0, 67.0, -0.7,2022-10-23 04:00:00, None, -5.0,43
0.3, -0.4, -0.363, 66.23, 0.0, None, 1.0, 66.0, -0.7,2022-10-23 05:00:00, None, -5.0,43
0.3, -0.5, -0.543, 68.05, 0.0, None, 1.0, 68.0, -0.7,2022-10-23 06:00:00, None, -5.0,43
0.3, -0.8, -0.801, 67.04, 0.0, None, -0.3, 67.0, -0.8,2022-10-23 07:00:00, None, -6.0,43
0.3, -1.3, -1.337, 68.9, 0.0, None, -0.3, 69.0, -2.1,2022-10-23 08:00:00, None, -6.0,43
0.3, 0.4, 0.409, 61.01, 0.0, None, 0.4, 61.0, -2.1,2022-10-23 09:00:00, None, -6.0,43
0.3, 1.3, 1.34, 59.25, 0.0, None, 1.3, 59.0, -2.1,2022-10-23 10:00:00, None, -5.0,43
0.3, 2.3, 2.313, 56.88, 0.0, None, 2.2, 57.0, -2.1,2022-10-23 11:00:00, None, -5.0,43
0.3, 3.2, 3.199, 54.22, 0.0, None, 3.6, 54.0, -2.1,2022-10-23 12:00:00, None, -5.0,43
0.3, 4.0, 3.983, 56.55, 0.0, None, 4.5, 57.0, -2.1,2022-10-23 13:00:00, None, -4.0,43
0.3, 4.4, 4.364, 52.39, 0.0, None, 4.5, 52.0, -2.1,2022-10-23 14:00:00, None, -5.0,43
0.3, 4.1, 4.09, 51.52, 0.0, None, 4.5, 52.0, -2.1,2022-10-23 15:00:00, None, -5.0,43
0.3, 3.8, 3.761, 49.68, 0.0, None, 4.7, 50.0, -2.1,2022-10-23 16:00:00, None, -6.0,43
0.0, 3.1, 3.122, 55.29, 0.0, None, 4.7, 55.0, -2.1,2022-10-23 17:00:00, None, -5.0,43
0.0, 2.1, 2.08, 60.25, 0.0, None, 4.7, 60.0, -2.1,2022-10-23 18:00:00, None, -5.0,43
0.0, 1.5, 1.469, 65.07, 0.0, None, 2.2, 65.0, 1.4,2022-10-23 19:00:00, None, -4.0,43
0.0, 1.4, 1.37, 67.46, 0.0, None, 2.2, 67.0, 1.2,2022-10-23 20:00:00, None, -4.0,43
0.0, 1.7, 1.669, 68.1, 0.0, None, 2.2, 68.0, 1.2,2022-10-23 21:00:00, None, -4.0,43
0.0, 1.7, 1.661, 69.19, 0.0, None, 2.2, 69.0, 1.2,2022-10-23 22:00:00, None, -3.0,43
0.0, 1.9, 1.875, 65.45, 0.0, None, 2.2, 65.0, 1.2,2022-10-23 23:00:00, None, -4.0,43
0.0, 2.1, 2.114, 57.82, 0.0, None, 2.2, 58.0, 1.2,2022-10-24 00:00:00, None, -5.0,43
0.0, 2.3, 2.265, 54.42, 0.0, None, 2.3, 54.0, 1.2,2022-10-24 01:00:00, None, -6.0,43
0.0, 1.2, 1.211, 66.62, 0.0, None, 2.3, 67.0, 1.2,2022-10-24 02:00:00, None, -4.0,43
0.0, 0.5, 0.515, 77.42, 0.0, None, 2.3, 77.0, 0.6,2022-10-24 03:00:00, None, -3.0,43
0.0, 0.2, 0.209, 80.7, 0.0, None, 2.3, 81.0, 0.2,2022-10-24 04:00:00, None, -3.0,43
