pcpn_amt_pst24hrs,air_temp,min_air_temp_snc_last_reset,mslp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,max_air_temp_snc_last_reset,rel_hum,time,snw_dpth,dwpt_temp,stn_pres,week_of_year
None,-0.8,-0.7, 1006.0, 0.1, 0.0,2.3,98.0,2022-10-22 00:00:00, 0.0,-1.0, 910.0,43
None,-0.5,-0.9, 1005.9, 0.1, 0.0,2.3,99.0,2022-10-22 01:00:00, 0.0,-1.0, 910.0,43
None,-0.6,-0.9, 1007.0, 0.0, 0.0,2.3,99.0,2022-10-22 02:00:00, 0.0,-1.0, 911.0,43
None,-0.7,-0.9, 1006.9, 0.1, 0.0,2.3,99.0,2022-10-22 03:00:00, 0.0,-1.0, 911.0,43
None,-0.8,-1.0, 1007.9, 0.0, 0.0,2.3,99.0,2022-10-22 04:00:00, 0.0,-1.0, 912.0,43
None,-0.8,-1.0, 1008.0, 0.1, 0.0,2.3,98.0,2022-10-22 05:00:00, 1.0,-1.0, 912.0,43
None,-0.9,-1.0, 1009.2, 0.0, 0.0,2.3,98.0,2022-10-22 06:00:00, 0.0,-1.0, 913.0,43
None,-1.0,-1.2, 1009.2, 0.0, 0.0,-0.6,99.0,2022-10-22 07:00:00, 0.0,0.0, 913.0,43
None,-1.3,-1.4, 1010.4, 0.0, 0.0,-0.6,99.0,2022-10-22 08:00:00, 0.0,-2.0, 914.0,43
None,-1.6,-1.9, 1010.5, 0.1, 0.0,-0.6,100.0,2022-10-22 09:00:00, 0.0,-2.0, 914.0,43
None,-1.7,-1.9, 1011.7, 0.0, 0.0,-0.6,98.0,2022-10-22 10:00:00, 0.0,-2.0, 915.0,43
None,-0.9,-1.9, 1011.6, 0.0, 0.0,-0.6,96.0,2022-10-22 11:00:00, 0.0,-1.0, 915.0,43
None,1.2,-1.9, 1012.6, -0.1, 0.0,2.0,86.0,2022-10-22 12:00:00, 0.0,-1.0, 916.0,43
None,2.1,-1.9, 1012.5, 0.1, 0.0,2.3,73.0,2022-10-22 13:00:00, 0.0,-2.0, 916.0,43
None,2.8,-1.9, 1012.4, 0.0, 0.0,3.4,75.0,2022-10-22 14:00:00, 0.0,0.0, 916.0,43
None,2.8,-1.9, 1012.4, 0.1, 0.0,3.4,76.0,2022-10-22 15:00:00, 0.0,-1.0, 916.0,43
None,2.5,-1.9, 1012.5, 0.0, 0.0,3.4,80.0,2022-10-22 16:00:00, 0.0,0.0, 916.0,43
None,1.9,-1.9, 1012.5, 0.0, 0.0,3.4,83.0,2022-10-22 17:00:00, 1.0,-1.0, 916.0,43
None,1.5,-1.9, 1012.6, 0.0, 0.0,3.4,90.0,2022-10-22 18:00:00, 0.0,0.0, 916.0,43
None,1.0,1.0, 1012.7, 0.0, 0.0,1.6,92.0,2022-10-22 19:00:00, 0.0,0.0, 916.0,43
None,1.0,0.7, 1013.8, 0.1, 0.0,1.6,91.0,2022-10-22 20:00:00, 0.0,0.0, 917.0,43
None,1.1,0.7, 1013.8, 0.0, 0.0,1.6,88.0,2022-10-22 21:00:00, 0.0,-1.0, 917.0,43
None,0.5,0.5, 1013.9, 0.1, 0.0,1.6,92.0,2022-10-22 22:00:00, 0.0,-1.0, 917.0,43
None,0.4,0.4, 1013.8, 0.0, 0.0,1.6,92.0,2022-10-22 23:00:00, 0.0,0.0, 917.0,43
None,0.3,0.2, 1012.5, 0.1, 0.0,1.6,95.0,2022-10-23 00:00:00, 0.0,0.0, 916.0,43
None,0.3,0.1, 1012.4, 0.0, 0.0,1.6,97.0,2022-10-23 01:00:00, 1.0,0.0, 916.0,43
None,-0.1,-0.2, 1012.4, 0.1, 0.0,1.6,98.0,2022-10-23 02:00:00, 0.0,-1.0, 916.0,43
None,-0.6,-0.7, 1011.3, 0.0, 0.0,1.6,100.0,2022-10-23 03:00:00, 0.0,-1.0, 915.0,43
None,-1.2,-1.3, 1011.4, 0.1, 0.0,1.6,100.0,2022-10-23 04:00:00, 0.0,-1.0, 915.0,43
None,-1.2,-1.5, 1011.5, 0.1, 0.0,1.6,100.0,2022-10-23 05:00:00, 0.0,-2.0, 915.0,43
None,-1.4,-1.7, 1010.4, 0.1, 0.0,1.6,99.0,2022-10-23 06:00:00, 0.0,-2.0, 914.0,43
None,-1.8,-1.9, 1008.3, 0.0, 0.0,-1.4,98.0,2022-10-23 07:00:00, 0.0,-2.0, 912.0,43
None,-2.1,-2.1, 1008.3, 0.0, 0.0,-1.4,97.0,2022-10-23 08:00:00, 0.0,-2.0, 912.0,43
None,-1.6,-2.1, 1007.2, 0.1, 1.0,-1.4,96.0,2022-10-23 09:00:00, 0.0,-2.0, 911.0,43
None,-1.3,-2.1, 1006.1, 0.0, 0.0,-1.2,97.0,2022-10-23 10:00:00, 0.0,-2.0, 910.0,43
None,-1.0,-2.1, 1005.0, 0.1, 0.0,-0.9,94.0,2022-10-23 11:00:00, 0.0,-1.0, 909.0,43
0.2,-0.7,-2.1, 1003.8, 0.2, 1.0,-0.5,95.0,2022-10-23 12:00:00, 0.0,-2.0, 908.0,43
1.3,-0.8,-2.1, 1003.9, 1.1, 0.0,-0.5,97.0,2022-10-23 13:00:00, 0.0,-1.0, 908.0,43
2.6,-0.6,-2.1, 1002.8, 1.3, 2.0,-0.5,95.0,2022-10-23 14:00:00, 2.0,-1.0, 907.0,43
2.9,0.3,-2.1, 1000.5, 0.3, 0.0,0.3,86.0,2022-10-23 15:00:00, 2.0,-2.0, 905.0,43
3.1,-0.2,-2.1, 1000.6, 0.2, 1.0,0.4,97.0,2022-10-23 16:00:00, 3.0,-1.0, 905.0,43
3.4,-0.5,-2.1, 1000.7, 0.3, -1.0,0.4,97.0,2022-10-23 17:00:00, 2.0,-1.0, 905.0,43
3.4,-0.3,-2.1, 999.6, 0.0, 0.0,0.4,93.0,2022-10-23 18:00:00, 2.0,-1.0, 904.0,43
3.4,-0.4,-0.5, 999.6, 0.0, -2.0,0.1,96.0,2022-10-23 19:00:00, -1.0,-1.0, 904.0,43
3.4,-0.7,-0.9, 998.6, 0.0, 2.0,0.1,97.0,2022-10-23 20:00:00, 1.0,-1.0, 903.0,43
3.4,-0.7,-1.0, 998.5, 0.1, -1.0,0.1,96.0,2022-10-23 21:00:00, -1.0,-1.0, 903.0,43
3.4,-0.9,-1.1, 998.5, 0.0, 1.0,0.1,98.0,2022-10-23 22:00:00, 0.0,-1.0, 903.0,43
3.4,-0.6,-1.1, 998.4, 0.1, 1.0,0.1,97.0,2022-10-23 23:00:00, 0.0,-1.0, 903.0,43
3.7,-0.9,-1.1, 998.4, 0.3, 1.0,0.1,98.0,2022-10-24 00:00:00, 1.0,-1.0, 903.0,43
4.5,-0.8,-1.1, 998.4, 0.8, 1.0,0.1,99.0,2022-10-24 01:00:00, 2.0,-1.0, 903.0,43
5.5,-0.7,-1.1, 998.4, 1.0, 2.0,0.1,99.0,2022-10-24 02:00:00, 4.0,-1.0, 903.0,43
5.8,-0.8,-1.1, 998.3, 0.3, 0.0,0.1,99.0,2022-10-24 03:00:00, 3.0,-1.0, 903.0,43
5.8,-0.6,-1.1, 997.3, 0.0, 1.0,0.1,99.0,2022-10-24 04:00:00, 4.0,0.0, 902.0,43
6.4,-0.8,-1.1, 998.4, 0.6, 0.0,0.1,99.0,2022-10-24 05:00:00, 4.0,-1.0, 903.0,43
7.1,-0.8,-1.1, 998.4, 0.7, 2.0,0.1,99.0,2022-10-24 06:00:00, 5.0,-1.0, 903.0,43
None,-0.9,-1.1, 999.6, 0.1, 1.0,-0.6,99.0,2022-10-24 08:00:00, 6.0,0.0, 904.0,43
7.4,-1.0,-1.1, 999.6, 0.0, -1.0,-0.6,99.0,2022-10-24 09:00:00, 6.0,-1.0, 904.0,43
7.4,-0.7,-1.1, 1000.7, 0.1, 0.0,-0.3,97.0,2022-10-24 10:00:00, 5.0,-1.0, 905.0,43
7.4,-0.1,-1.1, 1001.7, 0.1, -1.0,0.0,96.0,2022-10-24 11:00:00, 5.0,-1.0, 906.0,43
7.2,0.1,-1.1, 1001.7, 0.1, -1.0,0.1,97.0,2022-10-24 12:00:00, 4.0,0.0, 906.0,43
6.1,0.0,-1.1, 1002.8, 0.0, 0.0,0.2,98.0,2022-10-24 13:00:00, 3.0,0.0, 907.0,43
4.8,0.3,-1.1, 1002.7, 0.1, -1.0,0.4,97.0,2022-10-24 14:00:00, 2.0,0.0, 907.0,43
None,0.2,-1.1, 1003.9, -0.2, 0.0,0.4,97.0,2022-10-24 15:00:00, 2.0,0.0, 908.0,43
None,0.3,-1.1, 1003.8, 0.1, 0.0,0.4,98.0,2022-10-24 16:00:00, 2.0,0.0, 908.0,43
None,0.5,-1.1, 1004.9, 0.4, -1.0,0.5,98.0,2022-10-24 17:00:00, 1.0,0.0, 909.0,43
None,0.2,-1.1, 1005.0, -0.2, 0.0,0.5,97.0,2022-10-24 18:00:00, 1.0,0.0, 909.0,43
None,-0.3,-0.4, 1006.1, 0.3, -1.0,0.4,97.0,2022-10-24 19:00:00, 0.0,-1.0, 910.0,43
None,-0.6,-0.7, 1006.2, 0.0, 2.0,0.4,96.0,2022-10-24 20:00:00, 1.0,-1.0, 910.0,43
None,-0.6,-0.9, 1007.3, 0.2, 0.0,0.4,97.0,2022-10-24 21:00:00, 1.0,0.0, 911.0,43
None,-0.7,-0.9, 1007.3, 0.0, 0.0,0.4,98.0,2022-10-24 22:00:00, 1.0,0.0, 911.0,43
None,-0.8,-1.0, 1007.2, 0.0, 0.0,0.4,97.0,2022-10-24 23:00:00, 1.0,-2.0, 911.0,43
None,-0.7,-1.0, 1007.2, 0.1, -1.0,0.4,98.0,2022-10-25 00:00:00, 0.0,-1.0, 911.0,43
None,-0.8,-1.0, 1007.2, 0.1, 1.0,0.4,99.0,2022-10-25 01:00:00, 1.0,-1.0, 911.0,43
None,-0.9,-1.1, 1007.2, 0.1, 1.0,0.4,96.0,2022-10-25 02:00:00, 1.0,-1.0, 911.0,43
None,-1.5,-1.7, 1007.3, 0.0, 0.0,0.4,95.0,2022-10-25 03:00:00, 1.0,-2.0, 911.0,43
None,-2.0,-2.2, 1007.3, 0.0, 0.0,0.4,95.0,2022-10-25 04:00:00, 1.0,-3.0, 911.0,43
None,-1.9,-2.4, 1007.3, 0.0, 1.0,0.4,95.0,2022-10-25 05:00:00, 1.0,-2.0, 911.0,43
None,-2.2,-2.4, 1007.3, 0.1, 0.0,0.4,98.0,2022-10-25 06:00:00, 1.0,-3.0, 911.0,43
None,-2.0,-2.3, 1007.4, 0.2, 0.0,-1.8,97.0,2022-10-25 07:00:00, 1.0,-3.0, 911.0,43
None,-2.0,-2.3, 1007.4, 0.7, 2.0,-1.8,97.0,2022-10-25 08:00:00, 2.0,-3.0, 911.0,43
None,-2.0,-2.3, 1006.3, 0.9, 0.0,-1.7,97.0,2022-10-25 09:00:00, 2.0,-2.0, 910.0,43
