pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,rel_hum,dwpt_temp,air_temp,min_air_temp_snc_last_reset,mslp,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,snwfl_amt_pst1hr,time,snw_dpth,HEIGHT_OF_SNOW,stn_pres,week_of_year
5.9, 1.192, 98.2, 8.0, 98.0, 1.0, 1.2, 1.2, 1002.2, 0.0, 1.0, 907.0, 0.0,2021-04-30 00:00:00, 61.0, 60.78, 907.0,18
3.9, 0.981, 98.5, 8.0, 99.0, 1.0, 1.0, 1.0, 1002.2, 0.0, 1.0, 907.0, 0.0,2021-04-30 01:00:00, 61.0, 60.81, 907.0,18
3.9, 1.421, 98.7, 8.0, 99.0, 1.0, 1.4, 0.9, 1003.2, 0.0, 1.0, 908.0, 0.0,2021-04-30 02:00:00, 61.0, 60.73, 908.0,18
3.9, 1.128, 98.5, 8.0, 99.0, 1.0, 1.1, 0.9, 1003.2, 0.0, 1.0, 908.0, 0.0,2021-04-30 03:00:00, 61.0, 60.82, 908.0,18
3.9, 0.545, 98.4, 8.0, 98.0, 0.0, 0.5, 0.5, 1004.3, 0.0, 0.0, 909.0, 0.0,2021-04-30 04:00:00, 61.0, 60.63, 909.0,18
3.9, -0.02, 98.9, 8.0, 99.0, 0.0, 0.0, -0.1, 1004.2, 0.0, 0.0, 909.0, 0.0,2021-04-30 05:00:00, 61.0, 60.57, 909.0,18
3.9, 0.343, 99.3, 8.0, 99.0, 0.0, 0.3, -0.3, 1004.1, 0.0, 0.0, 909.0, 0.0,2021-04-30 06:00:00, 61.0, 60.62, 909.0,18
3.0, 0.372, 99.0, 0.4, 99.0, 0.0, 0.4, 0.1, 1005.2, 0.0, 0.0, 910.0, 0.0,2021-04-30 07:00:00, 61.0, 60.56, 910.0,18
3.0, 1.933, 96.7, 1.9, 97.0, 1.0, 1.9, 0.1, 1005.1, 0.0, 1.0, 910.0, 0.0,2021-04-30 08:00:00, 61.0, 60.67, 910.0,18
2.6, 2.906, 87.5, 3.0, 88.0, 1.0, 2.9, 0.1, 1005.2, 0.0, 1.0, 910.0, 0.0,2021-04-30 09:00:00, 61.0, 60.73, 910.0,18
1.0, 4.462, 78.28, 4.4, 78.0, 1.0, 4.5, 0.1, 1006.2, 0.0, 1.0, 911.0, 0.0,2021-04-30 10:00:00, 61.0, 60.54, 911.0,18
1.0, 6.287, 68.08, 6.3, 68.0, 1.0, 6.3, 0.1, 1006.2, 0.0, 1.0, 911.0, 0.0,2021-04-30 11:00:00, 61.0, 60.61, 911.0,18
0.0, 7.838, 57.52, 7.8, 58.0, 0.0, 7.8, 0.1, 1006.1, 0.0, 0.0, 911.0, 0.0,2021-04-30 12:00:00, 61.0, 60.63, 911.0,18
0.0, 8.63, 52.12, 8.8, 52.0, -1.0, 8.6, 0.1, 1007.1, 0.0, -1.0, 912.0, 0.0,2021-04-30 13:00:00, 60.0, 60.46, 912.0,18
0.0, 8.16, 51.06, 9.6, 51.0, -1.0, 8.2, 0.1, 1007.1, 0.0, -1.0, 912.0, 0.0,2021-04-30 14:00:00, 60.0, 60.05, 912.0,18
0.0, 9.14, 42.48, 9.6, 42.0, -3.0, 9.1, 0.1, 1007.0, 0.0, -3.0, 912.0, 0.0,2021-04-30 15:00:00, 60.0, 59.67, 912.0,18
0.0, 9.78, 40.9, 9.8, 41.0, -3.0, 9.8, 0.1, 1007.0, 0.0, -3.0, 912.0, 0.0,2021-04-30 16:00:00, 59.0, 59.28, 912.0,18
None, 8.62, 43.6, 9.8, 44.0, -3.0, 8.6, 0.1, 1007.2, -0.9, -3.0, 912.0, 0.0,2021-04-30 17:00:00, 59.0, 59.05, 912.0,18
None, 8.02, 44.85, 9.8, 45.0, -3.0, 8.0, 0.1, 1007.2, -0.1, -3.0, 912.0, 0.0,2021-04-30 18:00:00, 59.0, 58.82, 912.0,18
None, 8.3, 45.96, 8.9, 46.0, -3.0, 8.3, 7.9, 1006.1, 0.0, -3.0, 911.0, 0.0,2021-04-30 19:00:00, 59.0, 58.74, 911.0,18
None, 6.058, 61.52, 8.9, 62.0, -1.0, 6.1, 6.1, 1007.3, 0.0, -1.0, 912.0, 0.0,2021-04-30 20:00:00, 59.0, 58.52, 912.0,18
None, 3.898, 75.84, 8.9, 76.0, 0.0, 3.9, 4.0, 1007.4, 0.0, 0.0, 912.0, 0.0,2021-04-30 21:00:00, 58.0, 58.07, 912.0,18
None, 1.91, 82.9, 8.9, 83.0, -1.0, 1.9, 1.9, 1007.4, 0.0, -1.0, 912.0, 0.0,2021-04-30 22:00:00, 58.0, 57.99, 912.0,18
None, 1.664, 84.1, 8.9, 84.0, -1.0, 1.7, 1.5, 1007.3, 0.0, -1.0, 912.0, 0.0,2021-04-30 23:00:00, 58.0, 57.92, 912.0,18
None, 2.178, 84.2, 8.9, 84.0, 0.0, 2.2, 1.5, 1007.1, 0.0, 0.0, 912.0, 0.0,2021-05-01 00:00:00, 58.0, 58.04, 912.0,18
None, 2.172, 84.7, 8.9, 85.0, 0.0, 2.2, 1.5, 1008.1, 0.0, 0.0, 913.0, 0.0,2021-05-01 01:00:00, 58.0, 58.07, 913.0,18
None, 1.862, 86.9, 8.9, 87.0, 0.0, 1.9, 1.5, 1008.2, 0.0, 0.0, 913.0, 0.0,2021-05-01 02:00:00, 58.0, 58.12, 913.0,18
