air_temp,min_air_temp_snc_last_reset,mslp,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,rel_hum,max_wnd_spd_10m_pst1hr,time,avg_wnd_spd_10m_pst10mts,dwpt_temp,stn_pres,week_of_year
13.4,13.4, 1001.1, None,18.9,47.0, None,2021-04-30 00:00:00, None,3.0, 994.0,18
12.4,12.5, 1001.1, None,18.9,60.0, None,2021-04-30 01:00:00, None,5.0, 994.0,18
11.4,11.4, 1002.1, None,18.9,80.0, None,2021-04-30 02:00:00, None,8.0, 995.0,18
11.0,11.0, 1002.1, None,18.9,84.0, None,2021-04-30 03:00:00, None,8.0, 995.0,18
10.8,10.7, 1001.1, None,18.9,82.0, None,2021-04-30 04:00:00, None,8.0, 994.0,18
10.9,10.7, 1001.1, None,18.9,83.0, None,2021-04-30 05:00:00, None,8.0, 994.0,18
10.7,10.6, 1001.1, None,18.9,84.0, None,2021-04-30 06:00:00, None,8.0, 994.0,18
10.7,10.4, 1001.1, None,10.8,83.0, None,2021-04-30 07:00:00, None,8.0, 994.0,18
10.1,10.0, 1001.1, None,10.9,84.0, None,2021-04-30 08:00:00, None,8.0, 994.0,18
11.1,10.0, 1001.1, None,11.0,84.0, None,2021-04-30 09:00:00, None,8.0, 994.0,18
11.6,10.0, 1001.1, None,11.8,82.0, None,2021-04-30 10:00:00, None,9.0, 994.0,18
12.8,10.0, 1001.1, None,12.8,78.0, None,2021-04-30 11:00:00, None,9.0, 994.0,18
14.5,10.0, 1001.1, None,14.4,71.0, None,2021-04-30 12:00:00, None,9.0, 994.0,18
14.8,10.0, 1001.1, None,15.1,67.0, None,2021-04-30 13:00:00, None,9.0, 994.0,18
15.5,10.0, 1001.1, None,16.0,65.0, None,2021-04-30 14:00:00, None,9.0, 994.0,18
16.6,10.0, 1001.1, None,16.5,61.0, None,2021-04-30 15:00:00, None,9.0, 994.0,18
16.2,10.0, 1001.1, None,17.1,62.0, None,2021-04-30 16:00:00, None,9.0, 994.0,18
16.1,10.0, 1000.1, None,17.1,62.0, None,2021-04-30 17:00:00, None,9.0, 993.0,18
16.0,10.0, 1000.1, None,17.1,62.0, None,2021-04-30 18:00:00, None,9.0, 993.0,18
15.4,15.2, 999.1, None,16.0,62.0, None,2021-04-30 19:00:00, None,8.0, 992.0,18
14.1,13.9, 999.1, None,16.0,64.0, None,2021-04-30 20:00:00, None,7.0, 992.0,18
13.1,13.2, 999.1, None,16.0,63.0, None,2021-04-30 21:00:00, None,6.0, 992.0,18
12.5,12.5, 999.2, None,16.0,66.0, None,2021-04-30 22:00:00, None,6.0, 992.0,18
12.7,12.5, 999.1, None,16.0,63.0, None,2021-04-30 23:00:00, None,6.0, 992.0,18
12.7,12.5, 999.1, None,16.0,53.0, None,2021-05-01 00:00:00, None,3.0, 992.0,18
11.9,11.9, 999.1, None,16.0,63.0, None,2021-05-01 01:00:00, None,5.0, 992.0,18
11.4,11.4, 999.1, None,16.0,65.0, None,2021-05-01 02:00:00, None,5.0, 992.0,18
11.0,10.9, 999.1, None,16.0,67.0, None,2021-05-01 03:00:00, None,5.0, 992.0,18
10.5,10.2, 999.1, None,16.0,71.0, None,2021-05-01 04:00:00, None,5.0, 992.0,18
10.5,10.2, 999.1, None,16.0,69.0, None,2021-05-01 05:00:00, None,5.0, 992.0,18
10.8,10.2, 999.1, None,16.0,62.0, None,2021-05-01 06:00:00, None,4.0, 992.0,18
10.1,9.9, 999.1, None,10.9,74.0, None,2021-05-01 07:00:00, None,6.0, 992.0,18
11.3,9.9, 1000.1, None,11.2,67.0, None,2021-05-01 08:00:00, None,5.0, 993.0,18
11.7,9.9, 1000.2, None,12.0,61.0, None,2021-05-01 09:00:00, None,5.0, 993.0,18
11.7,9.9, 999.2, None,12.0,61.0, None,2021-05-01 10:00:00, None,4.0, 992.0,18
12.1,9.9, 1000.2, None,12.1,64.0, None,2021-05-01 11:00:00, None,6.0, 993.0,18
13.2,9.9, 1000.1, None,13.2,56.0, None,2021-05-01 12:00:00, None,5.0, 993.0,18
14.3,9.9, 1000.1, None,14.3,45.0, None,2021-05-01 13:00:00, None,2.0, 993.0,18
14.6,9.9, 999.1, None,14.8,41.0, None,2021-05-01 14:00:00, None,2.0, 992.0,18
14.5,9.9, 999.1, None,14.8,43.0, None,2021-05-01 15:00:00, None,2.0, 992.0,18
14.5,9.9, 999.1, None,14.9,41.0, None,2021-05-01 16:00:00, None,1.0, 992.0,18
14.8,9.9, 999.1, None,14.9,38.0, None,2021-05-01 17:00:00, None,1.0, 992.0,18
14.9,9.9, 999.1, None,15.2,38.0, None,2021-05-01 18:00:00, None,0.0, 992.0,18
14.3,14.3, 999.1, None,15.1,38.0, None,2021-05-01 19:00:00, None,0.0, 992.0,18
14.0,14.0, 999.1, None,15.1,35.0, None,2021-05-01 20:00:00, None,-1.0, 992.0,18
13.3,13.3, 1000.2, None,15.1,48.0, None,2021-05-01 21:00:00, None,3.0, 993.0,18
12.3,12.3, 1000.2, None,15.1,61.0, None,2021-05-01 22:00:00, None,5.0, 993.0,18
11.2,11.2, 1000.2, None,15.1,61.0, None,2021-05-01 23:00:00, None,4.0, 993.0,18
10.5,10.6, 1001.2, None,15.1,64.0, None,2021-05-02 00:00:00, None,4.0, 994.0,18
9.7,9.8, 1001.2, None,15.1,67.0, None,2021-05-02 01:00:00, None,4.0, 994.0,18
9.2,9.2, 1001.2, None,15.1,71.0, None,2021-05-02 02:00:00, None,4.0, 994.0,18
8.9,8.9, 1001.2, None,15.1,69.0, None,2021-05-02 03:00:00, None,4.0, 994.0,18
8.6,8.7, 1002.2, None,15.1,68.0, None,2021-05-02 04:00:00, None,3.0, 995.0,18
8.7,8.5, 1002.2, None,15.1,69.0, None,2021-05-02 05:00:00, None,3.0, 995.0,18
7.8,7.8, 1002.2, None,15.1,73.0, None,2021-05-02 06:00:00, None,3.0, 995.0,18
7.6,7.5, 1002.2, None,7.8,77.0, None,2021-05-02 07:00:00, None,4.0, 995.0,18
8.0,7.5, 1003.2, None,8.0,77.0, None,2021-05-02 08:00:00, None,4.0, 996.0,18
9.0,7.5, 1003.2, None,8.9,74.0, None,2021-05-02 09:00:00, None,5.0, 996.0,18
10.6,7.5, 1003.2, None,10.7,67.0, None,2021-05-02 10:00:00, None,5.0, 996.0,18
11.3,7.5, 1003.2, None,11.4,64.0, None,2021-05-02 11:00:00, None,5.0, 996.0,18
12.6,7.5, 1003.2, None,12.5,58.0, None,2021-05-02 12:00:00, None,5.0, 996.0,18
13.5,7.5, 1003.2, None,13.7,55.0, None,2021-05-02 13:00:00, None,5.0, 996.0,18
14.1,7.5, 1003.2, None,14.5,54.0, None,2021-05-02 14:00:00, None,5.0, 996.0,18
14.5,7.5, 1002.2, None,15.2,58.0, None,2021-05-02 15:00:00, None,6.0, 995.0,18
15.1,7.5, 1002.2, None,15.4,53.0, None,2021-05-02 16:00:00, None,5.0, 995.0,18
15.1,7.5, 1002.2, None,15.6,48.0, None,2021-05-02 17:00:00, None,4.0, 995.0,18
14.4,7.5, 1001.2, None,15.6,50.0, None,2021-05-02 18:00:00, None,4.0, 994.0,18
13.7,13.6, 1001.2, None,14.7,55.0, None,2021-05-02 19:00:00, None,5.0, 994.0,18
13.4,13.5, 1001.2, None,14.7,58.0, None,2021-05-02 20:00:00, None,5.0, 994.0,18
12.5,12.6, 1001.2, None,14.7,58.0, None,2021-05-02 21:00:00, None,5.0, 994.0,18
12.0,12.0, 1001.2, None,14.7,60.0, None,2021-05-02 22:00:00, None,4.0, 994.0,18
11.4,11.4, 1001.2, None,14.7,57.0, None,2021-05-02 23:00:00, None,3.0, 994.0,18
11.3,11.2, 1001.2, None,14.7,56.0, None,2021-05-03 00:00:00, None,3.0, 994.0,18
11.0,10.9, 1001.2, None,14.7,55.0, None,2021-05-03 01:00:00, None,2.0, 994.0,18
10.9,10.6, 1001.2, None,14.7,57.0, None,2021-05-03 02:00:00, None,3.0, 994.0,18
9.2,9.2, 1001.2, None,14.7,68.0, None,2021-05-03 03:00:00, None,4.0, 994.0,18
9.3,9.1, 1001.2, None,14.7,67.0, None,2021-05-03 04:00:00, None,3.0, 994.0,18
9.1,9.1, 1001.2, None,14.7,68.0, None,2021-05-03 05:00:00, None,4.0, 994.0,18
8.9,8.9, 1001.2, None,14.7,68.0, None,2021-05-03 06:00:00, None,3.0, 994.0,18
9.5,8.9, 1001.2, None,9.6,65.0, None,2021-05-03 07:00:00, None,3.0, 994.0,18
9.4,8.9, 1001.2, None,9.6,65.0, None,2021-05-03 08:00:00, None,3.0, 994.0,18
10.4,8.9, 1002.2, None,11.0,63.0, None,2021-05-03 09:00:00, None,4.0, 995.0,18
10.9,8.9, 1002.2, None,11.8,62.0, None,2021-05-03 10:00:00, None,4.0, 995.0,18
11.0,8.9, 1002.2, None,11.8,64.0, None,2021-05-03 11:00:00, None,4.0, 995.0,18
11.3,8.9, 1002.2, None,11.8,65.0, None,2021-05-03 12:00:00, None,5.0, 995.0,18
11.4,8.9, 1001.2, None,11.8,69.0, None,2021-05-03 13:00:00, None,6.0, 994.0,18
11.2,8.9, 1002.2, None,11.8,75.0, None,2021-05-03 14:00:00, None,7.0, 995.0,18
10.8,8.9, 1002.2, None,11.8,70.0, None,2021-05-03 15:00:00, None,5.0, 995.0,18
12.2,8.9, 1001.2, None,12.1,62.0, None,2021-05-03 16:00:00, None,5.0, 994.0,18
11.1,8.9, 1001.2, None,12.3,68.0, None,2021-05-03 17:00:00, None,5.0, 994.0,18
10.4,8.9, 1001.2, None,12.3,78.0, None,2021-05-03 18:00:00, None,7.0, 994.0,18
10.3,10.3, 1001.2, None,10.6,72.0, None,2021-05-03 19:00:00, None,5.0, 994.0,18
10.6,10.2, 1001.2, None,10.6,73.0, None,2021-05-03 20:00:00, None,6.0, 994.0,18
10.8,10.2, 1001.2, None,10.8,75.0, None,2021-05-03 21:00:00, None,6.0, 994.0,18
10.4,10.2, 1001.2, None,10.8,77.0, None,2021-05-03 22:00:00, None,7.0, 994.0,18
10.1,10.0, 1001.2, None,10.8,80.0, None,2021-05-03 23:00:00, None,7.0, 994.0,18
10.3,10.0, 1002.2, None,10.8,85.0, None,2021-05-04 00:00:00, None,8.0, 995.0,18
9.9,9.7, 1002.2, None,10.8,86.0, None,2021-05-04 01:00:00, None,8.0, 995.0,18
10.0,9.7, 1002.2, None,10.8,86.0, None,2021-05-04 02:00:00, None,8.0, 995.0,18
9.9,9.6, 1002.2, None,10.8,85.0, None,2021-05-04 03:00:00, None,7.0, 995.0,18
9.8,9.6, 1002.2, None,10.8,84.0, None,2021-05-04 04:00:00, None,7.0, 995.0,18
10.1,9.6, 1002.2, None,10.8,84.0, None,2021-05-04 05:00:00, None,7.0, 995.0,18
10.4,9.6, 1002.2, None,10.8,85.0, None,2021-05-04 06:00:00, None,8.0, 995.0,18
11.0,10.4, 1002.2, None,11.0,78.0, None,2021-05-04 07:00:00, None,7.0, 995.0,18
11.3,10.4, 1003.2, None,11.3,78.0, None,2021-05-04 08:00:00, None,7.0, 996.0,18
10.7,10.2, 1003.2, None,11.3,79.0, None,2021-05-04 09:00:00, None,7.0, 996.0,18
12.3,10.2, 1003.2, None,12.4,72.0, None,2021-05-04 10:00:00, None,7.0, 996.0,18
12.4,10.2, 1003.2, None,13.0,65.0, None,2021-05-04 11:00:00, None,6.0, 996.0,18
13.6,10.2, 1003.2, None,13.7,58.0, None,2021-05-04 12:00:00, None,6.0, 996.0,18
