pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,PRECIP_DETECTOR_RATIO,MEASURED_WIND_DIRECTION1,dwpt_temp,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,DEW_POINT,max_air_temp_snc_last_reset,ACTUAL_WIND_DIRECTION,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,MAXIMUM_MEASURED_WIND_SPEED1,week_of_year
0.0, 10.88, 47.75, None, None, None, None, None, None, None, 0.0, 10.9, 10.9, 0.0, None, 20.7, None, 48.0, None,2021-04-30 00:00:00, None,18
0.0, 11.0, 54.31, None, None, None, None, None, None, None, 2.0, 11.0, 10.8, 0.0, None, 20.7, None, 54.0, None,2021-04-30 01:00:00, None,18
0.0, 12.87, 48.56, None, None, None, None, None, None, None, 2.0, 12.9, 10.8, 0.0, None, 20.7, None, 49.0, None,2021-04-30 02:00:00, None,18
0.0, 12.55, 51.9, None, None, None, None, None, None, None, 3.0, 12.6, 10.8, 0.0, None, 20.7, None, 52.0, None,2021-04-30 03:00:00, None,18
0.0, 12.58, 51.79, None, None, None, None, None, None, None, 3.0, 12.6, 10.8, 0.0, None, 20.7, None, 52.0, None,2021-04-30 04:00:00, None,18
0.0, 11.45, 59.46, None, None, None, None, None, None, None, 4.0, 11.5, 10.8, 0.0, None, 20.7, None, 59.0, None,2021-04-30 05:00:00, None,18
0.0, 10.54, 64.67, None, None, None, None, None, None, None, 4.0, 10.5, 10.6, 0.0, None, 20.7, None, 65.0, None,2021-04-30 06:00:00, None,18
0.0, 11.04, 63.21, None, None, None, None, None, None, None, 4.0, 11.0, 10.4, 0.0, None, 11.6, None, 63.0, None,2021-04-30 07:00:00, None,18
0.0, 12.74, 58.15, None, None, None, None, None, None, None, 5.0, 12.7, 10.4, 0.0, None, 12.7, None, 58.0, None,2021-04-30 08:00:00, None,18
0.0, 13.92, 53.83, None, None, None, None, None, None, None, 5.0, 13.9, 10.4, 0.0, None, 13.9, None, 54.0, None,2021-04-30 09:00:00, None,18
