pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,DEW_POINT,pcpn_amt_pst1hr,avg_wnd_dir_10m_pst10mts,snwfl_amt_pst1hr,rel_hum,time,snw_dpth,stn_pres,week_of_year
None, 9.23, 70.36, 11.8, None, 33.6, 5.684, 40.14, 4.0, None, 9.2, 9.4, 4.0, 0.0, None, 0.0, 70.0,2021-04-30 00:00:00, -6999.0, -6999.0,18
None, 8.75, 72.19, 11.8, None, 45.18, 6.857, 43.08, 4.0, None, 8.8, 8.7, 4.0, 0.0, None, 0.0, 72.0,2021-04-30 01:00:00, -6999.0, -6999.0,18
None, 8.95, 66.04, 11.8, None, 26.83, 13.72, 2.929, 3.0, None, 9.0, 8.4, 3.0, 0.0, None, 0.0, 66.0,2021-04-30 02:00:00, -6999.0, -6999.0,18
None, 9.12, 61.39, 11.8, None, 38.18, 8.7, 22.07, 2.0, None, 9.1, 8.4, 2.0, 0.0, None, 0.0, 61.0,2021-04-30 03:00:00, -6999.0, -6999.0,18
None, 8.28, 66.85, 11.8, None, 34.24, 8.2, 15.03, 2.0, None, 8.3, 8.3, 2.0, 0.0, None, 0.0, 67.0,2021-04-30 04:00:00, -6999.0, -6999.0,18
None, 7.983, 68.28, 11.8, None, 35.37, 8.93, 356.1, 3.0, None, 8.0, 7.9, 3.0, 0.0, None, 0.0, 68.0,2021-04-30 05:00:00, -6999.0, -6999.0,18
None, 8.03, 64.26, 11.8, None, 60.06, 4.345, 47.51, 2.0, None, 8.0, 7.7, 2.0, 0.0, None, 0.0, 64.0,2021-04-30 06:00:00, -6999.0, -6999.0,18
None, 8.79, 59.25, 8.7, None, 41.39, 7.196, 31.85, 1.0, None, 8.8, 7.9, 1.0, 0.0, None, 0.0, 59.0,2021-04-30 07:00:00, -6999.0, -6999.0,18
None, 11.03, 48.11, 11.0, None, 36.16, 11.24, 19.26, 0.0, None, 11.0, 7.9, 0.0, 0.0, None, 0.0, 48.0,2021-04-30 08:00:00, -6999.0, -6999.0,18
None, 11.05, 46.9, 11.4, None, 24.74, 20.37, 357.1, 0.0, None, 11.1, 7.9, 0.0, 0.0, None, 0.0, 47.0,2021-04-30 09:00:00, -6999.0, -6999.0,18
None, 10.48, 52.41, 11.4, None, 23.26, 16.53, 344.8, 1.0, None, 10.5, 7.9, 1.0, 0.0, None, 0.0, 52.0,2021-04-30 10:00:00, -6999.0, -6999.0,18
None, 8.98, 61.98, 11.4, None, 24.67, 14.25, 338.6, 2.0, None, 9.0, 7.9, 2.0, 0.0, None, 0.0, 62.0,2021-04-30 11:00:00, -6999.0, -6999.0,18
None, 10.23, 56.5, 11.4, None, 26.72, 9.75, 348.0, 2.0, None, 10.2, 7.9, 2.0, 0.0, None, 0.0, 57.0,2021-04-30 12:00:00, -6999.0, -6999.0,18
None, 9.98, 60.37, 11.4, None, 42.93, 7.07, 14.87, 3.0, None, 10.0, 7.9, 3.0, 0.0, None, 0.0, 60.0,2021-04-30 13:00:00, -6999.0, -6999.0,18
None, 11.98, 46.41, 12.0, None, 29.1, 9.22, 359.9, 1.0, None, 12.0, 7.9, 1.0, 0.0, None, 0.0, 46.0,2021-04-30 14:00:00, -6999.0, -6999.0,18
None, 9.51, 61.42, 12.0, None, 61.42, 7.99, 48.98, 3.0, None, 9.5, 7.9, 3.0, 0.0, None, 0.0, 61.0,2021-04-30 15:00:00, -6999.0, -6999.0,18
