pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,snwfl_amt_pst1hr,dwpt_temp,air_temp,min_air_temp_snc_last_reset,mslp,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,max_air_temp_snc_last_reset,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,HEIGHT_OF_SNOW,stn_pres,week_of_year
None, 4.497, 84.7, None, None, None, 0.0, 2.0, 4.5, 4.5, 1016.8, 0.0, 2.0, 882.0, 15.3, 85.0, None,2021-04-30 00:00:00, -2.0, -2.04, 882.0,18
None, 3.812, 87.1, None, None, None, 0.0, 2.0, 3.8, 3.8, 1016.6, 0.0, 2.0, 882.0, 15.3, 87.0, None,2021-04-30 01:00:00, -2.0, -1.936, 882.0,18
None, 3.304, 89.3, None, None, None, 0.0, 2.0, 3.3, 3.3, 1016.7, 0.0, 2.0, 882.0, 15.3, 89.0, None,2021-04-30 02:00:00, -2.0, -2.308, 882.0,18
None, 2.823, 91.1, None, None, None, 0.0, 2.0, 2.8, 2.8, 1016.9, 0.0, 2.0, 882.0, 15.3, 91.0, None,2021-04-30 03:00:00, -2.0, -2.133, 882.0,18
None, 2.969, 90.3, None, None, None, 0.0, 2.0, 3.0, 2.6, 1016.8, 0.0, 2.0, 882.0, 15.3, 90.0, None,2021-04-30 04:00:00, -2.0, -1.955, 882.0,18
None, 3.239, 90.4, None, None, None, 0.0, 2.0, 3.2, 2.6, 1016.9, 0.0, 2.0, 882.0, 15.3, 90.0, None,2021-04-30 05:00:00, -2.0, -1.957, 882.0,18
None, 3.116, 90.7, None, None, None, 0.0, 2.0, 3.1, 2.6, 1017.0, 0.0, 2.0, 882.0, 15.3, 91.0, None,2021-04-30 06:00:00, -2.0, -2.017, 882.0,18
None, 4.349, 88.1, None, None, None, 1.0, 3.0, 4.3, 3.1, 1016.9, 0.0, 3.0, 882.0, 4.3, 88.0, None,2021-04-30 07:00:00, -2.0, -1.519, 882.0,18
None, 6.854, 81.0, None, None, None, 0.0, 4.0, 6.9, 3.1, 1017.0, 0.0, 4.0, 882.0, 6.9, 81.0, None,2021-04-30 08:00:00, -2.0, -1.765, 882.0,18
None, 9.92, 68.81, None, None, None, 0.0, 4.0, 9.9, 3.1, 1017.1, 0.1, 4.0, 882.0, 9.9, 69.0, None,2021-04-30 09:00:00, -2.0, -2.102, 882.0,18
None, 14.36, 43.62, None, None, None, 0.0, 2.0, 14.4, 3.1, 1015.5, 0.1, 2.0, 881.0, 14.3, 44.0, None,2021-04-30 10:00:00, -2.0, -2.428, 881.0,18
None, 15.49, 38.99, None, None, None, 0.0, 2.0, 15.5, 3.1, 1015.4, -0.2, 2.0, 881.0, 15.9, 39.0, None,2021-04-30 11:00:00, -2.0, -2.357, 881.0,18
