air_temp,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,rel_hum,min_air_temp_snc_last_reset,time,dwpt_temp,week_of_year
15.8, 15.77, 70.16, 23.7, 70.0, 15.7,2021-06-25 00:00:00, 11.0,26
14.9, 14.9, 69.99, 23.7, 70.0, 14.9,2021-06-25 01:00:00, 9.0,26
14.9, 14.86, 70.82, 23.7, 71.0, 14.5,2021-06-25 02:00:00, 10.0,26
14.0, 13.97, 73.77, 23.7, 74.0, 13.9,2021-06-25 03:00:00, 9.0,26
13.5, 13.47, 75.6, 23.7, 76.0, 13.4,2021-06-25 04:00:00, 9.0,26
12.5, 12.47, 80.8, 23.7, 81.0, 12.5,2021-06-25 05:00:00, 9.0,26
12.7, 12.69, 83.1, 23.7, 83.0, 12.3,2021-06-25 06:00:00, 10.0,26
15.0, 15.02, 73.78, 15.0, 74.0, 12.4,2021-06-25 07:00:00, 11.0,26
18.1, 18.06, 62.12, 18.7, 62.0, 12.4,2021-06-25 08:00:00, 10.0,26
22.1, 22.05, 40.15, 22.1, 40.0, 12.4,2021-06-25 09:00:00, 8.0,26
23.4, 23.35, 38.72, 23.2, 39.0, 12.4,2021-06-25 10:00:00, 9.0,26
24.8, 24.83, 35.75, 24.9, 36.0, 12.4,2021-06-25 11:00:00, 9.0,26
26.5, 26.52, 34.38, 26.3, 34.0, 12.4,2021-06-25 12:00:00, 9.0,26
27.5, 27.51, 32.82, 27.6, 33.0, 12.4,2021-06-25 13:00:00, 10.0,26
28.3, 28.32, 31.24, 28.7, 31.0, 12.4,2021-06-25 14:00:00, 10.0,26
30.1, 30.09, 28.65, 30.5, 29.0, 12.4,2021-06-25 15:00:00, 10.0,26
30.7, 30.65, 28.0, 31.0, 28.0, 12.4,2021-06-25 16:00:00, 10.0,26
31.1, 31.07, 27.54, 31.6, 28.0, 12.4,2021-06-25 17:00:00, 10.0,26
31.4, 31.39, 26.76, 31.6, 27.0, 12.4,2021-06-25 18:00:00, 10.0,26
31.5, 31.46, 26.41, 31.7, 26.0, 31.0,2021-06-25 19:00:00, 10.0,26
