pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,snwfl_amt_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,DEW_POINT,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,ACTUAL_WIND_DIRECTION,ACTUAL_WIND_SPEED,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,week_of_year
None, None, 14.18, 66.37, None, None, None, None, 61.29, 0.0, 4.467, 91.1, 8.0, None, 14.2, 13.7, 0.0, None, None, 16.3, None, None, 66.0, None,2021-06-25 00:00:00, 5.0, None, 4.958,26
None, None, 13.76, 64.97, None, None, None, None, 71.04, 0.0, 5.884, 58.91, 7.0, None, 13.8, 13.5, -0.1, None, None, 16.3, None, None, 65.0, None,2021-06-25 01:00:00, 4.0, None, 3.928,26
None, None, 13.72, 62.15, None, None, None, None, 50.58, 0.0, 7.143, 110.8, 7.0, None, 13.7, 13.5, -0.2, None, None, 16.3, None, None, 62.0, None,2021-06-25 02:00:00, 4.0, None, 4.407,26
None, None, 13.25, 63.68, None, None, None, None, 29.74, 0.0, 7.021, 105.6, 7.0, None, 13.3, 13.0, 0.0, None, None, 16.3, None, None, 64.0, None,2021-06-25 03:00:00, 4.0, None, 4.352,26
None, None, 13.0, 64.93, None, None, None, None, 44.12, 0.0, 7.281, 106.2, 6.0, None, 13.0, 12.9, 0.0, None, None, 16.3, None, None, 65.0, None,2021-06-25 04:00:00, 4.0, None, 4.258,26
None, None, 12.95, 65.89, None, None, None, None, 53.69, 0.0, 5.718, 91.6, 7.0, None, 13.0, 12.5, 0.0, None, None, 16.3, None, None, 66.0, None,2021-06-25 05:00:00, 4.0, None, 4.202,26
None, None, 12.94, 66.61, None, None, None, None, 53.04, 0.0, 4.756, 113.1, 7.0, None, 12.9, 12.5, -0.1, None, None, 16.3, None, None, 67.0, None,2021-06-25 06:00:00, 5.0, None, 4.743,26
None, None, 13.34, 65.61, None, None, None, None, 52.82, 0.0, 5.86, 106.2, 7.0, None, 13.3, 12.5, -0.2, None, None, 16.3, None, None, 66.0, None,2021-06-25 07:00:00, 4.0, None, 4.157,26
None, None, 14.02, 64.65, None, None, None, None, 70.77, 0.0, 4.718, 227.2, 8.0, None, 14.0, 13.5, 0.0, None, None, 14.4, None, None, 65.0, None,2021-06-25 08:00:00, 3.0, None, 3.401,26
None, None, 15.94, 56.52, None, None, None, None, 67.8, 0.0, 7.149, 176.6, 7.0, None, 15.9, 13.5, -0.7, None, None, 17.2, None, None, 57.0, None,2021-06-25 09:00:00, 4.0, None, 3.695,26
