RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,PRECIP_DETECTOR_RATIO,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,avg_wnd_spd_10m_pst10mts,air_temp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,rel_hum,time,stn_pres,week_of_year
None, None, None, None,1.087,81.0, None, None, None, None, None, None, None, None, None, 81.3, None,-3.379, None, None, None, None,62.92, None, None, None, None, None,2016-01-15 00:00:00, None,3
None, None, None, None,2.516,142.1, None, None, None, None, None, None, None, None, None, 81.2, None,-3.504, None, None, None, None,35.7, None, None, None, None, None,2016-01-15 01:00:00, None,3
None, None, None, None,3.272,144.1, None, None, None, None, None, None, None, None, None, 81.6, None,-3.875, None, None, None, None,36.48, None, None, None, None, None,2016-01-15 02:00:00, None,3
None, None, None, None,6.588,150.3, None, None, None, None, None, None, None, None, None, 80.8, None,-3.475, None, None, None, None,11.9, None, None, None, None, None,2016-01-15 03:00:00, None,3
None, None, None, None,1.797,66.24, None, None, None, None, None, None, None, None, None, 80.7, None,-3.418, None, None, None, None,64.38, None, None, None, None, None,2016-01-15 04:00:00, None,3
None, None, None, None,3.498,349.8, None, None, None, None, None, None, None, None, None, 79.7, None,-3.57, None, None, None, None,42.76, None, None, None, None, None,2016-01-15 05:00:00, None,3
None, None, None, None,8.26,61.57, None, None, None, None, None, None, None, None, None, 79.6, None,-3.742, None, None, None, None,11.72, None, None, None, None, None,2016-01-15 06:00:00, None,3
None, None, None, None,3.935,73.1, None, None, None, None, None, None, None, None, None, 79.3, None,-4.029, None, None, None, None,46.39, None, None, None, None, None,2016-01-15 07:00:00, None,3
None, None, None, None,7.15,66.56, None, None, None, None, None, None, None, None, None, 79.4, None,-4.195, None, None, None, None,21.1, None, None, None, None, None,2016-01-15 08:00:00, None,3
None, None, None, None,9.36,70.6, None, None, None, None, None, None, None, None, None, 79.5, None,-4.338, None, None, None, None,13.15, None, None, None, None, None,2016-01-15 09:00:00, None,3
None, None, None, None,8.06,75.4, None, None, None, None, None, None, None, None, None, 78.9, None,-2.75, None, None, None, None,28.1, None, None, None, None, None,2016-01-15 10:00:00, None,3
None, None, None, None,9.52,75.0, None, None, None, None, None, None, None, None, None, 77.5, None,-0.694, None, None, None, None,15.18, None, None, None, None, None,2016-01-15 11:00:00, None,3
None, None, None, None,3.84,92.3, None, None, None, None, None, None, None, None, None, 78.4, None,-1.625, None, None, None, None,49.77, None, None, None, None, None,2016-01-15 12:00:00, None,3
None, None, None, None,1.721,71.9, None, None, None, None, None, None, None, None, None, 77.2, None,0.086, None, None, None, None,58.66, None, None, None, None, None,2016-01-15 13:00:00, None,3
None, None, None, None,1.421,59.35, None, None, None, None, None, None, None, None, None, 77.9, None,-1.828, None, None, None, None,61.99, None, None, None, None, None,2016-01-15 14:00:00, None,3
None, None, None, None,1.603,346.5, None, None, None, None, None, None, None, None, None, 79.0, None,-3.648, None, None, None, None,59.33, None, None, None, None, None,2016-01-15 15:00:00, None,3
None, None, None, None,4.466,60.77, None, None, None, None, None, None, None, None, None, 78.7, None,-3.526, None, None, None, None,43.72, None, None, None, None, None,2016-01-15 16:00:00, None,3
None, None, None, None,16.4,67.75, None, None, None, None, None, None, None, None, None, 78.7, None,-3.481, None, None, None, None,9.89, None, None, None, None, None,2016-01-15 17:00:00, None,3
None, None, None, None,14.98,66.95, None, None, None, None, None, None, None, None, None, 78.5, None,-3.314, None, None, None, None,11.73, None, None, None, None, None,2016-01-15 18:00:00, None,3
None, None, None, None,10.55,85.7, None, None, None, None, None, None, None, None, None, 78.8, None,-3.008, None, None, None, None,36.52, None, None, None, None, None,2016-01-15 19:00:00, None,3
None, None, None, None,11.35,77.1, None, None, None, None, None, None, None, None, None, 78.4, None,-2.743, None, None, None, None,32.67, None, None, None, None, None,2016-01-15 20:00:00, None,3
None, None, None, None,11.17,82.2, None, None, None, None, None, None, None, None, None, 78.4, None,-2.772, None, None, None, None,32.99, None, None, None, None, None,2016-01-15 21:00:00, None,3
None, None, None, None,10.79,102.9, None, None, None, None, None, None, None, None, None, 78.6, None,-1.788, None, None, None, None,37.47, None, None, None, None, None,2016-01-15 22:00:00, None,3
None, None, None, None,13.24,121.4, None, None, None, None, None, None, None, None, None, 78.9, None,-1.137, None, None, None, None,32.93, None, None, None, None, None,2016-01-15 23:00:00, None,3
None, None, None, None,16.75,122.5, None, None, None, None, None, None, None, None, None, 77.6, None,-1.079, None, None, None, None,30.19, None, None, None, None, None,2016-01-16 00:00:00, None,3
None, None, None, None,16.85,121.7, None, None, None, None, None, None, None, None, None, 77.1, None,-1.4, None, None, None, None,23.21, None, None, None, None, None,2016-01-16 01:00:00, None,3
None, None, None, None,18.84,119.5, None, None, None, None, None, None, None, None, None, 75.9, None,-1.638, None, None, None, None,22.59, None, None, None, None, None,2016-01-16 02:00:00, None,3
None, None, None, None,20.18,126.7, None, None, None, None, None, None, None, None, None, 75.2, None,-1.637, None, None, None, None,23.81, None, None, None, None, None,2016-01-16 03:00:00, None,3
None, None, None, None,20.26,127.5, None, None, None, None, None, None, None, None, None, 75.0, None,-1.618, None, None, None, None,24.73, None, None, None, None, None,2016-01-16 04:00:00, None,3
None, None, None, None,19.18,126.7, None, None, None, None, None, None, None, None, None, 74.1, None,-1.985, None, None, None, None,23.69, None, None, None, None, None,2016-01-16 05:00:00, None,3
None, None, None, None,17.74,126.1, None, None, None, None, None, None, None, None, None, 74.9, None,-2.401, None, None, None, None,23.4, None, None, None, None, None,2016-01-16 06:00:00, None,3
None, None, None, None,15.33,122.6, None, None, None, None, None, None, None, None, None, 75.5, None,-2.099, None, None, None, None,25.11, None, None, None, None, None,2016-01-16 07:00:00, None,3
None, None, None, None,11.71,112.7, None, None, None, None, None, None, None, None, None, 75.0, None,-2.051, None, None, None, None,32.61, None, None, None, None, None,2016-01-16 08:00:00, None,3
None, None, None, None,8.95,127.0, None, None, None, None, None, None, None, None, None, 75.5, None,-1.588, None, None, None, None,33.13, None, None, None, None, None,2016-01-16 09:00:00, None,3
None, None, None, None,8.07,118.3, None, None, None, None, None, None, None, None, None, 75.6, None,-1.305, None, None, None, None,35.57, None, None, None, None, None,2016-01-16 10:00:00, None,3
None, None, None, None,6.665,77.1, None, None, None, None, None, None, None, None, None, 75.4, None,-2.253, None, None, None, None,33.19, None, None, None, None, None,2016-01-16 11:00:00, None,3
None, None, None, None,9.21,83.3, None, None, None, None, None, None, None, None, None, 76.2, None,-2.177, None, None, None, None,32.49, None, None, None, None, None,2016-01-16 12:00:00, None,3
None, None, None, None,11.79,76.5, None, None, None, None, None, None, None, None, None, 75.5, None,-2.915, None, None, None, None,26.56, None, None, None, None, None,2016-01-16 13:00:00, None,3
None, None, None, None,14.26,71.7, None, None, None, None, None, None, None, None, None, 75.2, None,-2.449, None, None, None, None,20.21, None, None, None, None, None,2016-01-16 14:00:00, None,3
None, None, None, None,14.91,73.3, None, None, None, None, None, None, None, None, None, 75.0, None,-2.781, None, None, None, None,17.61, None, None, None, None, None,2016-01-16 15:00:00, None,3
None, None, None, None,14.93,72.0, None, None, None, None, None, None, None, None, None, 75.5, None,-2.733, None, None, None, None,13.61, None, None, None, None, None,2016-01-16 16:00:00, None,3
None, None, None, None,13.65,74.6, None, None, None, None, None, None, None, None, None, 75.8, None,-2.6, None, None, None, None,15.86, None, None, None, None, None,2016-01-16 17:00:00, None,3
None, None, None, None,10.67,78.9, None, None, None, None, None, None, None, None, None, 73.5, None,-2.657, None, None, None, None,21.18, None, None, None, None, None,2016-01-16 18:00:00, None,3
None, None, None, None,11.0,74.9, None, None, None, None, None, None, None, None, None, 75.3, None,-2.829, None, None, None, None,20.88, None, None, None, None, None,2016-01-16 19:00:00, None,3
None, None, None, None,13.56,75.1, None, None, None, None, None, None, None, None, None, 75.6, None,-2.194, None, None, None, None,15.51, None, None, None, None, None,2016-01-16 20:00:00, None,3
None, None, None, None,10.5,68.17, None, None, None, None, None, None, None, None, None, 75.8, None,-1.787, None, None, None, None,14.89, None, None, None, None, None,2016-01-16 21:00:00, None,3
None, None, None, None,9.57,67.98, None, None, None, None, None, None, None, None, None, 75.3, None,-2.26, None, None, None, None,14.38, None, None, None, None, None,2016-01-16 22:00:00, None,3
