pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,WIND_DIRECTION_STD_DEVIATION1,snwfl_amt_pst1hr,MEASURED_WIND_DIRECTION1,dwpt_temp,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,max_air_temp_snc_last_reset,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,week_of_year
None, None, -6.675,74.4, None, None, None, None, None, None, None, None, None, None, -10.0, None, None, None, None,2016-01-15 00:00:00, None, None, 44.26,3
None, None, -7.19,75.8, None, None, None, None, None, None, None, None, None, None, -10.0, None, None, None, None,2016-01-15 01:00:00, None, None, 44.23,3
None, None, -7.61,77.0, None, None, None, None, None, None, None, None, None, None, -11.0, None, None, None, None,2016-01-15 02:00:00, None, None, 44.18,3
None, None, -7.32,74.7, None, None, None, None, None, None, None, None, None, None, -11.0, None, None, None, None,2016-01-15 03:00:00, None, None, 44.15,3
None, None, -8.04,76.9, None, None, None, None, None, None, None, None, None, None, -11.0, None, None, None, None,2016-01-15 04:00:00, None, None, 44.19,3
None, None, -7.85,75.6, None, None, None, None, None, None, None, None, None, None, -11.0, None, None, None, None,2016-01-15 05:00:00, None, None, 44.27,3
None, None, -8.33,76.0, None, None, None, None, None, None, None, None, None, None, -11.0, None, None, None, None,2016-01-15 06:00:00, None, None, 44.18,3
None, None, -8.28,77.4, None, None, None, None, None, None, None, None, None, None, -11.0, None, None, None, None,2016-01-15 07:00:00, None, None, 44.23,3
None, None, -8.91,76.6, None, None, None, None, None, None, None, None, None, None, -12.0, None, None, None, None,2016-01-15 08:00:00, None, None, 44.12,3
None, None, -8.66,77.0, None, None, None, None, None, None, None, None, None, None, -12.0, None, None, None, None,2016-01-15 09:00:00, None, None, 44.17,3
None, None, -7.41,74.5, None, None, None, None, None, None, None, None, None, None, -11.0, None, None, None, None,2016-01-15 10:00:00, None, None, 44.43,3
None, None, -4.448,72.6, None, None, None, None, None, None, None, None, None, None, -8.0, None, None, None, None,2016-01-15 11:00:00, None, None, 44.58,3
