CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,time,MINIMUM_AIR_TEMPERATURE,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,DEW_POINT,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,PRECIPITATION_NEW,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,week_of_year
None, -2.471, None, None,2016-01-15 00:00:00, None, None,17.76, 9.15,21.47, None, None, None, None, None, 59.82,3
None, -2.522, None, None,2016-01-15 01:00:00, None, None,17.57, 7.39,12.12, None, None, None, None, None, 59.74,3
None, -2.618, None, None,2016-01-15 02:00:00, None, None,13.79, 5.826,3.339, None, None, None, None, None, 59.76,3
None, -2.727, None, None,2016-01-15 03:00:00, None, None,15.8, 5.965,7.829, None, None, None, None, None, 59.73,3
None, -3.048, None, None,2016-01-15 04:00:00, None, None,17.32, 5.36,2.601, None, None, None, None, None, 59.72,3
None, -3.26, None, None,2016-01-15 05:00:00, None, None,17.91, 6.0,5.072, None, None, None, None, None, 59.65,3
None, -3.448, None, None,2016-01-15 06:00:00, None, None,17.88, 5.508,359.4, None, None, None, None, None, 59.62,3
None, -3.55, None, None,2016-01-15 07:00:00, None, None,19.8, 4.929,5.132, None, None, None, None, None, 59.63,3
None, -3.51, None, None,2016-01-15 08:00:00, None, None,18.86, 3.559,35.66, None, None, None, None, None, 59.63,3
None, -3.543, None, None,2016-01-15 09:00:00, None, None,46.26, 1.074,7.045, None, None, None, None, None, 59.48,3
None, -3.183, None, None,2016-01-15 10:00:00, None, None,44.48, 1.293,318.6, None, None, None, None, None, 59.45,3
None, -3.188, None, None,2016-01-15 11:00:00, None, None,57.64, 1.667,340.4, None, None, None, None, None, 59.4,3
None, -2.817, None, None,2016-01-15 12:00:00, None, None,25.57, 2.389,273.4, None, None, None, None, None, 59.35,3
None, -1.816, None, None,2016-01-15 13:00:00, None, None,59.49, 1.204,229.6, None, None, None, None, None, 59.08,3
None, -1.242, None, None,2016-01-15 14:00:00, None, None,40.8, 1.462,202.5, None, None, None, None, None, 59.27,3
None, -1.808, None, None,2016-01-15 15:00:00, None, None,61.92, 2.075,199.6, None, None, None, None, None, 59.12,3
None, -2.29, None, None,2016-01-15 16:00:00, None, None,67.49, 2.076,173.6, None, None, None, None, None, 59.25,3
None, -2.541, None, None,2016-01-15 17:00:00, None, None,0.048, 3.864,137.2, None, None, None, None, None, 59.34,3
None, -2.531, None, None,2016-01-15 18:00:00, None, None,0.0, 0.895,137.1, None, None, None, None, None, 59.28,3
None, -2.829, None, None,2016-01-15 19:00:00, None, None,0.0, 1.475,137.0, None, None, None, None, None, 59.08,3
None, -2.903, None, None,2016-01-15 20:00:00, None, None,0.0, 1.934,137.0, None, None, None, None, None, 59.12,3
None, -3.066, None, None,2016-01-15 21:00:00, None, None,56.05, 4.613,42.5, None, None, None, None, None, 59.18,3
None, -2.9, None, None,2016-01-15 22:00:00, None, None,17.69, 5.453,1.505, None, None, None, None, None, 59.07,3
None, -2.48, None, None,2016-01-15 23:00:00, None, None,14.35, 8.31,27.27, None, None, None, None, None, 59.09,3
None, -2.971, None, None,2016-01-16 00:00:00, None, None,16.35, 6.525,24.98, None, None, None, None, None, 59.09,3
None, -2.956, None, None,2016-01-16 01:00:00, None, None,12.98, 7.89,33.96, None, None, None, None, None, 59.16,3
None, -3.06, None, None,2016-01-16 02:00:00, None, None,17.46, 5.522,11.27, None, None, None, None, None, 58.56,3
None, -2.771, None, None,2016-01-16 03:00:00, None, None,21.32, 3.198,7.053, None, None, None, None, None, 58.14,3
None, -2.519, None, None,2016-01-16 04:00:00, None, None,20.22, 3.044,15.91, None, None, None, None, None, 57.38,3
None, -2.881, None, None,2016-01-16 05:00:00, None, None,22.31, 2.155,354.8, None, None, None, None, None, 60.11,3
None, -2.64, None, None,2016-01-16 06:00:00, None, None,22.03, 3.287,7.313, None, None, None, None, None, 60.18,3
None, -2.849, None, None,2016-01-16 07:00:00, None, None,17.5, 4.663,23.78, None, None, None, None, None, 61.39,3
None, -3.09, None, None,2016-01-16 08:00:00, None, None,16.34, 5.549,32.78, None, None, None, None, None, 62.18,3
None, -2.696, None, None,2016-01-16 09:00:00, None, None,19.11, 4.56,29.1, None, None, None, None, None, 62.72,3
None, -1.915, None, None,2016-01-16 10:00:00, None, None,73.48, 0.765,261.6, None, None, None, None, None, 64.58,3
None, -1.48, None, None,2016-01-16 11:00:00, None, None,21.23, 0.71,206.1, None, None, None, None, None, 65.49,3
None, -0.722, None, None,2016-01-16 12:00:00, None, None,18.78, 0.523,206.1, None, None, None, None, None, 63.53,3
None, -0.578, None, None,2016-01-16 13:00:00, None, None,36.52, 0.226,201.1, None, None, None, None, None, 67.29,3
None, -0.617, None, None,2016-01-16 14:00:00, None, None,66.79, 0.432,205.9, None, None, None, None, None, 65.9,3
None, -0.066, None, None,2016-01-16 15:00:00, None, None,37.46, 4.716,173.1, None, None, None, None, None, 65.05,3
None, 0.239, None, None,2016-01-16 16:00:00, None, None,18.24, 10.88,171.5, None, None, None, None, None, 69.41,3
None, 0.251, None, None,2016-01-16 17:00:00, None, None,17.23, 11.74,171.0, None, None, None, None, None, 69.27,3
