pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,snwfl_amt_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,ACTUAL_WIND_DIRECTION,ACTUAL_WIND_SPEED,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,stn_pres,week_of_year
None,-3.206, None, None, None, None,74.2, None,0.057,65.19, None, None, None, None, None, None, None, None, None, None, None,2018-01-02 08:00:00, None, None, 82.5, None,1
None,-4.145, None, None, None, None,74.8, None,0.052,123.5, None, None, None, None, None, None, None, None, None, None, None,2018-01-02 09:00:00, None, None, 81.9, None,1
None,-3.253, None, None, None, None,72.4, None,0.071,80.4, None, None, None, None, None, None, None, None, None, None, None,2018-01-02 10:00:00, None, None, 82.4, None,1
None,-1.112, None, None, None, None,73.1, None,0.067,8.52, None, None, None, None, None, None, None, None, None, None, None,2018-01-02 11:00:00, None, None, 82.3, None,1
None,-1.723, None, None, None, None,64.54, None,0.129,67.26, None, None, None, None, None, None, None, None, None, None, None,2018-01-02 12:00:00, None, None, 82.5, None,1
None,-1.296, None, None, None, None,66.22, None,0.117,133.6, None, None, None, None, None, None, None, None, None, None, None,2018-01-02 13:00:00, None, None, 82.2, None,1
None,-0.783, None, None, None, None,49.22, None,0.223,68.19, None, None, None, None, None, None, None, None, None, None, None,2018-01-02 14:00:00, None, None, 82.1, None,1
None,-0.726, None, None, None, None,55.91, None,0.185,143.6, None, None, None, None, None, None, None, None, None, None, None,2018-01-02 15:00:00, None, None, 82.0, None,1
None,-1.553, None, None, None, None,59.7, None,0.162,68.99, None, None, None, None, None, None, None, None, None, None, None,2018-01-02 16:00:00, None, None, 82.2, None,1
None,-1.847, None, None, None, None,77.2, None,0.033,111.5, None, None, None, None, None, None, None, None, None, None, None,2018-01-02 17:00:00, None, None, 82.2, None,1
None,-1.97, None, None, None, None,65.53, None,0.123,44.15, None, None, None, None, None, None, None, None, None, None, None,2018-01-02 18:00:00, None, None, 82.2, None,1
None,-1.798, None, None, None, None,37.86, None,0.293,92.6, None, None, None, None, None, None, None, None, None, None, None,2018-01-02 19:00:00, None, None, 81.9, None,1
None,-1.873, None, None, None, None,58.32, None,0.177,67.58, None, None, None, None, None, None, None, None, None, None, None,2018-01-02 20:00:00, None, None, 81.7, None,1
None,-1.883, None, None, None, None,44.75, None,0.246,59.59, None, None, None, None, None, None, None, None, None, None, None,2018-01-02 21:00:00, None, None, 81.6, None,1
None,-2.721, None, None, None, None,40.3, None,0.266,101.7, None, None, None, None, None, None, None, None, None, None, None,2018-01-02 22:00:00, None, None, 81.6, None,1
None,-3.244, None, None, None, None,43.13, None,0.253,83.2, None, None, None, None, None, None, None, None, None, None, None,2018-01-02 23:00:00, None, None, 81.5, None,1
None,-3.618, None, None, None, None,67.96, None,0.106,83.4, None, None, None, None, None, None, None, None, None, None, None,2018-01-03 00:00:00, None, None, 81.5, None,1
None,-3.741, None, None, None, None,69.76, None,0.091,48.04, None, None, None, None, None, None, None, None, None, None, None,2018-01-03 01:00:00, None, None, 81.5, None,1
None,-3.454, None, None, None, None,76.6, None,0.038,358.0, None, None, None, None, None, None, None, None, None, None, None,2018-01-03 02:00:00, None, None, 81.5, None,1
None,-3.56, None, None, None, None,69.38, None,0.094,35.42, None, None, None, None, None, None, None, None, None, None, None,2018-01-03 03:00:00, None, None, 81.5, None,1
None,-3.157, None, None, None, None,68.44, None,0.105,358.4, None, None, None, None, None, None, None, None, None, None, None,2018-01-03 04:00:00, None, None, 81.6, None,1
None,-2.939, None, None, None, None,61.88, None,0.15,25.27, None, None, None, None, None, None, None, None, None, None, None,2018-01-03 05:00:00, None, None, 81.6, None,1
None,-2.166, None, None, None, None,75.1, None,0.05,262.4, None, None, None, None, None, None, None, None, None, None, None,2018-01-03 06:00:00, None, None, 81.6, None,1
None,-2.548, None, None, None, None,61.91, None,0.149,59.63, None, None, None, None, None, None, None, None, None, None, None,2018-01-03 07:00:00, None, None, 81.5, None,1
None,-0.99, None, None, None, None,42.7, None,0.256,2.22, None, None, None, None, None, None, None, None, None, None, None,2018-01-03 08:00:00, None, None, 81.8, None,1
None,-2.408, None, None, None, None,77.8, None,0.027,304.1, None, None, None, None, None, None, None, None, None, None, None,2018-01-03 09:00:00, None, None, 81.7, None,1
None,-1.0, None, None, None, None,64.84, None,0.129,351.7, None, None, None, None, None, None, None, None, None, None, None,2018-01-03 10:00:00, None, None, 81.8, None,1
None,0.337, None, None, None, None,76.4, None,0.04,59.24, None, None, None, None, None, None, None, None, None, None, None,2018-01-03 11:00:00, None, None, 81.6, None,1
None,-0.156, None, None, None, None,56.25, None,0.305,352.3, None, None, None, None, None, None, None, None, None, None, None,2018-01-03 12:00:00, None, None, 81.7, None,1
None,0.754, None, None, None, None,76.0, None,0.1,303.0, None, None, None, None, None, None, None, None, None, None, None,2018-01-03 13:00:00, None, None, 80.4, None,1
None,-0.159, None, None, None, None,74.0, None,0.173,97.9, None, None, None, None, None, None, None, None, None, None, None,2018-01-03 14:00:00, None, None, 81.1, None,1
None,0.039, None, None, None, None,40.2, None,0.448,191.5, None, None, None, None, None, None, None, None, None, None, None,2018-01-03 15:00:00, None, None, 80.8, None,1
None,0.156, None, None, None, None,76.5, None,0.098,121.8, None, None, None, None, None, None, None, None, None, None, None,2018-01-03 16:00:00, None, None, 81.1, None,1
None,0.071, None, None, None, None,74.1, None,0.152,287.4, None, None, None, None, None, None, None, None, None, None, None,2018-01-03 17:00:00, None, None, 81.2, None,1
None,-0.014, None, None, None, None,69.23, None,0.282,273.7, None, None, None, None, None, None, None, None, None, None, None,2018-01-03 18:00:00, None, None, 81.3, None,1
None,-1.039, None, None, None, None,68.17, None,0.154,11.39, None, None, None, None, None, None, None, None, None, None, None,2018-01-03 19:00:00, None, None, 80.9, None,1
None,-1.885, None, None, None, None,61.33, None,0.642,140.1, None, None, None, None, None, None, None, None, None, None, None,2018-01-03 20:00:00, None, None, 80.8, None,1
None,-2.59, None, None, None, None,73.9, None,0.308,89.2, None, None, None, None, None, None, None, None, None, None, None,2018-01-03 21:00:00, None, None, 81.0, None,1
None,-0.459, None, None, None, None,58.2, None,0.788,279.0, None, None, None, None, None, None, None, None, None, None, None,2018-01-03 22:00:00, None, None, 80.9, None,1
None,-0.269, None, None, None, None,71.7, None,0.246,255.3, None, None, None, None, None, None, None, None, None, None, None,2018-01-03 23:00:00, None, None, 80.8, None,1
None,-0.222, None, None, None, None,76.5, None,0.136,325.0, None, None, None, None, None, None, None, None, None, None, None,2018-01-04 00:00:00, None, None, 80.9, None,1
None,-0.65, None, None, None, None,70.7, None,0.204,43.98, None, None, None, None, None, None, None, None, None, None, None,2018-01-04 01:00:00, None, None, 80.8, None,1
None,-0.488, None, None, None, None,75.5, None,0.221,219.7, None, None, None, None, None, None, None, None, None, None, None,2018-01-04 02:00:00, None, None, 80.8, None,1
None,-0.536, None, None, None, None,76.2, None,0.224,310.0, None, None, None, None, None, None, None, None, None, None, None,2018-01-04 03:00:00, None, None, 80.8, None,1
None,-0.451, None, None, None, None,68.03, None,0.397,209.1, None, None, None, None, None, None, None, None, None, None, None,2018-01-04 04:00:00, None, None, 81.0, None,1
None,-0.298, None, None, None, None,70.7, None,0.281,188.0, None, None, None, None, None, None, None, None, None, None, None,2018-01-04 05:00:00, None, None, 81.0, None,1
None,-0.336, None, None, None, None,68.63, None,0.456,309.3, None, None, None, None, None, None, None, None, None, None, None,2018-01-04 06:00:00, None, None, 80.9, None,1
None,-0.213, None, None, None, None,73.7, None,0.166,338.9, None, None, None, None, None, None, None, None, None, None, None,2018-01-04 07:00:00, None, None, 80.7, None,1
None,-0.403, None, None, None, None,74.3, None,0.139,308.5, None, None, None, None, None, None, None, None, None, None, None,2018-01-04 08:00:00, None, None, 80.7, None,1
None,-0.412, None, None, None, None,71.3, None,0.19,240.2, None, None, None, None, None, None, None, None, None, None, None,2018-01-04 09:00:00, None, None, 80.6, None,1
None,-0.84, None, None, None, None,79.7, None,0.041,137.0, None, None, None, None, None, None, None, None, None, None, None,2018-01-04 10:00:00, None, None, 80.6, None,1
None,-0.944, None, None, None, None,76.6, None,0.143,145.7, None, None, None, None, None, None, None, None, None, None, None,2018-01-04 11:00:00, None, None, 80.4, None,1
None,-0.374, None, None, None, None,75.3, None,0.198,346.1, None, None, None, None, None, None, None, None, None, None, None,2018-01-04 12:00:00, None, None, 80.4, None,1
None,-0.384, None, None, None, None,57.56, None,0.702,155.9, None, None, None, None, None, None, None, None, None, None, None,2018-01-04 13:00:00, None, None, 80.5, None,1
None,-0.043, None, None, None, None,64.95, None,0.289,170.2, None, None, None, None, None, None, None, None, None, None, None,2018-01-04 14:00:00, None, None, 80.4, None,1
None,-0.432, None, None, None, None,75.4, None,0.211,97.0, None, None, None, None, None, None, None, None, None, None, None,2018-01-04 15:00:00, None, None, 80.5, None,1
None,-0.422, None, None, None, None,71.8, None,0.352,210.6, None, None, None, None, None, None, None, None, None, None, None,2018-01-04 16:00:00, None, None, 80.3, None,1
None,0.138, None, None, None, None,49.21, None,0.466,321.2, None, None, None, None, None, None, None, None, None, None, None,2018-01-04 17:00:00, None, None, 80.4, None,1
None,0.28, None, None, None, None,68.48, None,0.35,254.9, None, None, None, None, None, None, None, None, None, None, None,2018-01-04 18:00:00, None, None, 80.4, None,1
None,0.252, None, None, None, None,59.99, None,0.592,225.9, None, None, None, None, None, None, None, None, None, None, None,2018-01-04 19:00:00, None, None, 80.3, None,1
None,1.02, None, None, None, None,63.92, None,0.42,296.7, None, None, None, None, None, None, None, None, None, None, None,2018-01-04 20:00:00, None, None, 80.3, None,1
None,-0.023, None, None, None, None,74.5, None,0.126,252.3, None, None, None, None, None, None, None, None, None, None, None,2018-01-04 21:00:00, None, None, 80.5, None,1
None,1.191, None, None, None, None,61.91, None,0.54,271.2, None, None, None, None, None, None, None, None, None, None, None,2018-01-04 22:00:00, None, None, 80.6, None,1
None,1.751, None, None, None, None,64.9, None,0.545,304.4, None, None, None, None, None, None, None, None, None, None, None,2018-01-04 23:00:00, None, None, 80.3, None,1
None,0.669, None, None, None, None,69.22, None,0.498,265.4, None, None, None, None, None, None, None, None, None, None, None,2018-01-05 00:00:00, None, None, 80.2, None,1
None,0.138, None, None, None, None,69.69, None,0.494,293.4, None, None, None, None, None, None, None, None, None, None, None,2018-01-05 01:00:00, None, None, 80.1, None,1
None,0.28, None, None, None, None,67.53, None,0.498,256.4, None, None, None, None, None, None, None, None, None, None, None,2018-01-05 02:00:00, None, None, 79.6, None,1
None,-0.166, None, None, None, None,74.3, None,0.223,254.5, None, None, None, None, None, None, None, None, None, None, None,2018-01-05 03:00:00, None, None, 79.9, None,1
None,-0.204, None, None, None, None,63.32, None,0.304,256.4, None, None, None, None, None, None, None, None, None, None, None,2018-01-05 04:00:00, None, None, 79.9, None,1
None,0.413, None, None, None, None,74.3, None,0.191,302.6, None, None, None, None, None, None, None, None, None, None, None,2018-01-05 05:00:00, None, None, 79.7, None,1
None,0.65, None, None, None, None,74.2, None,0.157,352.9, None, None, None, None, None, None, None, None, None, None, None,2018-01-05 06:00:00, None, None, 79.5, None,1
None,0.261, None, None, None, None,77.4, None,0.127,172.5, None, None, None, None, None, None, None, None, None, None, None,2018-01-05 07:00:00, None, None, 79.6, None,1
None,-0.555, None, None, None, None,44.92, None,1.152,148.8, None, None, None, None, None, None, None, None, None, None, None,2018-01-05 08:00:00, None, None, 79.6, None,1
None,-0.612, None, None, None, None,29.97, None,0.97,140.2, None, None, None, None, None, None, None, None, None, None, None,2018-01-05 09:00:00, None, None, 79.6, None,1
None,-0.289, None, None, None, None,47.24, None,1.345,120.5, None, None, None, None, None, None, None, None, None, None, None,2018-01-05 10:00:00, None, None, 79.5, None,1
None,0.128, None, None, None, None,75.8, None,0.282,135.9, None, None, None, None, None, None, None, None, None, None, None,2018-01-05 11:00:00, None, None, 79.7, None,1
