CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,mslp,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,rel_hum,time,stn_pres,week_of_year
-22.69,78.48, None, None, 31.05, 0.0, 60.92, None, None, None, None, None, None, -25.0,949.0, None, None,2018-01-02 08:00:00, None,1
-22.33,78.63, None, None, 25.2, 0.0, 71.31, None, None, None, None, None, None, -25.0,949.0, None, None,2018-01-02 09:00:00, None,1
-21.89,78.66, None, None, 13.02, 0.0, 72.81, None, None, None, None, None, None, -24.0,948.0, None, None,2018-01-02 10:00:00, None,1
-17.65,77.09, None, None, 46.89, 0.0, 31.87, None, None, None, None, None, None, -20.0,949.0, None, None,2018-01-02 11:00:00, None,1
-16.45,74.33, None, None, 19.96, 0.001, 267.0, None, None, None, None, None, None, -20.0,948.0, None, None,2018-01-02 12:00:00, None,1
-15.29,73.62, None, None, 9.61, 0.276, 233.2, None, None, None, None, None, None, -19.0,948.0, None, None,2018-01-02 13:00:00, None,1
-16.77,78.58, None, None, 9.51, 0.211, 236.2, None, None, None, None, None, None, -19.0,945.0, None, None,2018-01-02 14:00:00, None,1
-16.86,79.01, None, None, 50.71, 0.002, 60.64, None, None, None, None, None, None, -19.0,946.0, None, None,2018-01-02 15:00:00, None,1
-17.92,79.66, None, None, 53.88, 0.003, 78.85, None, None, None, None, None, None, -20.0,945.0, None, None,2018-01-02 16:00:00, None,1
-18.56,80.7, None, None, 37.13, 0.013, 120.1, None, None, None, None, None, None, -21.0,945.0, None, None,2018-01-02 17:00:00, None,1
-18.72,80.9, None, None, 36.36, 0.005, 64.14, None, None, None, None, None, None, -21.0,944.0, None, None,2018-01-02 18:00:00, None,1
-18.73,81.1, None, None, 27.74, 0.021, 73.05, None, None, None, None, None, None, -21.0,944.0, None, None,2018-01-02 19:00:00, None,1
-18.78,82.3, None, None, 26.26, 0.001, 92.0, None, None, None, None, None, None, -21.0,945.0, None, None,2018-01-02 20:00:00, None,1
-17.67,82.5, None, None, 30.87, 0.006, 71.41, None, None, None, None, None, None, -20.0,945.0, None, None,2018-01-02 21:00:00, None,1
-17.08,82.5, None, None, 59.14, 0.005, 359.7, None, None, None, None, None, None, -19.0,944.0, None, None,2018-01-02 22:00:00, None,1
-16.58,82.3, None, None, 43.94, 0.0, 314.9, None, None, None, None, None, None, -19.0,943.0, None, None,2018-01-02 23:00:00, None,1
-16.2,82.7, None, None, 68.77, 0.009, 342.8, None, None, None, None, None, None, -18.0,944.0, None, None,2018-01-03 00:00:00, None,1
-15.93,82.9, None, None, 41.75, 0.0, 320.0, None, None, None, None, None, None, -18.0,945.0, None, None,2018-01-03 01:00:00, None,1
-15.37,82.8, None, None, 68.01, 0.159, 357.6, None, None, None, None, None, None, -17.0,945.0, None, None,2018-01-03 02:00:00, None,1
-14.82,83.1, None, None, 29.84, 0.001, 279.2, None, None, None, None, None, None, -17.0,945.0, None, None,2018-01-03 03:00:00, None,1
-14.78,83.3, None, None, 41.54, 0.0, 286.9, None, None, None, None, None, None, -17.0,944.0, None, None,2018-01-03 04:00:00, None,1
