wind_direction,rel_hum,avg_wnd_spd_10m_pst10mts,precipitation,dwpt_temp,wind_speed,air_temp,temperature,avg_wnd_dir_10m_pst10mts,rnfl_amt_pst1hr,rnfl_amt_pst24hrs,relative_humidity,time,week_of_year,pcpn_amt_pst24hrs,SWE,cum_pcpn_amt,ONE_DAY_SNOW,air_temp_2,air_temp_1,snw_dpth,MAX_TEMP,ONE_DAY_PRECIPITATION,pcpn_amt_pst1hr,snw_dpth_wtr_equiv,MIN_TEMP,SNOW_ON_THE_GROUND
63.0, None, None,0.0, None,2.5, None,-22.0, None, None, None,71.0,2016-12-09 00:00:00,50,,,,,,,,,,,,,
255.0, None, None,0.0, None,2.0, None,-20.2, None, None, None,73.0,2016-12-09 01:00:00,50,,,,,,,,,,,,,
243.0, None, None,0.0, None,3.4, None,-19.3, None, None, None,73.0,2016-12-09 02:00:00,50,,,,,,,,,,,,,
96.0, None, None,0.0, None,1.8, None,-18.4, None, None, None,75.0,2016-12-09 03:00:00,50,,,,,,,,,,,,,
136.0, None, None,0.0, None,4.7, None,-17.1, None, None, None,77.0,2016-12-09 04:00:00,50,,,,,,,,,,,,,
154.0, None, None,0.0, None,4.1, None,-16.8, None, None, None,77.0,2016-12-09 05:00:00,50,,,,,,,,,,,,,
138.0, None, None,0.0, None,3.8, None,-16.0, None, None, None,78.0,2016-12-09 06:00:00,50,,,,,,,,,,,,,
138.0, None, None,0.0, None,3.4, None,-15.2, None, None, None,79.0,2016-12-09 07:00:00,50,,,,,,,,,,,,,
167.0, None, None,0.0, None,5.2, None,-14.3, None, None, None,79.0,2016-12-09 08:00:00,50,,,,,,,,,,,,,
154.0, None, None,0.0, None,5.7, None,-13.5, None, None, None,79.0,2016-12-09 09:00:00,50,,,,,,,,,,,,,
151.0, None, None,0.0, None,8.3, None,-12.9, None, None, None,77.0,2016-12-09 10:00:00,50,,,,,,,,,,,,,
170.0, None, None,0.0, None,10.5, None,-12.5, None, None, None,78.0,2016-12-09 11:00:00,50,,,,,,,,,,,,,
192.0, None, None,0.0, None,6.3, None,-11.5, None, None, None,77.0,2016-12-09 12:00:00,50,,,,,,,,,,,,,
192.0, None, None,0.0, None,7.8, None,-10.9, None, None, None,76.0,2016-12-09 13:00:00,50,,,,,,,,,,,,,
