wind_direction,rel_hum,avg_wnd_spd_10m_pst10mts,precipitation,dwpt_temp,wind_speed,air_temp,temperature,avg_wnd_dir_10m_pst10mts,rnfl_amt_pst1hr,rnfl_amt_pst24hrs,relative_humidity,time,week_of_year,AirTemp,ONE_DAY_PRECIPITATION,MIN_TEMP,Snow_WE,SNOW_ON_THE_GROUND,MAX_TEMP,pcpn_amt_pst1hr,snw_dpth_wtr_equiv,SWE,ONE_DAY_SNOW,air_temp_1
169.0, None, None,0.0, None,3.1, None,-17.0, None, None, None,84.0,2016-12-09 00:00:00,50,,,,,,,,,,,
179.0, None, None,0.0, None,3.1, None,-17.2, None, None, None,83.0,2016-12-09 01:00:00,50,,,,,,,,,,,
23.0, None, None,0.0, None,3.5, None,-17.1, None, None, None,83.0,2016-12-09 02:00:00,50,,,,,,,,,,,
139.0, None, None,0.0, None,2.5, None,-17.2, None, None, None,83.0,2016-12-09 03:00:00,50,,,,,,,,,,,
147.0, None, None,0.0, None,2.9, None,-17.2, None, None, None,83.0,2016-12-09 04:00:00,50,,,,,,,,,,,
189.0, None, None,0.0, None,3.3, None,-17.3, None, None, None,83.0,2016-12-09 05:00:00,50,,,,,,,,,,,
216.0, None, None,0.0, None,0.0, None,-17.3, None, None, None,83.0,2016-12-09 06:00:00,50,,,,,,,,,,,
60.0, None, None,0.0, None,1.8, None,-16.8, None, None, None,83.0,2016-12-09 07:00:00,50,,,,,,,,,,,
48.0, None, None,0.0, None,4.0, None,-16.9, None, None, None,83.0,2016-12-09 08:00:00,50,,,,,,,,,,,
37.0, None, None,0.0, None,3.2, None,-16.1, None, None, None,84.0,2016-12-09 09:00:00,50,,,,,,,,,,,
108.0, None, None,0.0, None,2.3, None,-15.4, None, None, None,85.0,2016-12-09 10:00:00,50,,,,,,,,,,,
100.0, None, None,0.0, None,2.4, None,-13.8, None, None, None,84.0,2016-12-09 11:00:00,50,,,,,,,,,,,
109.0, None, None,0.0, None,4.2, None,-14.2, None, None, None,85.0,2016-12-09 12:00:00,50,,,,,,,,,,,
114.0, None, None,0.0, None,5.0, None,-13.9, None, None, None,86.0,2016-12-09 13:00:00,50,,,,,,,,,,,
107.0, None, None,0.0, None,4.5, None,-13.3, None, None, None,86.0,2016-12-09 14:00:00,50,,,,,,,,,,,
85.0, None, None,0.0, None,3.4, None,-13.4, None, None, None,87.0,2016-12-09 15:00:00,50,,,,,,,,,,,
83.0, None, None,0.0, None,3.1, None,-13.2, None, None, None,87.0,2016-12-09 16:00:00,50,,,,,,,,,,,
85.0, None, None,0.0, None,4.1, None,-13.1, None, None, None,88.0,2016-12-09 17:00:00,50,,,,,,,,,,,
73.0, None, None,0.0, None,3.2, None,-13.9, None, None, None,88.0,2016-12-09 18:00:00,50,,,,,,,,,,,
350.0, None, None,0.0, None,5.4, None,-15.6, None, None, None,84.0,2016-12-09 19:00:00,50,,,,,,,,,,,
11.0, None, None,0.0, None,5.8, None,-16.0, None, None, None,86.0,2016-12-09 20:00:00,50,,,,,,,,,,,
137.0, None, None,0.0, None,5.2, None,-13.6, None, None, None,88.0,2016-12-09 21:00:00,50,,,,,,,,,,,
117.0, None, None,0.0, None,4.8, None,-13.5, None, None, None,88.0,2016-12-09 22:00:00,50,,,,,,,,,,,
113.0, None, None,0.0, None,2.9, None,-13.2, None, None, None,88.0,2016-12-09 23:00:00,50,,,,,,,,,,,
83.0, None, None,0.0, None,1.8, None,-13.2, None, None, None,88.0,2016-12-10 00:00:00,50,,,,,,,,,,,
93.0, None, None,0.0, None,1.9, None,-13.1, None, None, None,88.0,2016-12-10 01:00:00,50,,,,,,,,,,,
18.0, None, None,0.0, None,0.0, None,-13.2, None, None, None,88.0,2016-12-10 02:00:00,50,,,,,,,,,,,
342.0, None, None,0.0, None,1.6, None,-13.7, None, None, None,88.0,2016-12-10 03:00:00,50,,,,,,,,,,,
5.0, None, None,0.0, None,1.6, None,-13.7, None, None, None,88.0,2016-12-10 04:00:00,50,,,,,,,,,,,
42.0, None, None,0.0, None,0.0, None,-13.1, None, None, None,88.0,2016-12-10 05:00:00,50,,,,,,,,,,,
358.0, None, None,0.0, None,0.0, None,-13.6, None, None, None,87.0,2016-12-10 06:00:00,50,,,,,,,,,,,
336.0, None, None,0.0, None,0.0, None,-15.0, None, None, None,85.0,2016-12-10 07:00:00,50,,,,,,,,,,,
358.0, None, None,0.0, None,0.0, None,-14.6, None, None, None,85.0,2016-12-10 08:00:00,50,,,,,,,,,,,
359.0, None, None,0.0, None,3.7, None,-15.1, None, None, None,88.0,2016-12-10 09:00:00,50,,,,,,,,,,,
163.0, None, None,0.0, None,1.6, None,-11.6, None, None, None,88.0,2016-12-10 10:00:00,50,,,,,,,,,,,
99.0, None, None,0.0, None,0.0, None,-10.3, None, None, None,88.0,2016-12-10 11:00:00,50,,,,,,,,,,,
154.0, None, None,0.0, None,0.0, None,-9.9, None, None, None,88.0,2016-12-10 12:00:00,50,,,,,,,,,,,
116.0, None, None,0.0, None,1.6, None,-9.3, None, None, None,89.0,2016-12-10 13:00:00,50,,,,,,,,,,,
119.0, None, None,0.0, None,1.6, None,-10.2, None, None, None,89.0,2016-12-10 14:00:00,50,,,,,,,,,,,
43.0, None, None,0.0, None,0.0, None,-10.7, None, None, None,90.0,2016-12-10 15:00:00,50,,,,,,,,,,,
104.0, None, None,0.0, None,1.7, None,-11.8, None, None, None,90.0,2016-12-10 16:00:00,50,,,,,,,,,,,
2.0, None, None,0.0, None,0.0, None,-11.7, None, None, None,90.0,2016-12-10 17:00:00,50,,,,,,,,,,,
31.0, None, None,0.0, None,1.6, None,-11.8, None, None, None,90.0,2016-12-10 18:00:00,50,,,,,,,,,,,
30.0, None, None,0.0, None,5.4, None,-11.7, None, None, None,90.0,2016-12-10 19:00:00,50,,,,,,,,,,,
22.0, None, None,0.0, None,3.6, None,-11.5, None, None, None,90.0,2016-12-10 20:00:00,50,,,,,,,,,,,
67.0, None, None,0.0, None,1.6, None,-11.5, None, None, None,90.0,2016-12-10 21:00:00,50,,,,,,,,,,,
54.0, None, None,0.0, None,1.9, None,-11.4, None, None, None,90.0,2016-12-10 22:00:00,50,,,,,,,,,,,
15.0, None, None,0.0, None,1.7, None,-11.8, None, None, None,90.0,2016-12-10 23:00:00,50,,,,,,,,,,,
15.0, None, None,0.0, None,5.5, None,-11.5, None, None, None,90.0,2016-12-11 00:00:00,50,,,,,,,,,,,
17.0, None, None,0.0, None,5.1, None,-11.3, None, None, None,90.0,2016-12-11 01:00:00,50,,,,,,,,,,,
20.0, None, None,0.0, None,4.8, None,-11.0, None, None, None,90.0,2016-12-11 02:00:00,50,,,,,,,,,,,
32.0, None, None,0.0, None,1.7, None,-11.1, None, None, None,90.0,2016-12-11 03:00:00,50,,,,,,,,,,,
47.0, None, None,0.0, None,6.3, None,-10.9, None, None, None,90.0,2016-12-11 04:00:00,50,,,,,,,,,,,
32.0, None, None,0.0, None,5.6, None,-10.9, None, None, None,90.0,2016-12-11 05:00:00,50,,,,,,,,,,,
9.0, None, None,0.0, None,6.9, None,-10.8, None, None, None,91.0,2016-12-11 06:00:00,50,,,,,,,,,,,
49.0, None, None,0.0, None,1.9, None,-10.8, None, None, None,90.0,2016-12-11 07:00:00,50,,,,,,,,,,,
33.0, None, None,0.0, None,3.0, None,-10.9, None, None, None,91.0,2016-12-11 08:00:00,50,,,,,,,,,,,
22.0, None, None,0.0, None,3.8, None,-10.6, None, None, None,90.0,2016-12-11 09:00:00,50,,,,,,,,,,,
129.0, None, None,0.0, None,1.6, None,-10.0, None, None, None,90.0,2016-12-11 10:00:00,50,,,,,,,,,,,
120.0, None, None,0.0, None,3.8, None,-9.1, None, None, None,87.0,2016-12-11 11:00:00,50,,,,,,,,,,,
153.0, None, None,0.0, None,5.0, None,-8.1, None, None, None,86.0,2016-12-11 12:00:00,50,,,,,,,,,,,
133.0, None, None,0.0, None,3.0, None,-9.2, None, None, None,88.0,2016-12-11 13:00:00,50,,,,,,,,,,,
151.0, None, None,0.0, None,4.9, None,-9.0, None, None, None,89.0,2016-12-11 14:00:00,50,,,,,,,,,,,
185.0, None, None,0.0, None,1.7, None,-9.3, None, None, None,90.0,2016-12-11 15:00:00,50,,,,,,,,,,,
19.0, None, None,0.0, None,8.0, None,-9.5, None, None, None,89.0,2016-12-11 16:00:00,50,,,,,,,,,,,
2.0, None, None,0.0, None,8.4, None,-10.0, None, None, None,83.0,2016-12-11 17:00:00,50,,,,,,,,,,,
337.0, None, None,0.0, None,17.2, None,-10.6, None, None, None,82.0,2016-12-11 18:00:00,50,,,,,,,,,,,
26.0, None, None,0.0, None,6.1, None,-11.0, None, None, None,80.0,2016-12-11 19:00:00,50,,,,,,,,,,,
350.0, None, None,0.0, None,9.3, None,-11.5, None, None, None,79.0,2016-12-11 20:00:00,50,,,,,,,,,,,
335.0, None, None,0.0, None,5.1, None,-11.9, None, None, None,77.0,2016-12-11 21:00:00,50,,,,,,,,,,,
125.0, None, None,0.0, None,4.0, None,-12.3, None, None, None,81.0,2016-12-11 22:00:00,50,,,,,,,,,,,
211.0, None, None,0.0, None,6.7, None,-12.4, None, None, None,79.0,2016-12-11 23:00:00,50,,,,,,,,,,,
339.0, None, None,0.0, None,19.7, None,-12.9, None, None, None,76.0,2016-12-12 00:00:00,50,,,,,,,,,,,
71.0, None, None,0.0, None,10.2, None,-14.3, None, None, None,77.0,2016-12-12 01:00:00,50,,,,,,,,,,,
358.0, None, None,0.0, None,19.1, None,-14.6, None, None, None,82.0,2016-12-12 02:00:00,50,,,,,,,,,,,
350.0, None, None,0.0, None,31.8, None,-15.8, None, None, None,84.0,2016-12-12 03:00:00,50,,,,,,,,,,,
339.0, None, None,0.0, None,19.6, None,-16.2, None, None, None,83.0,2016-12-12 04:00:00,50,,,,,,,,,,,
336.0, None, None,0.0, None,33.2, None,-17.0, None, None, None,83.0,2016-12-12 05:00:00,50,,,,,,,,,,,
14.0, None, None,0.0, None,18.8, None,-17.6, None, None, None,81.0,2016-12-12 06:00:00,50,,,,,,,,,,,
5.0, None, None,0.0, None,24.2, None,-18.1, None, None, None,81.0,2016-12-12 07:00:00,50,,,,,,,,,,,
9.0, None, None,0.0, None,22.6, None,-18.1, None, None, None,79.0,2016-12-12 08:00:00,50,,,,,,,,,,,
11.0, None, None,0.0, None,19.6, None,-18.0, None, None, None,74.0,2016-12-12 09:00:00,50,,,,,,,,,,,
339.0, None, None,0.0, None,12.8, None,-17.6, None, None, None,71.0,2016-12-12 10:00:00,50,,,,,,,,,,,
320.0, None, None,0.0, None,11.1, None,-17.0, None, None, None,68.0,2016-12-12 11:00:00,50,,,,,,,,,,,
334.0, None, None,0.0, None,11.0, None,-15.8, None, None, None,65.0,2016-12-12 12:00:00,50,,,,,,,,,,,
307.0, None, None,0.0, None,10.2, None,-15.3, None, None, None,63.0,2016-12-12 13:00:00,50,,,,,,,,,,,
308.0, None, None,0.0, None,8.9, None,-16.1, None, None, None,66.0,2016-12-12 14:00:00,50,,,,,,,,,,,
278.0, None, None,0.0, None,7.1, None,-17.0, None, None, None,68.0,2016-12-12 15:00:00,50,,,,,,,,,,,
326.0, None, None,0.0, None,11.4, None,-17.9, None, None, None,67.0,2016-12-12 16:00:00,50,,,,,,,,,,,
308.0, None, None,0.0, None,6.4, None,-18.7, None, None, None,71.0,2016-12-12 17:00:00,50,,,,,,,,,,,
303.0, None, None,0.0, None,3.2, None,-20.1, None, None, None,75.0,2016-12-12 18:00:00,50,,,,,,,,,,,
22.0, None, None,0.0, None,3.8, None,-21.3, None, None, None,74.0,2016-12-12 19:00:00,50,,,,,,,,,,,
9.0, None, None,0.0, None,4.1, None,-21.7, None, None, None,71.0,2016-12-12 20:00:00,50,,,,,,,,,,,
