ONE_DAY_PRECIPITATION,pcpn_amt_pst1hr,snw_dpth_wtr_equiv,SWE,ONE_DAY_SNOW,time,air_temp_1,MIN_TEMP,MAX_TEMP,week_of_year
None, 184.0, 954.0, None, None,2019-05-14 00:00:00, 9.9, None, None,20
None, 184.0, 954.0, None, None,2019-05-14 01:00:00, 10.1, None, None,20
None, 184.0, 953.0, None, None,2019-05-14 02:00:00, 7.9, None, None,20
None, 184.0, 952.0, None, None,2019-05-14 03:00:00, 6.8, None, None,20
None, 184.0, 950.0, None, None,2019-05-14 04:00:00, 6.2, None, None,20
None, 184.0, 948.0, None, None,2019-05-14 05:00:00, 5.9, None, None,20
None, 184.0, 945.0, None, None,2019-05-14 06:00:00, 5.2, None, None,20
None, 184.0, 943.0, None, None,2019-05-14 07:00:00, 6.1, None, None,20
None, 184.0, 941.0, None, None,2019-05-14 08:00:00, 6.9, None, None,20
None, 184.0, 940.0, None, None,2019-05-14 09:00:00, 5.8, None, None,20
None, 184.0, 939.0, None, None,2019-05-14 10:00:00, 4.3, None, None,20
None, 184.0, 938.0, None, None,2019-05-14 11:00:00, 4.6, None, None,20
None, 184.0, 937.0, None, None,2019-05-14 12:00:00, 4.2, None, None,20
None, 184.0, 936.0, None, None,2019-05-14 13:00:00, 4.8, None, None,20
None, 184.0, 934.0, None, None,2019-05-14 14:00:00, 8.3, None, None,20
None, 184.0, 934.0, None, None,2019-05-14 15:00:00, 9.6, None, None,20
None, 184.0, 933.0, 142.0, None,2019-05-14 16:00:00, 11.1, None, None,20
None, 184.0, 933.0, None, None,2019-05-14 17:00:00, 12.0, None, None,20
None, 184.0, 933.0, None, None,2019-05-14 18:00:00, 10.2, None, None,20
None, 184.0, 932.0, None, None,2019-05-14 19:00:00, 10.3, None, None,20
None, 184.0, 931.0, None, None,2019-05-14 20:00:00, 10.4, None, None,20
None, 184.0, 930.0, None, None,2019-05-14 21:00:00, 9.3, None, None,20
None, 184.0, 929.0, None, None,2019-05-14 22:00:00, 7.4, None, None,20
None, 184.0, 928.0, None, None,2019-05-14 23:00:00, 6.8, None, None,20
None, 184.0, 926.0, None, None,2019-05-15 00:00:00, 5.9, None, None,20
None, 184.0, 924.0, None, None,2019-05-15 01:00:00, 5.1, None, None,20
None, 184.0, 923.0, None, None,2019-05-15 02:00:00, 4.0, None, None,20
None, 184.0, 923.0, None, None,2019-05-15 03:00:00, 3.4, None, None,20
None, 185.0, 922.0, None, None,2019-05-15 04:00:00, 3.4, None, None,20
None, 185.0, 921.0, None, None,2019-05-15 05:00:00, 3.1, None, None,20
None, 186.0, 921.0, None, None,2019-05-15 06:00:00, 2.8, None, None,20
None, 188.0, 921.0, None, None,2019-05-15 07:00:00, 2.1, None, None,20
None, 189.0, 921.0, None, None,2019-05-15 08:00:00, 1.3, None, None,20
None, 189.0, 920.0, None, None,2019-05-15 09:00:00, 0.7, None, None,20
None, 189.0, 919.0, None, None,2019-05-15 10:00:00, 0.2, None, None,20
None, 189.0, 918.0, None, None,2019-05-15 11:00:00, 0.1, None, None,20
None, 190.0, 917.0, None, None,2019-05-15 12:00:00, -0.5, None, None,20
None, 189.0, 917.0, None, None,2019-05-15 13:00:00, -0.2, None, None,20
None, 190.0, 915.0, None, None,2019-05-15 14:00:00, 3.0, None, None,20
None, 190.0, 915.0, None, None,2019-05-15 15:00:00, 1.3, None, None,20
None, 190.0, 914.0, 150.0, None,2019-05-15 16:00:00, 1.2, None, None,20
None, 189.0, 914.0, None, None,2019-05-15 17:00:00, 4.7, None, None,20
None, 189.0, 913.0, None, None,2019-05-15 18:00:00, 4.4, None, None,20
None, 190.0, 913.0, None, None,2019-05-15 19:00:00, 6.5, None, None,20
None, 189.0, 913.0, None, None,2019-05-15 20:00:00, 7.3, None, None,20
None, 189.0, 913.0, None, None,2019-05-15 21:00:00, 8.1, None, None,20
None, 190.0, 912.0, None, None,2019-05-15 22:00:00, 8.6, None, None,20
None, 190.0, 911.0, None, None,2019-05-15 23:00:00, 8.9, None, None,20
None, 189.0, 910.0, None, None,2019-05-16 00:00:00, 10.1, None, None,20
None, 189.0, 910.0, None, None,2019-05-16 01:00:00, 9.0, None, None,20
None, 189.0, 909.0, None, None,2019-05-16 02:00:00, 6.6, None, None,20
None, 189.0, 907.0, None, None,2019-05-16 03:00:00, 4.9, None, None,20
None, 189.0, 907.0, None, None,2019-05-16 04:00:00, 4.7, None, None,20
None, 189.0, 906.0, None, None,2019-05-16 05:00:00, 5.6, None, None,20
None, 189.0, 905.0, None, None,2019-05-16 06:00:00, 6.7, None, None,20
None, 189.0, 904.0, None, None,2019-05-16 07:00:00, 6.2, None, None,20
None, 189.0, 904.0, None, None,2019-05-16 08:00:00, 5.0, None, None,20
None, 190.0, 903.0, None, None,2019-05-16 09:00:00, 3.5, None, None,20
None, 190.0, 902.0, None, None,2019-05-16 10:00:00, 3.3, None, None,20
None, 190.0, 902.0, None, None,2019-05-16 11:00:00, 3.4, None, None,20
None, 190.0, 901.0, None, None,2019-05-16 12:00:00, 3.1, None, None,20
None, 190.0, 900.0, None, None,2019-05-16 13:00:00, 3.1, None, None,20
None, 190.0, 899.0, None, None,2019-05-16 14:00:00, 3.5, None, None,20
None, 190.0, 898.0, None, None,2019-05-16 15:00:00, 4.5, None, None,20
None, 190.0, 898.0, 165.0, None,2019-05-16 16:00:00, 4.9, None, None,20
None, 190.0, 897.0, None, None,2019-05-16 17:00:00, 4.4, None, None,20
None, 190.0, 897.0, None, None,2019-05-16 18:00:00, 5.6, None, None,20
None, 190.0, 896.0, None, None,2019-05-16 19:00:00, 6.4, None, None,20
None, 190.0, 895.0, None, None,2019-05-16 20:00:00, 7.7, None, None,20
None, 190.0, 895.0, None, None,2019-05-16 21:00:00, 7.1, None, None,20
None, 190.0, 894.0, None, None,2019-05-16 22:00:00, 7.8, None, None,20
