pcpn_amt_pst24hrs,SWE,cum_pcpn_amt,ONE_DAY_SNOW,air_temp_2,air_temp_1,snw_dpth,MAX_TEMP,ONE_DAY_PRECIPITATION,pcpn_amt_pst1hr,snw_dpth_wtr_equiv,time,MIN_TEMP,week_of_year
None, None, None, None, None,12.8, None, None, None,256.0, 7.0,2019-05-14 00:00:00, None,20
None, None, None, None, None,12.6, None, None, None,256.0, 7.0,2019-05-14 01:00:00, None,20
None, None, None, None, None,12.0, None, None, None,256.0, 7.0,2019-05-14 02:00:00, None,20
None, None, None, None, None,11.4, None, None, None,256.0, 7.0,2019-05-14 03:00:00, None,20
None, None, None, None, None,8.4, None, None, None,256.0, 6.0,2019-05-14 04:00:00, None,20
None, None, None, None, None,4.8, None, None, None,257.0, 6.0,2019-05-14 05:00:00, None,20
None, None, None, None, None,1.9, None, None, None,257.0, 5.0,2019-05-14 06:00:00, None,20
None, None, None, None, None,0.0, None, None, None,258.0, 4.0,2019-05-14 07:00:00, None,20
None, None, None, None, None,-1.2, None, None, None,258.0, 2.0,2019-05-14 08:00:00, None,20
None, None, None, None, None,-1.7, None, None, None,258.0, 2.0,2019-05-14 09:00:00, None,20
None, None, None, None, None,-1.9, None, None, None,258.0, 1.0,2019-05-14 10:00:00, None,20
None, None, None, None, None,-1.9, None, None, None,258.0, 0.0,2019-05-14 11:00:00, None,20
None, None, None, None, None,-2.1, None, None, None,258.0, 0.0,2019-05-14 12:00:00, None,20
None, None, None, None, None,-1.1, None, None, None,258.0, 0.0,2019-05-14 13:00:00, None,20
None, None, None, None, None,0.1, None, None, None,258.0, None,2019-05-14 14:00:00, None,20
None, None, None, None, None,1.8, None, None, None,258.0, None,2019-05-14 15:00:00, None,20
None, 0.0, None, None, None,5.8, None, None, None,258.0, None,2019-05-14 16:00:00, None,20
None, None, None, None, None,9.2, None, None, None,258.0, None,2019-05-14 17:00:00, None,20
None, None, None, None, None,10.3, None, None, None,258.0, None,2019-05-14 18:00:00, None,20
None, None, None, None, None,10.3, None, None, None,257.0, 0.0,2019-05-14 19:00:00, None,20
None, None, None, None, None,9.6, None, None, None,257.0, 1.0,2019-05-14 20:00:00, None,20
None, None, None, None, None,10.7, None, None, None,257.0, 1.0,2019-05-14 21:00:00, None,20
None, None, None, None, None,10.6, None, None, None,257.0, 1.0,2019-05-14 22:00:00, None,20
None, None, None, None, None,11.3, None, None, None,257.0, 1.0,2019-05-14 23:00:00, None,20
None, None, None, None, None,10.9, None, None, None,257.0, 2.0,2019-05-15 00:00:00, None,20
None, None, None, None, None,10.7, None, None, None,257.0, 2.0,2019-05-15 01:00:00, None,20
None, None, None, None, None,10.3, None, None, None,257.0, 3.0,2019-05-15 02:00:00, None,20
None, None, None, None, None,9.2, None, None, None,257.0, 3.0,2019-05-15 03:00:00, None,20
None, None, None, None, None,7.9, None, None, None,257.0, 3.0,2019-05-15 04:00:00, None,20
None, None, None, None, None,6.7, None, None, None,257.0, 3.0,2019-05-15 05:00:00, None,20
None, None, None, None, None,5.6, None, None, None,257.0, 2.0,2019-05-15 06:00:00, None,20
None, None, None, None, None,4.9, None, None, None,258.0, 2.0,2019-05-15 07:00:00, None,20
None, None, None, None, None,4.2, None, None, None,259.0, 2.0,2019-05-15 08:00:00, None,20
None, None, None, None, None,3.9, None, None, None,260.0, 2.0,2019-05-15 09:00:00, None,20
