pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,DEW_POINT,pcpn_amt_pst1hr,avg_wnd_dir_10m_pst10mts,snwfl_amt_pst1hr,rel_hum,time,snw_dpth,stn_pres,week_of_year
None, -0.038, 97.2, 0.2, 6.1, 68.7, 0.8, 306.6, 0.0, 0.8, 0.0, -1.5, 0.0, 0.0, 307.0, 0.0, 97.0,2020-11-18 00:00:00, -6999.0, -6999.0,47
None, 0.114, 97.3, 0.3, 5.6, 62.82, 1.516, 245.7, 0.0, 1.5, 0.1, -1.5, 0.0, 0.0, 246.0, 0.0, 97.0,2020-11-18 01:00:00, -6999.0, -6999.0,47
None, 0.363, 97.6, 0.5, 5.6, 77.41, 1.512, 306.9, 0.0, 1.5, 0.4, -1.5, 0.0, 0.0, 307.0, 0.0, 98.0,2020-11-18 02:00:00, -6999.0, -6999.0,47
None, 0.306, 97.6, 0.5, 7.1, 66.83, 1.682, 261.0, 0.0, 1.7, 0.3, -1.5, 0.0, 0.0, 261.0, 0.0, 98.0,2020-11-18 03:00:00, -6999.0, -6999.0,47
None, 0.358, 97.7, 0.5, 6.2, 25.88, 0.799, 338.1, 0.0, 0.8, 0.4, -1.5, 0.0, 0.0, 338.0, 0.0, 98.0,2020-11-18 04:00:00, -6999.0, -6999.0,47
None, 0.38, 97.8, 0.5, 6.1, 66.82, 2.105, 217.5, 0.0, 2.1, 0.4, -1.5, 0.0, 0.0, 218.0, 0.0, 98.0,2020-11-18 05:00:00, -6999.0, -6999.0,47
None, 0.255, 97.8, 0.5, 5.4, 70.1, 1.395, 275.2, 0.0, 1.4, 0.3, -1.5, 0.0, 0.0, 275.0, 0.0, 98.0,2020-11-18 06:00:00, -6999.0, -6999.0,47
None, 0.356, 98.0, None, None, 74.22, 1.765, 302.3, None, None, None, None, 0.0, None, None, None, None,2020-11-18 07:00:00, None, None,47
None, -0.28, 97.6, 0.5, 8.0, 75.74, 2.19, 252.8, -1.0, 2.2, -0.3, -0.3, -1.0, 0.0, 253.0, 0.0, 98.0,2020-11-18 08:00:00, -6999.0, -6999.0,47
None, -0.771, 97.9, 0.5, 11.5, 42.05, 3.545, 176.6, -1.0, 3.5, -0.8, -1.4, -1.0, 0.0, 177.0, 0.0, 98.0,2020-11-18 09:00:00, -6999.0, -6999.0,47
None, -3.728, 96.2, 0.5, 13.1, 18.46, 7.985, 166.0, -4.0, 8.0, -3.7, -3.7, -4.0, 0.0, 166.0, 0.0, 96.0,2020-11-18 10:00:00, -6999.0, -6999.0,47
None, -4.612, 94.9, 0.5, 14.8, 21.57, 7.544, 161.2, -5.0, 7.5, -4.6, -4.7, -5.0, 0.0, 161.0, 0.0, 95.0,2020-11-18 11:00:00, -6999.0, -6999.0,47
None, -3.89, 94.7, 0.5, 15.7, 21.97, 7.503, 167.4, -4.0, 7.5, -3.9, -4.7, -4.0, 0.0, 167.0, 0.0, 95.0,2020-11-18 12:00:00, -6999.0, -6999.0,47
