CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,rel_hum,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,avg_wnd_spd_10m_pst10mts,MEASURED_WIND_DIRECTION1,MEASURED_WIND_SPEED1,air_temp,min_air_temp_snc_last_reset,DEW_POINT,avg_wnd_dir_10m_pst10mts,dwpt_temp,time,week_of_year
-3.679, 96.0, -2.1, 96.0, 55.3, 33.37, 21.0, 210.7, 20.99, -3.7, -3.6, -4.0, 211.0, -4.0,2020-11-18 00:00:00,47
-4.005, 95.9, -2.1, 96.0, 45.2, 33.93, 18.4, 212.0, 18.36, -4.0, -4.0, -5.0, 212.0, -5.0,2020-11-18 01:00:00,47
-4.341, 95.8, -2.1, 96.0, 56.9, 30.5, 23.0, 205.3, 22.96, -4.3, -4.4, -5.0, 205.0, -5.0,2020-11-18 02:00:00,47
-4.551, 95.6, -2.1, 96.0, 52.4, 28.04, 21.9, 214.3, 21.91, -4.6, -4.6, -5.0, 214.0, -5.0,2020-11-18 03:00:00,47
-4.681, 95.5, -2.1, 96.0, 41.5, 27.69, 19.0, 213.3, 18.99, -4.7, -4.7, -5.0, 213.0, -5.0,2020-11-18 04:00:00,47
-5.031, 95.2, -2.1, 95.0, 32.7, 20.62, 16.5, 192.7, 16.5, -5.0, -5.1, -6.0, 193.0, -6.0,2020-11-18 05:00:00,47
-5.304, 94.8, -2.1, 95.0, 30.9, 30.52, 12.2, 188.4, 12.2, -5.3, -5.3, -6.0, 188.0, -6.0,2020-11-18 06:00:00,47
-5.719, 94.5, None, None, None, 26.75, None, 199.9, 13.46, None, None, -6.0, None, None,2020-11-18 07:00:00,47
-5.964, 94.0, -5.3, 94.0, 31.4, 28.11, 15.1, 188.3, 15.07, -6.0, -6.0, -7.0, 188.0, -7.0,2020-11-18 08:00:00,47
-5.38, 95.0, -5.3, 95.0, 26.0, 35.65, 10.3, 155.1, 10.29, -5.4, -6.0, -6.0, 155.0, -6.0,2020-11-18 09:00:00,47
-5.116, 94.2, -5.2, 94.0, 25.1, 34.22, 12.9, 149.4, 12.94, -5.1, -6.0, -6.0, 149.0, -6.0,2020-11-18 10:00:00,47
-4.8, 94.9, -4.1, 95.0, 16.2, 49.75, 4.3, 88.7, 4.276, -4.8, -6.0, -5.0, 89.0, -5.0,2020-11-18 11:00:00,47
-5.373, 94.6, -4.1, 95.0, 20.4, 32.6, 8.2, 109.7, 8.2, -5.4, -6.0, -6.0, 110.0, -6.0,2020-11-18 12:00:00,47
-5.381, 94.6, -4.1, 95.0, 21.9, 15.04, 11.7, 89.1, 11.7, -5.4, -6.0, -6.0, 89.0, -6.0,2020-11-18 13:00:00,47
-6.037, 94.1, -4.1, 94.0, 35.4, 7.624, 24.9, 75.07, 24.94, -6.0, -6.1, -7.0, 75.0, -7.0,2020-11-18 14:00:00,47
-6.103, 94.2, -4.1, 94.0, 35.1, 7.462, 26.5, 75.2, 26.45, -6.1, -6.2, -7.0, 75.0, -7.0,2020-11-18 15:00:00,47
-6.213, 94.1, None, None, None, 7.469, None, 84.4, 20.77, None, None, -7.0, None, None,2020-11-18 16:00:00,47
-5.573, 94.9, -4.1, 95.0, 31.1, 21.2, 20.3, 105.2, 20.25, -5.6, -6.3, -6.0, 105.0, -6.0,2020-11-18 17:00:00,47
-4.903, 95.0, -4.1, 95.0, 52.2, 32.36, 19.4, 180.6, 19.44, -4.9, -6.3, -6.0, 181.0, -6.0,2020-11-18 18:00:00,47
-5.121, 95.0, -4.9, 95.0, 45.3, 39.77, 12.8, 163.4, 12.8, -5.1, -5.3, -6.0, 163.0, -6.0,2020-11-18 19:00:00,47
-5.265, 95.0, -4.9, 95.0, 39.1, 40.93, 11.9, 205.8, 11.91, -5.3, -5.3, -6.0, 206.0, -6.0,2020-11-18 20:00:00,47
-5.751, 94.6, -4.9, 95.0, 34.5, 28.95, 13.2, 227.8, 13.2, -5.8, -5.9, -6.0, 228.0, -6.0,2020-11-18 21:00:00,47
-6.16, 94.0, -4.9, 94.0, 35.4, 28.01, 13.0, 218.8, 13.04, -6.2, -6.1, -7.0, 219.0, -7.0,2020-11-18 22:00:00,47
-6.311, 94.0, -4.9, 94.0, 31.6, 28.6, 14.0, 213.0, 13.97, -6.3, -6.4, -7.0, 213.0, -7.0,2020-11-18 23:00:00,47
-6.163, 94.1, -4.9, 94.0, 32.9, 31.49, 11.5, 221.1, 11.47, -6.2, -6.4, -7.0, 221.0, -7.0,2020-11-19 00:00:00,47
-6.443, 93.9, -4.9, 94.0, 30.5, 29.13, 12.6, 220.9, 12.58, -6.4, -6.5, -7.0, 221.0, -7.0,2020-11-19 01:00:00,47
-6.57, 93.8, -4.9, 94.0, 32.7, 25.46, 14.9, 222.1, 14.87, -6.6, -6.7, -7.0, 222.0, -7.0,2020-11-19 02:00:00,47
-6.829, 93.5, -4.9, 94.0, 34.3, 30.0, 15.0, 220.1, 15.03, -6.8, -7.0, -8.0, 220.0, -8.0,2020-11-19 03:00:00,47
-7.322, 93.1, -4.9, 93.0, 29.2, 30.16, 13.0, 220.4, 12.98, -7.3, -7.3, -8.0, 220.0, -8.0,2020-11-19 04:00:00,47
-7.451, 93.1, -4.9, 93.0, 27.8, 32.83, 11.2, 216.9, 11.19, -7.5, -7.5, -8.0, 217.0, -8.0,2020-11-19 05:00:00,47
-7.56, 92.9, -4.9, 93.0, 33.5, 29.38, 10.4, 221.7, 10.37, -7.6, -7.6, -8.0, 222.0, -8.0,2020-11-19 06:00:00,47
-7.704, 92.8, -7.5, 93.0, 26.6, 26.53, 11.0, 223.5, 10.98, -7.7, -7.8, -9.0, 224.0, -9.0,2020-11-19 07:00:00,47
-7.964, 92.5, -7.5, 93.0, 29.9, 34.05, 11.8, 223.4, 11.78, -8.0, -8.0, -9.0, 223.0, -9.0,2020-11-19 08:00:00,47
-8.05, 92.4, -7.5, 92.0, 25.8, 28.7, 11.1, 221.3, 11.06, -8.1, -8.2, -9.0, 221.0, -9.0,2020-11-19 09:00:00,47
-7.64, 92.6, -7.5, 93.0, 21.7, 33.63, 8.4, 220.4, 8.4, -7.6, -8.2, -8.0, 220.0, -8.0,2020-11-19 10:00:00,47
-7.987, 92.4, -7.5, 92.0, 19.6, 32.06, 8.6, 229.4, 8.64, -8.0, -8.2, -9.0, 229.0, -9.0,2020-11-19 11:00:00,47
-7.812, 92.4, -7.5, 92.0, 18.4, 33.65, 7.4, 235.7, 7.441, -7.8, -8.2, -9.0, 236.0, -9.0,2020-11-19 12:00:00,47
-7.947, 92.4, -7.5, 92.0, 20.8, 28.73, 8.4, 247.7, 8.43, -7.9, -8.2, -9.0, 248.0, -9.0,2020-11-19 13:00:00,47
-8.51, 92.0, -7.5, 92.0, 23.0, 28.39, 10.0, 250.5, 9.99, -8.5, -8.5, -9.0, 251.0, -9.0,2020-11-19 14:00:00,47
-8.4, 92.0, -7.5, 92.0, 19.4, 36.12, 7.6, 241.0, 7.61, -8.4, -8.5, -9.0, 241.0, -9.0,2020-11-19 15:00:00,47
-8.99, 91.7, -7.5, 92.0, 31.0, 37.53, 8.6, 248.1, 8.6, -9.0, -9.0, -10.0, 248.0, -10.0,2020-11-19 16:00:00,47
-9.51, 91.8, -7.5, 92.0, 27.6, 26.85, 12.8, 249.2, 12.8, -9.5, -10.1, -11.0, 249.0, -11.0,2020-11-19 17:00:00,47
-9.56, 91.2, -7.5, 91.0, 24.4, 25.27, 12.5, 269.5, 12.48, -9.6, -10.1, -11.0, 270.0, -11.0,2020-11-19 18:00:00,47
-9.96, 90.8, -9.5, 91.0, 22.6, 19.29, 11.0, 258.0, 11.04, -10.0, -10.1, -11.0, 258.0, -11.0,2020-11-19 19:00:00,47
-10.09, 90.7, -9.5, 91.0, 15.5, 15.96, 9.6, 251.5, 9.6, -10.1, -10.3, -11.0, 252.0, -11.0,2020-11-19 20:00:00,47
-10.36, 90.5, -9.5, 91.0, 17.3, 17.57, 9.6, 233.1, 9.61, -10.4, -10.5, -11.0, 233.0, -11.0,2020-11-19 21:00:00,47
-10.37, 90.5, -9.5, 91.0, 17.2, 17.49, 7.9, 233.6, 7.895, -10.4, -10.5, -12.0, 234.0, -12.0,2020-11-19 22:00:00,47
