WDIR_VECT,TEMP_MEAN,WSPD_SCLR,HUMIDITY,time,week_of_year
None,17.3, 1.0,68.6,2017-07-02 00:00:00,27
None,15.9, 0.58,71.2,2017-07-02 01:00:00,27
None,14.4, 0.27,76.8,2017-07-02 02:00:00,27
None,13.0, 0.29,82.0,2017-07-02 03:00:00,27
None,12.2, 0.38,85.8,2017-07-02 04:00:00,27
None,11.4, 0.27,88.8,2017-07-02 05:00:00,27
None,11.2, 0.23,89.1,2017-07-02 06:00:00,27
None,12.8, 0.58,83.1,2017-07-02 07:00:00,27
None,16.0, 0.82,72.0,2017-07-02 08:00:00,27
None,17.3, 1.19,68.6,2017-07-02 09:00:00,27
None,18.6, 0.78,63.4,2017-07-02 10:00:00,27
None,21.7, 0.88,51.3,2017-07-02 11:00:00,27
None,23.7, 2.1,42.2,2017-07-02 12:00:00,27
None,25.6, 2.65,36.0,2017-07-02 13:00:00,27
None,27.5, 2.09,29.1,2017-07-02 14:00:00,27
None,27.8, 1.72,27.9,2017-07-02 15:00:00,27
None,28.2, 2.96,27.8,2017-07-02 16:00:00,27
None,29.1, 2.37,24.2,2017-07-02 17:00:00,27
None,29.6, 3.31,21.4,2017-07-02 18:00:00,27
None,28.7, 2.8,23.1,2017-07-02 19:00:00,27
None,25.9, 0.89,31.9,2017-07-02 20:00:00,27
None,19.7, 4.41,55.4,2017-07-02 21:00:00,27
None,16.6, 4.21,68.2,2017-07-02 22:00:00,27
None,15.9, 3.04,69.2,2017-07-02 23:00:00,27
None,15.2, 2.22,73.4,2017-07-03 00:00:00,27
None,14.2, 0.65,77.8,2017-07-03 01:00:00,27
None,13.2, 0.42,81.4,2017-07-03 02:00:00,27
None,13.0, 0.63,82.8,2017-07-03 03:00:00,27
None,13.3, 1.58,80.5,2017-07-03 04:00:00,27
None,13.5, 2.05,69.4,2017-07-03 05:00:00,27
None,13.0, 2.19,69.2,2017-07-03 06:00:00,27
None,13.3, 2.7,61.6,2017-07-03 07:00:00,27
None,13.3, 2.03,60.2,2017-07-03 08:00:00,27
None,14.1, 2.54,56.3,2017-07-03 09:00:00,27
None,14.0, 2.21,57.4,2017-07-03 10:00:00,27
None,14.0, 3.09,55.7,2017-07-03 11:00:00,27
None,13.9, 1.77,56.0,2017-07-03 12:00:00,27
None,16.4, 1.47,48.5,2017-07-03 13:00:00,27
None,16.7, 2.13,52.1,2017-07-03 14:00:00,27
None,18.8, 1.15,40.9,2017-07-03 15:00:00,27
None,19.5, 2.09,37.2,2017-07-03 16:00:00,27
None,20.2, 2.02,32.6,2017-07-03 17:00:00,27
None,19.8, 2.04,32.8,2017-07-03 18:00:00,27
