WDIR_VECT,TEMP_MEAN,WSPD_SCLR,time,avg_air_temp_pst1hr,week_of_year
335.0, 6.9, 0.523,2019-11-05 00:00:00, 6.917,45
343.6, 7.1, 0.33,2019-11-05 01:00:00, 7.13,45
338.8, 7.3, 0.208,2019-11-05 02:00:00, 7.32,45
347.7, 7.5, 0.061999,2019-11-05 03:00:00, 7.51,45
336.6, 7.5, 0.090998,2019-11-05 04:00:00, 7.51,45
105.1, 7.5, 0.0,2019-11-05 05:00:00, 7.54,45
341.9, 7.7, 0.134,2019-11-05 06:00:00, 7.69,45
345.0, 7.7, 0.370999,2019-11-05 07:00:00, 7.7,45
340.7, 7.8, 0.064998,2019-11-05 08:00:00, 7.76,45
327.1, 8.2, 0.368999,2019-11-05 09:00:00, 8.2,45
8.2, 8.8, 0.361999,2019-11-05 10:00:00, 8.82,45
66.7, 9.4, 0.411,2019-11-05 11:00:00, 9.39,45
91.0, 9.4, 0.391999,2019-11-05 12:00:00, 9.43,45
115.0, 10.1, 0.174998,2019-11-05 13:00:00, 10.12,45
124.9, 10.2, 0.395,2019-11-05 14:00:00, 10.16,45
141.6, 10.4, 0.326,2019-11-05 15:00:00, 10.36,45
90.5, 10.4, 0.14,2019-11-05 16:00:00, 10.43,45
65.0, 10.0, 0.174998,2019-11-05 17:00:00, 9.96,45
339.4, 8.9, 0.465,2019-11-05 18:00:00, 8.92,45
329.0, 8.0, 1.052,2019-11-05 19:00:00, 7.97,45
344.0, 7.1, 1.396,2019-11-05 20:00:00, 7.1,45
339.2, 6.5, 1.054,2019-11-05 21:00:00, 6.526,45
340.3, 6.3, 1.152,2019-11-05 22:00:00, 6.275,45
326.8, 6.0, 1.027,2019-11-05 23:00:00, 6.01,45
337.8, 6.0, 1.314,2019-11-06 00:00:00, 6.01,45
343.1, 5.8, 0.952,2019-11-06 01:00:00, 5.839,45
341.4, 5.7, 1.326,2019-11-06 02:00:00, 5.68,45
338.9, 5.8, 1.013,2019-11-06 03:00:00, 5.764,45
339.5, 5.6, 0.907,2019-11-06 04:00:00, 5.61,45
338.6, 5.3, 0.864,2019-11-06 05:00:00, 5.35,45
323.0, 5.4, 1.146,2019-11-06 06:00:00, 5.353,45
314.6, 5.4, 1.003,2019-11-06 07:00:00, 5.401,45
334.0, 5.3, 0.630999,2019-11-06 08:00:00, 5.319,45
297.7, 6.6, 0.86,2019-11-06 09:00:00, 6.595,45
168.0, 9.1, 0.470999,2019-11-06 10:00:00, 9.09,45
153.8, 9.5, 0.28,2019-11-06 11:00:00, 9.51,45
152.8, 10.4, 0.501999,2019-11-06 12:00:00, 10.43,45
124.3, 12.2, 0.578,2019-11-06 13:00:00, 12.16,45
124.9, 12.5, 0.287,2019-11-06 14:00:00, 12.5,45
179.2, 12.6, 0.363,2019-11-06 15:00:00, 12.58,45
355.3, 11.3, 0.488999,2019-11-06 16:00:00, 11.31,45
330.5, 10.1, 0.606,2019-11-06 17:00:00, 10.1,45
334.3, 9.6, 0.726998,2019-11-06 18:00:00, 9.61,45
338.9, 9.2, 0.363,2019-11-06 19:00:00, 9.23,45
331.1, 8.7, 1.143,2019-11-06 20:00:00, 8.69,45
339.1, 8.5, 1.15,2019-11-06 21:00:00, 8.51,45
338.7, 8.4, 0.695999,2019-11-06 22:00:00, 8.36,45
330.6, 8.3, 1.166,2019-11-06 23:00:00, 8.25,45
323.8, 7.9, 0.882,2019-11-07 00:00:00, 7.86,45
301.0, 7.8, 0.742999,2019-11-07 01:00:00, 7.85,45
326.3, 7.6, 1.319,2019-11-07 02:00:00, 7.61,45
339.9, 7.3, 0.663999,2019-11-07 03:00:00, 7.31,45
313.1, 7.1, 0.874,2019-11-07 04:00:00, 7.08,45
297.8, 7.2, 0.785,2019-11-07 05:00:00, 7.24,45
324.7, 6.6, 0.992999,2019-11-07 06:00:00, 6.577,45
316.0, 6.7, 1.191,2019-11-07 07:00:00, 6.685,45
326.5, 6.8, 0.825999,2019-11-07 08:00:00, 6.754,45
299.6, 7.1, 0.593999,2019-11-07 09:00:00, 7.09,45
264.9, 8.5, 0.199,2019-11-07 10:00:00, 8.49,45
149.5, 10.3, 0.414,2019-11-07 11:00:00, 10.25,45
146.1, 10.7, 0.368999,2019-11-07 12:00:00, 10.74,45
125.6, 10.8, 0.351,2019-11-07 13:00:00, 10.76,45
129.4, 10.8, 0.536,2019-11-07 14:00:00, 10.8,45
143.9, 11.5, 0.580999,2019-11-07 15:00:00, 11.48,45
169.8, 11.3, 0.616998,2019-11-07 16:00:00, 11.34,45
339.2, 10.4, 0.708998,2019-11-07 17:00:00, 10.43,45
357.8, 9.9, 0.289,2019-11-07 18:00:00, 9.95,45
309.5, 9.8, 0.760999,2019-11-07 19:00:00, 9.8,45
323.2, 9.6, 0.248998,2019-11-07 20:00:00, 9.58,45
343.8, 9.3, 0.228,2019-11-07 21:00:00, 9.34,45
318.9, 9.2, 0.750998,2019-11-07 22:00:00, 9.19,45
333.6, 8.9, 0.508,2019-11-07 23:00:00, 8.87,45
292.2, 8.6, 0.433999,2019-11-08 00:00:00, 8.62,45
277.8, 8.6, 0.172998,2019-11-08 01:00:00, 8.65,45
306.7, 8.8, 0.405999,2019-11-08 02:00:00, 8.8,45
343.0, 8.3, 0.381998,2019-11-08 03:00:00, 8.31,45
338.6, 8.1, 0.252999,2019-11-08 04:00:00, 8.08,45
329.0, 7.8, 0.813,2019-11-08 05:00:00, 7.75,45
325.1, 7.6, 0.605,2019-11-08 06:00:00, 7.6,45
340.1, 7.5, 0.485,2019-11-08 07:00:00, 7.49,45
318.4, 7.5, 0.545,2019-11-08 08:00:00, 7.46,45
264.6, 8.2, 0.458,2019-11-08 09:00:00, 8.23,45
128.0, 10.4, 0.144998,2019-11-08 10:00:00, 10.42,45
68.7, 10.3, 0.476,2019-11-08 11:00:00, 10.28,45
90.8, 10.3, 0.500998,2019-11-08 12:00:00, 10.31,45
71.4, 11.0, 0.509998,2019-11-08 13:00:00, 11.04,45
56.5, 10.6, 0.629998,2019-11-08 14:00:00, 10.56,45
176.0, 11.0, 0.552999,2019-11-08 15:00:00, 10.99,45
58.6, 10.2, 0.433999,2019-11-08 16:00:00, 10.21,45
284.7, 10.3, 0.469998,2019-11-08 17:00:00, 10.3,45
5.4, 9.9, 0.216,2019-11-08 18:00:00, 9.9,45
358.0, 9.7, 0.426999,2019-11-08 19:00:00, 9.66,45
352.9, 9.8, 0.476,2019-11-08 20:00:00, 9.75,45
307.7, 9.9, 0.987999,2019-11-08 21:00:00, 9.87,45
328.3, 9.6, 0.661,2019-11-08 22:00:00, 9.63,45
346.4, 9.4, 0.725,2019-11-08 23:00:00, 9.45,45
61.4, 9.1, 0.138999,2019-11-09 00:00:00, 9.15,45
48.0, 8.9, 0.391999,2019-11-09 01:00:00, 8.94,45
3.2, 9.0, 0.907,2019-11-09 02:00:00, 9.03,45
320.1, 8.9, 0.156,2019-11-09 03:00:00, 8.87,45
0.3, 8.8, 0.209998,2019-11-09 04:00:00, 8.8,45
12.7, 9.0, 0.549,2019-11-09 05:00:00, 9.02,45
151.1, 9.0, 0.323,2019-11-09 06:00:00, 9.03,45
350.2, 9.1, 0.241999,2019-11-09 07:00:00, 9.15,45
341.1, 9.2, 0.878,2019-11-09 08:00:00, 9.22,45
326.3, 9.1, 0.409,2019-11-09 09:00:00, 9.12,45
334.6, 9.3, 0.266,2019-11-09 10:00:00, 9.34,45
105.8, 9.5, 0.0,2019-11-09 11:00:00, 9.49,45
144.7, 9.5, 0.079,2019-11-09 12:00:00, 9.46,45
79.3, 9.5, 0.247998,2019-11-09 13:00:00, 9.47,45
294.0, 9.8, 0.018998,2019-11-09 14:00:00, 9.84,45
88.6, 9.7, 0.179,2019-11-09 15:00:00, 9.73,45
3.1, 9.8, 0.216,2019-11-09 16:00:00, 9.82,45
124.0, 9.7, 0.068,2019-11-09 17:00:00, 9.71,45
319.9, 9.9, 0.240998,2019-11-09 18:00:00, 9.9,45
350.3, 9.8, 0.472999,2019-11-09 19:00:00, 9.79,45
47.8, 9.5, 0.266,2019-11-09 20:00:00, 9.48,45
347.5, 9.5, 0.048,2019-11-09 21:00:00, 9.5,45
42.1, 9.5, 0.254,2019-11-09 22:00:00, 9.51,45
10.1, 9.5, 0.226998,2019-11-09 23:00:00, 9.47,45
60.3, 9.4, 0.185,2019-11-10 00:00:00, 9.43,45
289.9, 9.5, 0.092,2019-11-10 01:00:00, 9.47,45
53.3, 9.4, 0.065999,2019-11-10 02:00:00, 9.42,45
54.3, 9.4, 0.335999,2019-11-10 03:00:00, 9.36,45
284.4, 9.4, 0.228,2019-11-10 04:00:00, 9.41,45
73.6, 9.3, 0.057,2019-11-10 05:00:00, 9.3,45
344.3, 9.3, 0.111,2019-11-10 06:00:00, 9.29,45
342.9, 9.3, 0.112,2019-11-10 07:00:00, 9.3,45
338.0, 9.3, 0.326999,2019-11-10 08:00:00, 9.31,45
314.1, 10.0, 0.196998,2019-11-10 09:00:00, 10.04,45
138.3, 11.2, 0.462998,2019-11-10 10:00:00, 11.2,45
72.1, 10.6, 0.552999,2019-11-10 11:00:00, 10.64,45
129.6, 11.8, 0.497,2019-11-10 12:00:00, 11.75,45
148.3, 12.5, 0.754,2019-11-10 13:00:00, 12.52,45
149.1, 12.3, 0.833998,2019-11-10 14:00:00, 12.28,45
116.7, 12.8, 0.405,2019-11-10 15:00:00, 12.77,45
46.9, 10.9, 0.405999,2019-11-10 16:00:00, 10.86,45
341.9, 10.0, 1.052,2019-11-10 17:00:00, 10.02,45
337.4, 9.3, 0.791998,2019-11-10 18:00:00, 9.3,45
340.2, 8.7, 0.985,2019-11-10 19:00:00, 8.73,45
341.8, 8.6, 1.733,2019-11-10 20:00:00, 8.55,45
342.7, 8.5, 1.537,2019-11-10 21:00:00, 8.54,45
325.0, 8.3, 1.564,2019-11-10 22:00:00, 8.27,45
308.8, 8.3, 1.919,2019-11-10 23:00:00, 8.31,45
320.6, 8.1, 1.284,2019-11-11 00:00:00, 8.05,45
318.5, 7.8, 1.647,2019-11-11 01:00:00, 7.75,45
334.6, 7.8, 1.304,2019-11-11 02:00:00, 7.82,45
322.6, 7.7, 1.624,2019-11-11 03:00:00, 7.72,45
304.9, 7.9, 1.147,2019-11-11 04:00:00, 7.88,45
322.4, 7.7, 1.93,2019-11-11 05:00:00, 7.72,45
336.8, 7.5, 0.816999,2019-11-11 06:00:00, 7.47,45
315.2, 7.7, 1.145,2019-11-11 07:00:00, 7.66,45
340.7, 8.0, 0.804,2019-11-11 08:00:00, 7.98,45
348.0, 8.5, 1.158,2019-11-11 09:00:00, 8.54,45
17.7, 9.2, 0.564998,2019-11-11 10:00:00, 9.16,45
138.1, 9.5, 0.222,2019-11-11 11:00:00, 9.49,45
136.5, 10.3, 0.377,2019-11-11 12:00:00, 10.34,45
146.4, 10.7, 0.298,2019-11-11 13:00:00, 10.71,45
130.5, 10.1, 0.549,2019-11-11 14:00:00, 10.11,45
341.5, 10.3, 0.375,2019-11-11 15:00:00, 10.32,45
288.2, 10.5, 0.583998,2019-11-11 16:00:00, 10.52,45
349.7, 10.1, 0.669,2019-11-11 17:00:00, 10.12,45
352.6, 10.2, 0.828998,2019-11-11 18:00:00, 10.17,45
340.0, 10.3, 1.073,2019-11-11 19:00:00, 10.29,45
347.1, 10.5, 0.524999,2019-11-11 20:00:00, 10.48,45
15.3, 9.7, 0.656,2019-11-11 21:00:00, 9.66,45
341.0, 9.6, 1.467,2019-11-11 22:00:00, 9.57,45
347.8, 9.2, 0.723999,2019-11-11 23:00:00, 9.19,45
