WDIR_VECT,BAR_PRESS,TEMP_MEAN,WSPD_SCLR,HUMIDITY,avg_rel_hum_pst1hr,time,avg_air_temp_pst1hr,week_of_year
312.2, None, 10.2, 0.541558, 86.6, 86.6372,2019-11-05 00:00:00, 10.2256,45
152.4, None, 10.0, 0.52419, 89.5, 89.4649,2019-11-05 01:00:00, 9.95372,45
13.5, None, 9.9, 0.50589, 90.0, 90.0318,2019-11-05 02:00:00, 9.86884,45
137.3, None, 9.7, 0.567098, 91.0, 90.9548,2019-11-05 03:00:00, 9.68583,45
223.1, None, 9.6, 0.419685, 91.0, 91.0,2019-11-05 04:00:00, 9.5588,45
159.4, None, 9.5, 0.631029, 91.0, 91.0,2019-11-05 05:00:00, 9.45938,45
248.8, None, 9.2, 0.489477, 91.0, 91.0,2019-11-05 06:00:00, 9.24617,45
78.8, None, 9.2, 0.607276, 91.0, 91.0,2019-11-05 07:00:00, 9.23153,45
132.0, None, 9.2, 0.46395, 91.0, 91.0,2019-11-05 08:00:00, 9.22744,45
9.6, None, 9.4, 0.505348, 91.0, 91.0,2019-11-05 09:00:00, 9.37822,45
351.6, None, 9.7, 0.618233, 90.5, 90.4908,2019-11-05 10:00:00, 9.66199,45
339.6, None, 10.0, 1.36901, 88.3, 88.3362,2019-11-05 11:00:00, 9.98086,45
347.5, None, 10.1, 1.71365, 86.6, 86.6001,2019-11-05 12:00:00, 10.0646,45
352.8, None, 10.1, 1.3613, 84.1, 84.112,2019-11-05 13:00:00, 10.1449,45
330.6, None, 10.4, 0.968115, 82.3, 82.3145,2019-11-05 14:00:00, 10.407,45
77.7, None, 10.9, 0.650928, 80.9, 80.8742,2019-11-05 15:00:00, 10.8535,45
320.3, None, 10.7, 0.513027, 80.9, 80.8638,2019-11-05 16:00:00, 10.7335,45
332.6, None, 10.5, 1.43195, 81.7, 81.7415,2019-11-05 17:00:00, 10.4943,45
346.8, None, 10.3, 1.89767, 84.2, 84.198,2019-11-05 18:00:00, 10.263,45
332.8, None, 9.6, 1.59349, 83.7, 83.7308,2019-11-05 19:00:00, 9.64701,45
65.3, None, 8.9, 0.802295, 83.0, 83.0413,2019-11-05 20:00:00, 8.90497,45
78.8, None, 8.2, 0.895401, 85.7, 85.6883,2019-11-05 21:00:00, 8.18054,45
89.3, None, 8.0, 0.734314, 85.4, 85.4445,2019-11-05 22:00:00, 8.02266,45
124.6, None, 7.7, 0.647099, 86.9, 86.8885,2019-11-05 23:00:00, 7.73659,45
136.4, None, 7.3, 0.685056, 87.9, 87.8645,2019-11-06 00:00:00, 7.31799,45
120.6, None, 7.3, 0.613305, 88.6, 88.5936,2019-11-06 01:00:00, 7.27595,45
98.0, None, 7.2, 0.601023, 87.9, 87.8773,2019-11-06 02:00:00, 7.23047,45
93.2, None, 7.1, 0.646233, 88.0, 87.9596,2019-11-06 03:00:00, 7.10007,45
82.9, None, 6.8, 0.8467, 87.7, 87.6684,2019-11-06 04:00:00, 6.8492,45
94.8, None, 6.9, 0.785081, 87.5, 87.523,2019-11-06 05:00:00, 6.86311,45
98.0, None, 6.8, 0.792931, 86.7, 86.6921,2019-11-06 06:00:00, 6.8084,45
139.9, None, 6.6, 0.701286, 86.7, 86.722,2019-11-06 07:00:00, 6.62883,45
103.6, None, 6.9, 0.704913, 86.7, 86.672,2019-11-06 08:00:00, 6.92203,45
71.9, None, 8.3, 0.83315, 81.0, 81.0197,2019-11-06 09:00:00, 8.29323,45
143.9, None, 8.3, 0.665153, 82.1, 82.1332,2019-11-06 10:00:00, 8.30426,45
9.0, None, 9.4, 0.840125, 82.4, 82.3691,2019-11-06 11:00:00, 9.41686,45
352.2, None, 11.2, 1.25873, 75.0, 74.9507,2019-11-06 12:00:00, 11.2456,45
337.8, None, 11.3, 1.48448, 73.1, 73.1035,2019-11-06 13:00:00, 11.2708,45
