pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,rel_hum,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,air_temp,min_air_temp_snc_last_reset,mslp,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,snwfl_amt_pst1hr,time,stn_pres,week_of_year
None, 11.92, 60.05, None, None, 31.5, 7.903, 259.7, None, None, None, None, None, 4.0, 900.0, None,2021-05-14 00:00:00, None,20
None, 10.99, 63.7, None, None, 47.91, 5.883, 313.0, None, None, None, None, None, 5.0, 900.0, None,2021-05-14 01:00:00, None,20
None, 10.78, 63.48, None, None, 53.42, 7.224, 334.7, None, None, None, None, None, 4.0, 900.0, None,2021-05-14 02:00:00, None,20
None, 9.49, 70.39, None, None, 50.83, 7.85, 275.1, None, None, None, None, None, 5.0, 900.0, None,2021-05-14 03:00:00, None,20
None, 8.56, 74.41, None, None, 64.22, 6.516, 276.0, None, None, None, None, None, 4.0, 900.0, None,2021-05-14 04:00:00, None,20
None, 7.519, 72.82, None, None, 31.89, 1.533, 264.9, None, None, None, None, None, 3.0, 900.0, None,2021-05-14 05:00:00, None,20
None, 7.291, 77.86, None, None, 61.24, 1.7, 264.0, None, None, None, None, None, 4.0, 900.0, None,2021-05-14 06:00:00, None,20
None, 10.1, 70.7, None, None, 62.75, 1.275, 346.0, None, None, None, None, None, 5.0, 900.0, None,2021-05-14 07:00:00, None,20
None, 10.64, 64.33, None, None, 38.73, 2.769, 104.2, None, None, None, None, None, 5.0, 900.0, None,2021-05-14 08:00:00, None,20
None, 12.69, 57.78, None, None, 46.42, 3.418, 100.1, None, None, None, None, None, 4.0, 900.0, None,2021-05-14 09:00:00, None,20
None, 15.11, 46.47, None, None, 49.63, 4.327, 117.3, None, None, None, None, None, 4.0, 900.0, None,2021-05-14 10:00:00, None,20
None, 16.4, 40.89, None, None, 49.76, 6.112, 49.33, None, None, None, None, None, 4.0, 900.0, None,2021-05-14 11:00:00, None,20
None, 16.23, 38.97, None, None, 65.57, 5.758, 91.5, None, None, None, None, None, 2.0, 900.0, None,2021-05-14 12:00:00, None,20
None, 17.76, 32.54, None, None, 65.83, 6.67, 174.9, None, None, None, None, None, 1.0, 899.0, None,2021-05-14 13:00:00, None,20
