pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,mslp,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,snwfl_amt_pst1hr,rel_hum,time,snw_dpth,HEIGHT_OF_SNOW,stn_pres,week_of_year
None, 5.3, 86.7, 21.5, None, 50.51, 0.529, 183.0, 3.0, None, 5.3, 5.2, 1019.0, -0.1, 3.0, 937.0, None, None, 87.0,2021-05-14 00:00:00, None, None, 937.0,20
None, 4.277, 90.6, 21.5, None, 41.17, 0.14, 122.4, 3.0, None, 4.3, 4.2, 1019.1, -0.9, 3.0, 937.0, None, None, 91.0,2021-05-14 01:00:00, None, None, 937.0,20
None, 3.478, 92.6, 21.5, None, 35.6, 0.134, 115.0, 3.0, None, 3.5, 3.3, 1020.1, 0.0, 3.0, 938.0, None, None, 93.0,2021-05-14 02:00:00, None, None, 938.0,20
None, 2.515, 94.9, 21.5, None, 31.59, 0.281, 138.6, 2.0, None, 2.5, 2.5, 1020.1, 0.0, 2.0, 938.0, None, None, 95.0,2021-05-14 03:00:00, None, None, 938.0,20
None, 2.052, 96.3, 21.5, None, 0.277, 0.004, 133.9, 1.0, None, 2.1, 2.0, 1020.2, 0.0, 1.0, 938.0, None, None, 96.0,2021-05-14 04:00:00, None, None, 938.0,20
None, 1.457, 97.0, 21.5, None, 31.81, 0.097, 136.3, 1.0, None, 1.5, 1.5, 1020.1, 0.0, 1.0, 938.0, None, None, 97.0,2021-05-14 05:00:00, None, None, 938.0,20
None, 1.261, 97.6, 21.5, None, 21.45, 0.103, 70.13, 1.0, None, 1.3, 1.2, 1020.2, 0.3, 1.0, 938.0, None, None, 98.0,2021-05-14 06:00:00, None, None, 938.0,20
None, 2.643, 96.8, 2.7, None, 47.89, 0.219, 6.86, 2.0, None, 2.6, 1.2, 1020.4, 0.7, 2.0, 938.0, None, None, 97.0,2021-05-14 07:00:00, None, None, 938.0,20
None, 6.003, 91.7, 6.0, None, 59.41, 0.648, 347.2, 5.0, None, 6.0, 1.2, 1020.7, -0.1, 5.0, 938.0, None, None, 92.0,2021-05-14 08:00:00, None, None, 938.0,20
None, 12.19, 57.87, 12.0, None, 20.46, 3.502, 259.9, 4.0, None, 12.2, 1.2, 1019.2, 0.1, 4.0, 937.0, None, None, 58.0,2021-05-14 09:00:00, None, None, 937.0,20
None, 15.78, 45.38, 15.9, None, 30.54, 5.509, 261.4, 4.0, None, 15.8, 1.2, 1018.0, 0.0, 4.0, 936.0, None, None, 45.0,2021-05-14 10:00:00, None, None, 936.0,20
None, 18.94, 36.63, 18.7, None, 36.75, 5.729, 257.5, 4.0, None, 18.9, 1.2, 1017.8, 0.0, 4.0, 936.0, None, None, 37.0,2021-05-14 11:00:00, None, None, 936.0,20
None, 21.0, 30.5, 20.9, None, 31.24, 7.098, 262.2, 2.0, None, 21.0, 1.2, 1016.6, 0.0, 2.0, 935.0, None, None, 31.0,2021-05-14 12:00:00, None, None, 935.0,20
None, 21.8, 27.24, 22.1, None, 41.9, 5.155, 252.0, 3.0, None, 21.8, 1.2, 1015.6, -0.1, 3.0, 934.0, None, None, 27.0,2021-05-14 13:00:00, None, None, 934.0,20
None, 22.86, 25.51, 23.3, None, 46.16, 4.982, 250.4, 2.0, None, 22.9, 1.2, 1015.5, -0.7, 2.0, 934.0, None, None, 26.0,2021-05-14 14:00:00, None, None, 934.0,20
None, 23.3, 22.33, 23.9, None, 34.22, 5.941, 262.9, 1.0, None, 23.3, 1.2, 1014.5, -0.2, 1.0, 933.0, None, None, 22.0,2021-05-14 15:00:00, None, None, 933.0,20
None, 24.16, 18.97, 24.5, None, 42.9, 5.091, 250.2, -1.0, None, 24.2, 1.2, 1014.5, 0.0, -1.0, 933.0, None, None, 19.0,2021-05-14 16:00:00, None, None, 933.0,20
None, 24.4, 17.18, 24.6, None, 37.02, 6.235, 255.0, 1.0, None, 24.4, 1.2, 1013.4, -0.2, 1.0, 932.0, None, None, 17.0,2021-05-14 17:00:00, None, None, 932.0,20
None, 23.44, 20.75, 24.6, None, 40.17, 5.398, 244.0, -1.0, None, 23.4, 1.2, 1013.5, -0.8, -1.0, 932.0, None, None, 21.0,2021-05-14 18:00:00, None, None, 932.0,20
None, 16.93, 43.36, 23.4, None, 44.15, 2.535, 231.0, 4.0, None, 16.9, 16.9, 1012.9, 0.0, 4.0, 931.0, None, None, 43.0,2021-05-14 19:00:00, None, None, 931.0,20
None, 12.26, 55.49, 23.4, None, 32.76, 1.513, 174.4, 3.0, None, 12.3, 12.3, 1013.0, 0.0, 3.0, 931.0, None, None, 55.0,2021-05-14 20:00:00, None, None, 931.0,20
None, 10.21, 65.04, 23.4, None, 50.62, 0.777, 143.4, 4.0, None, 10.2, 10.2, 1013.7, 0.0, 4.0, 932.0, None, None, 65.0,2021-05-14 21:00:00, None, None, 932.0,20
None, 8.79, 67.1, 23.4, None, 31.31, 0.624, 163.4, 3.0, None, 8.8, 8.8, 1014.6, 0.0, 3.0, 933.0, None, None, 67.0,2021-05-14 22:00:00, None, None, 933.0,20
