air_temp,CURRENT_AIR_TEMPERATURE1,min_air_temp_snc_last_reset,max_air_temp_snc_last_reset,rel_hum,time,dwpt_temp,week_of_year
7.0, 7.017, 7.0, 20.5, -6999.0,2021-05-14 00:00:00, -6999.0,20
6.5, 6.509, 6.5, 20.5, -6999.0,2021-05-14 01:00:00, -6999.0,20
5.6, 5.606, 5.6, 20.5, -6999.0,2021-05-14 02:00:00, -6999.0,20
5.4, 5.444, 5.4, 20.5, -6999.0,2021-05-14 03:00:00, -6999.0,20
5.0, 4.979, 5.0, 20.5, -6999.0,2021-05-14 04:00:00, -6999.0,20
4.3, 4.277, 4.3, 20.5, -6999.0,2021-05-14 05:00:00, -6999.0,20
3.9, 3.935, 3.9, 20.5, -6999.0,2021-05-14 06:00:00, -6999.0,20
7.8, 7.839, 3.9, 7.7, -6999.0,2021-05-14 07:00:00, -6999.0,20
18.0, 18.03, 3.9, 17.9, -6999.0,2021-05-14 08:00:00, -6999.0,20
23.5, 23.49, 3.9, 23.4, -6999.0,2021-05-14 09:00:00, -6999.0,20
21.6, 21.6, 3.9, 24.8, -6999.0,2021-05-14 10:00:00, -6999.0,20
23.1, 23.12, 3.9, 24.8, -6999.0,2021-05-14 11:00:00, -6999.0,20
18.9, 18.9, 3.9, 24.8, -6999.0,2021-05-14 12:00:00, -6999.0,20
22.5, 22.45, 3.9, 24.8, -6999.0,2021-05-14 13:00:00, -6999.0,20
22.2, 22.19, 3.9, 24.8, -6999.0,2021-05-14 14:00:00, -6999.0,20
25.1, 25.11, 3.9, 25.1, -6999.0,2021-05-14 15:00:00, -6999.0,20
26.2, 26.22, 3.9, 26.2, -6999.0,2021-05-14 16:00:00, -6999.0,20
23.9, 23.9, 3.9, 26.2, -6999.0,2021-05-14 17:00:00, -6999.0,20
21.3, 21.31, 3.9, 26.2, -6999.0,2021-05-14 18:00:00, -6999.0,20
19.6, 19.57, 19.6, 21.4, -6999.0,2021-05-14 19:00:00, -6999.0,20
19.0, 18.95, 18.8, 21.4, -6999.0,2021-05-14 20:00:00, -6999.0,20
15.5, 15.53, 15.6, 21.4, -6999.0,2021-05-14 21:00:00, -6999.0,20
13.2, 13.24, 13.3, 21.4, -6999.0,2021-05-14 22:00:00, -6999.0,20
12.1, 12.14, 12.2, 21.4, -6999.0,2021-05-14 23:00:00, -6999.0,20
11.3, 11.26, 11.3, 21.4, -6999.0,2021-05-15 00:00:00, -6999.0,20
9.5, 9.47, 9.5, 21.4, -6999.0,2021-05-15 01:00:00, -6999.0,20
7.9, 7.92, 7.9, 21.4, -6999.0,2021-05-15 02:00:00, -6999.0,20
6.8, 6.832, 6.8, 21.4, -6999.0,2021-05-15 03:00:00, -6999.0,20
5.8, 5.756, 5.8, 21.4, -6999.0,2021-05-15 04:00:00, -6999.0,20
5.1, 5.089, 5.1, 21.4, -6999.0,2021-05-15 05:00:00, -6999.0,20
4.5, 4.497, 4.5, 21.4, -6999.0,2021-05-15 06:00:00, -6999.0,20
10.6, 10.58, 4.5, 10.4, -6999.0,2021-05-15 07:00:00, -6999.0,20
18.7, 18.73, 4.5, 18.6, -6999.0,2021-05-15 08:00:00, -6999.0,20
24.1, 24.1, 4.5, 24.0, -6999.0,2021-05-15 09:00:00, -6999.0,20
26.3, 26.27, 4.5, 26.2, -6999.0,2021-05-15 10:00:00, -6999.0,20
27.3, 27.32, 4.5, 27.3, -6999.0,2021-05-15 11:00:00, -6999.0,20
28.7, 28.69, 4.5, 28.7, -6999.0,2021-05-15 12:00:00, -6999.0,20
29.3, 29.29, 4.5, 29.2, -6999.0,2021-05-15 13:00:00, -6999.0,20
29.6, 29.55, 4.5, 29.7, -6999.0,2021-05-15 14:00:00, -6999.0,20
29.0, 29.02, 4.5, 29.7, -6999.0,2021-05-15 15:00:00, -6999.0,20
28.9, 28.86, 4.5, 29.7, -6999.0,2021-05-15 16:00:00, -6999.0,20
