CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,ACTUAL_WIND_DIRECTION,ACTUAL_WIND_SPEED,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,snwfl_amt_pst1hr,stn_pres,week_of_year
None, 4.855, 18.99, None, None, None, None, 15.96, 0.07, 353.0, -17.0, None, 4.9, 4.8, 0.0, -17.0, None, None, 13.1, None, None, 19.0, None,2021-05-14 00:00:00, -6999.0, None, -6999.0, -6999.0,20
None, 4.45, 19.12, None, None, None, None, 0.051, 0.014, 0.089, -17.0, None, 4.5, 4.5, 0.0, -17.0, None, None, 13.1, None, None, 19.0, None,2021-05-14 01:00:00, -6999.0, None, -6999.0, -6999.0,20
None, 3.463, 19.41, None, None, None, None, 0.002, 0.0, 0.0, -18.0, None, 3.5, 3.5, 0.0, -18.0, None, None, 13.1, None, None, 19.0, None,2021-05-14 02:00:00, -6999.0, None, -6999.0, -6999.0,20
None, 3.06, 19.53, None, None, None, None, 0.0, 0.0, 0.0, -18.0, None, 3.1, 3.1, 0.0, -18.0, None, None, 13.1, None, None, 20.0, None,2021-05-14 03:00:00, -6999.0, None, -6999.0, -6999.0,20
None, 2.647, 19.66, None, None, None, None, 0.0, 0.0, 0.0, -18.0, None, 2.6, 2.6, 0.0, -18.0, None, None, 13.1, None, None, 20.0, None,2021-05-14 04:00:00, -6999.0, None, -6999.0, -6999.0,20
None, 1.991, 19.85, None, None, None, None, 0.0, 0.0, 0.0, -19.0, None, 2.0, 2.0, 0.0, -19.0, None, None, 13.1, None, None, 20.0, None,2021-05-14 05:00:00, -6999.0, None, -6999.0, -6999.0,20
None, 1.674, 19.95, None, None, None, None, 0.0, 0.0, 0.0, -19.0, None, 1.7, 1.7, 0.0, -19.0, None, None, 13.1, None, None, 20.0, None,2021-05-14 06:00:00, -6999.0, None, -6999.0, -6999.0,20
None, 1.991, 19.85, None, None, None, None, 0.0, 0.0, 0.0, -19.0, None, 2.0, 1.6, 0.0, -19.0, None, None, 2.0, None, None, 20.0, None,2021-05-14 07:00:00, -6999.0, None, -6999.0, -6999.0,20
None, 3.65, 19.35, None, None, None, None, 0.0, 0.0, 0.0, -18.0, None, 3.7, 1.6, 0.0, -18.0, None, None, 3.7, None, None, 19.0, None,2021-05-14 08:00:00, -6999.0, None, -6999.0, -6999.0,20
None, 8.91, 17.78, None, None, None, None, 0.051, 0.029, 1.124, -14.0, None, 8.9, 1.6, 0.0, -14.0, None, None, 8.9, None, None, 18.0, None,2021-05-14 09:00:00, -6999.0, None, -6999.0, -6999.0,20
None, 10.71, 17.24, None, None, None, None, 64.62, 0.308, 320.8, -13.0, None, 10.7, 1.6, 0.0, -13.0, None, None, 10.7, None, None, 17.0, None,2021-05-14 10:00:00, -6999.0, None, -6999.0, -6999.0,20
None, 12.74, 16.63, None, None, None, None, 25.31, 4.503, 200.7, -12.0, None, 12.7, 1.6, 0.0, -12.0, None, None, 13.0, None, None, 17.0, None,2021-05-14 11:00:00, -6999.0, None, -6999.0, -6999.0,20
None, 13.48, 16.4, None, None, None, None, 28.01, 9.69, 194.0, -12.0, None, 13.5, 1.6, 0.0, -12.0, None, None, 13.7, None, None, 16.0, None,2021-05-14 12:00:00, -6999.0, None, -6999.0, -6999.0,20
None, 15.86, 15.69, None, None, None, None, 31.77, 11.83, 182.6, -10.0, None, 15.9, 1.6, 0.0, -10.0, None, None, 15.9, None, None, 16.0, None,2021-05-14 13:00:00, -6999.0, None, -6999.0, -6999.0,20
None, 16.18, 15.6, None, None, None, None, 41.36, 10.47, 194.1, -10.0, None, 16.2, 1.6, 0.0, -10.0, None, None, 16.8, None, None, 16.0, None,2021-05-14 14:00:00, -6999.0, None, -6999.0, -6999.0,20
None, 16.51, 15.5, None, None, None, None, 36.41, 10.49, 198.9, -10.0, None, 16.5, 1.6, 0.0, -10.0, None, None, 17.0, None, None, 16.0, None,2021-05-14 15:00:00, -6999.0, None, -6999.0, -6999.0,20
None, 15.24, 15.88, None, None, None, None, 40.88, 7.46, 209.0, -10.0, None, 15.2, 1.6, 0.0, -10.0, None, None, 17.0, None, None, 16.0, None,2021-05-14 16:00:00, -6999.0, None, -6999.0, -6999.0,20
None, 15.48, 15.74, None, None, None, None, 38.45, 6.305, 209.3, -10.0, None, 15.5, 1.6, 0.0, -10.0, None, None, 17.0, None, None, 16.0, None,2021-05-14 17:00:00, -6999.0, None, -6999.0, -6999.0,20
None, 15.02, 15.94, None, None, None, None, 41.67, 5.688, 210.3, -11.0, None, 15.0, 1.6, 0.0, -11.0, None, None, 17.0, None, None, 16.0, None,2021-05-14 18:00:00, -6999.0, None, -6999.0, -6999.0,20
None, 13.63, 16.36, None, None, None, None, 40.08, 4.736, 203.4, -11.0, None, 13.6, 13.6, 0.0, -11.0, None, None, 15.0, None, None, 16.0, None,2021-05-14 19:00:00, -6999.0, None, -6999.0, -6999.0,20
None, 10.51, 17.3, None, None, None, None, 27.29, 1.039, 199.5, -13.0, None, 10.5, 10.5, 0.0, -13.0, None, None, 15.0, None, None, 17.0, None,2021-05-14 20:00:00, -6999.0, None, -6999.0, -6999.0,20
None, 7.61, 18.1, None, None, None, None, 9.02, 0.009, 12.48, -15.0, None, 7.6, 7.6, 0.0, -15.0, None, None, 15.0, None, None, 18.0, None,2021-05-14 21:00:00, -6999.0, None, -6999.0, -6999.0,20
None, 6.945, 18.37, None, None, None, None, 18.37, 0.211, 4.214, -15.0, None, 6.9, 6.9, 0.0, -15.0, None, None, 15.0, None, None, 18.0, None,2021-05-14 22:00:00, -6999.0, None, -6999.0, -6999.0,20
None, 6.344, 18.48, None, None, None, None, 7.52, 0.085, 352.1, -16.0, None, 6.3, 6.3, 0.0, -16.0, None, None, 15.0, None, None, 18.0, None,2021-05-14 23:00:00, -6999.0, None, -6999.0, -6999.0,20
None, 6.049, 18.57, None, None, None, None, 0.126, 0.363, 0.089, -16.0, None, 6.0, 6.0, 0.0, -16.0, None, None, 15.0, None, None, 19.0, None,2021-05-15 00:00:00, -6999.0, None, -6999.0, -6999.0,20
None, 5.328, 18.85, None, None, None, None, 0.006, 0.004, 0.0, -16.0, None, 5.3, 5.3, 0.0, -16.0, None, None, 15.0, None, None, 19.0, None,2021-05-15 01:00:00, -6999.0, None, -6999.0, -6999.0,20
None, 4.838, 19.0, None, None, None, None, 0.0, 0.0, 0.0, -17.0, None, 4.8, 4.8, 0.0, -17.0, None, None, 15.0, None, None, 19.0, None,2021-05-15 02:00:00, -6999.0, None, -6999.0, -6999.0,20
